type,product_internal_id,product_price,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_media_gallery_image_url_2,product_media_gallery_image_url_3,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_media_gallery_image_url_6,product_media_gallery_image_url_7,product_media_gallery_image_url_8,product_media_gallery_image_url_9,product_media_gallery_image_url_10,product_media_gallery_image_url_11,product_media_gallery_image_url_12,product_media_gallery_image_url_13,product_media_gallery_image_url_14,product_media_gallery_image_url_15,product_media_gallery_image_url_16,product_media_gallery_image_url_17,product_media_gallery_image_url_18,product_media_gallery_image_url_19,product_media_gallery_image_url_20,product_media_gallery_image_url_21,product_media_gallery_image_url_22,product_media_gallery_image_url_23,product_media_gallery_image_url_24,product_media_gallery_image_url_25,product_media_gallery_image_url_26,product_media_gallery_image_url_27,product_media_gallery_image_url_28,product_variation_sku,product_variation_option_Color,product_option_name,product_option_value,product_option_type,product_option_is_required,product_variation_option_Size,product_media_gallery_image_url_29,product_media_gallery_image_url_30,product_media_gallery_image_url_31,product_media_gallery_image_url_32,product_media_gallery_image_url_33,product_media_gallery_image_url_34,product_media_gallery_image_url_35,product_media_gallery_image_url_36,product_media_gallery_image_url_37,product_media_gallery_image_url_38,product_media_gallery_image_url_39,product_media_gallery_image_url_40,product_media_gallery_image_url_41,product_media_gallery_image_url_42
product_variation,1751,27.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA384_71290_71289,Black,,,,,4XL,,,,,,,,,,,,,,
product_variation,1751,27.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA384_71291_71282,Dark Grey,,,,,,,,,,,,,,,,,,,
product_variation,1751,27.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA384_71291_71283,Dark Grey,,,,,,,,,,,,,,,,,,,
product_variation,1751,27.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA384_71291_71284,Dark Grey,,,,,,,,,,,,,,,,,,,
product_variation,1751,27.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA384_71291_71285,Dark Grey,,,,,,,,,,,,,,,,,,,
product_variation,1751,27.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA384_71291_71286,Dark Grey,,,,,,,,,,,,,,,,,,,
product_variation,1751,27.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA384_71291_71287,Dark Grey,,,,,,,,,,,,,,,,,,,
product_variation,1751,27.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA384_71291_71288,Dark Grey,,,,,,,,,,,,,,,,,,,
product_variation,1751,27.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA384_71291_71289,Dark Grey,,,,,,,,,,,,,,,,,,,
product_variation,1751,27.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA384_71292_71282,Sporty Navy,,,,,,,,,,,,,,,,,,,
product_variation,1751,27.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA384_71292_71283,Sporty Navy,,,,,,,,,,,,,,,,,,,
product_variation,1751,27.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA384_71292_71284,Sporty Navy,,,,,,,,,,,,,,,,,,,
product_variation,1751,27.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA384_71292_71285,Sporty Navy,,,,,,,,,,,,,,,,,,,
product_variation,1751,27.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA384_71292_71286,Sporty Navy,,,,,,,,,,,,,,,,,,,
product_variation,1751,27.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA384_71292_71287,Sporty Navy,,,,,,,,,,,,,,,,,,,
product_variation,1751,27.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA384_71292_71288,Sporty Navy,,,,,,,,,,,,,,,,,,,
product_variation,1751,27.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA384_71292_71289,Sporty Navy,,,,,,,,,,,,,,,,,,,
product,1752,22.56,Kindertrainingsjas met rits en biesje,"100% tricotpolyester. Rechte snit. Toon op toon ritssluiting in nylon. Raglanmouwen met contrasterend biesje. 1x1 ribboord aan kraag, mouwuiteinden en onderkant. 2 ritszakken aan de zijkant. Afscheurbaar merklabel voor eenvoudige personalisatie.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=251132&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,PROACT®,Kleding,Sweatshirt,https://media.europeancatalog.com/ws.php?act=download&mamfileid=251132&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=251134&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=251141&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=251133&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=251135&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=251140&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=251138&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=251143&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=251142&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=375034&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=375033&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,1752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,
product_option,1752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,4/6 years (4/6 ans),RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,
product_option,1752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,6/8 years (6/8 ans),RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,
product_option,1752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,8/10 years (8/10 ans),RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,
product_option,1752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,10/12 years (10/12 ans),RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,
product_option,1752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,12/14 years (12/14 ans),RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,
product_option,1752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Dark Grey,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,
product_option,1752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Sporty Navy,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,
product_variation,1752,22.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA385_71298_71293,Black,,,,,4/6 years (4/6 ans),,,,,,,,,,,,,,
product_variation,1752,22.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA385_71298_71294,Black,,,,,6/8 years (6/8 ans),,,,,,,,,,,,,,
product_variation,1752,22.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA385_71298_71295,Black,,,,,8/10 years (8/10 ans),,,,,,,,,,,,,,
product_variation,1752,22.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA385_71298_71296,Black,,,,,10/12 years (10/12 ans),,,,,,,,,,,,,,
product_variation,1752,22.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA385_71298_71297,Black,,,,,12/14 years (12/14 ans),,,,,,,,,,,,,,
product_variation,1752,22.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA385_71299_71293,Dark Grey,,,,,,,,,,,,,,,,,,,
product_variation,1752,22.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA385_71299_71294,Dark Grey,,,,,,,,,,,,,,,,,,,
product_variation,1752,22.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA385_71299_71295,Dark Grey,,,,,,,,,,,,,,,,,,,
product_variation,1752,22.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA385_71299_71296,Dark Grey,,,,,,,,,,,,,,,,,,,
product_variation,1752,22.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA385_71299_71297,Dark Grey,,,,,,,,,,,,,,,,,,,
product_variation,1752,22.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA385_71300_71293,Sporty Navy,,,,,,,,,,,,,,,,,,,
product_variation,1752,22.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA385_71300_71294,Sporty Navy,,,,,,,,,,,,,,,,,,,
product_variation,1752,22.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA385_71300_71295,Sporty Navy,,,,,,,,,,,,,,,,,,,
product_variation,1752,22.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA385_71300_71296,Sporty Navy,,,,,,,,,,,,,,,,,,,
product_variation,1752,22.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA385_71300_71297,Sporty Navy,,,,,,,,,,,,,,,,,,,
product,1753,34.8,Unisex Sweatshirt met capuchon,"65% polyester / 35% katoen. Vortex-garen. Geborsteld fleece aan de binnenkant. Gekamd katoen. Fitted pasvorm. Raglanmouwen. Capuchon gevoerd met toon op toon mesh. Nektape aan de binnenkant van de capuchon, ringetjes voor de koordjes van de capuchon en stoppunten in fluokleurtjes op de zakken. Kangoeroezakken met 1 fluorescerend gsm-zakje. Mouwboorden en onderzijde in 2x2 ribboord met dubbele dikte. Halvemaanvormige halsopening op de achterkant, voor eenvoudige personalisatie van het merk aan de binnenkant. Tear-away merklabel.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=249443&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,PROACT®,Kleding,Sweatshirt,https://media.europeancatalog.com/ws.php?act=download&mamfileid=249443&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=249452&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=249454&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=249442&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=249461&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=249457&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=249462&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=249445&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=249448&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=249449&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=249460&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=249446&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=249450&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=249447&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=249444&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=249451&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=249456&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=249458&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=249459&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=375039&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=375038&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,1753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,
product_option,1753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,
product_option,1753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,
product_option,1753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,
product_option,1753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,
product_option,1753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,
product_option,1753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,
product_option,1753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,
product_option,1753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Dark Grey Heather,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,
product_option,1753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Sporty Navy,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,
product_variation,1753,34.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA382_75658_75651,Black,,,,,XS,,,,,,,,,,,,,,
product_variation,1753,34.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA382_75658_75652,Black,,,,,S,,,,,,,,,,,,,,
product_variation,1753,34.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA382_75658_75653,Black,,,,,M,,,,,,,,,,,,,,
product_variation,1753,34.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA382_75658_75654,Black,,,,,L,,,,,,,,,,,,,,
product_variation,1753,34.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA382_75658_75655,Black,,,,,XL,,,,,,,,,,,,,,
product_variation,1753,34.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA382_75658_75656,Black,,,,,XXL,,,,,,,,,,,,,,
product_variation,1753,34.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA382_75658_75657,Black,,,,,3XL,,,,,,,,,,,,,,
product_variation,1753,34.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA382_75659_75651,Dark Grey Heather,,,,,,,,,,,,,,,,,,,
product_variation,1753,34.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA382_75659_75652,Dark Grey Heather,,,,,,,,,,,,,,,,,,,
product_variation,1753,34.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA382_75659_75653,Dark Grey Heather,,,,,,,,,,,,,,,,,,,
product_variation,1753,34.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA382_75659_75654,Dark Grey Heather,,,,,,,,,,,,,,,,,,,
product_variation,1753,34.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA382_75659_75655,Dark Grey Heather,,,,,,,,,,,,,,,,,,,
product_variation,1753,34.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA382_75659_75656,Dark Grey Heather,,,,,,,,,,,,,,,,,,,
product_variation,1753,34.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA382_75659_75657,Dark Grey Heather,,,,,,,,,,,,,,,,,,,
product_variation,1753,34.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA382_75660_75651,Sporty Navy,,,,,,,,,,,,,,,,,,,
product_variation,1753,34.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA382_75660_75652,Sporty Navy,,,,,,,,,,,,,,,,,,,
product_variation,1753,34.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA382_75660_75653,Sporty Navy,,,,,,,,,,,,,,,,,,,
product_variation,1753,34.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA382_75660_75654,Sporty Navy,,,,,,,,,,,,,,,,,,,
product_variation,1753,34.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA382_75660_75655,Sporty Navy,,,,,,,,,,,,,,,,,,,
product_variation,1753,34.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA382_75660_75656,Sporty Navy,,,,,,,,,,,,,,,,,,,
product_variation,1753,34.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA382_75660_75657,Sporty Navy,,,,,,,,,,,,,,,,,,,
