type,product_internal_id,product_price,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_media_gallery_image_url_2,product_media_gallery_image_url_3,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_media_gallery_image_url_6,product_media_gallery_image_url_7,product_media_gallery_image_url_8,product_media_gallery_image_url_9,product_media_gallery_image_url_10,product_variation_sku,product_variation_option_Color,product_option_name,product_option_value,product_option_type,product_option_is_required,product_media_gallery_image_url_11,product_media_gallery_image_url_12,product_media_gallery_image_url_13,product_media_gallery_image_url_14,product_media_gallery_image_url_15,product_media_gallery_image_url_16,product_media_gallery_image_url_17,product_media_gallery_image_url_18,product_media_gallery_image_url_19,product_media_gallery_image_url_20,product_variation_option_Size,product_media_gallery_image_url_21,product_media_gallery_image_url_22,product_media_gallery_image_url_23,product_media_gallery_image_url_24,product_media_gallery_image_url_25,product_media_gallery_image_url_26,product_media_gallery_image_url_27,product_media_gallery_image_url_28,product_media_gallery_image_url_29,product_media_gallery_image_url_30,product_media_gallery_image_url_31,product_media_gallery_image_url_32,product_media_gallery_image_url_33,product_media_gallery_image_url_34,product_media_gallery_image_url_35,product_media_gallery_image_url_36,product_media_gallery_image_url_37,product_media_gallery_image_url_38,product_media_gallery_image_url_39,product_media_gallery_image_url_40,product_media_gallery_image_url_41,product_media_gallery_image_url_42,product_media_gallery_image_url_43,product_media_gallery_image_url_44,product_media_gallery_image_url_45,product_media_gallery_image_url_46,product_media_gallery_image_url_47
product_option,2551,,,,,,,,,,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,2551,,,,,,,,,,,,,,,,,,,,Color,Royal Blue,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,2551,,,,,,,,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,2551,10.1,,,,,,,,,,,,,,,,,WK302_69271_69261,Black,,,,,,,,,,,,,,,XS,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,2551,10.1,,,,,,,,,,,,,,,,,WK302_69271_69262,Black,,,,,,,,,,,,,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,2551,10.1,,,,,,,,,,,,,,,,,WK302_69271_69263,Black,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,2551,10.1,,,,,,,,,,,,,,,,,WK302_69271_69264,Black,,,,,,,,,,,,,,,L,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,2551,10.1,,,,,,,,,,,,,,,,,WK302_69271_69265,Black,,,,,,,,,,,,,,,XL,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,2551,10.1,,,,,,,,,,,,,,,,,WK302_69271_69266,Black,,,,,,,,,,,,,,,XXL,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,2551,12.64,,,,,,,,,,,,,,,,,WK302X_69272_69267,Black,,,,,,,,,,,,,,,3XL,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,2551,12.64,,,,,,,,,,,,,,,,,WK302X_69272_69268,Black,,,,,,,,,,,,,,,4XL,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,2551,12.64,,,,,,,,,,,,,,,,,WK302X_69272_69269,Black,,,,,,,,,,,,,,,5XL,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,2551,12.64,,,,,,,,,,,,,,,,,WK302X_69272_69270,Black,,,,,,,,,,,,,,,6XL,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,2551,10.1,,,,,,,,,,,,,,,,,WK302_69274_69261,Dark Grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,2551,10.1,,,,,,,,,,,,,,,,,WK302_69274_69262,Dark Grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,2551,10.1,,,,,,,,,,,,,,,,,WK302_69274_69263,Dark Grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,2551,10.1,,,,,,,,,,,,,,,,,WK302_69274_69264,Dark Grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,2551,10.1,,,,,,,,,,,,,,,,,WK302_69274_69265,Dark Grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,2551,10.1,,,,,,,,,,,,,,,,,WK302_69274_69266,Dark Grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,2551,12.64,,,,,,,,,,,,,,,,,WK302X_69273_69267,Dark Grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,2551,12.64,,,,,,,,,,,,,,,,,WK302X_69273_69268,Dark Grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,2551,12.64,,,,,,,,,,,,,,,,,WK302X_69273_69269,Dark Grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,2551,12.64,,,,,,,,,,,,,,,,,WK302X_69273_69270,Dark Grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,2551,10.1,,,,,,,,,,,,,,,,,WK302_69275_69261,Forest Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,2551,10.1,,,,,,,,,,,,,,,,,WK302_69275_69262,Forest Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,2551,10.1,,,,,,,,,,,,,,,,,WK302_69275_69263,Forest Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,2551,10.1,,,,,,,,,,,,,,,,,WK302_69275_69264,Forest Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,2551,10.1,,,,,,,,,,,,,,,,,WK302_69275_69265,Forest Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,2551,10.1,,,,,,,,,,,,,,,,,WK302_69275_69266,Forest Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,2551,12.64,,,,,,,,,,,,,,,,,WK302X_69276_69267,Forest Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,2551,12.64,,,,,,,,,,,,,,,,,WK302X_69276_69268,Forest Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,2551,12.64,,,,,,,,,,,,,,,,,WK302X_69276_69269,Forest Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,2551,12.64,,,,,,,,,,,,,,,,,WK302X_69276_69270,Forest Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,2551,10.1,,,,,,,,,,,,,,,,,WK302_69278_69261,Navy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,2551,10.1,,,,,,,,,,,,,,,,,WK302_69278_69262,Navy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,2551,10.1,,,,,,,,,,,,,,,,,WK302_69278_69263,Navy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,2551,10.1,,,,,,,,,,,,,,,,,WK302_69278_69264,Navy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,2551,10.1,,,,,,,,,,,,,,,,,WK302_69278_69265,Navy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,2551,10.1,,,,,,,,,,,,,,,,,WK302_69278_69266,Navy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,2551,12.64,,,,,,,,,,,,,,,,,WK302X_69277_69267,Navy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,2551,12.64,,,,,,,,,,,,,,,,,WK302X_69277_69268,Navy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,2551,12.64,,,,,,,,,,,,,,,,,WK302X_69277_69269,Navy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,2551,12.64,,,,,,,,,,,,,,,,,WK302X_69277_69270,Navy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,2551,10.1,,,,,,,,,,,,,,,,,WK302_69279_69261,Oxford Grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,2551,10.1,,,,,,,,,,,,,,,,,WK302_69279_69262,Oxford Grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,2551,10.1,,,,,,,,,,,,,,,,,WK302_69279_69263,Oxford Grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,2551,10.1,,,,,,,,,,,,,,,,,WK302_69279_69264,Oxford Grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,2551,10.1,,,,,,,,,,,,,,,,,WK302_69279_69265,Oxford Grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,2551,10.1,,,,,,,,,,,,,,,,,WK302_69279_69266,Oxford Grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,2551,12.64,,,,,,,,,,,,,,,,,WK302X_69280_69267,Oxford Grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,2551,12.64,,,,,,,,,,,,,,,,,WK302X_69280_69268,Oxford Grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,2551,12.64,,,,,,,,,,,,,,,,,WK302X_69280_69269,Oxford Grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,2551,12.64,,,,,,,,,,,,,,,,,WK302X_69280_69270,Oxford Grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,2551,10.1,,,,,,,,,,,,,,,,,WK302_84961_69261,Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,2551,10.1,,,,,,,,,,,,,,,,,WK302_84961_69262,Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,2551,10.1,,,,,,,,,,,,,,,,,WK302_84961_69263,Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,2551,10.1,,,,,,,,,,,,,,,,,WK302_84961_69264,Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,2551,10.1,,,,,,,,,,,,,,,,,WK302_84961_69265,Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,2551,10.1,,,,,,,,,,,,,,,,,WK302_84961_69266,Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,2551,12.64,,,,,,,,,,,,,,,,,WK302X_84960_69267,Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,2551,12.64,,,,,,,,,,,,,,,,,WK302X_84960_69268,Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,2551,12.64,,,,,,,,,,,,,,,,,WK302X_84960_69269,Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,2551,12.64,,,,,,,,,,,,,,,,,WK302X_84960_69270,Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,2551,10.1,,,,,,,,,,,,,,,,,WK302_69282_69261,Royal Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,2551,10.1,,,,,,,,,,,,,,,,,WK302_69282_69262,Royal Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,2551,10.1,,,,,,,,,,,,,,,,,WK302_69282_69263,Royal Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,2551,10.1,,,,,,,,,,,,,,,,,WK302_69282_69264,Royal Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,2551,10.1,,,,,,,,,,,,,,,,,WK302_69282_69265,Royal Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,2551,10.1,,,,,,,,,,,,,,,,,WK302_69282_69266,Royal Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,2551,12.64,,,,,,,,,,,,,,,,,WK302X_69281_69267,Royal Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,2551,12.64,,,,,,,,,,,,,,,,,WK302X_69281_69268,Royal Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,2551,12.64,,,,,,,,,,,,,,,,,WK302X_69281_69269,Royal Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,2551,12.64,,,,,,,,,,,,,,,,,WK302X_69281_69270,Royal Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,2551,10.1,,,,,,,,,,,,,,,,,WK302_69283_69261,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,2551,10.1,,,,,,,,,,,,,,,,,WK302_69283_69262,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,2551,10.1,,,,,,,,,,,,,,,,,WK302_69283_69263,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,2551,10.1,,,,,,,,,,,,,,,,,WK302_69283_69264,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,2551,10.1,,,,,,,,,,,,,,,,,WK302_69283_69265,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,2551,10.1,,,,,,,,,,,,,,,,,WK302_69283_69266,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,2551,12.64,,,,,,,,,,,,,,,,,WK302X_69284_69267,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,2551,12.64,,,,,,,,,,,,,,,,,WK302X_69284_69268,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,2551,12.64,,,,,,,,,,,,,,,,,WK302X_69284_69269,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,2551,12.64,,,,,,,,,,,,,,,,,WK302X_69284_69270,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product,2552,14,Eco friendly poloshirt,"Effen kleuren : 60% katoen / 40% polyester. Gemaakt van 60% biologisch katoen en 40% gerecycled polyester. Kleur Oxford Grey : 90% katoen / 10% viscose. Gemaakt van 90% biologisch katoen. Alle kleuren zijn gemaakt van biologisch katoen. Piquétricot. Wassen op 60°. Rechte snit. Kraag en mouwuiteinden in 1x1 ribboord met nektape met visgraatmotief in contrasterend oranje. Ton-sur-ton lijst met 3 knopen. 1ste knoopsgat horizontaal. Zijsplitten met visgraatmotief in contrasterend oranje. Dubbel stiksel aan de onderkant. Tear-away merklabel voor eenvoudige personalisatie. Gecertificeerd STANDARD 100 by OEKO-TEX®N° CQ1007/7, IFTH.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=197484&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,WK. Designed To Work,Kleding,Polo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=197484&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=197483&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=197482&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=197481&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=197944&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=197939&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=197943&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=197942&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=197941&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=197940&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=375306&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=375304&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,2552,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,2552,,,,,,,,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,2552,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,2552,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,2552,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,2552,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,2552,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,2552,,,,,,,,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,2552,,,,,,,,,,,,,,,,,,,,Size,4XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,2552,,,,,,,,,,,,,,,,,,,,Size,5XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,2552,,,,,,,,,,,,,,,,,,,,Size,6XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,2552,,,,,,,,,,,,,,,,,,,,Color,Dark Grey,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,2552,,,,,,,,,,,,,,,,,,,,Color,Forest Green,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,2552,,,,,,,,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,2552,,,,,,,,,,,,,,,,,,,,Color,Oxford Grey,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,2552,,,,,,,,,,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,2552,,,,,,,,,,,,,,,,,,,,Color,Royal Blue,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,2552,,,,,,,,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,2552,14,,,,,,,,,,,,,,,,,WK207_69235_69225,Black,,,,,,,,,,,,,,,XS,,,,,,,,,,,,,,,,,,,,,,,,,,,
