type,product_internal_id,product_price,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_media_gallery_image_url_2,product_media_gallery_image_url_3,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_media_gallery_image_url_6,product_media_gallery_image_url_7,product_media_gallery_image_url_8,product_media_gallery_image_url_9,product_media_gallery_image_url_10,product_media_gallery_image_url_11,product_media_gallery_image_url_12,product_media_gallery_image_url_13,product_media_gallery_image_url_14,product_media_gallery_image_url_15,product_variation_sku,product_variation_option_Color,product_option_name,product_option_value,product_option_type,product_option_is_required,product_variation_option_Size
product_option,1501,,,,,,,,,,,,,,,,,,,,,,,,,Size,4XL,RADIOBUTTONS,TRUE,
product_option,1501,,,,,,,,,,,,,,,,,,,,,,,,,Size,5XL,RADIOBUTTONS,TRUE,
product_option,1501,,,,,,,,,,,,,,,,,,,,,,,,,Color,Almond Green,RADIOBUTTONS,TRUE,
product_option,1501,,,,,,,,,,,,,,,,,,,,,,,,,Color,Amazon Green,RADIOBUTTONS,TRUE,
product_option,1501,,,,,,,,,,,,,,,,,,,,,,,,,Color,Amazon Green Heather,RADIOBUTTONS,TRUE,
product_option,1501,,,,,,,,,,,,,,,,,,,,,,,,,Color,Apricot,RADIOBUTTONS,TRUE,
product_option,1501,,,,,,,,,,,,,,,,,,,,,,,,,Color,Aquamarine,RADIOBUTTONS,TRUE,
product_option,1501,,,,,,,,,,,,,,,,,,,,,,,,,Color,Beige Cream,RADIOBUTTONS,TRUE,
product_option,1501,,,,,,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,
product_option,1501,,,,,,,,,,,,,,,,,,,,,,,,,Color,Butternut,RADIOBUTTONS,TRUE,
product_option,1501,,,,,,,,,,,,,,,,,,,,,,,,,Color,Clementine Heather,RADIOBUTTONS,TRUE,
product_option,1501,,,,,,,,,,,,,,,,,,,,,,,,,Color,Cool Blue,RADIOBUTTONS,TRUE,
product_option,1501,,,,,,,,,,,,,,,,,,,,,,,,,Color,Cool Blue Heather,RADIOBUTTONS,TRUE,
product_option,1501,,,,,,,,,,,,,,,,,,,,,,,,,Color,Curcuma,RADIOBUTTONS,TRUE,
product_option,1501,,,,,,,,,,,,,,,,,,,,,,,,,Color,Dark camel,RADIOBUTTONS,TRUE,
product_option,1501,,,,,,,,,,,,,,,,,,,,,,,,,Color,Dark Cherry,RADIOBUTTONS,TRUE,
product_option,1501,,,,,,,,,,,,,,,,,,,,,,,,,Color,Deep Chocolate,RADIOBUTTONS,TRUE,
product_option,1501,,,,,,,,,,,,,,,,,,,,,,,,,Color,Deep Plum,RADIOBUTTONS,TRUE,
product_option,1501,,,,,,,,,,,,,,,,,,,,,,,,,Color,Green field,RADIOBUTTONS,TRUE,
product_option,1501,,,,,,,,,,,,,,,,,,,,,,,,,Color,Grizzly Brown Heather,RADIOBUTTONS,TRUE,
product_option,1501,,,,,,,,,,,,,,,,,,,,,,,,,Color,Hibiscus Red,RADIOBUTTONS,TRUE,
product_option,1501,,,,,,,,,,,,,,,,,,,,,,,,,Color,Iron Grey,RADIOBUTTONS,TRUE,
product_option,1501,,,,,,,,,,,,,,,,,,,,,,,,,Color,Ivory,RADIOBUTTONS,TRUE,
product_option,1501,,,,,,,,,,,,,,,,,,,,,,,,,Color,Jade Green,RADIOBUTTONS,TRUE,
product_option,1501,,,,,,,,,,,,,,,,,,,,,,,,,Color,Lemon Citrus,RADIOBUTTONS,TRUE,
product_option,1501,,,,,,,,,,,,,,,,,,,,,,,,,Color,Light Olive Green,RADIOBUTTONS,TRUE,
product_option,1501,,,,,,,,,,,,,,,,,,,,,,,,,Color,Light Turquoise,RADIOBUTTONS,TRUE,
product_option,1501,,,,,,,,,,,,,,,,,,,,,,,,,Color,Mineral Grey,RADIOBUTTONS,TRUE,
product_option,1501,,,,,,,,,,,,,,,,,,,,,,,,,Color,Moon Grey Heather,RADIOBUTTONS,TRUE,
product_option,1501,,,,,,,,,,,,,,,,,,,,,,,,,Color,Navy Blue,RADIOBUTTONS,TRUE,
product_option,1501,,,,,,,,,,,,,,,,,,,,,,,,,Color,Navy Blue Heather,RADIOBUTTONS,TRUE,
product_option,1501,,,,,,,,,,,,,,,,,,,,,,,,,Color,Organic Khaki,RADIOBUTTONS,TRUE,
product_option,1501,,,,,,,,,,,,,,,,,,,,,,,,,Color,Organic Khaki Heather,RADIOBUTTONS,TRUE,
product_option,1501,,,,,,,,,,,,,,,,,,,,,,,,,Color,Paprika,RADIOBUTTONS,TRUE,
product_option,1501,,,,,,,,,,,,,,,,,,,,,,,,,Color,Parma,RADIOBUTTONS,TRUE,
product_option,1501,,,,,,,,,,,,,,,,,,,,,,,,,Color,Peach,RADIOBUTTONS,TRUE,
product_option,1501,,,,,,,,,,,,,,,,,,,,,,,,,Color,Peacock Blue,RADIOBUTTONS,TRUE,
product_option,1501,,,,,,,,,,,,,,,,,,,,,,,,,Color,Petal Rose,RADIOBUTTONS,TRUE,
product_option,1501,,,,,,,,,,,,,,,,,,,,,,,,,Color,Pineapple,RADIOBUTTONS,TRUE,
product_option,1501,,,,,,,,,,,,,,,,,,,,,,,,,Color,Poppy Red,RADIOBUTTONS,TRUE,
product_option,1501,,,,,,,,,,,,,,,,,,,,,,,,,Color,Raspberry Sorbet,RADIOBUTTONS,TRUE,
product_option,1501,,,,,,,,,,,,,,,,,,,,,,,,,Color,Sea Blue,RADIOBUTTONS,TRUE,
product_option,1501,,,,,,,,,,,,,,,,,,,,,,,,,Color,Sienna,RADIOBUTTONS,TRUE,
product_option,1501,,,,,,,,,,,,,,,,,,,,,,,,,Color,Volcano Grey Heather,RADIOBUTTONS,TRUE,
product_option,1501,,,,,,,,,,,,,,,,,,,,,,,,,Color,Wet Sand,RADIOBUTTONS,TRUE,
product_option,1501,,,,,,,,,,,,,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300C_81183_68495,Adriatic Blue,,,,,XXS
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300C_81183_68497,Adriatic Blue,,,,,XS
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300C_81183_68501,Adriatic Blue,,,,,S
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300C_81183_68503,Adriatic Blue,,,,,M
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300C_81183_68507,Adriatic Blue,,,,,L
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300C_81183_68509,Adriatic Blue,,,,,XL
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300C_81183_68513,Adriatic Blue,,,,,XXL
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300CX_81182_81179,Adriatic Blue,,,,,3XL
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300CX_81182_81180,Adriatic Blue,,,,,4XL
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300CX_81182_81181,Adriatic Blue,,,,,5XL
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300C_68524_68495,Almond Green,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300C_68524_68497,Almond Green,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300C_68524_68501,Almond Green,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300C_68524_68503,Almond Green,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300C_68524_68507,Almond Green,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300C_68524_68509,Almond Green,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300C_68524_68513,Almond Green,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300C_68524_68515,Almond Green,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300C_68524_68519,Almond Green,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300C_68524_68521,Almond Green,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300C_68525_68495,Amazon Green,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300C_68525_68497,Amazon Green,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300C_68525_68501,Amazon Green,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300C_68525_68503,Amazon Green,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300C_68525_68507,Amazon Green,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300C_68525_68509,Amazon Green,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300C_68525_68513,Amazon Green,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300C_68525_68515,Amazon Green,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300C_68525_68519,Amazon Green,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300C_68525_68521,Amazon Green,,,,,
product_variation,1501,12.25,,,,,,,,,,,,,,,,,,,,,,NS300CC_70135_70136,Amazon Green Heather,,,,,
product_variation,1501,12.25,,,,,,,,,,,,,,,,,,,,,,NS300CC_70135_70148,Amazon Green Heather,,,,,
product_variation,1501,12.25,,,,,,,,,,,,,,,,,,,,,,NS300CC_70135_70150,Amazon Green Heather,,,,,
product_variation,1501,12.25,,,,,,,,,,,,,,,,,,,,,,NS300CC_70135_70152,Amazon Green Heather,,,,,
product_variation,1501,12.25,,,,,,,,,,,,,,,,,,,,,,NS300CC_70135_70154,Amazon Green Heather,,,,,
product_variation,1501,12.25,,,,,,,,,,,,,,,,,,,,,,NS300CC_70135_70156,Amazon Green Heather,,,,,
product_variation,1501,12.25,,,,,,,,,,,,,,,,,,,,,,NS300CC_70135_70158,Amazon Green Heather,,,,,
product_variation,1501,12.25,,,,,,,,,,,,,,,,,,,,,,NS300CC_70135_70160,Amazon Green Heather,,,,,
product_variation,1501,12.25,,,,,,,,,,,,,,,,,,,,,,NS300CC_70135_70162,Amazon Green Heather,,,,,
product_variation,1501,12.25,,,,,,,,,,,,,,,,,,,,,,NS300CC_70135_70164,Amazon Green Heather,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300C_68527_68495,Apricot,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300C_68527_68497,Apricot,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300C_68527_68501,Apricot,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300C_68527_68503,Apricot,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300C_68527_68507,Apricot,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300C_68527_68509,Apricot,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300C_68527_68513,Apricot,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300C_68527_68515,Apricot,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300C_68527_68519,Apricot,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300C_68527_68521,Apricot,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300C_68528_68495,Aquamarine,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300C_68528_68497,Aquamarine,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300C_68528_68501,Aquamarine,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300C_68528_68503,Aquamarine,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300C_68528_68507,Aquamarine,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300C_68528_68509,Aquamarine,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300C_68528_68513,Aquamarine,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300C_68528_68515,Aquamarine,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300C_68528_68519,Aquamarine,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300C_68528_68521,Aquamarine,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300C_81184_68495,Beige Cream,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300C_81184_68497,Beige Cream,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300C_81184_68501,Beige Cream,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300C_81184_68503,Beige Cream,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300C_81184_68507,Beige Cream,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300C_81184_68509,Beige Cream,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300C_81184_68513,Beige Cream,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300CX_81185_81179,Beige Cream,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300CX_81185_81180,Beige Cream,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300CX_81185_81181,Beige Cream,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300C_68529_68495,Black,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300C_68529_68497,Black,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300C_68529_68501,Black,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300C_68529_68503,Black,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300C_68529_68507,Black,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300C_68529_68509,Black,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300C_68529_68513,Black,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300C_68529_68515,Black,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300C_68529_68519,Black,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300C_68529_68521,Black,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300C_81187_68495,Butternut,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300C_81187_68497,Butternut,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300C_81187_68501,Butternut,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300C_81187_68503,Butternut,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300C_81187_68507,Butternut,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300C_81187_68509,Butternut,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300C_81187_68513,Butternut,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300CX_81186_81179,Butternut,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300CX_81186_81180,Butternut,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300CX_81186_81181,Butternut,,,,,
product_variation,1501,12.25,,,,,,,,,,,,,,,,,,,,,,NS300CC_70138_70136,Clementine Heather,,,,,
product_variation,1501,12.25,,,,,,,,,,,,,,,,,,,,,,NS300CC_70138_70148,Clementine Heather,,,,,
product_variation,1501,12.25,,,,,,,,,,,,,,,,,,,,,,NS300CC_70138_70150,Clementine Heather,,,,,
product_variation,1501,12.25,,,,,,,,,,,,,,,,,,,,,,NS300CC_70138_70152,Clementine Heather,,,,,
product_variation,1501,12.25,,,,,,,,,,,,,,,,,,,,,,NS300CC_70138_70154,Clementine Heather,,,,,
product_variation,1501,12.25,,,,,,,,,,,,,,,,,,,,,,NS300CC_70138_70156,Clementine Heather,,,,,
product_variation,1501,12.25,,,,,,,,,,,,,,,,,,,,,,NS300CC_70138_70158,Clementine Heather,,,,,
product_variation,1501,12.25,,,,,,,,,,,,,,,,,,,,,,NS300CC_70138_70160,Clementine Heather,,,,,
product_variation,1501,12.25,,,,,,,,,,,,,,,,,,,,,,NS300CC_70138_70162,Clementine Heather,,,,,
product_variation,1501,12.25,,,,,,,,,,,,,,,,,,,,,,NS300CC_70138_70164,Clementine Heather,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300C_68531_68495,Cool Blue,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300C_68531_68497,Cool Blue,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300C_68531_68501,Cool Blue,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300C_68531_68503,Cool Blue,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300C_68531_68507,Cool Blue,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300C_68531_68509,Cool Blue,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300C_68531_68513,Cool Blue,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300C_68531_68515,Cool Blue,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300C_68531_68519,Cool Blue,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300C_68531_68521,Cool Blue,,,,,
product_variation,1501,12.25,,,,,,,,,,,,,,,,,,,,,,NS300CC_70140_70136,Cool Blue Heather,,,,,
product_variation,1501,12.25,,,,,,,,,,,,,,,,,,,,,,NS300CC_70140_70148,Cool Blue Heather,,,,,
product_variation,1501,12.25,,,,,,,,,,,,,,,,,,,,,,NS300CC_70140_70150,Cool Blue Heather,,,,,
product_variation,1501,12.25,,,,,,,,,,,,,,,,,,,,,,NS300CC_70140_70152,Cool Blue Heather,,,,,
product_variation,1501,12.25,,,,,,,,,,,,,,,,,,,,,,NS300CC_70140_70154,Cool Blue Heather,,,,,
product_variation,1501,12.25,,,,,,,,,,,,,,,,,,,,,,NS300CC_70140_70156,Cool Blue Heather,,,,,
product_variation,1501,12.25,,,,,,,,,,,,,,,,,,,,,,NS300CC_70140_70158,Cool Blue Heather,,,,,
product_variation,1501,12.25,,,,,,,,,,,,,,,,,,,,,,NS300CC_70140_70160,Cool Blue Heather,,,,,
product_variation,1501,12.25,,,,,,,,,,,,,,,,,,,,,,NS300CC_70140_70162,Cool Blue Heather,,,,,
product_variation,1501,12.25,,,,,,,,,,,,,,,,,,,,,,NS300CC_70140_70164,Cool Blue Heather,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300C_68533_68495,Curcuma,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300C_68533_68497,Curcuma,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300C_68533_68501,Curcuma,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300C_68533_68503,Curcuma,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300C_68533_68507,Curcuma,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300C_68533_68509,Curcuma,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300C_68533_68513,Curcuma,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300C_68533_68515,Curcuma,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300C_68533_68519,Curcuma,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300C_68533_68521,Curcuma,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300C_81188_68495,Dark camel,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300C_81188_68497,Dark camel,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300C_81188_68501,Dark camel,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300C_81188_68503,Dark camel,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300C_81188_68507,Dark camel,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300C_81188_68509,Dark camel,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300C_81188_68513,Dark camel,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300CX_81189_81179,Dark camel,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300CX_81189_81180,Dark camel,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300CX_81189_81181,Dark camel,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300C_68534_68495,Dark Cherry,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300C_68534_68497,Dark Cherry,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300C_68534_68501,Dark Cherry,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300C_68534_68503,Dark Cherry,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300C_68534_68507,Dark Cherry,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300C_68534_68509,Dark Cherry,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300C_68534_68513,Dark Cherry,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300C_68534_68515,Dark Cherry,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300C_68534_68519,Dark Cherry,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300C_68534_68521,Dark Cherry,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300C_81191_68495,Deep Chocolate,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300C_81191_68497,Deep Chocolate,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300C_81191_68501,Deep Chocolate,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300C_81191_68503,Deep Chocolate,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300C_81191_68507,Deep Chocolate,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300C_81191_68509,Deep Chocolate,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300C_81191_68513,Deep Chocolate,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300CX_81190_81179,Deep Chocolate,,,,,
product_variation,1501,8.8,,,,,,,,,,,,,,,,,,,,,,NS300CX_81190_81180,Deep Chocolate,,,,,
