type,product_internal_id,product_price,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_media_gallery_image_url_2,product_media_gallery_image_url_3,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_media_gallery_image_url_6,product_media_gallery_image_url_7,product_media_gallery_image_url_8,product_media_gallery_image_url_9,product_media_gallery_image_url_10,product_media_gallery_image_url_11,product_media_gallery_image_url_12,product_variation_sku,product_variation_option_Color,product_option_name,product_option_value,product_option_type,product_option_is_required,product_media_gallery_image_url_13,product_media_gallery_image_url_14,product_media_gallery_image_url_15,product_media_gallery_image_url_16,product_media_gallery_image_url_17,product_media_gallery_image_url_18,product_media_gallery_image_url_19,product_media_gallery_image_url_20,product_media_gallery_image_url_21,product_media_gallery_image_url_22,product_media_gallery_image_url_23,product_media_gallery_image_url_24,product_media_gallery_image_url_25,product_media_gallery_image_url_26,product_media_gallery_image_url_27,product_media_gallery_image_url_28,product_media_gallery_image_url_29,product_media_gallery_image_url_30,product_media_gallery_image_url_31,product_media_gallery_image_url_32,product_media_gallery_image_url_33,product_media_gallery_image_url_34,product_media_gallery_image_url_35,product_media_gallery_image_url_36,product_media_gallery_image_url_37,product_media_gallery_image_url_38,product_media_gallery_image_url_39,product_media_gallery_image_url_40,product_media_gallery_image_url_41,product_media_gallery_image_url_42,product_media_gallery_image_url_43,product_variation_option_Size
product_variation,601,33.24,,,,,,,,,,,,,,,,,,,K467_48871_48866,Black / Yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,601,33.24,,,,,,,,,,,,,,,,,,,K467_48871_48867,Black / Yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,601,33.24,,,,,,,,,,,,,,,,,,,K467_48871_48868,Black / Yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,601,33.24,,,,,,,,,,,,,,,,,,,K467_48872_48869,Navy / Fine Grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,601,33.24,,,,,,,,,,,,,,,,,,,K467_48872_48863,Navy / Fine Grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,601,33.24,,,,,,,,,,,,,,,,,,,K467_48872_48865,Navy / Fine Grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,601,33.24,,,,,,,,,,,,,,,,,,,K467_48872_48866,Navy / Fine Grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,601,33.24,,,,,,,,,,,,,,,,,,,K467_48872_48867,Navy / Fine Grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,601,33.24,,,,,,,,,,,,,,,,,,,K467_48872_48868,Navy / Fine Grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,601,33.24,,,,,,,,,,,,,,,,,,,K467_48873_48869,Oxford Grey / Navy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,601,33.24,,,,,,,,,,,,,,,,,,,K467_48873_48863,Oxford Grey / Navy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,601,33.24,,,,,,,,,,,,,,,,,,,K467_48873_48865,Oxford Grey / Navy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,601,33.24,,,,,,,,,,,,,,,,,,,K467_48873_48866,Oxford Grey / Navy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,601,33.24,,,,,,,,,,,,,,,,,,,K467_48873_48867,Oxford Grey / Navy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,601,33.24,,,,,,,,,,,,,,,,,,,K467_48873_48868,Oxford Grey / Navy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,601,33.24,,,,,,,,,,,,,,,,,,,K467_48874_48869,Red / White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,601,33.24,,,,,,,,,,,,,,,,,,,K467_48874_48863,Red / White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,601,33.24,,,,,,,,,,,,,,,,,,,K467_48874_48865,Red / White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,601,33.24,,,,,,,,,,,,,,,,,,,K467_48874_48866,Red / White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,601,33.24,,,,,,,,,,,,,,,,,,,K467_48874_48867,Red / White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,601,33.24,,,,,,,,,,,,,,,,,,,K467_48874_48868,Red / White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product,602,21.06,Damessweater “Loose fit”,"91% katoen / 9% polyester (Light Grey Heather: 87% katoen / 9% polyester / 4% viscose). Fleece “French Terry”. Voelt heel zacht aan. Casual, losse snit met brede halsopening. Nektape met visgraatmotief. Onafgewerkte boorden onderaan. Dubbel stiksel aan de mouwuiteinden.  Gecertificeerd STANDARD 100 by OEKO-TEX®N° CQ1007/7, IFTH.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=198609&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kariban,Kleding,Sweatshirt,https://media.europeancatalog.com/ws.php?act=download&mamfileid=198609&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=198607&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=198596&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=198590&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=198594&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=198584&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=198647&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=198648&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=198645&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=198646&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=338583&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=251552&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=251544&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=251547&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=251543&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=251546&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=251553&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=251548&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=251550&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=251551&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=251549&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=252835&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=198589&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=198588&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=198587&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=198598&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=198592&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=198605&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=198603&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,
product_option,602,,,,,,,,,,,,,,,,,,,,,,Color,Amazon Green,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,602,,,,,,,,,,,,,,,,,,,,,,Size,S/M,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,602,,,,,,,,,,,,,,,,,,,,,,Size,L/XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,602,,,,,,,,,,,,,,,,,,,,,,Color,Aquamarine,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,602,,,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,602,,,,,,,,,,,,,,,,,,,,,,Color,Hibiscus Red,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,602,,,,,,,,,,,,,,,,,,,,,,Color,Light grey heather,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,602,,,,,,,,,,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,602,,,,,,,,,,,,,,,,,,,,,,Color,Off White,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,602,,,,,,,,,,,,,,,,,,,,,,Color,Pale Pink,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,602,,,,,,,,,,,,,,,,,,,,,,Color,Peach,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,602,,,,,,,,,,,,,,,,,,,,,,Color,Sage,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,602,21.06,,,,,,,,,,,,,,,,,,,K471_76666_54835,Amazon Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S/M
product_variation,602,21.06,,,,,,,,,,,,,,,,,,,K471_76666_54836,Amazon Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L/XL
product_variation,602,21.06,,,,,,,,,,,,,,,,,,,K471_76667_54835,Aquamarine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,602,21.06,,,,,,,,,,,,,,,,,,,K471_76667_54836,Aquamarine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,602,21.06,,,,,,,,,,,,,,,,,,,K471_59509_54835,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,602,21.06,,,,,,,,,,,,,,,,,,,K471_59509_54836,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,602,21.06,,,,,,,,,,,,,,,,,,,K471_76668_54835,Hibiscus Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,602,21.06,,,,,,,,,,,,,,,,,,,K471_76668_54836,Hibiscus Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,602,21.06,,,,,,,,,,,,,,,,,,,K471_54837_54835,Light grey heather,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,602,21.06,,,,,,,,,,,,,,,,,,,K471_54837_54836,Light grey heather,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,602,21.06,,,,,,,,,,,,,,,,,,,K471_59510_54835,Navy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,602,21.06,,,,,,,,,,,,,,,,,,,K471_59510_54836,Navy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,602,21.06,,,,,,,,,,,,,,,,,,,K471_54838_54835,Off White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,602,21.06,,,,,,,,,,,,,,,,,,,K471_54838_54836,Off White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,602,21.06,,,,,,,,,,,,,,,,,,,K471_59511_54835,Pale Pink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,602,21.06,,,,,,,,,,,,,,,,,,,K471_59511_54836,Pale Pink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,602,21.06,,,,,,,,,,,,,,,,,,,K471_76669_54835,Peach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,602,21.06,,,,,,,,,,,,,,,,,,,K471_76669_54836,Peach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,602,21.06,,,,,,,,,,,,,,,,,,,K471_76670_54835,Sage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,602,21.06,,,,,,,,,,,,,,,,,,,K471_76670_54836,Sage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product,603,30.96,Sweat jacket,"80% katoen / 20% polyester. Geborsteld fleece aan de binnenkant. Ingezette mouwen. 2 omzoomde zakken aan de voorkant. Nektape met visgraatmotief. Ribboord aan mouwuiteinden en aan de onderkant.  Gecertificeerd STANDARD 100 by OEKO-TEX®N° CQ1007/7, IFTH.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=252237&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kariban,Kleding,Sweatshirt,https://media.europeancatalog.com/ws.php?act=download&mamfileid=252237&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=252234&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=252239&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=252238&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=252233&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=252236&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=252235&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,603,,,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,603,,,,,,,,,,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,603,,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,603,,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,603,,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,603,,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,603,,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,603,,,,,,,,,,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,603,,,,,,,,,,,,,,,,,,,,,,Size,4XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,603,,,,,,,,,,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,603,,,,,,,,,,,,,,,,,,,,,,Color,Oxford Grey,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,603,,,,,,,,,,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,603,30.96,,,,,,,,,,,,,,,,,,,K472_54847_54839,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XS
product_variation,603,30.96,,,,,,,,,,,,,,,,,,,K472_54847_54840,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S
product_variation,603,30.96,,,,,,,,,,,,,,,,,,,K472_54847_54841,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M
product_variation,603,30.96,,,,,,,,,,,,,,,,,,,K472_54847_54842,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L
product_variation,603,30.96,,,,,,,,,,,,,,,,,,,K472_54847_54843,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XL
product_variation,603,30.96,,,,,,,,,,,,,,,,,,,K472_54847_54844,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XXL
product_variation,603,30.96,,,,,,,,,,,,,,,,,,,K472_54847_54845,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3XL
product_variation,603,30.96,,,,,,,,,,,,,,,,,,,K472_54847_54846,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4XL
product_variation,603,30.96,,,,,,,,,,,,,,,,,,,K472_54848_54839,Navy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,603,30.96,,,,,,,,,,,,,,,,,,,K472_54848_54840,Navy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,603,30.96,,,,,,,,,,,,,,,,,,,K472_54848_54841,Navy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,603,30.96,,,,,,,,,,,,,,,,,,,K472_54848_54842,Navy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
