type,product_internal_id,product_price,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_media_gallery_image_url_2,product_media_gallery_image_url_3,product_variation_sku,product_variation_option_Color,product_option_name,product_option_value,product_option_type,product_option_is_required,product_variation_option_Size,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_media_gallery_image_url_6
product,2158,45.88,Core Ladies Tx Performance Hooded Soft Shell Jacket,"Drielaagse stof. Buitenkant: 93% polyester / 7% elasthan. Tussenlaag:  waterdicht (8.000mm), ademend (1.000g/m²/24h) & TPU membraan. Binnenkant: 100% polyester microfleece. Waterafstotende finish en winddicht. Stormoverslag aan de binnenkant. Decoratief inzetstuk op de rug. Volledige ritssluiting. Zijzakken met rits. Afneembare en verstelbare capuchon. Verlengd achterpand. Getailleerde snit.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=71064&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Result,Kleding,Jas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=71064&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=71060&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=139220&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,
product_option,2158,,,,,,,,,,,,,Color,Black / Grey,RADIOBUTTONS,TRUE,,,,
product_option,2158,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,
product_option,2158,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,
product_option,2158,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,
product_option,2158,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,
product_option,2158,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,
product_option,2158,,,,,,,,,,,,,Color,Navy / Royal,RADIOBUTTONS,TRUE,,,,
product_option,2158,,,,,,,,,,,,,Color,Red / Black,RADIOBUTTONS,TRUE,,,,
product_option,2158,,,,,,,,,,,,,Color,Vivid Green / Black,RADIOBUTTONS,TRUE,,,,
product_variation,2158,45.88,,,,,,,,,,R230F_50498_50497,Black / Grey,,,,,S,,,
product_variation,2158,45.88,,,,,,,,,,R230F_50498_50499,Black / Grey,,,,,M,,,
product_variation,2158,45.88,,,,,,,,,,R230F_50498_50500,Black / Grey,,,,,L,,,
product_variation,2158,45.88,,,,,,,,,,R230F_50498_50501,Black / Grey,,,,,XL,,,
product_variation,2158,45.88,,,,,,,,,,R230F_50498_50502,Black / Grey,,,,,XXL,,,
product_variation,2158,45.88,,,,,,,,,,R230F_50503_50497,Navy / Royal,,,,,,,,
product_variation,2158,45.88,,,,,,,,,,R230F_50503_50499,Navy / Royal,,,,,,,,
product_variation,2158,45.88,,,,,,,,,,R230F_50503_50500,Navy / Royal,,,,,,,,
product_variation,2158,45.88,,,,,,,,,,R230F_50503_50501,Navy / Royal,,,,,,,,
product_variation,2158,45.88,,,,,,,,,,R230F_50503_50502,Navy / Royal,,,,,,,,
product_variation,2158,45.88,,,,,,,,,,R230F_50504_50497,Red / Black,,,,,,,,
product_variation,2158,45.88,,,,,,,,,,R230F_50504_50499,Red / Black,,,,,,,,
product_variation,2158,45.88,,,,,,,,,,R230F_50504_50500,Red / Black,,,,,,,,
product_variation,2158,45.88,,,,,,,,,,R230F_50504_50501,Red / Black,,,,,,,,
product_variation,2158,45.88,,,,,,,,,,R230F_50504_50502,Red / Black,,,,,,,,
product_variation,2158,45.88,,,,,,,,,,R230F_50505_50497,Vivid Green / Black,,,,,,,,
product_variation,2158,45.88,,,,,,,,,,R230F_50505_50499,Vivid Green / Black,,,,,,,,
product_variation,2158,45.88,,,,,,,,,,R230F_50505_50500,Vivid Green / Black,,,,,,,,
product_variation,2158,45.88,,,,,,,,,,R230F_50505_50501,Vivid Green / Black,,,,,,,,
product_variation,2158,45.88,,,,,,,,,,R230F_50505_50502,Vivid Green / Black,,,,,,,,
product,2159,48.18,Core Tx Performance Hooded Soft Shell Jacket,"Drielaagse stof. Buitenkant: 93% polyester / 7% elasthan. Tussenlaag:  waterdicht (8.000mm), ademend (1.000g/m²/24h) & TPU membraan. Binnenkant: 100% polyester microfleece.  Waterafstotende finish en winddicht. Stormoverslag aan de binnenkant. Decoratief inzetstuk op de rug. Volledige ritssluiting. Zijzakken met rits. Borstzak met rits. Afneembare en verstelbare capuchon.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=71066&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Result,Kleding,Jas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=71066&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=71065&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,
product_option,2159,,,,,,,,,,,,,Color,Black / Grey,RADIOBUTTONS,TRUE,,,,
product_option,2159,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,
product_option,2159,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,
product_option,2159,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,
product_option,2159,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,
product_option,2159,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,
product_option,2159,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,
product_option,2159,,,,,,,,,,,,,Color,Navy / Royal,RADIOBUTTONS,TRUE,,,,
product_option,2159,,,,,,,,,,,,,Color,Red / Black,RADIOBUTTONS,TRUE,,,,
product_option,2159,,,,,,,,,,,,,Color,Vivid Green / Black,RADIOBUTTONS,TRUE,,,,
