type,product_internal_id,product_price,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_media_gallery_image_url_2,product_media_gallery_image_url_3,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_variation_sku,product_variation_option_Color,product_option_name,product_option_value,product_option_type,product_option_is_required,product_media_gallery_image_url_6,product_media_gallery_image_url_7,product_media_gallery_image_url_8,product_media_gallery_image_url_9,product_media_gallery_image_url_10,product_media_gallery_image_url_11,product_media_gallery_image_url_12,product_media_gallery_image_url_13,product_media_gallery_image_url_14,product_media_gallery_image_url_15,product_media_gallery_image_url_16,product_media_gallery_image_url_17,product_media_gallery_image_url_18,product_media_gallery_image_url_19,product_media_gallery_image_url_20,product_media_gallery_image_url_21,product_media_gallery_image_url_22,product_media_gallery_image_url_23,product_media_gallery_image_url_24,product_media_gallery_image_url_25,product_media_gallery_image_url_26,product_media_gallery_image_url_27,product_media_gallery_image_url_28,product_media_gallery_image_url_29,product_media_gallery_image_url_30
product_option,551,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,551,,,,,,,,,,,,,,,Color,Clay,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,551,,,,,,,,,,,,,,,Color,Cloudy blue heather,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,551,,,,,,,,,,,,,,,Color,Dark Grey,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,551,,,,,,,,,,,,,,,Color,Dark Khaki,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,551,,,,,,,,,,,,,,,Color,Deep Blue,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,551,,,,,,,,,,,,,,,Color,Deep Purple,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,551,,,,,,,,,,,,,,,Color,Forest Green,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,551,,,,,,,,,,,,,,,Color,French Navy Heather,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,551,,,,,,,,,,,,,,,Color,Green Marble Heather,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,551,,,,,,,,,,,,,,,Color,Grey Heather,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,551,,,,,,,,,,,,,,,Color,Ice Mint,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,551,,,,,,,,,,,,,,,Color,Kelly Green,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,551,,,,,,,,,,,,,,,Color,Lemon Yellow,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,551,,,,,,,,,,,,,,,Color,Light Orange,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,551,,,,,,,,,,,,,,,Color,Light Royal Blue,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,551,,,,,,,,,,,,,,,Color,Light Sand,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,551,,,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,551,,,,,,,,,,,,,,,Color,Oxford Grey,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,551,,,,,,,,,,,,,,,Color,Pale Pink,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,551,,,,,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,551,,,,,,,,,,,,,,,Color,Sage,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,551,,,,,,,,,,,,,,,Color,Sea Turquoise,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,551,,,,,,,,,,,,,,,Color,Sky Blue,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,551,,,,,,,,,,,,,,,Color,Snow Grey,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,551,,,,,,,,,,,,,,,Color,Terracotta Red,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,551,,,,,,,,,,,,,,,Color,True Indigo,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,551,,,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,551,,,,,,,,,,,,,,,Color,Wine,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,551,,,,,,,,,,,,,,,Color,Wine Heather,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,551,,,,,,,,,,,,,,,Color,Yellow,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,29.24,,,,,,,,,,,,K4027A_67981_67958,Ash Heather,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,29.24,,,,,,,,,,,,K4027A_67981_67960,Ash Heather,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,29.24,,,,,,,,,,,,K4027A_67981_67964,Ash Heather,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,29.24,,,,,,,,,,,,K4027A_67981_67966,Ash Heather,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,29.24,,,,,,,,,,,,K4027A_67981_67970,Ash Heather,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,29.24,,,,,,,,,,,,K4027A_67981_69793,Ash Heather,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,33.7,,,,,,,,,,,,K4027AX_67982_67975,Ash Heather,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,33.7,,,,,,,,,,,,K4027AX_67982_67980,Ash Heather,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,29.24,,,,,,,,,,,,K4027C_67984_67959,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,29.24,,,,,,,,,,,,K4027C_67984_67961,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,29.24,,,,,,,,,,,,K4027C_67984_67965,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,29.24,,,,,,,,,,,,K4027C_67984_67967,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,29.24,,,,,,,,,,,,K4027C_67984_67971,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,29.24,,,,,,,,,,,,K4027C_67984_69795,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,33.7,,,,,,,,,,,,K4027CX_67983_67976,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,33.7,,,,,,,,,,,,K4027CX_67983_67978,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,29.24,,,,,,,,,,,,K4027C_76635_67959,Clay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,29.24,,,,,,,,,,,,K4027C_76635_67961,Clay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,29.24,,,,,,,,,,,,K4027C_76635_67965,Clay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,29.24,,,,,,,,,,,,K4027C_76635_67967,Clay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,29.24,,,,,,,,,,,,K4027C_76635_67971,Clay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,29.24,,,,,,,,,,,,K4027C_76635_69795,Clay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,33.7,,,,,,,,,,,,K4027CX_76636_67976,Clay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,33.7,,,,,,,,,,,,K4027CX_76636_67978,Clay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,43.3,,,,,,,,,,,,K4027CC_70171_70167,Cloudy blue heather,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,43.3,,,,,,,,,,,,K4027CC_70171_70175,Cloudy blue heather,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,43.3,,,,,,,,,,,,K4027CC_70171_70177,Cloudy blue heather,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,43.3,,,,,,,,,,,,K4027CC_70171_70179,Cloudy blue heather,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,43.3,,,,,,,,,,,,K4027CC_70171_70181,Cloudy blue heather,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,43.3,,,,,,,,,,,,K4027CC_70171_70183,Cloudy blue heather,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,53.1,,,,,,,,,,,,K4027CCX_70190_70186,Cloudy blue heather,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,53.1,,,,,,,,,,,,K4027CCX_70190_70194,Cloudy blue heather,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,29.24,,,,,,,,,,,,K4027C_67985_67959,Dark Grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,29.24,,,,,,,,,,,,K4027C_67985_67961,Dark Grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,29.24,,,,,,,,,,,,K4027C_67985_67965,Dark Grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,29.24,,,,,,,,,,,,K4027C_67985_67967,Dark Grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,29.24,,,,,,,,,,,,K4027C_67985_67971,Dark Grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,29.24,,,,,,,,,,,,K4027C_67985_69795,Dark Grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,33.7,,,,,,,,,,,,K4027CX_67986_67976,Dark Grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,33.7,,,,,,,,,,,,K4027CX_67986_67978,Dark Grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,29.24,,,,,,,,,,,,K4027C_67988_67959,Dark Khaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,29.24,,,,,,,,,,,,K4027C_67988_67961,Dark Khaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,29.24,,,,,,,,,,,,K4027C_67988_67965,Dark Khaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,29.24,,,,,,,,,,,,K4027C_67988_67967,Dark Khaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,29.24,,,,,,,,,,,,K4027C_67988_67971,Dark Khaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,29.24,,,,,,,,,,,,K4027C_67988_69795,Dark Khaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,33.7,,,,,,,,,,,,K4027CX_67987_67976,Dark Khaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,33.7,,,,,,,,,,,,K4027CX_67987_67978,Dark Khaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,29.24,,,,,,,,,,,,K4027C_67990_67959,Deep Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,29.24,,,,,,,,,,,,K4027C_67990_67961,Deep Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,29.24,,,,,,,,,,,,K4027C_67990_67965,Deep Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,29.24,,,,,,,,,,,,K4027C_67990_67967,Deep Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,29.24,,,,,,,,,,,,K4027C_67990_67971,Deep Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,29.24,,,,,,,,,,,,K4027C_67990_69795,Deep Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,33.7,,,,,,,,,,,,K4027CX_67989_67976,Deep Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,33.7,,,,,,,,,,,,K4027CX_67989_67978,Deep Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,29.24,,,,,,,,,,,,K4027C_67992_67959,Deep Purple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,29.24,,,,,,,,,,,,K4027C_67992_67961,Deep Purple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,29.24,,,,,,,,,,,,K4027C_67992_67965,Deep Purple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,29.24,,,,,,,,,,,,K4027C_67992_67967,Deep Purple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,29.24,,,,,,,,,,,,K4027C_67992_67971,Deep Purple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,29.24,,,,,,,,,,,,K4027C_67992_69795,Deep Purple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,33.7,,,,,,,,,,,,K4027CX_67991_67976,Deep Purple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,33.7,,,,,,,,,,,,K4027CX_67991_67978,Deep Purple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,29.24,,,,,,,,,,,,K4027C_67993_67959,Forest Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,29.24,,,,,,,,,,,,K4027C_67993_67961,Forest Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,29.24,,,,,,,,,,,,K4027C_67993_67965,Forest Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,29.24,,,,,,,,,,,,K4027C_67993_67967,Forest Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,29.24,,,,,,,,,,,,K4027C_67993_67971,Forest Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,29.24,,,,,,,,,,,,K4027C_67993_69795,Forest Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,33.7,,,,,,,,,,,,K4027CX_67994_67976,Forest Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,33.7,,,,,,,,,,,,K4027CX_67994_67978,Forest Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,43.3,,,,,,,,,,,,K4027CC_70166_70167,French Navy Heather,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,43.3,,,,,,,,,,,,K4027CC_70166_70175,French Navy Heather,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,43.3,,,,,,,,,,,,K4027CC_70166_70177,French Navy Heather,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,43.3,,,,,,,,,,,,K4027CC_70166_70179,French Navy Heather,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,43.3,,,,,,,,,,,,K4027CC_70166_70181,French Navy Heather,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,43.3,,,,,,,,,,,,K4027CC_70166_70183,French Navy Heather,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,53.1,,,,,,,,,,,,K4027CCX_70185_70186,French Navy Heather,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,53.1,,,,,,,,,,,,K4027CCX_70185_70194,French Navy Heather,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,43.3,,,,,,,,,,,,K4027CC_70169_70167,Green Marble Heather,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,43.3,,,,,,,,,,,,K4027CC_70169_70175,Green Marble Heather,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,43.3,,,,,,,,,,,,K4027CC_70169_70177,Green Marble Heather,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,43.3,,,,,,,,,,,,K4027CC_70169_70179,Green Marble Heather,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,43.3,,,,,,,,,,,,K4027CC_70169_70181,Green Marble Heather,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,43.3,,,,,,,,,,,,K4027CC_70169_70183,Green Marble Heather,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,53.1,,,,,,,,,,,,K4027CCX_70188_70186,Green Marble Heather,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,53.1,,,,,,,,,,,,K4027CCX_70188_70194,Green Marble Heather,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,29.24,,,,,,,,,,,,K4027A_68000_67958,Grey Heather,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,29.24,,,,,,,,,,,,K4027A_68000_67960,Grey Heather,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,29.24,,,,,,,,,,,,K4027A_68000_67964,Grey Heather,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,29.24,,,,,,,,,,,,K4027A_68000_67966,Grey Heather,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,29.24,,,,,,,,,,,,K4027A_68000_67970,Grey Heather,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,29.24,,,,,,,,,,,,K4027A_68000_69793,Grey Heather,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,33.7,,,,,,,,,,,,K4027AX_67999_67975,Grey Heather,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,33.7,,,,,,,,,,,,K4027AX_67999_67980,Grey Heather,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,29.24,,,,,,,,,,,,K4027C_68001_67959,Ice Mint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,29.24,,,,,,,,,,,,K4027C_68001_67961,Ice Mint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,29.24,,,,,,,,,,,,K4027C_68001_67965,Ice Mint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,29.24,,,,,,,,,,,,K4027C_68001_67967,Ice Mint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,29.24,,,,,,,,,,,,K4027C_68001_67971,Ice Mint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,29.24,,,,,,,,,,,,K4027C_68001_69795,Ice Mint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,33.7,,,,,,,,,,,,K4027CX_68002_67976,Ice Mint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,33.7,,,,,,,,,,,,K4027CX_68002_67978,Ice Mint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,29.24,,,,,,,,,,,,K4027C_68004_67959,Kelly Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,29.24,,,,,,,,,,,,K4027C_68004_67961,Kelly Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,29.24,,,,,,,,,,,,K4027C_68004_67965,Kelly Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,29.24,,,,,,,,,,,,K4027C_68004_67967,Kelly Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,29.24,,,,,,,,,,,,K4027C_68004_67971,Kelly Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,29.24,,,,,,,,,,,,K4027C_68004_69795,Kelly Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,33.7,,,,,,,,,,,,K4027CX_68003_67976,Kelly Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,33.7,,,,,,,,,,,,K4027CX_68003_67978,Kelly Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,29.24,,,,,,,,,,,,K4027C_68005_67959,Lemon Yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,29.24,,,,,,,,,,,,K4027C_68005_67961,Lemon Yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,29.24,,,,,,,,,,,,K4027C_68005_67965,Lemon Yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,29.24,,,,,,,,,,,,K4027C_68005_67967,Lemon Yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,29.24,,,,,,,,,,,,K4027C_68005_67971,Lemon Yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,29.24,,,,,,,,,,,,K4027C_68005_69795,Lemon Yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,33.7,,,,,,,,,,,,K4027CX_68006_67976,Lemon Yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,33.7,,,,,,,,,,,,K4027CX_68006_67978,Lemon Yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,29.24,,,,,,,,,,,,K4027C_68008_67959,Light Orange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,29.24,,,,,,,,,,,,K4027C_68008_67961,Light Orange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,29.24,,,,,,,,,,,,K4027C_68008_67965,Light Orange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,29.24,,,,,,,,,,,,K4027C_68008_67967,Light Orange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,29.24,,,,,,,,,,,,K4027C_68008_67971,Light Orange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,29.24,,,,,,,,,,,,K4027C_68008_69795,Light Orange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,33.7,,,,,,,,,,,,K4027CX_68007_67976,Light Orange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,33.7,,,,,,,,,,,,K4027CX_68007_67978,Light Orange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,29.24,,,,,,,,,,,,K4027C_68009_67959,Light Royal Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,29.24,,,,,,,,,,,,K4027C_68009_67961,Light Royal Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,29.24,,,,,,,,,,,,K4027C_68009_67965,Light Royal Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,29.24,,,,,,,,,,,,K4027C_68009_67967,Light Royal Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,29.24,,,,,,,,,,,,K4027C_68009_67971,Light Royal Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_variation,551,29.24,,,,,,,,,,,,K4027C_68009_69795,Light Royal Blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
