type,product_internal_id,product_price,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_media_gallery_image_url_2,product_media_gallery_image_url_3,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_media_gallery_image_url_6,product_media_gallery_image_url_7,product_media_gallery_image_url_8,product_media_gallery_image_url_9,product_media_gallery_image_url_10,product_media_gallery_image_url_11,product_media_gallery_image_url_12,product_media_gallery_image_url_13,product_media_gallery_image_url_14,product_media_gallery_image_url_15,product_media_gallery_image_url_16,product_media_gallery_image_url_17,product_media_gallery_image_url_18,product_media_gallery_image_url_19,product_media_gallery_image_url_20,product_media_gallery_image_url_21,product_media_gallery_image_url_22,product_media_gallery_image_url_23,product_media_gallery_image_url_24,product_media_gallery_image_url_25,product_media_gallery_image_url_26,product_media_gallery_image_url_27,product_variation_sku,product_variation_option_Color,product_option_name,product_option_value,product_option_type,product_option_is_required,product_media_gallery_image_url_28,product_media_gallery_image_url_29,product_variation_option_Size,product_media_gallery_image_url_30,product_media_gallery_image_url_31
product_variation,1951,49.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PK601_75938_75933,Black,,,,,,,M,,
product_variation,1951,49.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PK601_75938_75934,Black,,,,,,,L,,
product_variation,1951,49.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PK601_75938_75935,Black,,,,,,,XL,,
product_variation,1951,49.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PK601_75938_75936,Black,,,,,,,XXL,,
product_variation,1951,49.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PK601_75938_75937,Black,,,,,,,3XL,,
product_variation,1951,49.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PK601_75939_75932,Deep Navy,,,,,,,,,
product_variation,1951,49.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PK601_75939_75933,Deep Navy,,,,,,,,,
product_variation,1951,49.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PK601_75939_75934,Deep Navy,,,,,,,,,
product_variation,1951,49.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PK601_75939_75935,Deep Navy,,,,,,,,,
product_variation,1951,49.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PK601_75939_75936,Deep Navy,,,,,,,,,
product_variation,1951,49.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PK601_75939_75937,Deep Navy,,,,,,,,,
product,1952,19.56,Supima® heren-T-shirt ronde hals korte mouwen,"100% katoen. Tricot van gekamd Supima® katoen. Heel fijne, zachte en zijdeachtige jersey van grote kwaliteit. Gesneden en genaaide constructie. Ronde hals met ton-sur-ton nektape. Versteviging van de schoudernaad met een silicone bandje. De mouwuiteinden en onderkant zijn afgewerkt met een zoompje met dubbel stiksel. Geen merklabel in de kraag, maar enkel een maatlabel voor eenvoudige personalisatie.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=355724&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kariban Premium,Kleding,T-shirt,https://media.europeancatalog.com/ws.php?act=download&mamfileid=355724&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=355723&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=355722&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=355721&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=355720&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=356820&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=356819&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=356818&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=356817&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=278482&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=278481&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=355719&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=373038&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=373039&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,,,,,,
product_option,1952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,
product_option,1952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,
product_option,1952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,
product_option,1952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,
product_option,1952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,
product_option,1952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,
product_option,1952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,
product_option,1952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,4XL,RADIOBUTTONS,TRUE,,,,,
product_option,1952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Deep Navy,RADIOBUTTONS,TRUE,,,,,
product_option,1952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,
product_variation,1952,19.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PK300_75760_75753,Black,,,,,,,S,,
product_variation,1952,19.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PK300_75760_75754,Black,,,,,,,M,,
product_variation,1952,19.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PK300_75760_75755,Black,,,,,,,L,,
product_variation,1952,19.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PK300_75760_75756,Black,,,,,,,XL,,
product_variation,1952,19.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PK300_75760_75757,Black,,,,,,,XXL,,
product_variation,1952,19.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PK300_75760_75758,Black,,,,,,,3XL,,
product_variation,1952,19.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PK300_75760_75759,Black,,,,,,,4XL,,
product_variation,1952,19.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PK300_75761_75753,Deep Navy,,,,,,,,,
product_variation,1952,19.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PK300_75761_75754,Deep Navy,,,,,,,,,
product_variation,1952,19.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PK300_75761_75755,Deep Navy,,,,,,,,,
product_variation,1952,19.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PK300_75761_75756,Deep Navy,,,,,,,,,
product_variation,1952,19.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PK300_75761_75757,Deep Navy,,,,,,,,,
product_variation,1952,19.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PK300_75761_75758,Deep Navy,,,,,,,,,
product_variation,1952,19.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PK300_75761_75759,Deep Navy,,,,,,,,,
product_variation,1952,19.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PK300_75762_75753,White,,,,,,,,,
product_variation,1952,19.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PK300_75762_75754,White,,,,,,,,,
product_variation,1952,19.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PK300_75762_75755,White,,,,,,,,,
product_variation,1952,19.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PK300_75762_75756,White,,,,,,,,,
product_variation,1952,19.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PK300_75762_75757,White,,,,,,,,,
product_variation,1952,19.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PK300_75762_75758,White,,,,,,,,,
product_variation,1952,19.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PK300_75762_75759,White,,,,,,,,,
product,1953,23.46,Supima® heren-T-shirt ronde hals lange mouwen,"100% katoen. Tricot van gekamd Supima® katoen. Heel fijne, zachte en zijdeachtige jersey van grote kwaliteit. Gesneden en genaaide constructie. Ronde hals met ton-sur-ton nektape. Versteviging van de schoudernaad met een silicone bandje. De mouwuiteinden en onderkant zijn afgewerkt met een zoompje met dubbel stiksel. Geen merklabel in de kraag, maar enkel een maatlabel voor eenvoudige personalisatie.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=355888&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kariban Premium,Kleding,T-shirt,https://media.europeancatalog.com/ws.php?act=download&mamfileid=355888&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=355887&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=355886&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=355885&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=355891&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=356815&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=356816&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=356814&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=356813&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=355890&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=355889&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=373034&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=373035&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,1953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,
product_option,1953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,
product_option,1953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,
product_option,1953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,
product_option,1953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,
product_option,1953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,
product_option,1953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,
product_option,1953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,4XL,RADIOBUTTONS,TRUE,,,,,
product_option,1953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Deep Navy,RADIOBUTTONS,TRUE,,,,,
product_option,1953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,
product_variation,1953,23.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PK302_75779_75772,Black,,,,,,,S,,
product_variation,1953,23.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PK302_75779_75773,Black,,,,,,,M,,
product_variation,1953,23.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PK302_75779_75774,Black,,,,,,,L,,
product_variation,1953,23.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PK302_75779_75775,Black,,,,,,,XL,,
product_variation,1953,23.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PK302_75779_75776,Black,,,,,,,XXL,,
product_variation,1953,23.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PK302_75779_75777,Black,,,,,,,3XL,,
product_variation,1953,23.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PK302_75779_75778,Black,,,,,,,4XL,,
product_variation,1953,23.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PK302_75780_75772,Deep Navy,,,,,,,,,
product_variation,1953,23.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PK302_75780_75773,Deep Navy,,,,,,,,,
product_variation,1953,23.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PK302_75780_75774,Deep Navy,,,,,,,,,
product_variation,1953,23.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PK302_75780_75775,Deep Navy,,,,,,,,,
product_variation,1953,23.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PK302_75780_75776,Deep Navy,,,,,,,,,
product_variation,1953,23.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PK302_75780_75777,Deep Navy,,,,,,,,,
product_variation,1953,23.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PK302_75780_75778,Deep Navy,,,,,,,,,
product_variation,1953,23.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PK302_75781_75772,White,,,,,,,,,
product_variation,1953,23.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PK302_75781_75773,White,,,,,,,,,
product_variation,1953,23.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PK302_75781_75774,White,,,,,,,,,
product_variation,1953,23.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PK302_75781_75775,White,,,,,,,,,
product_variation,1953,23.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PK302_75781_75776,White,,,,,,,,,
product_variation,1953,23.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PK302_75781_75777,White,,,,,,,,,
product_variation,1953,23.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PK302_75781_75778,White,,,,,,,,,
product,1954,19.8,Supima® heren-t-shirt V-hals korte mouwen,"100% katoen. Tricot van gekamd Supima® katoen. Heel fijne, zachte en zijdeachtige jersey van grote kwaliteit. Gesneden en genaaide constructie. V-hals met ton-sur-ton nektape. Versteviging van de schoudernaad met een silicone bandje. De mouwuiteinden en onderkant zijn afgewerkt met een zoompje met dubbel stiksel. Geen merklabel in de kraag, maar enkel een maatlabel voor eenvoudige personalisatie.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=355999&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kariban Premium,Kleding,T-shirt,https://media.europeancatalog.com/ws.php?act=download&mamfileid=355999&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=355998&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=355997&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=355996&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=355995&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=357126&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=356812&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=356811&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=356810&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=355994&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=373031&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=373030&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,1954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,
product_option,1954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,
product_option,1954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,
product_option,1954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,
product_option,1954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,
product_option,1954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,
product_option,1954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,
product_option,1954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,4XL,RADIOBUTTONS,TRUE,,,,,
product_option,1954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Deep Navy,RADIOBUTTONS,TRUE,,,,,
product_option,1954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,
product_variation,1954,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PK304_75799_75792,Black,,,,,,,S,,
product_variation,1954,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PK304_75799_75793,Black,,,,,,,M,,
product_variation,1954,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PK304_75799_75794,Black,,,,,,,L,,
product_variation,1954,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PK304_75799_75795,Black,,,,,,,XL,,
product_variation,1954,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PK304_75799_75796,Black,,,,,,,XXL,,
product_variation,1954,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PK304_75799_75797,Black,,,,,,,3XL,,
product_variation,1954,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PK304_75799_75798,Black,,,,,,,4XL,,
product_variation,1954,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PK304_75800_75792,Deep Navy,,,,,,,,,
product_variation,1954,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PK304_75800_75793,Deep Navy,,,,,,,,,
product_variation,1954,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PK304_75800_75794,Deep Navy,,,,,,,,,
product_variation,1954,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PK304_75800_75795,Deep Navy,,,,,,,,,
product_variation,1954,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PK304_75800_75796,Deep Navy,,,,,,,,,
product_variation,1954,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PK304_75800_75797,Deep Navy,,,,,,,,,
