type,product_internal_id,product_price,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_media_gallery_image_url_2,product_media_gallery_image_url_3,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_media_gallery_image_url_6,product_media_gallery_image_url_7,product_media_gallery_image_url_8,product_media_gallery_image_url_9,product_media_gallery_image_url_10,product_media_gallery_image_url_11,product_media_gallery_image_url_12,product_media_gallery_image_url_13,product_media_gallery_image_url_14,product_media_gallery_image_url_15,product_media_gallery_image_url_16,product_media_gallery_image_url_17,product_variation_sku,product_variation_option_Color,product_option_name,product_option_value,product_option_type,product_option_is_required,product_media_gallery_image_url_18,product_media_gallery_image_url_19,product_variation_option_Size,product_media_gallery_image_url_20,product_media_gallery_image_url_21,product_media_gallery_image_url_22,product_media_gallery_image_url_23,product_media_gallery_image_url_24,product_media_gallery_image_url_25,product_media_gallery_image_url_26,product_media_gallery_image_url_27,product_media_gallery_image_url_28,product_media_gallery_image_url_29
product_variation,501,15.56,,,,,,,,,,,,,,,,,,,,,,,,K3034_67833_67831,White / Navy Stripes,,,,,,,,,,,,,,,,,
product,502,11.96,Marine-t-shirt ronde hals Bio kind,"100% katoen. Dit T-shirt werd gemaakt van 100% biologisch gekamd katoen. Rechte snit. Enzymgewassen. Ronde halsopening met 1x1 ribboord. Gebreide strepen. Nektape. Dubbel stiksel aan mouwuiteinden en onderkant. Geen merklabel, voor eenvoudige personalisatie. Gecertificeerd STANDARD 100 by OEKO-TEX® N° CQ 1007/7, IFTH.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=201240&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kariban,Kleding,T-shirt,https://media.europeancatalog.com/ws.php?act=download&mamfileid=201240&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=201237&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=201239&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=201236&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=201234&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=201235&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=201233&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=201238&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=406355&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,502,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Navy / White Stripes,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,502,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,4/6 Y (4/6 ans),RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,502,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,6/8 Y (6/8 ans),RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,502,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,8/10 Y (8/10 ans),RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,502,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,10/12 Y (10/12 ans),RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,502,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,12/14 Y (12/14 ans),RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,502,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,White / Navy Stripes,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_variation,502,11.96,,,,,,,,,,,,,,,,,,,,,,,,K3035_67839_67834,Navy / White Stripes,,,,,,,4/6 Y (4/6 ans),,,,,,,,,,
product_variation,502,11.96,,,,,,,,,,,,,,,,,,,,,,,,K3035_67839_67835,Navy / White Stripes,,,,,,,6/8 Y (6/8 ans),,,,,,,,,,
product_variation,502,11.96,,,,,,,,,,,,,,,,,,,,,,,,K3035_67839_67836,Navy / White Stripes,,,,,,,8/10 Y (8/10 ans),,,,,,,,,,
product_variation,502,11.96,,,,,,,,,,,,,,,,,,,,,,,,K3035_67839_67837,Navy / White Stripes,,,,,,,10/12 Y (10/12 ans),,,,,,,,,,
product_variation,502,11.96,,,,,,,,,,,,,,,,,,,,,,,,K3035_67839_67838,Navy / White Stripes,,,,,,,12/14 Y (12/14 ans),,,,,,,,,,
product_variation,502,11.96,,,,,,,,,,,,,,,,,,,,,,,,K3035_67840_67834,White / Navy Stripes,,,,,,,,,,,,,,,,,
product_variation,502,11.96,,,,,,,,,,,,,,,,,,,,,,,,K3035_67840_67835,White / Navy Stripes,,,,,,,,,,,,,,,,,
product_variation,502,11.96,,,,,,,,,,,,,,,,,,,,,,,,K3035_67840_67836,White / Navy Stripes,,,,,,,,,,,,,,,,,
product_variation,502,11.96,,,,,,,,,,,,,,,,,,,,,,,,K3035_67840_67837,White / Navy Stripes,,,,,,,,,,,,,,,,,
product_variation,502,11.96,,,,,,,,,,,,,,,,,,,,,,,,K3035_67840_67838,White / Navy Stripes,,,,,,,,,,,,,,,,,
product,503,17.44,Ecologische en naadloze damestop met dunne schouderbandjes,"94% polyamide, 6% elastaan. Gemaakt van 56% gerecycleerd polyamide pré-consumer. Q-NOVA®-draad. Jersey. Nauwsluitende pasvorm. Zonder naden. Dunne schouderbandjes. Biesje aan de hals- en mouwopeningen. Zoom met onzichtbaar stiksel aan de onderkant. Tear-away merklabel. Gecertificeerd STANDARD 100 by OEKO-TEX®N° CQ1007/8, IFTH.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=252923&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kariban,Kleding,Top,https://media.europeancatalog.com/ws.php?act=download&mamfileid=252923&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=252921&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=252925&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=252922&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=252920&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=252924&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,503,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,503,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XS/S,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,503,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,M/L,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,503,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XL/XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,503,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_variation,503,17.44,,,,,,,,,,,,,,,,,,,,,,,,K3042C_73678_73672,Black,,,,,,,XS/S,,,,,,,,,,
product_variation,503,17.44,,,,,,,,,,,,,,,,,,,,,,,,K3042C_73678_73675,Black,,,,,,,M/L,,,,,,,,,,
product_variation,503,19.36,,,,,,,,,,,,,,,,,,,,,,,,K3042CX_73679_73677,Black,,,,,,,XL/XXL,,,,,,,,,,
product_variation,503,17.44,,,,,,,,,,,,,,,,,,,,,,,,K3042_73681_73673,White,,,,,,,,,,,,,,,,,
product_variation,503,17.44,,,,,,,,,,,,,,,,,,,,,,,,K3042_73681_73674,White,,,,,,,,,,,,,,,,,
product_variation,503,19.36,,,,,,,,,,,,,,,,,,,,,,,,K3042X_73680_73676,White,,,,,,,,,,,,,,,,,
product,504,25.54,Ecologisch tweede huid heren-T-shirt met korte mouwen,"100% polyamide. Gemaakt van 60% gerecycleerd polyamide pré-consumer. Q-NOVA®-draad. Jersey. Nauwsluitende pasvorm. Zonder naden. Ronde hals met biesje. Korte mouwen. Zoom met onzichtbaar stiksel aan de onderkant en de mouwuiteinden. Tear-away merklabel. Gecertificeerd STANDARD 100 by OEKO-TEX®N° CQ1007/7, IFTH.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=252957&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kariban,Ondergoed,Ondershirt,https://media.europeancatalog.com/ws.php?act=download&mamfileid=252957&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=252956&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=252958&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=252953&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=252952&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=252955&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=252954&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,504,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,504,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,S/M,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,504,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,L/XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,504,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XXL/3XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,504,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_variation,504,25.54,,,,,,,,,,,,,,,,,,,,,,,,K3044C_73688_73682,Black,,,,,,,S/M,,,,,,,,,,
product_variation,504,25.54,,,,,,,,,,,,,,,,,,,,,,,,K3044C_73688_73685,Black,,,,,,,L/XL,,,,,,,,,,
product_variation,504,27.46,,,,,,,,,,,,,,,,,,,,,,,,K3044CX_73689_73687,Black,,,,,,,XXL/3XL,,,,,,,,,,
product_variation,504,25.54,,,,,,,,,,,,,,,,,,,,,,,,K3044_73691_73683,White,,,,,,,,,,,,,,,,,
product_variation,504,25.54,,,,,,,,,,,,,,,,,,,,,,,,K3044_73691_73684,White,,,,,,,,,,,,,,,,,
product_variation,504,27.46,,,,,,,,,,,,,,,,,,,,,,,,K3044X_73690_73686,White,,,,,,,,,,,,,,,,,
product,505,20.64,Ecologische en naadloze top met kant,"98% polyamide, 2% elastaan. Gemaakt van 58% gerecycleerd polyamide pré-consumer. Q-NOVA®-draad. 2x2 ribstof.  Nauwsluitende pasvorm. Zonder naden. Schouderbandjes en halsopening met kant aan de voor- en achterkant. Biesje aan de mouwopening. Zoom met onzichtbaar stiksel aan de onderkant. Tear-away merklabel. Gecertificeerd STANDARD 100 by OEKO-TEX®N° CQ1007/8, IFTH.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=252932&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kariban,Kleding,Top,https://media.europeancatalog.com/ws.php?act=download&mamfileid=252932&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=252928&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=252929&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=252926&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=252951&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=252950&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=252927&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,505,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,505,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XS/S,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,505,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,M/L,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,505,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XL/XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,505,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_variation,505,20.64,,,,,,,,,,,,,,,,,,,,,,,,K3043C_77090_77085,Black,,,,,,,XS/S,,,,,,,,,,
product_variation,505,20.64,,,,,,,,,,,,,,,,,,,,,,,,K3043C_77090_77086,Black,,,,,,,M/L,,,,,,,,,,
product_variation,505,22.56,,,,,,,,,,,,,,,,,,,,,,,,K3043CX_77091_77088,Black,,,,,,,XL/XXL,,,,,,,,,,
product_variation,505,20.64,,,,,,,,,,,,,,,,,,,,,,,,K3043_77093_77084,White,,,,,,,,,,,,,,,,,
product_variation,505,20.64,,,,,,,,,,,,,,,,,,,,,,,,K3043_77093_77087,White,,,,,,,,,,,,,,,,,
product_variation,505,22.56,,,,,,,,,,,,,,,,,,,,,,,,K3043X_77092_77089,White,,,,,,,,,,,,,,,,,
product,506,6.04,T-shirt BIO150IC ronde hals,"Effen kleuren : 100% katoen. Kleur Ash Heather : 98% katoen / 2% viscose. Kleur Oxford Grey : 90% katoen / 10% viscose. Kleuren Wine Heather ; French Navy Heather ; Green Marble Heather ; Cloudy Blue Heather : 80% katoen / 20% polyester. En kleur Grey Heather : 70% katoen / 30% polyester. Alle kleuren zijn gemaakt van biologisch katoen in omschakeling. Ronde hals in ribboord met elasthan. Toon-op-toon nektape. Buisvormig. Dubbel stiksel aan mouwuiteinden en onderkant. Gecertificeerd STANDARD 100 by OEKO-TEX®N° CQ1007/7, IFTH.<br/>",https://media.europeancatalog.com/ws.php?act=download&mamfileid=377417&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kariban,Kleding,T-shirt,https://media.europeancatalog.com/ws.php?act=download&mamfileid=377417&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=377416&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=377413&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=377412&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=377410&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=377419&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=377418&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=377414&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=377415&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=377411&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=377409&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=402056&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=402057&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,,,,,
product_option,506,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Ash Heather,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,506,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,506,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,506,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,506,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,506,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,506,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,506,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,4XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,506,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,5XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,506,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,506,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Chocolate,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,506,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Cloudy blue heather,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,506,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Dark Grey,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,506,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Dark Khaki,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,506,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Deep Blue,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,506,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Deep Purple,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,506,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Forest Green,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,506,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,French Navy Heather,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,506,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Fuchsia,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,506,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Green Marble Heather,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,506,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Grey Heather,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,506,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Ice Mint,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,506,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Kelly Green,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,506,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Lemon Yellow,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,506,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Light Royal Blue,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,506,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Light Sand,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,506,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Lime,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,506,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,506,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Orange,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,506,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Oxford Grey,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,506,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Pale Pink,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,506,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
