type,product_internal_id,product_price,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_media_gallery_image_url_2,product_media_gallery_image_url_3,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_media_gallery_image_url_6,product_media_gallery_image_url_7,product_media_gallery_image_url_8,product_media_gallery_image_url_9,product_media_gallery_image_url_10,product_variation_sku,product_variation_option_Color,product_option_name,product_option_value,product_option_type,product_option_is_required,product_variation_option_Size,product_media_gallery_image_url_11,product_media_gallery_image_url_12,product_media_gallery_image_url_13,product_media_gallery_image_url_14
product,1202,3.36,Pet - 6 panelen,100% katoen.  Pet 6 panelen. Verstelbare sluiting met metalen gesp en zelfblokkerende lus.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383850&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Headwear & Accessoires,Cap,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383850&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390757&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390759&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=214331&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=214330&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=214329&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390758&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,
product_option,1202,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,
product_option,1202,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,
product_option,1202,,,,,,,,,,,,,,,,,,,,Color,Black / Light Grey,RADIOBUTTONS,TRUE,,,,,
product_option,1202,,,,,,,,,,,,,,,,,,,,Color,Black / Red,RADIOBUTTONS,TRUE,,,,,
product_option,1202,,,,,,,,,,,,,,,,,,,,Color,Dark Grey,RADIOBUTTONS,TRUE,,,,,
product_option,1202,,,,,,,,,,,,,,,,,,,,Color,Forest Green,RADIOBUTTONS,TRUE,,,,,
product_option,1202,,,,,,,,,,,,,,,,,,,,Color,Light Grey,RADIOBUTTONS,TRUE,,,,,
product_option,1202,,,,,,,,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,
product_option,1202,,,,,,,,,,,,,,,,,,,,Color,Navy / Red,RADIOBUTTONS,TRUE,,,,,
product_option,1202,,,,,,,,,,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,,,,,
product_option,1202,,,,,,,,,,,,,,,,,,,,Color,Royal Blue,RADIOBUTTONS,TRUE,,,,,
product_option,1202,,,,,,,,,,,,,,,,,,,,Color,Royal Blue / Red,RADIOBUTTONS,TRUE,,,,,
product_option,1202,,,,,,,,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,
product_option,1202,,,,,,,,,,,,,,,,,,,,Color,White / Black,RADIOBUTTONS,TRUE,,,,,
product_option,1202,,,,,,,,,,,,,,,,,,,,Color,White / Navy,RADIOBUTTONS,TRUE,,,,,
product_variation,1202,3.36,,,,,,,,,,,,,,,,,KP188_68388_68387,Black,,,,,One Size,,,,
product_variation,1202,3.36,,,,,,,,,,,,,,,,,KP188_80599_68387,Black / Light Grey,,,,,,,,,
product_variation,1202,3.36,,,,,,,,,,,,,,,,,KP188_80600_68387,Black / Red,,,,,,,,,
product_variation,1202,3.36,,,,,,,,,,,,,,,,,KP188_68389_68387,Dark Grey,,,,,,,,,
product_variation,1202,3.36,,,,,,,,,,,,,,,,,KP188_68390_68387,Forest Green,,,,,,,,,
product_variation,1202,3.36,,,,,,,,,,,,,,,,,KP188_68391_68387,Light Grey,,,,,,,,,
product_variation,1202,3.36,,,,,,,,,,,,,,,,,KP188_68392_68387,Navy,,,,,,,,,
product_variation,1202,3.36,,,,,,,,,,,,,,,,,KP188_80601_68387,Navy / Red,,,,,,,,,
product_variation,1202,3.36,,,,,,,,,,,,,,,,,KP188_68393_68387,Red,,,,,,,,,
product_variation,1202,3.36,,,,,,,,,,,,,,,,,KP188_68394_68387,Royal Blue,,,,,,,,,
product_variation,1202,3.36,,,,,,,,,,,,,,,,,KP188_80602_68387,Royal Blue / Red,,,,,,,,,
product_variation,1202,3.36,,,,,,,,,,,,,,,,,KP188_68395_68387,White,,,,,,,,,
product_variation,1202,3.36,,,,,,,,,,,,,,,,,KP188_80603_68387,White / Black,,,,,,,,,
product_variation,1202,3.36,,,,,,,,,,,,,,,,,KP188_80604_68387,White / Navy,,,,,,,,,
product,1203,3.44,Pet - 5 panelen,100% katoen. Pet met 5 panelen. Verstelbare sluiting met metalen gesp en zelfblokkerende lus.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383849&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Headwear & Accessoires,Cap,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383849&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390754&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390756&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=214328&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=214327&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=214326&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390755&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,
product_option,1203,,,,,,,,,,,,,,,,,,,,Color,Beige / White,RADIOBUTTONS,TRUE,,,,,
product_option,1203,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,
product_option,1203,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,
product_option,1203,,,,,,,,,,,,,,,,,,,,Color,Black / Orange,RADIOBUTTONS,TRUE,,,,,
product_option,1203,,,,,,,,,,,,,,,,,,,,Color,Black / Red,RADIOBUTTONS,TRUE,,,,,
product_option,1203,,,,,,,,,,,,,,,,,,,,Color,Black / White,RADIOBUTTONS,TRUE,,,,,
product_option,1203,,,,,,,,,,,,,,,,,,,,Color,Dark Grey / Black,RADIOBUTTONS,TRUE,,,,,
product_option,1203,,,,,,,,,,,,,,,,,,,,Color,Dark Grey / Light Grey,RADIOBUTTONS,TRUE,,,,,
product_option,1203,,,,,,,,,,,,,,,,,,,,Color,Forest Green / Beige,RADIOBUTTONS,TRUE,,,,,
product_option,1203,,,,,,,,,,,,,,,,,,,,Color,Light Grey / Dark Grey,RADIOBUTTONS,TRUE,,,,,
product_option,1203,,,,,,,,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,
product_option,1203,,,,,,,,,,,,,,,,,,,,Color,Navy / White,RADIOBUTTONS,TRUE,,,,,
product_option,1203,,,,,,,,,,,,,,,,,,,,Color,Navy / Yellow,RADIOBUTTONS,TRUE,,,,,
product_option,1203,,,,,,,,,,,,,,,,,,,,Color,Purple / Dark Grey,RADIOBUTTONS,TRUE,,,,,
product_option,1203,,,,,,,,,,,,,,,,,,,,Color,Red / White,RADIOBUTTONS,TRUE,,,,,
product_option,1203,,,,,,,,,,,,,,,,,,,,Color,Royal Blue / White,RADIOBUTTONS,TRUE,,,,,
product_option,1203,,,,,,,,,,,,,,,,,,,,Color,Slate Grey / Light Grey,RADIOBUTTONS,TRUE,,,,,
product_option,1203,,,,,,,,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,
product_option,1203,,,,,,,,,,,,,,,,,,,,Color,White / Navy,RADIOBUTTONS,TRUE,,,,,
product_option,1203,,,,,,,,,,,,,,,,,,,,Color,White / Red,RADIOBUTTONS,TRUE,,,,,
product_option,1203,,,,,,,,,,,,,,,,,,,,Color,Yellow / Slate Grey,RADIOBUTTONS,TRUE,,,,,
product_variation,1203,3.44,,,,,,,,,,,,,,,,,KP189_80605_68396,Beige / White,,,,,One Size,,,,
product_variation,1203,3.44,,,,,,,,,,,,,,,,,KP189_80606_68396,Black,,,,,,,,,
product_variation,1203,3.44,,,,,,,,,,,,,,,,,KP189_68397_68396,Black / Orange,,,,,,,,,
product_variation,1203,3.44,,,,,,,,,,,,,,,,,KP189_68398_68396,Black / Red,,,,,,,,,
product_variation,1203,3.44,,,,,,,,,,,,,,,,,KP189_68399_68396,Black / White,,,,,,,,,
product_variation,1203,3.44,,,,,,,,,,,,,,,,,KP189_80607_68396,Dark Grey / Black,,,,,,,,,
product_variation,1203,3.44,,,,,,,,,,,,,,,,,KP189_68400_68396,Dark Grey / Light Grey,,,,,,,,,
product_variation,1203,3.44,,,,,,,,,,,,,,,,,KP189_68401_68396,Forest Green / Beige,,,,,,,,,
product_variation,1203,3.44,,,,,,,,,,,,,,,,,KP189_68402_68396,Light Grey / Dark Grey,,,,,,,,,
product_variation,1203,3.44,,,,,,,,,,,,,,,,,KP189_80608_68396,Navy,,,,,,,,,
product_variation,1203,3.44,,,,,,,,,,,,,,,,,KP189_68403_68396,Navy / White,,,,,,,,,
product_variation,1203,3.44,,,,,,,,,,,,,,,,,KP189_80609_68396,Navy / Yellow,,,,,,,,,
product_variation,1203,3.44,,,,,,,,,,,,,,,,,KP189_80610_68396,Purple / Dark Grey,,,,,,,,,
product_variation,1203,3.44,,,,,,,,,,,,,,,,,KP189_68404_68396,Red / White,,,,,,,,,
product_variation,1203,3.44,,,,,,,,,,,,,,,,,KP189_68405_68396,Royal Blue / White,,,,,,,,,
product_variation,1203,3.44,,,,,,,,,,,,,,,,,KP189_80611_68396,Slate Grey / Light Grey,,,,,,,,,
product_variation,1203,3.44,,,,,,,,,,,,,,,,,KP189_80612_68396,White,,,,,,,,,
product_variation,1203,3.44,,,,,,,,,,,,,,,,,KP189_68406_68396,White / Navy,,,,,,,,,
product_variation,1203,3.44,,,,,,,,,,,,,,,,,KP189_80613_68396,White / Red,,,,,,,,,
product_variation,1203,3.44,,,,,,,,,,,,,,,,,KP189_80614_68396,Yellow / Slate Grey,,,,,,,,,
product,1204,8.86,Baseballpet - 6 panelen,100% katoen. Twillstof. 6 panelen. Dit artikel liet zich inspireren door baseballpetten.<br/>Regelbare sluiting met zelfblokkerende metalen gesp.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383853&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Headwear & Accessoires,Cap,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383853&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390765&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390767&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=213727&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=380735&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=213759&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390766&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,
product_option,1204,,,,,,,,,,,,,,,,,,,,Color,Black Night,RADIOBUTTONS,TRUE,,,,,
product_option,1204,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,
product_option,1204,,,,,,,,,,,,,,,,,,,,Color,Dark Grey,RADIOBUTTONS,TRUE,,,,,
product_option,1204,,,,,,,,,,,,,,,,,,,,Color,Misty Grey,RADIOBUTTONS,TRUE,,,,,
product_option,1204,,,,,,,,,,,,,,,,,,,,Color,Navy Blue,RADIOBUTTONS,TRUE,,,,,
product_option,1204,,,,,,,,,,,,,,,,,,,,Color,Sporty Red,RADIOBUTTONS,TRUE,,,,,
product_option,1204,,,,,,,,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,
product_variation,1204,8.86,,,,,,,,,,,,,,,,,KP173_68368_68367,Black Night,,,,,One Size,,,,
product_variation,1204,8.86,,,,,,,,,,,,,,,,,KP173_68369_68367,Dark Grey,,,,,,,,,
product_variation,1204,8.86,,,,,,,,,,,,,,,,,KP173_68370_68367,Misty Grey,,,,,,,,,
product_variation,1204,8.86,,,,,,,,,,,,,,,,,KP173_68371_68367,Navy Blue,,,,,,,,,
product_variation,1204,8.86,,,,,,,,,,,,,,,,,KP173_68372_68367,Sporty Red,,,,,,,,,
product_variation,1204,8.86,,,,,,,,,,,,,,,,,KP173_68373_68367,White,,,,,,,,,
product,1205,12.84,Cheche - Sjaal,100% katoen. Lichte katoenen stof met brede strepen. Tweekleurig. Zijkanten krullen lichtjes op. Strepen zijn 8cm breed.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383884&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Kledingaccessoires,Sjaal,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383884&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390830&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390832&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390831&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68274&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,
product_option,1205,,,,,,,,,,,,,,,,,,,,Color,Beige / White,RADIOBUTTONS,TRUE,,,,,
product_option,1205,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,
product_option,1205,,,,,,,,,,,,,,,,,,,,Color,Black / Dark Grey,RADIOBUTTONS,TRUE,,,,,
product_option,1205,,,,,,,,,,,,,,,,,,,,Color,Ice Blue / Denim,RADIOBUTTONS,TRUE,,,,,
product_option,1205,,,,,,,,,,,,,,,,,,,,Color,Light Grey / White,RADIOBUTTONS,TRUE,,,,,
product_option,1205,,,,,,,,,,,,,,,,,,,,Color,Navy / Stone Blue,RADIOBUTTONS,TRUE,,,,,
product_variation,1205,12.84,,,,,,,,,,,,,,,,,KP067_45901_45900,Beige / White,,,,,One Size,,,,
product_variation,1205,12.84,,,,,,,,,,,,,,,,,KP067_45902_45900,Black / Dark Grey,,,,,,,,,
product_variation,1205,12.84,,,,,,,,,,,,,,,,,KP067_45903_45900,Ice Blue / Denim,,,,,,,,,
product_variation,1205,12.84,,,,,,,,,,,,,,,,,KP067_45904_45900,Light Grey / White,,,,,,,,,
product_variation,1205,12.84,,,,,,,,,,,,,,,,,KP067_45905_45900,Navy / Stone Blue,,,,,,,,,
product,1206,8.36,Panama - Hoed,100% plantaardig. Rand van 6cm. Met zwarte band geleverd.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390829&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Headwear & Accessoires,Hoed en accessoires,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390829&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383883&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68277&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390828&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,
product_option,1206,,,,,,,,,,,,,,,,,,,,Color,Natural,RADIOBUTTONS,TRUE,,,,,
product_option,1206,,,,,,,,,,,,,,,,,,,,Size,57 cm,RADIOBUTTONS,TRUE,,,,,
product_option,1206,,,,,,,,,,,,,,,,,,,,Size,59 cm,RADIOBUTTONS,TRUE,,,,,
product_variation,1206,8.36,,,,,,,,,,,,,,,,,KP068_45907_45906,Natural,,,,,57 cm,,,,
product_variation,1206,8.36,,,,,,,,,,,,,,,,,KP068_45907_45908,Natural,,,,,59 cm,,,,
product,1207,8.66,Boater - Hoed,"100% plantaardig. Rand van 7 cm. Lint niet meegeleverd, u dient deze apart te bestellen via artikel KP066B, Bestaat in 2 maten en is geschikt voor beide hoeden.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=383882&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Headwear & Accessoires,Hoed en accessoires,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383882&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390827&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390826&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390825&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68279&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,
product_option,1207,,,,,,,,,,,,,,,,,,,,Color,Natural,RADIOBUTTONS,TRUE,,,,,
product_option,1207,,,,,,,,,,,,,,,,,,,,Size,57 cm,RADIOBUTTONS,TRUE,,,,,
product_option,1207,,,,,,,,,,,,,,,,,,,,Size,59 cm,RADIOBUTTONS,TRUE,,,,,
product_variation,1207,8.66,,,,,,,,,,,,,,,,,KP069_45910_45909,Natural,,,,,57 cm,,,,
product_variation,1207,8.66,,,,,,,,,,,,,,,,,KP069_45910_45911,Natural,,,,,59 cm,,,,
product,1208,7.2,Sport Beanie,92% polyester / 8% elasthan. Functionele beanie die ook de oren bedekt. Uitstekend geschikt voor tijdens het hardlopen. Gladde voering van anti-pluis microfleece. Ademend en winddicht.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390823&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Headwear & Accessoires,Muts,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390823&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390822&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383881&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68286&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390824&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,
product_option,1208,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,
product_option,1208,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,
product_variation,1208,7.2,,,,,,,,,,,,,,,,,KP103_43645_43644,Black,,,,,One Size,,,,
product,1209,4.34,Multifunctionele winter band,"100% polyester. Multifunctionele winter band met microfleece. Te dragen als muts, sjaal of haarband.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=390820&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Headwear & Accessoires,Sjaal / Stola / Nekwarmer,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390820&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390819&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390821&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68292&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383880&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,
product_option,1209,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,
product_option,1209,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,
product_option,1209,,,,,,,,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,
product_option,1209,,,,,,,,,,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,,,,,
product_option,1209,,,,,,,,,,,,,,,,,,,,Color,Slate Grey,RADIOBUTTONS,TRUE,,,,,
product_variation,1209,4.34,,,,,,,,,,,,,,,,,KP105_43544_43543,Black,,,,,One Size,,,,
product_variation,1209,4.34,,,,,,,,,,,,,,,,,KP105_55344_43543,Navy,,,,,,,,,
product_variation,1209,4.34,,,,,,,,,,,,,,,,,KP105_43545_43543,Red,,,,,,,,,
product_variation,1209,4.34,,,,,,,,,,,,,,,,,KP105_43546_43543,Slate Grey,,,,,,,,,
