type,product_internal_id,product_price,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_media_gallery_image_url_2,product_media_gallery_image_url_3,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_media_gallery_image_url_6,product_media_gallery_image_url_7,product_media_gallery_image_url_8,product_media_gallery_image_url_9,product_media_gallery_image_url_10,product_media_gallery_image_url_11,product_variation_sku,product_variation_option_Color,product_option_name,product_option_value,product_option_type,product_option_is_required,product_media_gallery_image_url_12,product_media_gallery_image_url_13,product_media_gallery_image_url_14,product_media_gallery_image_url_15,product_media_gallery_image_url_16,product_media_gallery_image_url_17,product_media_gallery_image_url_18,product_media_gallery_image_url_19,product_media_gallery_image_url_20,product_media_gallery_image_url_21,product_media_gallery_image_url_22,product_media_gallery_image_url_23,product_media_gallery_image_url_24,product_variation_option_Size,product_media_gallery_image_url_25,product_media_gallery_image_url_26,product_media_gallery_image_url_27,product_media_gallery_image_url_28,product_media_gallery_image_url_29
product,1402,74.16,Sweater met logo,100% jerseykatoen. Regular snit. Ribkraag met een vintage V-inzetsel. Geborduurd retro Lee® logo.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=370008&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Lee,Kleding,Sweatshirt,https://media.europeancatalog.com/ws.php?act=download&mamfileid=370008&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=370007&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=370006&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=370005&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=370004&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=370003&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=370002&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=370001&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=370009&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=370010&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=370011&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=370012&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=370013&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=370014&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=370015&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=370016&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=370017&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=370018&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,
product_option,1402,,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,1402,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,1402,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,1402,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,1402,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,1402,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,1402,,,,,,,,,,,,,,,,,,,,,Color,Grey,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,1402,,,,,,,,,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_variation,1402,74.16,,,,,,,,,,,,,,,,,,L81_70938_70933,Black,,,,,,,,,,,,,,,,,,S,,,,,
product_variation,1402,74.16,,,,,,,,,,,,,,,,,,L81_70938_70934,Black,,,,,,,,,,,,,,,,,,M,,,,,
product_variation,1402,74.16,,,,,,,,,,,,,,,,,,L81_70938_70935,Black,,,,,,,,,,,,,,,,,,L,,,,,
product_variation,1402,74.16,,,,,,,,,,,,,,,,,,L81_70938_70936,Black,,,,,,,,,,,,,,,,,,XL,,,,,
product_variation,1402,74.16,,,,,,,,,,,,,,,,,,L81_70938_70937,Black,,,,,,,,,,,,,,,,,,XXL,,,,,
product_variation,1402,74.16,,,,,,,,,,,,,,,,,,L81_70939_70933,Grey,,,,,,,,,,,,,,,,,,,,,,,
product_variation,1402,74.16,,,,,,,,,,,,,,,,,,L81_70939_70934,Grey,,,,,,,,,,,,,,,,,,,,,,,
product_variation,1402,74.16,,,,,,,,,,,,,,,,,,L81_70939_70935,Grey,,,,,,,,,,,,,,,,,,,,,,,
product_variation,1402,74.16,,,,,,,,,,,,,,,,,,L81_70939_70936,Grey,,,,,,,,,,,,,,,,,,,,,,,
product_variation,1402,74.16,,,,,,,,,,,,,,,,,,L81_70939_70937,Grey,,,,,,,,,,,,,,,,,,,,,,,
product_variation,1402,74.16,,,,,,,,,,,,,,,,,,L81_70940_70933,Navy,,,,,,,,,,,,,,,,,,,,,,,
product_variation,1402,74.16,,,,,,,,,,,,,,,,,,L81_70940_70934,Navy,,,,,,,,,,,,,,,,,,,,,,,
product_variation,1402,74.16,,,,,,,,,,,,,,,,,,L81_70940_70935,Navy,,,,,,,,,,,,,,,,,,,,,,,
product_variation,1402,74.16,,,,,,,,,,,,,,,,,,L81_70940_70936,Navy,,,,,,,,,,,,,,,,,,,,,,,
product_variation,1402,74.16,,,,,,,,,,,,,,,,,,L81_70940_70937,Navy,,,,,,,,,,,,,,,,,,,,,,,
product,1403,13.32,Pyjamabroek,96% katoen / 4% elasthan. Rekbare pyjamabroek met elastische tailleband en imitatie-aanrijgkoordjes. Opgestroopte zoom in dezelfde stof. Past bij SM085.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=391247&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Larkwood,Pyjama's,Pyjama's,https://media.europeancatalog.com/ws.php?act=download&mamfileid=391247&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=391248&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,1403,,,,,,,,,,,,,,,,,,,,,Color,Navy / White,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,1403,,,,,,,,,,,,,,,,,,,,,Size,0/6M,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,1403,,,,,,,,,,,,,,,,,,,,,Size,6/12M,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,1403,,,,,,,,,,,,,,,,,,,,,Size,12/18M,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,1403,,,,,,,,,,,,,,,,,,,,,Size,18/24M,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,1403,,,,,,,,,,,,,,,,,,,,,Size,24/36M,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,1403,,,,,,,,,,,,,,,,,,,,,Size,3/4 ans,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,1403,,,,,,,,,,,,,,,,,,,,,Color,Red / White,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_variation,1403,13.32,,,,,,,,,,,,,,,,,,LW085_70529_70523,Navy / White,,,,,,,,,,,,,,,,,,0/6M,,,,,
product_variation,1403,13.32,,,,,,,,,,,,,,,,,,LW085_70529_70524,Navy / White,,,,,,,,,,,,,,,,,,6/12M,,,,,
product_variation,1403,13.32,,,,,,,,,,,,,,,,,,LW085_70529_70525,Navy / White,,,,,,,,,,,,,,,,,,12/18M,,,,,
product_variation,1403,13.32,,,,,,,,,,,,,,,,,,LW085_70529_70526,Navy / White,,,,,,,,,,,,,,,,,,18/24M,,,,,
product_variation,1403,13.32,,,,,,,,,,,,,,,,,,LW085_70529_70527,Navy / White,,,,,,,,,,,,,,,,,,24/36M,,,,,
product_variation,1403,13.32,,,,,,,,,,,,,,,,,,LW085_70529_70528,Navy / White,,,,,,,,,,,,,,,,,,3/4 ans,,,,,
product_variation,1403,13.32,,,,,,,,,,,,,,,,,,LW085_70530_70523,Red / White,,,,,,,,,,,,,,,,,,,,,,,
product_variation,1403,13.32,,,,,,,,,,,,,,,,,,LW085_70530_70524,Red / White,,,,,,,,,,,,,,,,,,,,,,,
product_variation,1403,13.32,,,,,,,,,,,,,,,,,,LW085_70530_70525,Red / White,,,,,,,,,,,,,,,,,,,,,,,
product_variation,1403,13.32,,,,,,,,,,,,,,,,,,LW085_70530_70526,Red / White,,,,,,,,,,,,,,,,,,,,,,,
product_variation,1403,13.32,,,,,,,,,,,,,,,,,,LW085_70530_70527,Red / White,,,,,,,,,,,,,,,,,,,,,,,
product_variation,1403,13.32,,,,,,,,,,,,,,,,,,LW085_70530_70528,Red / White,,,,,,,,,,,,,,,,,,,,,,,
product,1404,80.34,Jeans extreme motion slim fit,"77% katoen / 21% polyester / 2% elasthan. De ultieme combinatie van extreem comfort, bewegingsvrijheid en authentiek denim. Fitted pasvorm. Smalle broekspijp. Elastische tailleband. Gerecyclede stof.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=369595&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Lee,Kleding,Jean,https://media.europeancatalog.com/ws.php?act=download&mamfileid=369595&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=369594&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=369593&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=369592&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=369590&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=369589&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=369588&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=369585&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=369583&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=369615&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=369614&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=369612&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=369611&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=369610&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=369609&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=369607&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=369606&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=369605&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=369603&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=369602&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=369601&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=369600&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=369598&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=369597&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,
product_option,1404,,,,,,,,,,,,,,,,,,,,,Color,Aristocrat,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,1404,,,,,,,,,,,,,,,,,,,,,Size,W29/L32,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,1404,,,,,,,,,,,,,,,,,,,,,Size,W30/L32,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,1404,,,,,,,,,,,,,,,,,,,,,Size,W31/L32,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,1404,,,,,,,,,,,,,,,,,,,,,Size,W31/L34,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,1404,,,,,,,,,,,,,,,,,,,,,Size,W32/L32,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,1404,,,,,,,,,,,,,,,,,,,,,Size,W32/L34,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,1404,,,,,,,,,,,,,,,,,,,,,Size,W33/L32,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,1404,,,,,,,,,,,,,,,,,,,,,Size,W33/L34,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,1404,,,,,,,,,,,,,,,,,,,,,Size,W34/L32,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,1404,,,,,,,,,,,,,,,,,,,,,Size,W34/L34,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,1404,,,,,,,,,,,,,,,,,,,,,Size,W36/L32,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,1404,,,,,,,,,,,,,,,,,,,,,Size,W36/L34,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,1404,,,,,,,,,,,,,,,,,,,,,Size,W38/L32,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,1404,,,,,,,,,,,,,,,,,,,,,Size,W38/L34,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,1404,,,,,,,,,,,,,,,,,,,,,Size,W40/L32,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,1404,,,,,,,,,,,,,,,,,,,,,Size,W40/L34,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,1404,,,,,,,,,,,,,,,,,,,,,Color,Forge,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,1404,,,,,,,,,,,,,,,,,,,,,Color,King,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,1404,,,,,,,,,,,,,,,,,,,,,Color,Lenny,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,1404,,,,,,,,,,,,,,,,,,,,,Color,Rinse,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_variation,1404,80.34,,,,,,,,,,,,,,,,,,L72_70929_83723,Aristocrat,,,,,,,,,,,,,,,,,,W29/L32,,,,,
product_variation,1404,80.34,,,,,,,,,,,,,,,,,,L72_70929_70916,Aristocrat,,,,,,,,,,,,,,,,,,W30/L32,,,,,
product_variation,1404,80.34,,,,,,,,,,,,,,,,,,L72_70929_70917,Aristocrat,,,,,,,,,,,,,,,,,,W31/L32,,,,,
product_variation,1404,80.34,,,,,,,,,,,,,,,,,,L72_70929_70918,Aristocrat,,,,,,,,,,,,,,,,,,W31/L34,,,,,
product_variation,1404,80.34,,,,,,,,,,,,,,,,,,L72_70929_70919,Aristocrat,,,,,,,,,,,,,,,,,,W32/L32,,,,,
product_variation,1404,80.34,,,,,,,,,,,,,,,,,,L72_70929_70920,Aristocrat,,,,,,,,,,,,,,,,,,W32/L34,,,,,
product_variation,1404,80.34,,,,,,,,,,,,,,,,,,L72_70929_70921,Aristocrat,,,,,,,,,,,,,,,,,,W33/L32,,,,,
product_variation,1404,80.34,,,,,,,,,,,,,,,,,,L72_70929_70922,Aristocrat,,,,,,,,,,,,,,,,,,W33/L34,,,,,
product_variation,1404,80.34,,,,,,,,,,,,,,,,,,L72_70929_70923,Aristocrat,,,,,,,,,,,,,,,,,,W34/L32,,,,,
product_variation,1404,80.34,,,,,,,,,,,,,,,,,,L72_70929_70924,Aristocrat,,,,,,,,,,,,,,,,,,W34/L34,,,,,
product_variation,1404,80.34,,,,,,,,,,,,,,,,,,L72_70929_70925,Aristocrat,,,,,,,,,,,,,,,,,,W36/L32,,,,,
product_variation,1404,80.34,,,,,,,,,,,,,,,,,,L72_70929_70926,Aristocrat,,,,,,,,,,,,,,,,,,W36/L34,,,,,
product_variation,1404,80.34,,,,,,,,,,,,,,,,,,L72_70929_83724,Aristocrat,,,,,,,,,,,,,,,,,,W38/L32,,,,,
product_variation,1404,80.34,,,,,,,,,,,,,,,,,,L72_70929_70927,Aristocrat,,,,,,,,,,,,,,,,,,W38/L34,,,,,
product_variation,1404,80.34,,,,,,,,,,,,,,,,,,L72_70929_83725,Aristocrat,,,,,,,,,,,,,,,,,,W40/L32,,,,,
product_variation,1404,80.34,,,,,,,,,,,,,,,,,,L72_70929_70928,Aristocrat,,,,,,,,,,,,,,,,,,W40/L34,,,,,
product_variation,1404,80.34,,,,,,,,,,,,,,,,,,L72_78294_83723,Forge,,,,,,,,,,,,,,,,,,,,,,,
product_variation,1404,80.34,,,,,,,,,,,,,,,,,,L72_78294_70916,Forge,,,,,,,,,,,,,,,,,,,,,,,
product_variation,1404,80.34,,,,,,,,,,,,,,,,,,L72_78294_70917,Forge,,,,,,,,,,,,,,,,,,,,,,,
product_variation,1404,80.34,,,,,,,,,,,,,,,,,,L72_78294_70918,Forge,,,,,,,,,,,,,,,,,,,,,,,
