type,product_internal_id,product_price,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_media_gallery_image_url_2,product_media_gallery_image_url_3,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_media_gallery_image_url_6,product_media_gallery_image_url_7,product_media_gallery_image_url_8,product_media_gallery_image_url_9,product_media_gallery_image_url_10,product_variation_sku,product_variation_option_Color,product_option_name,product_option_value,product_option_type,product_option_is_required,product_media_gallery_image_url_11,product_media_gallery_image_url_12,product_media_gallery_image_url_13,product_media_gallery_image_url_14,product_media_gallery_image_url_15,product_variation_option_Size
product_variation,1601,45.35,,,,,,,,,,,,,,,,,NS700_81347_81343,Ivory,,,,,,,,,,
product_variation,1601,45.35,,,,,,,,,,,,,,,,,NS700C_81349_72300,Jade Green,,,,,,,,,,
product_variation,1601,45.35,,,,,,,,,,,,,,,,,NS700C_81349_68876,Jade Green,,,,,,,,,,
product_variation,1601,45.35,,,,,,,,,,,,,,,,,NS700C_81349_68879,Jade Green,,,,,,,,,,
product_variation,1601,45.35,,,,,,,,,,,,,,,,,NS700C_81349_68880,Jade Green,,,,,,,,,,
product_variation,1601,45.35,,,,,,,,,,,,,,,,,NS700C_81349_68883,Jade Green,,,,,,,,,,
product_variation,1601,45.35,,,,,,,,,,,,,,,,,NS700C_81349_68884,Jade Green,,,,,,,,,,
product_variation,1601,45.35,,,,,,,,,,,,,,,,,NS700C_81349_69851,Jade Green,,,,,,,,,,
product_variation,1601,45.35,,,,,,,,,,,,,,,,,NS700C_81349_69855,Jade Green,,,,,,,,,,
product_variation,1601,48,,,,,,,,,,,,,,,,,NS700A_83709_72301,Moon Grey Heather,,,,,,,,,,
product_variation,1601,48,,,,,,,,,,,,,,,,,NS700A_83709_68877,Moon Grey Heather,,,,,,,,,,
product_variation,1601,48,,,,,,,,,,,,,,,,,NS700A_83709_68878,Moon Grey Heather,,,,,,,,,,
product_variation,1601,48,,,,,,,,,,,,,,,,,NS700A_83709_68881,Moon Grey Heather,,,,,,,,,,
product_variation,1601,48,,,,,,,,,,,,,,,,,NS700A_83709_68882,Moon Grey Heather,,,,,,,,,,
product_variation,1601,48,,,,,,,,,,,,,,,,,NS700A_83709_68885,Moon Grey Heather,,,,,,,,,,
product_variation,1601,48,,,,,,,,,,,,,,,,,NS700A_83709_69853,Moon Grey Heather,,,,,,,,,,
product_variation,1601,48,,,,,,,,,,,,,,,,,NS700A_83709_69857,Moon Grey Heather,,,,,,,,,,
product_variation,1601,45.35,,,,,,,,,,,,,,,,,NS700C_68892_72300,Navy Blue,,,,,,,,,,
product_variation,1601,45.35,,,,,,,,,,,,,,,,,NS700C_68892_68876,Navy Blue,,,,,,,,,,
product_variation,1601,45.35,,,,,,,,,,,,,,,,,NS700C_68892_68879,Navy Blue,,,,,,,,,,
product_variation,1601,45.35,,,,,,,,,,,,,,,,,NS700C_68892_68880,Navy Blue,,,,,,,,,,
product_variation,1601,45.35,,,,,,,,,,,,,,,,,NS700C_68892_68883,Navy Blue,,,,,,,,,,
product_variation,1601,45.35,,,,,,,,,,,,,,,,,NS700C_68892_68884,Navy Blue,,,,,,,,,,
product_variation,1601,45.35,,,,,,,,,,,,,,,,,NS700C_68892_69851,Navy Blue,,,,,,,,,,
product_variation,1601,45.35,,,,,,,,,,,,,,,,,NS700C_68892_69855,Navy Blue,,,,,,,,,,
product_variation,1601,45.35,,,,,,,,,,,,,,,,,NS700C_72302_72300,Organic Khaki,,,,,,,,,,
product_variation,1601,45.35,,,,,,,,,,,,,,,,,NS700C_72302_68876,Organic Khaki,,,,,,,,,,
product_variation,1601,45.35,,,,,,,,,,,,,,,,,NS700C_72302_68879,Organic Khaki,,,,,,,,,,
product_variation,1601,45.35,,,,,,,,,,,,,,,,,NS700C_72302_68880,Organic Khaki,,,,,,,,,,
product_variation,1601,45.35,,,,,,,,,,,,,,,,,NS700C_72302_68883,Organic Khaki,,,,,,,,,,
product_variation,1601,45.35,,,,,,,,,,,,,,,,,NS700C_72302_68884,Organic Khaki,,,,,,,,,,
product_variation,1601,45.35,,,,,,,,,,,,,,,,,NS700C_72302_69851,Organic Khaki,,,,,,,,,,
product_variation,1601,45.35,,,,,,,,,,,,,,,,,NS700C_72302_69855,Organic Khaki,,,,,,,,,,
product_variation,1601,45.35,,,,,,,,,,,,,,,,,NS700_81352_81336,Raw Natural,,,,,,,,,,
product_variation,1601,45.35,,,,,,,,,,,,,,,,,NS700_81352_81337,Raw Natural,,,,,,,,,,
product_variation,1601,45.35,,,,,,,,,,,,,,,,,NS700_81352_81338,Raw Natural,,,,,,,,,,
product_variation,1601,45.35,,,,,,,,,,,,,,,,,NS700_81352_81339,Raw Natural,,,,,,,,,,
product_variation,1601,45.35,,,,,,,,,,,,,,,,,NS700_81352_81340,Raw Natural,,,,,,,,,,
product_variation,1601,45.35,,,,,,,,,,,,,,,,,NS700_81352_81341,Raw Natural,,,,,,,,,,
product_variation,1601,45.35,,,,,,,,,,,,,,,,,NS700_81352_81342,Raw Natural,,,,,,,,,,
product_variation,1601,45.35,,,,,,,,,,,,,,,,,NS700_81352_81343,Raw Natural,,,,,,,,,,
product_variation,1601,48,,,,,,,,,,,,,,,,,NS700A_68895_72301,Volcano Grey Heather,,,,,,,,,,
product_variation,1601,48,,,,,,,,,,,,,,,,,NS700A_68895_68877,Volcano Grey Heather,,,,,,,,,,
product_variation,1601,48,,,,,,,,,,,,,,,,,NS700A_68895_68878,Volcano Grey Heather,,,,,,,,,,
product_variation,1601,48,,,,,,,,,,,,,,,,,NS700A_68895_68881,Volcano Grey Heather,,,,,,,,,,
product_variation,1601,48,,,,,,,,,,,,,,,,,NS700A_68895_68882,Volcano Grey Heather,,,,,,,,,,
product_variation,1601,48,,,,,,,,,,,,,,,,,NS700A_68895_68885,Volcano Grey Heather,,,,,,,,,,
product_variation,1601,48,,,,,,,,,,,,,,,,,NS700A_68895_69853,Volcano Grey Heather,,,,,,,,,,
product_variation,1601,48,,,,,,,,,,,,,,,,,NS700A_68895_69857,Volcano Grey Heather,,,,,,,,,,
product_variation,1601,45.35,,,,,,,,,,,,,,,,,NS700C_81354_72300,Wet Sand,,,,,,,,,,
product_variation,1601,45.35,,,,,,,,,,,,,,,,,NS700C_81354_68876,Wet Sand,,,,,,,,,,
product_variation,1601,45.35,,,,,,,,,,,,,,,,,NS700C_81354_68879,Wet Sand,,,,,,,,,,
product_variation,1601,45.35,,,,,,,,,,,,,,,,,NS700C_81354_68880,Wet Sand,,,,,,,,,,
product_variation,1601,45.35,,,,,,,,,,,,,,,,,NS700C_81354_68883,Wet Sand,,,,,,,,,,
product_variation,1601,45.35,,,,,,,,,,,,,,,,,NS700C_81354_68884,Wet Sand,,,,,,,,,,
product_variation,1601,45.35,,,,,,,,,,,,,,,,,NS700C_81354_69851,Wet Sand,,,,,,,,,,
product_variation,1601,45.35,,,,,,,,,,,,,,,,,NS700C_81354_69855,Wet Sand,,,,,,,,,,
product,1602,30.7,Herenbermuda sweat,85 % biologisch katoen / 15 % post-consumer gerecycled polyester<br/>XS > 4XL<br/>Gekamd en ringgesponnen katoen.<br/>Geborsteld fleece 3 draden LSF<br/>(Low Shrinkage Fleece).<br/>Tailleband van 1 x 1 ribboord met<br/>aanrijgkoordje.<br/>Knoopsgatoogje voor taillebandkoordje.<br/>Zijzakken.<br/>1 omzoomde achterzak.<br/>Broekspijpen onderaan met dubbel stiksel.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=402575&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Native Spirit,Kleding,Bermuda/Short,https://media.europeancatalog.com/ws.php?act=download&mamfileid=402575&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=402574&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=403519&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=403520&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=301681&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=402362&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=402361&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=402364&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=413196&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=402367&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=402365&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=413186&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=416027&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,
product_option,1602,,,,,,,,,,,,,,,,,,,,Color,Aquamarine,RADIOBUTTONS,TRUE,,,,,,
product_option,1602,,,,,,,,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,
product_option,1602,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,
product_option,1602,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,
product_option,1602,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,
product_option,1602,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,
product_option,1602,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,
product_option,1602,,,,,,,,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,
product_option,1602,,,,,,,,,,,,,,,,,,,,Size,4XL,RADIOBUTTONS,TRUE,,,,,,
product_option,1602,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,
product_option,1602,,,,,,,,,,,,,,,,,,,,Color,Ivory,RADIOBUTTONS,TRUE,,,,,,
product_option,1602,,,,,,,,,,,,,,,,,,,,Color,Jade Green,RADIOBUTTONS,TRUE,,,,,,
product_option,1602,,,,,,,,,,,,,,,,,,,,Color,Moon Grey Heather,RADIOBUTTONS,TRUE,,,,,,
product_option,1602,,,,,,,,,,,,,,,,,,,,Color,Navy Blue,RADIOBUTTONS,TRUE,,,,,,
product_option,1602,,,,,,,,,,,,,,,,,,,,Color,Organic Khaki,RADIOBUTTONS,TRUE,,,,,,
product_option,1602,,,,,,,,,,,,,,,,,,,,Color,Raw Natural,RADIOBUTTONS,TRUE,,,,,,
product_option,1602,,,,,,,,,,,,,,,,,,,,Color,Volcano Grey Heather,RADIOBUTTONS,TRUE,,,,,,
product_option,1602,,,,,,,,,,,,,,,,,,,,Color,Wet Sand,RADIOBUTTONS,TRUE,,,,,,
product_variation,1602,30.7,,,,,,,,,,,,,,,,,NS701C_81356_78591,Aquamarine,,,,,,,,,,XS
product_variation,1602,30.7,,,,,,,,,,,,,,,,,NS701C_81356_68896,Aquamarine,,,,,,,,,,S
product_variation,1602,30.7,,,,,,,,,,,,,,,,,NS701C_81356_68899,Aquamarine,,,,,,,,,,M
product_variation,1602,30.7,,,,,,,,,,,,,,,,,NS701C_81356_68900,Aquamarine,,,,,,,,,,L
product_variation,1602,30.7,,,,,,,,,,,,,,,,,NS701C_81356_68903,Aquamarine,,,,,,,,,,XL
product_variation,1602,30.7,,,,,,,,,,,,,,,,,NS701C_81356_68904,Aquamarine,,,,,,,,,,XXL
product_variation,1602,30.7,,,,,,,,,,,,,,,,,NS701C_81356_70087,Aquamarine,,,,,,,,,,3XL
product_variation,1602,30.7,,,,,,,,,,,,,,,,,NS701C_81356_70091,Aquamarine,,,,,,,,,,4XL
product_variation,1602,30.7,,,,,,,,,,,,,,,,,NS701C_68911_78591,Black,,,,,,,,,,
product_variation,1602,30.7,,,,,,,,,,,,,,,,,NS701C_68911_68896,Black,,,,,,,,,,
product_variation,1602,30.7,,,,,,,,,,,,,,,,,NS701C_68911_68899,Black,,,,,,,,,,
product_variation,1602,30.7,,,,,,,,,,,,,,,,,NS701C_68911_68900,Black,,,,,,,,,,
product_variation,1602,30.7,,,,,,,,,,,,,,,,,NS701C_68911_68903,Black,,,,,,,,,,
product_variation,1602,30.7,,,,,,,,,,,,,,,,,NS701C_68911_68904,Black,,,,,,,,,,
product_variation,1602,30.7,,,,,,,,,,,,,,,,,NS701C_68911_70087,Black,,,,,,,,,,
product_variation,1602,30.7,,,,,,,,,,,,,,,,,NS701C_68911_70091,Black,,,,,,,,,,
product_variation,1602,30.7,,,,,,,,,,,,,,,,,NS701_82133_77022,Ivory,,,,,,,,,,
product_variation,1602,30.7,,,,,,,,,,,,,,,,,NS701_82133_77023,Ivory,,,,,,,,,,
product_variation,1602,30.7,,,,,,,,,,,,,,,,,NS701_82133_77024,Ivory,,,,,,,,,,
product_variation,1602,30.7,,,,,,,,,,,,,,,,,NS701_82133_77025,Ivory,,,,,,,,,,
product_variation,1602,30.7,,,,,,,,,,,,,,,,,NS701_82133_77026,Ivory,,,,,,,,,,
product_variation,1602,30.7,,,,,,,,,,,,,,,,,NS701_82133_77027,Ivory,,,,,,,,,,
product_variation,1602,30.7,,,,,,,,,,,,,,,,,NS701_82133_77028,Ivory,,,,,,,,,,
product_variation,1602,30.7,,,,,,,,,,,,,,,,,NS701_82133_77029,Ivory,,,,,,,,,,
product_variation,1602,30.7,,,,,,,,,,,,,,,,,NS701C_81357_78591,Jade Green,,,,,,,,,,
product_variation,1602,30.7,,,,,,,,,,,,,,,,,NS701C_81357_68896,Jade Green,,,,,,,,,,
product_variation,1602,30.7,,,,,,,,,,,,,,,,,NS701C_81357_68899,Jade Green,,,,,,,,,,
product_variation,1602,30.7,,,,,,,,,,,,,,,,,NS701C_81357_68900,Jade Green,,,,,,,,,,
product_variation,1602,30.7,,,,,,,,,,,,,,,,,NS701C_81357_68903,Jade Green,,,,,,,,,,
product_variation,1602,30.7,,,,,,,,,,,,,,,,,NS701C_81357_68904,Jade Green,,,,,,,,,,
product_variation,1602,30.7,,,,,,,,,,,,,,,,,NS701C_81357_70087,Jade Green,,,,,,,,,,
product_variation,1602,30.7,,,,,,,,,,,,,,,,,NS701C_81357_70091,Jade Green,,,,,,,,,,
product_variation,1602,34.2,,,,,,,,,,,,,,,,,NS701A_81358_77183,Moon Grey Heather,,,,,,,,,,
product_variation,1602,34.2,,,,,,,,,,,,,,,,,NS701A_81358_69446,Moon Grey Heather,,,,,,,,,,
product_variation,1602,34.2,,,,,,,,,,,,,,,,,NS701A_81358_69448,Moon Grey Heather,,,,,,,,,,
product_variation,1602,34.2,,,,,,,,,,,,,,,,,NS701A_81358_69450,Moon Grey Heather,,,,,,,,,,
product_variation,1602,34.2,,,,,,,,,,,,,,,,,NS701A_81358_69452,Moon Grey Heather,,,,,,,,,,
product_variation,1602,34.2,,,,,,,,,,,,,,,,,NS701A_81358_69454,Moon Grey Heather,,,,,,,,,,
product_variation,1602,34.2,,,,,,,,,,,,,,,,,NS701A_81358_70089,Moon Grey Heather,,,,,,,,,,
product_variation,1602,34.2,,,,,,,,,,,,,,,,,NS701A_81358_70093,Moon Grey Heather,,,,,,,,,,
product_variation,1602,30.7,,,,,,,,,,,,,,,,,NS701C_68912_78591,Navy Blue,,,,,,,,,,
product_variation,1602,30.7,,,,,,,,,,,,,,,,,NS701C_68912_68896,Navy Blue,,,,,,,,,,
product_variation,1602,30.7,,,,,,,,,,,,,,,,,NS701C_68912_68899,Navy Blue,,,,,,,,,,
product_variation,1602,30.7,,,,,,,,,,,,,,,,,NS701C_68912_68900,Navy Blue,,,,,,,,,,
product_variation,1602,30.7,,,,,,,,,,,,,,,,,NS701C_68912_68903,Navy Blue,,,,,,,,,,
product_variation,1602,30.7,,,,,,,,,,,,,,,,,NS701C_68912_68904,Navy Blue,,,,,,,,,,
product_variation,1602,30.7,,,,,,,,,,,,,,,,,NS701C_68912_70087,Navy Blue,,,,,,,,,,
product_variation,1602,30.7,,,,,,,,,,,,,,,,,NS701C_68912_70091,Navy Blue,,,,,,,,,,
product_variation,1602,30.7,,,,,,,,,,,,,,,,,NS701C_78593_78591,Organic Khaki,,,,,,,,,,
product_variation,1602,30.7,,,,,,,,,,,,,,,,,NS701C_78593_68896,Organic Khaki,,,,,,,,,,
product_variation,1602,30.7,,,,,,,,,,,,,,,,,NS701C_78593_68899,Organic Khaki,,,,,,,,,,
product_variation,1602,30.7,,,,,,,,,,,,,,,,,NS701C_78593_68900,Organic Khaki,,,,,,,,,,
product_variation,1602,30.7,,,,,,,,,,,,,,,,,NS701C_78593_68903,Organic Khaki,,,,,,,,,,
product_variation,1602,30.7,,,,,,,,,,,,,,,,,NS701C_78593_68904,Organic Khaki,,,,,,,,,,
product_variation,1602,30.7,,,,,,,,,,,,,,,,,NS701C_78593_70087,Organic Khaki,,,,,,,,,,
product_variation,1602,30.7,,,,,,,,,,,,,,,,,NS701C_78593_70091,Organic Khaki,,,,,,,,,,
product_variation,1602,30.7,,,,,,,,,,,,,,,,,NS701_81359_77022,Raw Natural,,,,,,,,,,
product_variation,1602,30.7,,,,,,,,,,,,,,,,,NS701_81359_77023,Raw Natural,,,,,,,,,,
product_variation,1602,30.7,,,,,,,,,,,,,,,,,NS701_81359_77024,Raw Natural,,,,,,,,,,
product_variation,1602,30.7,,,,,,,,,,,,,,,,,NS701_81359_77025,Raw Natural,,,,,,,,,,
product_variation,1602,30.7,,,,,,,,,,,,,,,,,NS701_81359_77026,Raw Natural,,,,,,,,,,
product_variation,1602,30.7,,,,,,,,,,,,,,,,,NS701_81359_77027,Raw Natural,,,,,,,,,,
product_variation,1602,30.7,,,,,,,,,,,,,,,,,NS701_81359_77028,Raw Natural,,,,,,,,,,
product_variation,1602,30.7,,,,,,,,,,,,,,,,,NS701_81359_77029,Raw Natural,,,,,,,,,,
product_variation,1602,34.2,,,,,,,,,,,,,,,,,NS701A_69445_77183,Volcano Grey Heather,,,,,,,,,,
product_variation,1602,34.2,,,,,,,,,,,,,,,,,NS701A_69445_69446,Volcano Grey Heather,,,,,,,,,,
product_variation,1602,34.2,,,,,,,,,,,,,,,,,NS701A_69445_69448,Volcano Grey Heather,,,,,,,,,,
product_variation,1602,34.2,,,,,,,,,,,,,,,,,NS701A_69445_69450,Volcano Grey Heather,,,,,,,,,,
product_variation,1602,34.2,,,,,,,,,,,,,,,,,NS701A_69445_69452,Volcano Grey Heather,,,,,,,,,,
product_variation,1602,34.2,,,,,,,,,,,,,,,,,NS701A_69445_69454,Volcano Grey Heather,,,,,,,,,,
product_variation,1602,34.2,,,,,,,,,,,,,,,,,NS701A_69445_70089,Volcano Grey Heather,,,,,,,,,,
product_variation,1602,34.2,,,,,,,,,,,,,,,,,NS701A_69445_70093,Volcano Grey Heather,,,,,,,,,,
product_variation,1602,34.2,,,,,,,,,,,,,,,,,NS701A_81360_77183,Wet Sand,,,,,,,,,,
product_variation,1602,34.2,,,,,,,,,,,,,,,,,NS701A_81360_69446,Wet Sand,,,,,,,,,,
product_variation,1602,34.2,,,,,,,,,,,,,,,,,NS701A_81360_69448,Wet Sand,,,,,,,,,,
product_variation,1602,34.2,,,,,,,,,,,,,,,,,NS701A_81360_69450,Wet Sand,,,,,,,,,,
product_variation,1602,34.2,,,,,,,,,,,,,,,,,NS701A_81360_69452,Wet Sand,,,,,,,,,,
product_variation,1602,34.2,,,,,,,,,,,,,,,,,NS701A_81360_69454,Wet Sand,,,,,,,,,,
product_variation,1602,34.2,,,,,,,,,,,,,,,,,NS701A_81360_70089,Wet Sand,,,,,,,,,,
product_variation,1602,34.2,,,,,,,,,,,,,,,,,NS701A_81360_70093,Wet Sand,,,,,,,,,,
