type,product_internal_id,product_price,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_media_gallery_image_url_2,product_media_gallery_image_url_3,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_media_gallery_image_url_6,product_variation_sku,product_variation_option_Color,product_option_name,product_option_value,product_option_type,product_option_is_required,product_variation_option_Size,product_media_gallery_image_url_7,product_media_gallery_image_url_8,product_media_gallery_image_url_9,product_media_gallery_image_url_10,product_media_gallery_image_url_11,product_media_gallery_image_url_12,product_media_gallery_image_url_13,product_media_gallery_image_url_14,product_media_gallery_image_url_15
product_variation,1158,71.04,,,,,,,,,,,,,KI5903M_80574_80571,Rattan,,,,,M,,,,,,,,,
product_variation,1158,86.06,,,,,,,,,,,,,KI5903L_80575_80572,Rattan,,,,,L,,,,,,,,,
product,1159,5.34,‘K-loop’-tasje met ritssluiting,"Gerecycled katoen / gerecycled polyester. Opbergetui/make-uptas met ritssluiting in twee maten. Deze tas maakt deel uit van het project “K-loop”. Met dit project sluit Kimod letterlijk de lus van de circulaire economy.The gebruikte katoen komt van afval dat wordt geproduceerd in de productie van katoenartikelen voor het merk Kariban, en het assortiment KARIBAN-MERKEN.<br/>Het toegevoegde polyester is afkomstig van gerecyclede plastic PET-flessen. Tijdens het recyclingproces worden verklikstoffen aan het garen toegevoegd in de vorm van viscose en keramische filamenten om als unieke digitale vingerafdruk te fungeren. De tracers reflecteren licht op een unieke manier en dragen daarom een duidelijke en sabotagebestendige code. Dit stelt ons in staat om alle informatie uit de processen waaraan het garen is onderworpen ondubbelzinnig in een blokkade op te slaan. Dankzij de Aware™ tracer technologie en het bijbehorende blokkadeplatform, stelt Kiwood de eindgebruiker in staat om het gehele productieproces te volgen. Dit garandeert dat het product is gerecycled met eigen afval, zonder dat er wijzigingen in het proces mogelijk zijn. Een speciaal label met een QR-code biedt toegang tot het Aware™-platform voor directe verificatie van certificeringen met behulp van een smartphone.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=383695&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383695&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,,,
product_option,1159,,,,,,,,,,,,,,,,Color,Black Jhoot,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1159,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1159,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1159,,,,,,,,,,,,,,,,Color,Mineral Grey Jhoot,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1159,,,,,,,,,,,,,,,,Color,Navy Blue Jhoot,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,1159,5.34,,,,,,,,,,,,,KI5706M_80541_80539,Black Jhoot,,,,,M,,,,,,,,,
product_variation,1159,6.34,,,,,,,,,,,,,KI5706L_80542_80540,Black Jhoot,,,,,L,,,,,,,,,
product_variation,1159,5.34,,,,,,,,,,,,,KI5706M_80544_80539,Mineral Grey Jhoot,,,,,,,,,,,,,,
product_variation,1159,6.34,,,,,,,,,,,,,KI5706L_80543_80540,Mineral Grey Jhoot,,,,,,,,,,,,,,
product_variation,1159,5.34,,,,,,,,,,,,,KI5706M_80545_80539,Navy Blue Jhoot,,,,,,,,,,,,,,
product_variation,1159,6.34,,,,,,,,,,,,,KI5706L_80546_80540,Navy Blue Jhoot,,,,,,,,,,,,,,
product,1160,48.46,Platte handgevlochten rotanmand,"Handgevlochten rotanmand, verkrijgbaar in 3 maten. <br/>Stevige handgrepen aan de buitenkant.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=386309&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Winkelwagen,https://media.europeancatalog.com/ws.php?act=download&mamfileid=386309&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=367747&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,,
product_option,1160,,,,,,,,,,,,,,,,Color,Rattan,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1160,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1160,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1160,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,1160,48.46,,,,,,,,,,,,,KI5901S_80561_80558,Rattan,,,,,S,,,,,,,,,
product_variation,1160,75.94,,,,,,,,,,,,,KI5901M_80562_80559,Rattan,,,,,M,,,,,,,,,
product_variation,1160,95.84,,,,,,,,,,,,,KI5901L_80563_80560,Rattan,,,,,L,,,,,,,,,
product,1161,12.9,Duffeltas van denim,"70 % gerecycled katoen/30 % gerecycled polyester. Duffeltas met handgrepen in hetzelfde materaiaal langs de body van de tas. Doordat het materiaal gerecycled is, vervaagt de kleur van de stof niet.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=383696&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383696&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,,,
product_option,1161,,,,,,,,,,,,,,,,Color,Recycled Denim,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1161,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,1161,12.9,,,,,,,,,,,,,KI5606_80538_80537,Recycled Denim,,,,,One Size,,,,,,,,,
product,1162,4.16,Tasje in denim,"70 % gerecycled katoen/30 % gerecycled polyester. <br/>Tasje met platte bodem en ritssluiting. <br/>Doordat het materiaal gerecycled is, vervaagt de kleur van de stof niet.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=383694&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383694&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,,,
product_option,1162,,,,,,,,,,,,,,,,Color,Recycled Denim,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1162,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,1162,4.16,,,,,,,,,,,,,KI5710_80548_80547,Recycled Denim,,,,,One Size,,,,,,,,,
product,1163,11,Shopper Made in France,59 % gerecycled polyester/41 % gerecycled katoen. <br/>Grote shopper met plooi. <br/>Made in France.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=386310&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=386310&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,,,
product_option,1163,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1163,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1163,,,,,,,,,,,,,,,,Color,Ecume,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,1163,11,,,,,,,,,,,,,KI5812_80556_80555,Black,,,,,One Size,,,,,,,,,
product_variation,1163,11,,,,,,,,,,,,,KI5812_80557_80555,Ecume,,,,,,,,,,,,,,
product,1164,66.26,Rechthoekige rotanmand,"Rechthoekige, handgevlochten rotanmand, verkrijgbaar in verschillende maten. <br/>Handgrepen verwerkt in de rand.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=383693&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Winkelwagen,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383693&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=408887&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=408888&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,
product_option,1164,,,,,,,,,,,,,,,,Color,Rattan,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1164,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1164,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1164,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,1164,66.26,,,,,,,,,,,,,KI5904S_80579_80576,Rattan,,,,,S,,,,,,,,,
product_variation,1164,87.16,,,,,,,,,,,,,KI5904M_80580_80577,Rattan,,,,,M,,,,,,,,,
product_variation,1164,102.84,,,,,,,,,,,,,KI5904L_80581_80578,Rattan,,,,,L,,,,,,,,,
product,1165,12.56,100% Lyocell TENCEL™ dames T-shirt - 145 gr/m2,"100% Lyocell TENCEL™. Rechte snit. Zijnaden. Enzymgewassen. V-hals in de hoofdstof.<br/>Nektape in de hoofdstof in de kraag. Zoom met dubbel stiksel aan de mouwuiteinden en onderkant. Gecertificeerd STANDARD 100 by OEKO-TEX®N° CQ1007/7, IFTH.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=407532&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kariban,Kleding,T-shirt,https://media.europeancatalog.com/ws.php?act=download&mamfileid=407532&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=407530&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=407527&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=407533&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=407531&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=397870&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=397871&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=397872&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=397869&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=397868&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=407528&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=407529&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=408092&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=408091&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,
product_option,1165,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1165,,,,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1165,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1165,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1165,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1165,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1165,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1165,,,,,,,,,,,,,,,,Color,Metal grey,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1165,,,,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,1165,12.56,,,,,,,,,,,,,KNS323_81755_81749,Black,,,,,XS,,,,,,,,,
product_variation,1165,12.56,,,,,,,,,,,,,KNS323_81755_81750,Black,,,,,S,,,,,,,,,
product_variation,1165,12.56,,,,,,,,,,,,,KNS323_81755_81751,Black,,,,,M,,,,,,,,,
product_variation,1165,12.56,,,,,,,,,,,,,KNS323_81755_81752,Black,,,,,L,,,,,,,,,
product_variation,1165,12.56,,,,,,,,,,,,,KNS323_81755_81753,Black,,,,,XL,,,,,,,,,
product_variation,1165,12.56,,,,,,,,,,,,,KNS323_81755_81754,Black,,,,,XXL,,,,,,,,,
product_variation,1165,12.56,,,,,,,,,,,,,KNS323_81756_81749,Metal grey,,,,,,,,,,,,,,
product_variation,1165,12.56,,,,,,,,,,,,,KNS323_81756_81750,Metal grey,,,,,,,,,,,,,,
product_variation,1165,12.56,,,,,,,,,,,,,KNS323_81756_81751,Metal grey,,,,,,,,,,,,,,
