type,product_internal_id,product_price,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_media_gallery_image_url_2,product_media_gallery_image_url_3,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_media_gallery_image_url_6,product_media_gallery_image_url_7,product_media_gallery_image_url_8,product_media_gallery_image_url_9,product_media_gallery_image_url_10,product_media_gallery_image_url_11,product_media_gallery_image_url_12,product_variation_sku,product_variation_option_Color,product_option_name,product_option_value,product_option_type,product_option_is_required,product_media_gallery_image_url_13,product_media_gallery_image_url_14,product_media_gallery_image_url_15,product_media_gallery_image_url_16,product_media_gallery_image_url_17,product_variation_option_Size
product_variation,1902,43.6,,,,,,,,,,,,,,,,,,,PA941_69163_69159,Black,,,,,,,,,,6/8 ans
product_variation,1902,43.6,,,,,,,,,,,,,,,,,,,PA941_69163_69160,Black,,,,,,,,,,8/10 ans
product_variation,1902,43.6,,,,,,,,,,,,,,,,,,,PA941_69163_69161,Black,,,,,,,,,,10/12 ans
product_variation,1902,43.6,,,,,,,,,,,,,,,,,,,PA941_69163_69162,Black,,,,,,,,,,12/14 ans
product_variation,1902,43.6,,,,,,,,,,,,,,,,,,,PA941_69164_69159,Sporty Dark Navy,,,,,,,,,,
product_variation,1902,43.6,,,,,,,,,,,,,,,,,,,PA941_69164_69160,Sporty Dark Navy,,,,,,,,,,
product_variation,1902,43.6,,,,,,,,,,,,,,,,,,,PA941_69164_69161,Sporty Dark Navy,,,,,,,,,,
product_variation,1902,43.6,,,,,,,,,,,,,,,,,,,PA941_69164_69162,Sporty Dark Navy,,,,,,,,,,
product_variation,1902,43.6,,,,,,,,,,,,,,,,,,,PA941_69165_69159,Sporty Red,,,,,,,,,,
product_variation,1902,43.6,,,,,,,,,,,,,,,,,,,PA941_69165_69160,Sporty Red,,,,,,,,,,
product_variation,1902,43.6,,,,,,,,,,,,,,,,,,,PA941_69165_69161,Sporty Red,,,,,,,,,,
product_variation,1902,43.6,,,,,,,,,,,,,,,,,,,PA941_69165_69162,Sporty Red,,,,,,,,,,
product,1903,42.3,Damesbadpak,"100% polyester waarvan 43% polybutyleentereftalaat. Heel rekbare stof. Chloorbestendig. UV 50+ bescherming. Ondiepe halsopening vooraan. Biesje en dubbele stiksels voor schouderbandjes, body en beenopening. Hooguitgesneden voor een afslankend effect. Racerback. Voering aan de voorkant om doorschijnen te voorkomen. Gemaakt in Spanje. Gecertificeerd STANDARD 100 by OEKO-TEX® N° CQ 1007/7, IFTH.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=201762&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,PROACT®,Kleding,Maillot de bain,https://media.europeancatalog.com/ws.php?act=download&mamfileid=201762&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=201761&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=201755&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=201756&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=201758&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=201757&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=201754&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=201760&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=374951&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=374952&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,
product_option,1903,,,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,
product_option,1903,,,,,,,,,,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,
product_option,1903,,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,
product_option,1903,,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,
product_option,1903,,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,
product_option,1903,,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,
product_option,1903,,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,
product_option,1903,,,,,,,,,,,,,,,,,,,,,,Color,Sporty Dark Navy,RADIOBUTTONS,TRUE,,,,,,
product_variation,1903,42.3,,,,,,,,,,,,,,,,,,,PA942_69172_69166,Black,,,,,,,,,,XS
product_variation,1903,42.3,,,,,,,,,,,,,,,,,,,PA942_69172_69167,Black,,,,,,,,,,S
product_variation,1903,42.3,,,,,,,,,,,,,,,,,,,PA942_69172_69168,Black,,,,,,,,,,M
product_variation,1903,42.3,,,,,,,,,,,,,,,,,,,PA942_69172_69169,Black,,,,,,,,,,L
product_variation,1903,42.3,,,,,,,,,,,,,,,,,,,PA942_69172_69170,Black,,,,,,,,,,XL
product_variation,1903,42.3,,,,,,,,,,,,,,,,,,,PA942_69172_69171,Black,,,,,,,,,,XXL
product_variation,1903,42.3,,,,,,,,,,,,,,,,,,,PA942_69173_69166,Sporty Dark Navy,,,,,,,,,,
product_variation,1903,42.3,,,,,,,,,,,,,,,,,,,PA942_69173_69167,Sporty Dark Navy,,,,,,,,,,
product_variation,1903,42.3,,,,,,,,,,,,,,,,,,,PA942_69173_69168,Sporty Dark Navy,,,,,,,,,,
product_variation,1903,42.3,,,,,,,,,,,,,,,,,,,PA942_69173_69169,Sporty Dark Navy,,,,,,,,,,
product_variation,1903,42.3,,,,,,,,,,,,,,,,,,,PA942_69173_69170,Sporty Dark Navy,,,,,,,,,,
product_variation,1903,42.3,,,,,,,,,,,,,,,,,,,PA942_69173_69171,Sporty Dark Navy,,,,,,,,,,
product,1904,47.1,Damesbadpak,"100% polyester waarvan 43% polybutyleentereftalaat. Heel rekbare stof. Chloorbestendig. UV 50+ bescherming. Halsopening rechts vooraan. Biesje en dubbele stiksels voor schouderbandjes en halsopening. Dubbele stiksels aan de achterkant en beenopeningen. Ronde opening op de achterkant. Voorkant bovenaan gevoerd en afgewerkt met een elastiek zodat de borst beter wordt ondersteund. Onderkant gevoerd. Gemaakt in Spanje.  Gecertificeerd STANDARD 100 by OEKO-TEX® N° CQ 1007/7, IFTH.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=201753&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,PROACT®,Kleding,Maillot de bain,https://media.europeancatalog.com/ws.php?act=download&mamfileid=201753&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=201752&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=201751&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=201747&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=201749&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=201748&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=201750&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=246346&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=246328&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=374950&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=374949&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,
product_option,1904,,,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,
product_option,1904,,,,,,,,,,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,
product_option,1904,,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,
product_option,1904,,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,
product_option,1904,,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,
product_option,1904,,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,
product_option,1904,,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,
product_option,1904,,,,,,,,,,,,,,,,,,,,,,Color,Sporty Dark Navy,RADIOBUTTONS,TRUE,,,,,,
product_variation,1904,47.1,,,,,,,,,,,,,,,,,,,PA943_69180_69174,Black,,,,,,,,,,XS
product_variation,1904,47.1,,,,,,,,,,,,,,,,,,,PA943_69180_69175,Black,,,,,,,,,,S
product_variation,1904,47.1,,,,,,,,,,,,,,,,,,,PA943_69180_69176,Black,,,,,,,,,,M
product_variation,1904,47.1,,,,,,,,,,,,,,,,,,,PA943_69180_69177,Black,,,,,,,,,,L
product_variation,1904,47.1,,,,,,,,,,,,,,,,,,,PA943_69180_69178,Black,,,,,,,,,,XL
product_variation,1904,47.1,,,,,,,,,,,,,,,,,,,PA943_69180_69179,Black,,,,,,,,,,XXL
product_variation,1904,47.1,,,,,,,,,,,,,,,,,,,PA943_69181_69174,Sporty Dark Navy,,,,,,,,,,
product_variation,1904,47.1,,,,,,,,,,,,,,,,,,,PA943_69181_69175,Sporty Dark Navy,,,,,,,,,,
product_variation,1904,47.1,,,,,,,,,,,,,,,,,,,PA943_69181_69176,Sporty Dark Navy,,,,,,,,,,
product_variation,1904,47.1,,,,,,,,,,,,,,,,,,,PA943_69181_69177,Sporty Dark Navy,,,,,,,,,,
product_variation,1904,47.1,,,,,,,,,,,,,,,,,,,PA943_69181_69178,Sporty Dark Navy,,,,,,,,,,
product_variation,1904,47.1,,,,,,,,,,,,,,,,,,,PA943_69181_69179,Sporty Dark Navy,,,,,,,,,,
product,1905,28.46,Heren zwemslip,"100% polyester waarvan 55% 43% polybutyleentereftalaat. Chloorbestendig. UV 50+ bescherming. Blijft beter zitten dankzij de aanrijgkoordjes aan de binnenkant. Volledig gevoerd aan de voorkant. Gemaakt in Spanje. Gecertificeerd STANDARD 100 by OEKO-TEX® N° CQ 1007/7, IFTH.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=201571&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,PROACT®,Kleding,Maillot de bain,https://media.europeancatalog.com/ws.php?act=download&mamfileid=201571&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=201841&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=201570&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=246342&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=246339&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=374946&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=374945&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,
product_option,1905,,,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,
product_option,1905,,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,
product_option,1905,,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,
product_option,1905,,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,
product_option,1905,,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,
product_option,1905,,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,
product_option,1905,,,,,,,,,,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,
product_option,1905,,,,,,,,,,,,,,,,,,,,,,Color,Sporty Dark Navy,RADIOBUTTONS,TRUE,,,,,,
product_option,1905,,,,,,,,,,,,,,,,,,,,,,Color,Sporty Red,RADIOBUTTONS,TRUE,,,,,,
product_variation,1905,28.46,,,,,,,,,,,,,,,,,,,PA950_69196_69190,Black,,,,,,,,,,S
product_variation,1905,28.46,,,,,,,,,,,,,,,,,,,PA950_69196_69191,Black,,,,,,,,,,M
product_variation,1905,28.46,,,,,,,,,,,,,,,,,,,PA950_69196_69192,Black,,,,,,,,,,L
product_variation,1905,28.46,,,,,,,,,,,,,,,,,,,PA950_69196_69193,Black,,,,,,,,,,XL
product_variation,1905,28.46,,,,,,,,,,,,,,,,,,,PA950_69196_69194,Black,,,,,,,,,,XXL
product_variation,1905,28.46,,,,,,,,,,,,,,,,,,,PA950_69196_69195,Black,,,,,,,,,,3XL
product_variation,1905,28.46,,,,,,,,,,,,,,,,,,,PA950_69197_69190,Sporty Dark Navy,,,,,,,,,,
product_variation,1905,28.46,,,,,,,,,,,,,,,,,,,PA950_69197_69191,Sporty Dark Navy,,,,,,,,,,
product_variation,1905,28.46,,,,,,,,,,,,,,,,,,,PA950_69197_69192,Sporty Dark Navy,,,,,,,,,,
product_variation,1905,28.46,,,,,,,,,,,,,,,,,,,PA950_69197_69193,Sporty Dark Navy,,,,,,,,,,
product_variation,1905,28.46,,,,,,,,,,,,,,,,,,,PA950_69197_69194,Sporty Dark Navy,,,,,,,,,,
product_variation,1905,28.46,,,,,,,,,,,,,,,,,,,PA950_69197_69195,Sporty Dark Navy,,,,,,,,,,
product_variation,1905,28.46,,,,,,,,,,,,,,,,,,,PA950_69198_69190,Sporty Red,,,,,,,,,,
product_variation,1905,28.46,,,,,,,,,,,,,,,,,,,PA950_69198_69191,Sporty Red,,,,,,,,,,
product_variation,1905,28.46,,,,,,,,,,,,,,,,,,,PA950_69198_69192,Sporty Red,,,,,,,,,,
product_variation,1905,28.46,,,,,,,,,,,,,,,,,,,PA950_69198_69193,Sporty Red,,,,,,,,,,
product_variation,1905,28.46,,,,,,,,,,,,,,,,,,,PA950_69198_69194,Sporty Red,,,,,,,,,,
product_variation,1905,28.46,,,,,,,,,,,,,,,,,,,PA950_69198_69195,Sporty Red,,,,,,,,,,
product,1906,36.26,Herenzwembroek,"100% polyester waarvan 43% polybutyleentereftalaat. Chloorbestendig. UV 50+ bescherming. Blijft beter zitten dankzij de aanrijgkoordjes aan de binnenkant. Volledig gevoerd aan de voorkant. Breedte zijkant : 16 cm. Gemaakt in Spanje. Gecertificeerd STANDARD 100 by OEKO-TEX® N° CQ 1007/7, IFTH.<br/>",https://media.europeancatalog.com/ws.php?act=download&mamfileid=201569&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,PROACT®,Kleding,Maillot de bain,https://media.europeancatalog.com/ws.php?act=download&mamfileid=201569&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=201840&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=201568&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=246335&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=246331&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=374942&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=374941&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,
product_option,1906,,,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,
product_option,1906,,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,
product_option,1906,,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,
product_option,1906,,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,
product_option,1906,,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,
product_option,1906,,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,
product_option,1906,,,,,,,,,,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,
product_option,1906,,,,,,,,,,,,,,,,,,,,,,Color,Sporty Dark Navy,RADIOBUTTONS,TRUE,,,,,,
product_variation,1906,36.26,,,,,,,,,,,,,,,,,,,PA952_69212_69206,Black,,,,,,,,,,S
product_variation,1906,36.26,,,,,,,,,,,,,,,,,,,PA952_69212_69207,Black,,,,,,,,,,M
product_variation,1906,36.26,,,,,,,,,,,,,,,,,,,PA952_69212_69208,Black,,,,,,,,,,L
product_variation,1906,36.26,,,,,,,,,,,,,,,,,,,PA952_69212_69209,Black,,,,,,,,,,XL
product_variation,1906,36.26,,,,,,,,,,,,,,,,,,,PA952_69212_69210,Black,,,,,,,,,,XXL
product_variation,1906,36.26,,,,,,,,,,,,,,,,,,,PA952_69212_69211,Black,,,,,,,,,,3XL
product_variation,1906,36.26,,,,,,,,,,,,,,,,,,,PA952_69213_69206,Sporty Dark Navy,,,,,,,,,,
product_variation,1906,36.26,,,,,,,,,,,,,,,,,,,PA952_69213_69207,Sporty Dark Navy,,,,,,,,,,
product_variation,1906,36.26,,,,,,,,,,,,,,,,,,,PA952_69213_69208,Sporty Dark Navy,,,,,,,,,,
product_variation,1906,36.26,,,,,,,,,,,,,,,,,,,PA952_69213_69209,Sporty Dark Navy,,,,,,,,,,
product_variation,1906,36.26,,,,,,,,,,,,,,,,,,,PA952_69213_69210,Sporty Dark Navy,,,,,,,,,,
product_variation,1906,36.26,,,,,,,,,,,,,,,,,,,PA952_69213_69211,Sporty Dark Navy,,,,,,,,,,
