type,product_internal_id,product_price,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_variation_sku,product_variation_option_Color,product_option_name,product_option_value,product_option_type,product_option_is_required,product_media_gallery_image_url_2,product_media_gallery_image_url_3,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_media_gallery_image_url_6,product_variation_option_Size,product_media_gallery_image_url_7,product_media_gallery_image_url_8
product,905,4.42,Zware Shopper,Shopper van canvas Gecertificeerd STANDARD 100 by OEKO-TEX® N° CQ  1164/1 IFTH.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67576&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67576&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67575&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,
product_option,905,,,,,,,,,,,Color,Burnt Lime,RADIOBUTTONS,TRUE,,,,,,,,
product_option,905,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,
product_option,905,,,,,,,,,,,Color,Light Burnt / Orange,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,905,4.42,,,,,,,,KI0212_37726_37722,Burnt Lime,,,,,,,,,,One Size,,
product_variation,905,4.42,,,,,,,,KI0212_37725_37722,Light Burnt / Orange,,,,,,,,,,,,
product,906,6.26,Jute Strandtas,"Strandtas / shopper, katoenen hengsels, klittenbandsluiting.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=67584&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67584&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=207650&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=207680&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=207679&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67583&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=331267&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,
product_option,906,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,
product_option,906,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,
product_option,906,,,,,,,,,,,Color,Black / Silver,RADIOBUTTONS,TRUE,,,,,,,,
product_option,906,,,,,,,,,,,Color,Capuccino,RADIOBUTTONS,TRUE,,,,,,,,
product_option,906,,,,,,,,,,,Color,Cherry Red / Gold,RADIOBUTTONS,TRUE,,,,,,,,
product_option,906,,,,,,,,,,,Color,Cool Grey,RADIOBUTTONS,TRUE,,,,,,,,
product_option,906,,,,,,,,,,,Color,Fuchsia,RADIOBUTTONS,TRUE,,,,,,,,
product_option,906,,,,,,,,,,,Color,Ice Mint,RADIOBUTTONS,TRUE,,,,,,,,
product_option,906,,,,,,,,,,,Color,Light Marsala,RADIOBUTTONS,TRUE,,,,,,,,
product_option,906,,,,,,,,,,,Color,Light Rosewood,RADIOBUTTONS,TRUE,,,,,,,,
product_option,906,,,,,,,,,,,Color,Lime,RADIOBUTTONS,TRUE,,,,,,,,
product_option,906,,,,,,,,,,,Color,Midnight Blue,RADIOBUTTONS,TRUE,,,,,,,,
product_option,906,,,,,,,,,,,Color,Natural,RADIOBUTTONS,TRUE,,,,,,,,
product_option,906,,,,,,,,,,,Color,Natural / Gold,RADIOBUTTONS,TRUE,,,,,,,,
product_option,906,,,,,,,,,,,Color,Plum Violet,RADIOBUTTONS,TRUE,,,,,,,,
product_option,906,,,,,,,,,,,Color,Red Clay,RADIOBUTTONS,TRUE,,,,,,,,
product_option,906,,,,,,,,,,,Color,Saffron,RADIOBUTTONS,TRUE,,,,,,,,
product_option,906,,,,,,,,,,,Color,True Coral,RADIOBUTTONS,TRUE,,,,,,,,
product_option,906,,,,,,,,,,,Color,Turquoise,RADIOBUTTONS,TRUE,,,,,,,,
product_option,906,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,,
product_option,906,,,,,,,,,,,Color,Wine,RADIOBUTTONS,TRUE,,,,,,,,
product_option,906,,,,,,,,,,,Color,Yellow,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,906,6.26,,,,,,,,KI0219_54032_40248,Black,,,,,,,,,,One Size,,
product_variation,906,8.44,,,,,,,,KI0219C_62834_62833,Black / Silver,,,,,,,,,,,,
product_variation,906,6.26,,,,,,,,KI0219_40249_40248,Capuccino,,,,,,,,,,,,
product_variation,906,8.44,,,,,,,,KI0219C_62835_62833,Cherry Red / Gold,,,,,,,,,,,,
product_variation,906,6.26,,,,,,,,KI0219_55733_40248,Cool Grey,,,,,,,,,,,,
product_variation,906,6.26,,,,,,,,KI0219_54033_40248,Fuchsia,,,,,,,,,,,,
product_variation,906,6.26,,,,,,,,KI0219_76906_40248,Ice Mint,,,,,,,,,,,,
product_variation,906,6.26,,,,,,,,KI0219_55734_40248,Light Marsala,,,,,,,,,,,,
product_variation,906,6.26,,,,,,,,KI0219_76907_40248,Light Rosewood,,,,,,,,,,,,
product_variation,906,6.26,,,,,,,,KI0219_40250_40248,Lime,,,,,,,,,,,,
product_variation,906,6.26,,,,,,,,KI0219_40251_40248,Midnight Blue,,,,,,,,,,,,
product_variation,906,5.56,,,,,,,,KI0219N_61036_61035,Natural,,,,,,,,,,,,
product_variation,906,6.26,,,,,,,,KI0219_62836_40248,Natural / Gold,,,,,,,,,,,,
product_variation,906,6.26,,,,,,,,KI0219_55735_40248,Plum Violet,,,,,,,,,,,,
product_variation,906,6.26,,,,,,,,KI0219_80389_40248,Red Clay,,,,,,,,,,,,
product_variation,906,6.26,,,,,,,,KI0219_40252_40248,Saffron,,,,,,,,,,,,
product_variation,906,6.26,,,,,,,,KI0219_76908_40248,True Coral,,,,,,,,,,,,
product_variation,906,6.26,,,,,,,,KI0219_40253_40248,Turquoise,,,,,,,,,,,,
product_variation,906,6.26,,,,,,,,KI0219_55736_40248,White,,,,,,,,,,,,
product_variation,906,6.26,,,,,,,,KI0219_40254_40248,Wine,,,,,,,,,,,,
product_variation,906,6.26,,,,,,,,KI0219_54035_40248,Yellow,,,,,,,,,,,,
product,907,7.9,Jute Shopper,"Shopper van jute met katoenen hengsels, voorvak van katoen. Natural Kleur: Gecertificeerd STANDARD 100 by OEKO-TEX® N° CQ 1164/1, IFTH.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=67587&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67587&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,
product_option,907,,,,,,,,,,,Color,Black / Silver,RADIOBUTTONS,TRUE,,,,,,,,
product_option,907,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,
product_option,907,,,,,,,,,,,Color,Cherry Red / Gold,RADIOBUTTONS,TRUE,,,,,,,,
product_option,907,,,,,,,,,,,Color,Lime Green,RADIOBUTTONS,TRUE,,,,,,,,
product_option,907,,,,,,,,,,,Color,Natural,RADIOBUTTONS,TRUE,,,,,,,,
product_option,907,,,,,,,,,,,Color,Natural / Gold,RADIOBUTTONS,TRUE,,,,,,,,
product_option,907,,,,,,,,,,,Color,Saffron,RADIOBUTTONS,TRUE,,,,,,,,
product_option,907,,,,,,,,,,,Color,Turquoise,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,907,7.9,,,,,,,,KI0221C_62838_62837,Black / Silver,,,,,,,,,,One Size,,
product_variation,907,7.9,,,,,,,,KI0221C_62839_62837,Cherry Red / Gold,,,,,,,,,,,,
product_variation,907,5.76,,,,,,,,KI0221_43220_43218,Lime Green,,,,,,,,,,,,
product_variation,907,5.56,,,,,,,,KI0221N_61038_61037,Natural,,,,,,,,,,,,
product_variation,907,5.76,,,,,,,,KI0221_62840_43218,Natural / Gold,,,,,,,,,,,,
product_variation,907,5.76,,,,,,,,KI0221_43222_43218,Saffron,,,,,,,,,,,,
product_variation,907,5.76,,,,,,,,KI0221_43223_43218,Turquoise,,,,,,,,,,,,
product,908,2.14,Basic shopper,"Katoenen shopper, katoenen 70 cm hengsels. Gecertificeerd STANDARD 100 by OEKO-TEX® N° CQ  1164/1 IFTH.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=67588&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67588&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=207677&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=207678&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,
product_option,908,,,,,,,,,,,Color,Arandano Red,RADIOBUTTONS,TRUE,,,,,,,,
product_option,908,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,
product_option,908,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,
product_option,908,,,,,,,,,,,Color,Bright Turquoise,RADIOBUTTONS,TRUE,,,,,,,,
product_option,908,,,,,,,,,,,Color,Burnt Lime,RADIOBUTTONS,TRUE,,,,,,,,
product_option,908,,,,,,,,,,,Color,Burnt Orange,RADIOBUTTONS,TRUE,,,,,,,,
product_option,908,,,,,,,,,,,Color,Cherry Red,RADIOBUTTONS,TRUE,,,,,,,,
product_option,908,,,,,,,,,,,Color,Chocolate,RADIOBUTTONS,TRUE,,,,,,,,
product_option,908,,,,,,,,,,,Color,Cool Grey,RADIOBUTTONS,TRUE,,,,,,,,
product_option,908,,,,,,,,,,,Color,Cumin Yellow,RADIOBUTTONS,TRUE,,,,,,,,
product_option,908,,,,,,,,,,,Color,Curcuma,RADIOBUTTONS,TRUE,,,,,,,,
product_option,908,,,,,,,,,,,Color,Dark Grey,RADIOBUTTONS,TRUE,,,,,,,,
product_option,908,,,,,,,,,,,Color,Dark Khaki,RADIOBUTTONS,TRUE,,,,,,,,
product_option,908,,,,,,,,,,,Color,Dark Pink,RADIOBUTTONS,TRUE,,,,,,,,
product_option,908,,,,,,,,,,,Color,Delphinium Blue,RADIOBUTTONS,TRUE,,,,,,,,
product_option,908,,,,,,,,,,,Color,Dusty Light Green,RADIOBUTTONS,TRUE,,,,,,,,
product_option,908,,,,,,,,,,,Color,Forest Green,RADIOBUTTONS,TRUE,,,,,,,,
product_option,908,,,,,,,,,,,Color,Ice Mint,RADIOBUTTONS,TRUE,,,,,,,,
product_option,908,,,,,,,,,,,Color,Iris Blue,RADIOBUTTONS,TRUE,,,,,,,,
product_option,908,,,,,,,,,,,Color,Kelly Green,RADIOBUTTONS,TRUE,,,,,,,,
product_option,908,,,,,,,,,,,Color,Lagoon,RADIOBUTTONS,TRUE,,,,,,,,
product_option,908,,,,,,,,,,,Color,Light Violet,RADIOBUTTONS,TRUE,,,,,,,,
product_option,908,,,,,,,,,,,Color,Magenta,RADIOBUTTONS,TRUE,,,,,,,,
product_option,908,,,,,,,,,,,Color,Marsala,RADIOBUTTONS,TRUE,,,,,,,,
product_option,908,,,,,,,,,,,Color,Natural,RADIOBUTTONS,TRUE,,,,,,,,
product_option,908,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,
product_option,908,,,,,,,,,,,Color,Orange,RADIOBUTTONS,TRUE,,,,,,,,
product_option,908,,,,,,,,,,,Color,Pistachio Green,RADIOBUTTONS,TRUE,,,,,,,,
product_option,908,,,,,,,,,,,Color,Purple,RADIOBUTTONS,TRUE,,,,,,,,
product_option,908,,,,,,,,,,,Color,Radiant Orchid,RADIOBUTTONS,TRUE,,,,,,,,
product_option,908,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,,,,,,,,
product_option,908,,,,,,,,,,,Color,Royal Blue,RADIOBUTTONS,TRUE,,,,,,,,
product_option,908,,,,,,,,,,,Color,Sage,RADIOBUTTONS,TRUE,,,,,,,,
product_option,908,,,,,,,,,,,Color,Spicy Orange,RADIOBUTTONS,TRUE,,,,,,,,
product_option,908,,,,,,,,,,,Color,Tropical Blue,RADIOBUTTONS,TRUE,,,,,,,,
product_option,908,,,,,,,,,,,Color,Turquoise,RADIOBUTTONS,TRUE,,,,,,,,
product_option,908,,,,,,,,,,,Color,Wet Sand,RADIOBUTTONS,TRUE,,,,,,,,
product_option,908,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,,
product_option,908,,,,,,,,,,,Color,Wine,RADIOBUTTONS,TRUE,,,,,,,,
product_option,908,,,,,,,,,,,Color,Yellow,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,908,2.14,,,,,,,,KI0223C_60166_49804,Arandano Red,,,,,,,,,,One Size,,
product_variation,908,2.14,,,,,,,,KI0223C_49805_49804,Black,,,,,,,,,,,,
product_variation,908,2.14,,,,,,,,KI0223C_80390_49804,Bright Turquoise,,,,,,,,,,,,
product_variation,908,2.14,,,,,,,,KI0223C_49806_49804,Burnt Lime,,,,,,,,,,,,
product_variation,908,2.14,,,,,,,,KI0223C_60168_49804,Burnt Orange,,,,,,,,,,,,
product_variation,908,2.14,,,,,,,,KI0223C_60169_49804,Cherry Red,,,,,,,,,,,,
product_variation,908,2.14,,,,,,,,KI0223C_76909_49804,Chocolate,,,,,,,,,,,,
product_variation,908,2.14,,,,,,,,KI0223C_49807_49804,Cool Grey,,,,,,,,,,,,
product_variation,908,2.14,,,,,,,,KI0223C_60170_49804,Cumin Yellow,,,,,,,,,,,,
product_variation,908,2.14,,,,,,,,KI0223C_70126_49804,Curcuma,,,,,,,,,,,,
product_variation,908,2.14,,,,,,,,KI0223C_49808_49804,Dark Grey,,,,,,,,,,,,
product_variation,908,2.14,,,,,,,,KI0223C_76910_49804,Dark Khaki,,,,,,,,,,,,
product_variation,908,2.14,,,,,,,,KI0223C_60171_49804,Dark Pink,,,,,,,,,,,,
product_variation,908,2.14,,,,,,,,KI0223C_60172_49804,Delphinium Blue,,,,,,,,,,,,
product_variation,908,2.14,,,,,,,,KI0223C_60173_49804,Dusty Light Green,,,,,,,,,,,,
product_variation,908,2.14,,,,,,,,KI0223C_76911_49804,Forest Green,,,,,,,,,,,,
product_variation,908,2.14,,,,,,,,KI0223C_70127_49804,Ice Mint,,,,,,,,,,,,
product_variation,908,2.14,,,,,,,,KI0223C_60174_49804,Iris Blue,,,,,,,,,,,,
product_variation,908,2.14,,,,,,,,KI0223C_49809_49804,Kelly Green,,,,,,,,,,,,
product_variation,908,2.14,,,,,,,,KI0223C_60175_49804,Lagoon,,,,,,,,,,,,
product_variation,908,2.14,,,,,,,,KI0223C_60176_49804,Light Violet,,,,,,,,,,,,
product_variation,908,2.14,,,,,,,,KI0223C_60177_49804,Magenta,,,,,,,,,,,,
product_variation,908,2.14,,,,,,,,KI0223C_60178_49804,Marsala,,,,,,,,,,,,
product_variation,908,1.54,,,,,,,,KI0223N_49818_49817,Natural,,,,,,,,,,,,
product_variation,908,2.14,,,,,,,,KI0223C_49810_49804,Navy,,,,,,,,,,,,
product_variation,908,2.14,,,,,,,,KI0223C_49811_49804,Orange,,,,,,,,,,,,
product_variation,908,2.14,,,,,,,,KI0223C_60179_49804,Pistachio Green,,,,,,,,,,,,
product_variation,908,2.14,,,,,,,,KI0223C_76912_49804,Purple,,,,,,,,,,,,
product_variation,908,2.14,,,,,,,,KI0223C_60180_49804,Radiant Orchid,,,,,,,,,,,,
product_variation,908,2.14,,,,,,,,KI0223C_49813_49804,Red,,,,,,,,,,,,
product_variation,908,2.14,,,,,,,,KI0223C_49814_49804,Royal Blue,,,,,,,,,,,,
product_variation,908,2.14,,,,,,,,KI0223C_76913_49804,Sage,,,,,,,,,,,,
product_variation,908,2.14,,,,,,,,KI0223C_60181_49804,Spicy Orange,,,,,,,,,,,,
product_variation,908,2.14,,,,,,,,KI0223C_76914_49804,Tropical Blue,,,,,,,,,,,,
product_variation,908,2.14,,,,,,,,KI0223C_49815_49804,Turquoise,,,,,,,,,,,,
product_variation,908,2.14,,,,,,,,KI0223C_70128_49804,Wet Sand,,,,,,,,,,,,
product_variation,908,2,,,,,,,,KI0223_43237_43232,White,,,,,,,,,,,,
product_variation,908,2.14,,,,,,,,KI0223C_60182_49804,Wine,,,,,,,,,,,,
product_variation,908,2.14,,,,,,,,KI0223C_49816_49804,Yellow,,,,,,,,,,,,
product,909,5.84,100% natuurlijke Jute tas,Zachte jute tas van geverfde draden. Katoenen hengsels.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67591&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67591&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,
product_option,909,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,
product_option,909,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,
product_option,909,,,,,,,,,,,Color,Natural / Black,RADIOBUTTONS,TRUE,,,,,,,,
product_option,909,,,,,,,,,,,Color,Natural / Blue Ink,RADIOBUTTONS,TRUE,,,,,,,,
product_option,909,,,,,,,,,,,Color,Natural / Capuccino,RADIOBUTTONS,TRUE,,,,,,,,
product_option,909,,,,,,,,,,,Color,Natural / Military Green,RADIOBUTTONS,TRUE,,,,,,,,
product_option,909,,,,,,,,,,,Color,Natural / Saffron,RADIOBUTTONS,TRUE,,,,,,,,
product_option,909,,,,,,,,,,,Color,Natural / Water Green,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,909,5.84,,,,,,,,KI0226_46864_46863,Black,,,,,,,,,,One Size,,
product_variation,909,5.84,,,,,,,,KI0226_46865_46863,Natural / Black,,,,,,,,,,,,
product_variation,909,5.84,,,,,,,,KI0226_46867_46863,Natural / Blue Ink,,,,,,,,,,,,
product_variation,909,5.84,,,,,,,,KI0226_46866_46863,Natural / Capuccino,,,,,,,,,,,,
product_variation,909,5.84,,,,,,,,KI0226_46868_46863,Natural / Military Green,,,,,,,,,,,,
product_variation,909,5.84,,,,,,,,KI0226_46870_46863,Natural / Saffron,,,,,,,,,,,,
product_variation,909,5.84,,,,,,,,KI0226_46871_46863,Natural / Water Green,,,,,,,,,,,,
product,910,10.8,100% natuurlijke modieuze Jute tas,"Tas van 100% zacht natuurlijk jute van geverfde draden. Tas met matchende hengels. Binnenvak met rits. Natural Kleur: Gecertificeerd STANDARD 100 by OEKO-TEX® N° CQ 1164/1, IFTH.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=67592&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67592&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,
product_option,910,,,,,,,,,,,Color,Natural,RADIOBUTTONS,TRUE,,,,,,,,
product_option,910,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,
product_option,910,,,,,,,,,,,Color,Natural / Capuccino,RADIOBUTTONS,TRUE,,,,,,,,
product_option,910,,,,,,,,,,,Color,Natural / Saffron,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,910,10.8,,,,,,,,KI0227_46877_46872,Natural,,,,,,,,,,One Size,,
product_variation,910,10.8,,,,,,,,KI0227_46875_46872,Natural / Capuccino,,,,,,,,,,,,
