type,product_internal_id,product_price,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_media_gallery_image_url_2,product_media_gallery_image_url_3,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_media_gallery_image_url_6,product_media_gallery_image_url_7,product_media_gallery_image_url_8,product_media_gallery_image_url_9,product_media_gallery_image_url_10,product_media_gallery_image_url_11,product_variation_sku,product_variation_option_Color,product_option_name,product_option_value,product_option_type,product_option_is_required,product_variation_option_Size,product_media_gallery_image_url_12,product_media_gallery_image_url_13,product_media_gallery_image_url_14,product_media_gallery_image_url_15,product_media_gallery_image_url_16,product_media_gallery_image_url_17,product_media_gallery_image_url_18,product_media_gallery_image_url_19,product_media_gallery_image_url_20
product,853,31.7,Gerecycleerde en sportrugzak met vak voor spulletjes,"100% polyester. Rugzak voor sporters, gemaakt van 50% gerecycleerd polyester post-consumer. Groot voorvak met houder voor schoenen of andere spullen en waterdichte items. Ideaal voor watersporters die er natte spullen in willen opbergen. Details in mesh op de voorzak en de zijzakken, voor optimale ventilatie.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=383692&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383692&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383691&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383690&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=263359&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=263358&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=263357&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=331264&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,,
product_option,853,,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,853,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,853,,,,,,,,,,,,,,,,,,,,,Color,Light royal blue / Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,853,,,,,,,,,,,,,,,,,,,,,Color,Navy / Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,853,,,,,,,,,,,,,,,,,,,,,Color,Red / Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,853,31.7,,,,,,,,,,,,,,,,,,KI0176_74048_74047,Black,,,,,One Size,,,,,,,,,
product_variation,853,31.7,,,,,,,,,,,,,,,,,,KI0176_74049_74047,Light royal blue / Black,,,,,,,,,,,,,,
product_variation,853,31.7,,,,,,,,,,,,,,,,,,KI0176_74050_74047,Navy / Black,,,,,,,,,,,,,,
product_variation,853,31.7,,,,,,,,,,,,,,,,,,KI0176_74051_74047,Red / Black,,,,,,,,,,,,,,
product,854,63.34,Gerecycleerde rugzak voor laptop,"100% polyester. Rugzak voor (15 inch) het werk, gemaakt van 50% gerecycleerd polyester. Portefeuille-opening met anti-diefstalrits op de achterkant. Personaliseerbare voorzak. Anti-diefstalzakje met ritssluiting op de achterkant. Gewatteerd computervak + 3 grote binnenvakken in mesh met ritsen, voor kabels en accessoires. Achterlipje om de rugzak in de handgreep van de rolkoffer te steken.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=263356&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=263356&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=263355&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=263354&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=263097&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=331740&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,,,,
product_option,854,,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,854,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,854,63.34,,,,,,,,,,,,,,,,,,KI0177_74053_74052,Black,,,,,One Size,,,,,,,,,
product,855,45.76,Trendy rugzak met skateboardvak,100% polyester. Sportieve rugzak in polyester. Trendy stijl met skateboardriemen. Ideaal en hip voor in de stad! In het binnenvak past een laptop of tablet van maximaal 15 inch.  Riemen opzij en op de schouderbanden om allerlei accessoires aan te bevestigen. Ritszakken aan de zijkant. Bovenvak met binnenzijde van microvezel om krassen op een zonnebril of het scherm van de smartphone te voorkomen.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=263315&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=263315&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=263316&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=263353&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=263351&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=263352&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=263314&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=263317&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=331739&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,
product_option,855,,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,855,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,855,,,,,,,,,,,,,,,,,,,,,Color,Dark Khaki,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,855,45.76,,,,,,,,,,,,,,,,,,KI0178_74055_74054,Black,,,,,One Size,,,,,,,,,
product_variation,855,45.76,,,,,,,,,,,,,,,,,,KI0178_74056_74054,Dark Khaki,,,,,,,,,,,,,,
product,856,55.14,Trendy tactische rugzak MOLLE,"100% polyester. Trendy, tactische rugzak met bevestigingssysteem MOLLE. Deze trendy rugzak liet zich inspireren door zowel de militaire look als cross-training. Op de voorzak zit een groot paneel om het embleem van uw bataljon, Cross Training club of urban tribe te drukken.  Voor- en zijzakken met riemen om accessoires te dragen. Vak voor een laptop/tablet van max. 15 inch op de achterkant. Groot middenvak. Vak met diefstalbeveiliging op de achterkant.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=266349&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=266349&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=334034&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=334041&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=334040&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=334039&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=334038&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=334042&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=334043&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,
product_option,856,,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,856,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,856,55.14,,,,,,,,,,,,,,,,,,KI0179_74058_74057,Black,,,,,One Size,,,,,,,,,
product,857,34.8,Trendy lifestyle sportrugzak,"100% polyester. Rugzak van 50% gerecycleerd polyester. Rugzak voor sporters in een trendy, casual stijl. Sluit bovenaan met een klep en twee gespen. Het middenvak sluit met een dik schuifkoord. Zijzakken, waarvan één met binnenvak voor schoenen of voorwerpen. Ventilatiegaatjes op de zakken.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=277837&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=277837&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=277838&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=266348&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=331263&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,,,,,
product_option,857,,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,857,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,857,34.8,,,,,,,,,,,,,,,,,,KI0180_74060_74059,Black,,,,,One Size,,,,,,,,,
product,858,17.54,Rugzak met contrasterende ritssluiting,"100% polyester. Klassieke rugzak in polyester, met contrasterende sluitingen. Gewatteerd hoofdvak voor laptop en tablet tot 15 inch. Grote zak en paneel aan de voorkant, ideaal voor alle soorten van personalisatie. Ademende, gewatteerde achterzijde en schouderriemen voor maximaal comfort.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=263350&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=263350&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=263363&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=263349&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=331270&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,,,,,
product_option,858,,,,,,,,,,,,,,,,,,,,,Color,Black / Light Grey,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,858,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,858,,,,,,,,,,,,,,,,,,,,,Color,Black / Navy,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,858,,,,,,,,,,,,,,,,,,,,,Color,Black / Orange,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,858,,,,,,,,,,,,,,,,,,,,,Color,Black / Red,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,858,,,,,,,,,,,,,,,,,,,,,Color,Black / Royal Blue,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,858,17.54,,,,,,,,,,,,,,,,,,KI0181_74062_74061,Black / Light Grey,,,,,One Size,,,,,,,,,
product_variation,858,17.54,,,,,,,,,,,,,,,,,,KI0181_74063_74061,Black / Navy,,,,,,,,,,,,,,
product_variation,858,17.54,,,,,,,,,,,,,,,,,,KI0181_74064_74061,Black / Orange,,,,,,,,,,,,,,
product_variation,858,17.54,,,,,,,,,,,,,,,,,,KI0181_74065_74061,Black / Red,,,,,,,,,,,,,,
product_variation,858,17.54,,,,,,,,,,,,,,,,,,KI0181_74066_74061,Black / Royal Blue,,,,,,,,,,,,,,
product,859,20.76,Modieuze rugzak met contrasterende zilverkleurige ritssluiting,"100% polyamide. Rugzak in poliamide, klassiek ontwerp met trendy afwerking. Het hoofdvak en de voorzak sluiten met een zilverkleurige rits. Grote zak aan de voorkant, voor eenvoudige personalisatie.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=277546&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=277546&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=277549&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=263348&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=263347&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=263346&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,,,,
product_option,859,,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,859,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,859,,,,,,,,,,,,,,,,,,,,,Color,Insignia Blue,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,859,,,,,,,,,,,,,,,,,,,,,Color,Light Camel,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,859,20.76,,,,,,,,,,,,,,,,,,KI0182_74068_74067,Black,,,,,One Size,,,,,,,,,
product_variation,859,20.76,,,,,,,,,,,,,,,,,,KI0182_74069_74067,Insignia Blue,,,,,,,,,,,,,,
product_variation,859,20.76,,,,,,,,,,,,,,,,,,KI0182_74070_74067,Light Camel,,,,,,,,,,,,,,
product,860,13.76,"Trendy, platte en gerecycleerde rugzak","100% polyester. Platte rugzak, slim model, trendy stijl, in 60% gerecycleerd polyester. Licht gewatteerd. Heel trendy ritssluiting met grote tanden. Groot personalisatievlak. Achterzak met sluitclip met diefstalbeveiliging.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=263345&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=263345&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=263343&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=263344&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=331269&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=263279&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=263280&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=263098&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,,
product_option,860,,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,860,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,860,,,,,,,,,,,,,,,,,,,,,Color,Cumin Yellow,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,860,,,,,,,,,,,,,,,,,,,,,Color,Red Safran,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,860,,,,,,,,,,,,,,,,,,,,,Color,Sage,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,860,,,,,,,,,,,,,,,,,,,,,Color,Snow Grey,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,860,13.76,,,,,,,,,,,,,,,,,,KI0183_74072_74071,Black,,,,,One Size,,,,,,,,,
product_variation,860,13.76,,,,,,,,,,,,,,,,,,KI0183_74073_74071,Cumin Yellow,,,,,,,,,,,,,,
product_variation,860,13.76,,,,,,,,,,,,,,,,,,KI0183_74074_74071,Red Safran,,,,,,,,,,,,,,
product_variation,860,13.76,,,,,,,,,,,,,,,,,,KI0183_74075_74071,Sage,,,,,,,,,,,,,,
product_variation,860,13.76,,,,,,,,,,,,,,,,,,KI0183_74076_74071,Snow Grey,,,,,,,,,,,,,,
product,861,14.8,Gerecycleerde casual rugzak met zak op de voorkant,100% polyester. Casual rugzak in 50% gerecycleerd polyester. Aan de voorkant zit een grote zak met ritssluiting. Gewatteerde achterzijde en schouderbanden.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=331268&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=331268&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,861,,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,861,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,861,,,,,,,,,,,,,,,,,,,,,Color,Flamingo Pink,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,861,,,,,,,,,,,,,,,,,,,,,Color,Matcha Green,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,861,,,,,,,,,,,,,,,,,,,,,Color,Orange Zest,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,861,,,,,,,,,,,,,,,,,,,,,Color,Red Safran,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,861,,,,,,,,,,,,,,,,,,,,,Color,Taupe,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,861,,,,,,,,,,,,,,,,,,,,,Color,Twilight Blue,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,861,14.8,,,,,,,,,,,,,,,,,,KI0184_74078_74077,Black,,,,,One Size,,,,,,,,,
