type,product_internal_id,product_price,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_media_gallery_image_url_2,product_variation_sku,product_variation_option_Color,product_option_name,product_option_value,product_option_type,product_option_is_required,product_media_gallery_image_url_3,product_media_gallery_image_url_4,product_media_gallery_image_url_5
product_variation,352,14.96,,,,,,,,,FL7706_78045_78043,BUCK,,,,,,,
product_variation,352,14.96,,,,,,,,,FL7706_78046_78043,CHARCOAL,,,,,,,
product_variation,352,14.96,,,,,,,,,FL7706_78047_78043,HEATHER GREY,,,,,,,
product_variation,352,14.96,,,,,,,,,FL7706_78048_78043,KHAKI,,,,,,,
product_variation,352,14.96,,,,,,,,,FL7706_78049_78043,MAROON,,,,,,,
product_variation,352,14.96,,,,,,,,,FL7706_78050_78043,NAVY,,,,,,,
product_variation,352,14.96,,,,,,,,,FL7706_78051_78043,PINK,,,,,,,
product_variation,352,14.96,,,,,,,,,FL7706_78052_78043,RED,,,,,,,
product_variation,352,14.96,,,,,,,,,FL7706_78053_78043,WHITE,,,,,,,
product,353,39.96,Overhemd Drill,100% katoen. Overhemd met inzetsel op de achterkant. Dubbel stiksel. Opgezette zakken met klep op de voorkant. Getailleerde zoom.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390369&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Front Row,Kleding,Overhemd,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390369&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390372&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390371&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390370&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,
product_option,353,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,
product_option,353,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,
product_option,353,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,
product_option,353,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,
product_option,353,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,
product_option,353,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,
product_option,353,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,
product_option,353,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,
product_option,353,,,,,,,,,,,,Color,Khaki,RADIOBUTTONS,TRUE,,,
product_option,353,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,
product_variation,353,39.96,,,,,,,,,FR054XS_77474_77465,Black,,,,,,,
product_variation,353,39.96,,,,,,,,,FR054_77472_77466,Black,,,,,,,
product_variation,353,39.96,,,,,,,,,FR054_77472_77467,Black,,,,,,,
product_variation,353,39.96,,,,,,,,,FR054_77472_77468,Black,,,,,,,
product_variation,353,39.96,,,,,,,,,FR054_77472_77469,Black,,,,,,,
product_variation,353,41.26,,,,,,,,,FR054X_77473_77470,Black,,,,,,,
product_variation,353,41.26,,,,,,,,,FR054X_77473_77471,Black,,,,,,,
product_variation,353,39.96,,,,,,,,,FR054XS_77475_77465,Khaki,,,,,,,
product_variation,353,39.96,,,,,,,,,FR054_77477_77466,Khaki,,,,,,,
product_variation,353,39.96,,,,,,,,,FR054_77477_77467,Khaki,,,,,,,
product_variation,353,39.96,,,,,,,,,FR054_77477_77468,Khaki,,,,,,,
product_variation,353,39.96,,,,,,,,,FR054_77477_77469,Khaki,,,,,,,
product_variation,353,41.26,,,,,,,,,FR054X_77476_77470,Khaki,,,,,,,
product_variation,353,41.26,,,,,,,,,FR054X_77476_77471,Khaki,,,,,,,
product_variation,353,39.96,,,,,,,,,FR054XS_77480_77465,Navy,,,,,,,
product_variation,353,39.96,,,,,,,,,FR054_77478_77466,Navy,,,,,,,
product_variation,353,39.96,,,,,,,,,FR054_77478_77467,Navy,,,,,,,
product_variation,353,39.96,,,,,,,,,FR054_77478_77468,Navy,,,,,,,
product_variation,353,39.96,,,,,,,,,FR054_77478_77469,Navy,,,,,,,
product_variation,353,41.26,,,,,,,,,FR054X_77479_77470,Navy,,,,,,,
product_variation,353,41.26,,,,,,,,,FR054X_77479_77471,Navy,,,,,,,
product,354,66.56,Gerecycleerde sherpafleece,100% gerecycleerd polyester. Contrasterende trechterhals met fleecevoering. Borstzak met ritssluiting. Vilten zijzakken met drukknoopsluiting. Elastische mouwboorden. Regular snit. Elastisch koordje onderaan het jasje.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390373&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Front Row,Kleding,Jas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390373&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390368&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,
product_option,354,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,
product_option,354,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,
product_option,354,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,
product_option,354,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,
product_option,354,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,
product_option,354,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,
product_option,354,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,
product_variation,354,66.56,,,,,,,,,FR854_77486_77481,Black,,,,,,,
product_variation,354,66.56,,,,,,,,,FR854_77486_77482,Black,,,,,,,
product_variation,354,66.56,,,,,,,,,FR854_77486_77483,Black,,,,,,,
product_variation,354,66.56,,,,,,,,,FR854_77486_77484,Black,,,,,,,
product_variation,354,69.52,,,,,,,,,FR854X_77487_77485,Black,,,,,,,
product_variation,354,66.56,,,,,,,,,FR854_77489_77481,Navy,,,,,,,
product_variation,354,66.56,,,,,,,,,FR854_77489_77482,Navy,,,,,,,
product_variation,354,66.56,,,,,,,,,FR854_77489_77483,Navy,,,,,,,
product_variation,354,66.56,,,,,,,,,FR854_77489_77484,Navy,,,,,,,
product_variation,354,69.52,,,,,,,,,FR854X_77488_77485,Navy,,,,,,,
product,355,20.5,Fleeceplaid Stadium,"50% katoen / 50% polyester. Heavy Blend heeft een luchtgekamd MVS-garen om pilling tegen te gaan en een breed kleurenpalet. De katoenproducten van Gildan ondersteunen een duurzamere en ethisch verantwoorde katoencultuur. Dubbelzijdige, medium-gewicht fleece stof. Rondom gezoomd.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=395875&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Gildan,Product,Huislinnen,https://media.europeancatalog.com/ws.php?act=download&mamfileid=395875&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,
product_option,355,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,
product_option,355,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,
product_option,355,,,,,,,,,,,,Color,Charcoal,RADIOBUTTONS,TRUE,,,
product_option,355,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,
product_option,355,,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,,,
product_option,355,,,,,,,,,,,,Color,Royal,RADIOBUTTONS,TRUE,,,
product_option,355,,,,,,,,,,,,Color,Sand,RADIOBUTTONS,TRUE,,,
product_option,355,,,,,,,,,,,,Color,Sport Grey,RADIOBUTTONS,TRUE,,,
product_variation,355,20.5,,,,,,,,,GI18900_82776_82775,Black,,,,,,,
product_variation,355,20.5,,,,,,,,,GI18900_82777_82775,Charcoal,,,,,,,
product_variation,355,20.5,,,,,,,,,GI18900_82778_82775,Navy,,,,,,,
product_variation,355,20.5,,,,,,,,,GI18900_82779_82775,Red,,,,,,,
product_variation,355,20.5,,,,,,,,,GI18900_82780_82775,Royal,,,,,,,
product_variation,355,20.5,,,,,,,,,GI18900_82781_82775,Sand,,,,,,,
product_variation,355,20.5,,,,,,,,,GI18900_82782_82775,Sport Grey,,,,,,,
product,356,18.68,Sweater ronde hals Midweight Softstyle,"80% katoen / 20% polyester. Comfortabele binnenkant van geborsteld fleece, ideaal om te bedrukken. Afhangende schouders. 1x1 ribboord met manchetten en binnenste band in spandex voor meer elasticiteit. Klassiek model, buisvormige body. Gecertificeerd STANDARD 100 by OEKO-TEX®N° 68255, OeTI.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=394925&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Gildan,Kleding,Sweatshirt,https://media.europeancatalog.com/ws.php?act=download&mamfileid=394925&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,
product_option,356,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,
product_option,356,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,
product_option,356,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,
product_option,356,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,
product_option,356,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,
product_option,356,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,
product_option,356,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,
product_option,356,,,,,,,,,,,,Size,4XL,RADIOBUTTONS,TRUE,,,
product_option,356,,,,,,,,,,,,Color,Charcoal,RADIOBUTTONS,TRUE,,,
product_option,356,,,,,,,,,,,,Color,Dark Heather,RADIOBUTTONS,TRUE,,,
product_option,356,,,,,,,,,,,,Color,Military Green,RADIOBUTTONS,TRUE,,,
product_option,356,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,
product_option,356,,,,,,,,,,,,Color,Paragon,RADIOBUTTONS,TRUE,,,
product_option,356,,,,,,,,,,,,Color,RS Sport Grey,RADIOBUTTONS,TRUE,,,
product_option,356,,,,,,,,,,,,Color,Sand,RADIOBUTTONS,TRUE,,,
product_option,356,,,,,,,,,,,,Color,Stone Blue,RADIOBUTTONS,TRUE,,,
product_option,356,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,
product_variation,356,18.68,,,,,,,,,GISF000_82985_82978,Black,,,,,,,
product_variation,356,18.68,,,,,,,,,GISF000_82985_82979,Black,,,,,,,
product_variation,356,18.68,,,,,,,,,GISF000_82985_82980,Black,,,,,,,
product_variation,356,18.68,,,,,,,,,GISF000_82985_82981,Black,,,,,,,
product_variation,356,18.68,,,,,,,,,GISF000_82985_82982,Black,,,,,,,
product_variation,356,23.34,,,,,,,,,GISF000X_82986_82983,Black,,,,,,,
product_variation,356,23.34,,,,,,,,,GISF000XX_82987_82984,Black,,,,,,,
product_variation,356,18.68,,,,,,,,,GISF000_82990_82978,Charcoal,,,,,,,
product_variation,356,18.68,,,,,,,,,GISF000_82990_82979,Charcoal,,,,,,,
product_variation,356,18.68,,,,,,,,,GISF000_82990_82980,Charcoal,,,,,,,
product_variation,356,18.68,,,,,,,,,GISF000_82990_82981,Charcoal,,,,,,,
product_variation,356,18.68,,,,,,,,,GISF000_82990_82982,Charcoal,,,,,,,
product_variation,356,23.34,,,,,,,,,GISF000X_82989_82983,Charcoal,,,,,,,
product_variation,356,23.34,,,,,,,,,GISF000XX_82988_82984,Charcoal,,,,,,,
product_variation,356,18.68,,,,,,,,,GISF000_82991_82978,Dark Heather,,,,,,,
product_variation,356,18.68,,,,,,,,,GISF000_82991_82979,Dark Heather,,,,,,,
product_variation,356,18.68,,,,,,,,,GISF000_82991_82980,Dark Heather,,,,,,,
product_variation,356,18.68,,,,,,,,,GISF000_82991_82981,Dark Heather,,,,,,,
product_variation,356,18.68,,,,,,,,,GISF000_82991_82982,Dark Heather,,,,,,,
product_variation,356,23.34,,,,,,,,,GISF000X_82992_82983,Dark Heather,,,,,,,
product_variation,356,23.34,,,,,,,,,GISF000XX_82993_82984,Dark Heather,,,,,,,
product_variation,356,18.68,,,,,,,,,GISF000_82996_82978,Military Green,,,,,,,
product_variation,356,18.68,,,,,,,,,GISF000_82996_82979,Military Green,,,,,,,
product_variation,356,18.68,,,,,,,,,GISF000_82996_82980,Military Green,,,,,,,
product_variation,356,18.68,,,,,,,,,GISF000_82996_82981,Military Green,,,,,,,
product_variation,356,18.68,,,,,,,,,GISF000_82996_82982,Military Green,,,,,,,
product_variation,356,23.34,,,,,,,,,GISF000X_82995_82983,Military Green,,,,,,,
product_variation,356,23.34,,,,,,,,,GISF000XX_82994_82984,Military Green,,,,,,,
product_variation,356,18.68,,,,,,,,,GISF000_82997_82978,Navy,,,,,,,
product_variation,356,18.68,,,,,,,,,GISF000_82997_82979,Navy,,,,,,,
product_variation,356,18.68,,,,,,,,,GISF000_82997_82980,Navy,,,,,,,
product_variation,356,18.68,,,,,,,,,GISF000_82997_82981,Navy,,,,,,,
product_variation,356,18.68,,,,,,,,,GISF000_82997_82982,Navy,,,,,,,
product_variation,356,23.34,,,,,,,,,GISF000X_82998_82983,Navy,,,,,,,
product_variation,356,23.34,,,,,,,,,GISF000XX_82999_82984,Navy,,,,,,,
product_variation,356,18.68,,,,,,,,,GISF000_83002_82978,Paragon,,,,,,,
product_variation,356,18.68,,,,,,,,,GISF000_83002_82979,Paragon,,,,,,,
product_variation,356,18.68,,,,,,,,,GISF000_83002_82980,Paragon,,,,,,,
product_variation,356,18.68,,,,,,,,,GISF000_83002_82981,Paragon,,,,,,,
product_variation,356,18.68,,,,,,,,,GISF000_83002_82982,Paragon,,,,,,,
product_variation,356,23.34,,,,,,,,,GISF000X_83001_82983,Paragon,,,,,,,
product_variation,356,23.34,,,,,,,,,GISF000XX_83000_82984,Paragon,,,,,,,
product_variation,356,18.68,,,,,,,,,GISF000_83003_82978,RS Sport Grey,,,,,,,
product_variation,356,18.68,,,,,,,,,GISF000_83003_82979,RS Sport Grey,,,,,,,
product_variation,356,18.68,,,,,,,,,GISF000_83003_82980,RS Sport Grey,,,,,,,
product_variation,356,18.68,,,,,,,,,GISF000_83003_82981,RS Sport Grey,,,,,,,
product_variation,356,18.68,,,,,,,,,GISF000_83003_82982,RS Sport Grey,,,,,,,
product_variation,356,23.34,,,,,,,,,GISF000X_83004_82983,RS Sport Grey,,,,,,,
product_variation,356,23.34,,,,,,,,,GISF000XX_83005_82984,RS Sport Grey,,,,,,,
product_variation,356,18.68,,,,,,,,,GISF000_83008_82978,Sand,,,,,,,
product_variation,356,18.68,,,,,,,,,GISF000_83008_82979,Sand,,,,,,,
product_variation,356,18.68,,,,,,,,,GISF000_83008_82980,Sand,,,,,,,
product_variation,356,18.68,,,,,,,,,GISF000_83008_82981,Sand,,,,,,,
product_variation,356,18.68,,,,,,,,,GISF000_83008_82982,Sand,,,,,,,
product_variation,356,23.34,,,,,,,,,GISF000X_83007_82983,Sand,,,,,,,
product_variation,356,23.34,,,,,,,,,GISF000XX_83006_82984,Sand,,,,,,,
product_variation,356,18.68,,,,,,,,,GISF000_83009_82978,Stone Blue,,,,,,,
product_variation,356,18.68,,,,,,,,,GISF000_83009_82979,Stone Blue,,,,,,,
product_variation,356,18.68,,,,,,,,,GISF000_83009_82980,Stone Blue,,,,,,,
product_variation,356,18.68,,,,,,,,,GISF000_83009_82981,Stone Blue,,,,,,,
product_variation,356,18.68,,,,,,,,,GISF000_83009_82982,Stone Blue,,,,,,,
product_variation,356,23.34,,,,,,,,,GISF000X_83010_82983,Stone Blue,,,,,,,
product_variation,356,23.34,,,,,,,,,GISF000XX_83011_82984,Stone Blue,,,,,,,
product_variation,356,18.68,,,,,,,,,GISF000_83014_82978,White,,,,,,,
product_variation,356,18.68,,,,,,,,,GISF000_83014_82979,White,,,,,,,
product_variation,356,18.68,,,,,,,,,GISF000_83014_82980,White,,,,,,,
product_variation,356,18.68,,,,,,,,,GISF000_83014_82981,White,,,,,,,
product_variation,356,18.68,,,,,,,,,GISF000_83014_82982,White,,,,,,,
product_variation,356,23.34,,,,,,,,,GISF000X_83013_82983,White,,,,,,,
product_variation,356,23.34,,,,,,,,,GISF000XX_83012_82984,White,,,,,,,
product,357,26.16,Sweater met capuchon Midweight Softstyle,"80% katoen / 20% polyester. Comfortabele binnenkant van geborsteld fleece, ideaal om te bedrukken. Bijpassende tweedelige capuchon in jersey. Afhangende schouders. Kangoeroezak. 1x1 ribboord met manchetten en binnenste band in spandex voor meer elasticiteit. Klassiek model, buisvormige body. Gecertificeerd STANDARD 100 by OEKO-TEX®N° 68255, OeTI.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=394926&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Gildan,Kleding,Sweatshirt,https://media.europeancatalog.com/ws.php?act=download&mamfileid=394926&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,
product_option,357,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,
product_option,357,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,
product_option,357,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,
product_option,357,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,
product_option,357,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,
product_option,357,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,
product_option,357,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,
product_option,357,,,,,,,,,,,,Size,4XL,RADIOBUTTONS,TRUE,,,
product_option,357,,,,,,,,,,,,Size,5XL,RADIOBUTTONS,TRUE,,,
product_option,357,,,,,,,,,,,,Color,Charcoal,RADIOBUTTONS,TRUE,,,
product_option,357,,,,,,,,,,,,Color,Dark Heather,RADIOBUTTONS,TRUE,,,
product_option,357,,,,,,,,,,,,Color,Light Pink,RADIOBUTTONS,TRUE,,,
product_option,357,,,,,,,,,,,,Color,Maroon,RADIOBUTTONS,TRUE,,,
product_option,357,,,,,,,,,,,,Color,Military Green,RADIOBUTTONS,TRUE,,,
product_option,357,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,
product_option,357,,,,,,,,,,,,Color,Paragon,RADIOBUTTONS,TRUE,,,
product_option,357,,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,,,
product_option,357,,,,,,,,,,,,Color,Royal,RADIOBUTTONS,TRUE,,,
product_option,357,,,,,,,,,,,,Color,RS Sport Grey,RADIOBUTTONS,TRUE,,,
product_option,357,,,,,,,,,,,,Color,Sand,RADIOBUTTONS,TRUE,,,
product_option,357,,,,,,,,,,,,Color,Stone Blue,RADIOBUTTONS,TRUE,,,
product_option,357,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,
product_option,357,,,,,,,,,,,,Color,Yellow Haze,RADIOBUTTONS,TRUE,,,
product_variation,357,26.16,,,,,,,,,GISF500_83023_83015,Black,,,,,,,
product_variation,357,26.16,,,,,,,,,GISF500_83023_83016,Black,,,,,,,
product_variation,357,26.16,,,,,,,,,GISF500_83023_83017,Black,,,,,,,
product_variation,357,26.16,,,,,,,,,GISF500_83023_83018,Black,,,,,,,
product_variation,357,26.16,,,,,,,,,GISF500_83023_83019,Black,,,,,,,
product_variation,357,32.68,,,,,,,,,GISF500X_83024_83020,Black,,,,,,,
product_variation,357,32.68,,,,,,,,,GISF500XX_83025_83021,Black,,,,,,,
product_variation,357,32.68,,,,,,,,,GISF500XXX_83026_83022,Black,,,,,,,
product_variation,357,26.16,,,,,,,,,GISF500_83030_83015,Charcoal,,,,,,,
product_variation,357,26.16,,,,,,,,,GISF500_83030_83016,Charcoal,,,,,,,
product_variation,357,26.16,,,,,,,,,GISF500_83030_83017,Charcoal,,,,,,,
product_variation,357,26.16,,,,,,,,,GISF500_83030_83018,Charcoal,,,,,,,
product_variation,357,26.16,,,,,,,,,GISF500_83030_83019,Charcoal,,,,,,,
product_variation,357,32.68,,,,,,,,,GISF500X_83029_83020,Charcoal,,,,,,,
product_variation,357,32.68,,,,,,,,,GISF500XX_83028_83021,Charcoal,,,,,,,
product_variation,357,26.16,,,,,,,,,GISF500_83031_83015,Dark Heather,,,,,,,
product_variation,357,26.16,,,,,,,,,GISF500_83031_83016,Dark Heather,,,,,,,
product_variation,357,26.16,,,,,,,,,GISF500_83031_83017,Dark Heather,,,,,,,
product_variation,357,26.16,,,,,,,,,GISF500_83031_83018,Dark Heather,,,,,,,
product_variation,357,26.16,,,,,,,,,GISF500_83031_83019,Dark Heather,,,,,,,
product_variation,357,32.68,,,,,,,,,GISF500X_83032_83020,Dark Heather,,,,,,,
product_variation,357,32.68,,,,,,,,,GISF500XX_83033_83021,Dark Heather,,,,,,,
product_variation,357,32.68,,,,,,,,,GISF500XXX_83034_83022,Dark Heather,,,,,,,
product_variation,357,26.16,,,,,,,,,GISF500_83038_83015,Light Pink,,,,,,,
product_variation,357,26.16,,,,,,,,,GISF500_83038_83016,Light Pink,,,,,,,
product_variation,357,26.16,,,,,,,,,GISF500_83038_83017,Light Pink,,,,,,,
product_variation,357,26.16,,,,,,,,,GISF500_83038_83018,Light Pink,,,,,,,
product_variation,357,26.16,,,,,,,,,GISF500_83038_83019,Light Pink,,,,,,,
product_variation,357,32.68,,,,,,,,,GISF500X_83037_83020,Light Pink,,,,,,,
product_variation,357,32.68,,,,,,,,,GISF500XX_83036_83021,Light Pink,,,,,,,
product_variation,357,26.16,,,,,,,,,GISF500_83039_83015,Maroon,,,,,,,
product_variation,357,26.16,,,,,,,,,GISF500_83039_83016,Maroon,,,,,,,
product_variation,357,26.16,,,,,,,,,GISF500_83039_83017,Maroon,,,,,,,
product_variation,357,26.16,,,,,,,,,GISF500_83039_83018,Maroon,,,,,,,
product_variation,357,26.16,,,,,,,,,GISF500_83039_83019,Maroon,,,,,,,
product_variation,357,32.68,,,,,,,,,GISF500X_83040_83020,Maroon,,,,,,,
product_variation,357,32.68,,,,,,,,,GISF500XX_83041_83021,Maroon,,,,,,,
product_variation,357,26.16,,,,,,,,,GISF500_83046_83015,Military Green,,,,,,,
product_variation,357,26.16,,,,,,,,,GISF500_83046_83016,Military Green,,,,,,,
product_variation,357,26.16,,,,,,,,,GISF500_83046_83017,Military Green,,,,,,,
product_variation,357,26.16,,,,,,,,,GISF500_83046_83018,Military Green,,,,,,,
product_variation,357,26.16,,,,,,,,,GISF500_83046_83019,Military Green,,,,,,,
product_variation,357,32.68,,,,,,,,,GISF500X_83045_83020,Military Green,,,,,,,
product_variation,357,32.68,,,,,,,,,GISF500XX_83044_83021,Military Green,,,,,,,
product_variation,357,26.16,,,,,,,,,GISF500_83047_83015,Navy,,,,,,,
product_variation,357,26.16,,,,,,,,,GISF500_83047_83016,Navy,,,,,,,
product_variation,357,26.16,,,,,,,,,GISF500_83047_83017,Navy,,,,,,,
product_variation,357,26.16,,,,,,,,,GISF500_83047_83018,Navy,,,,,,,
product_variation,357,26.16,,,,,,,,,GISF500_83047_83019,Navy,,,,,,,
product_variation,357,32.68,,,,,,,,,GISF500X_83048_83020,Navy,,,,,,,
product_variation,357,32.68,,,,,,,,,GISF500XX_83049_83021,Navy,,,,,,,
product_variation,357,32.68,,,,,,,,,GISF500XXX_83050_83022,Navy,,,,,,,
product_variation,357,26.16,,,,,,,,,GISF500_83054_83015,Paragon,,,,,,,
product_variation,357,26.16,,,,,,,,,GISF500_83054_83016,Paragon,,,,,,,
product_variation,357,26.16,,,,,,,,,GISF500_83054_83017,Paragon,,,,,,,
product_variation,357,26.16,,,,,,,,,GISF500_83054_83018,Paragon,,,,,,,
product_variation,357,26.16,,,,,,,,,GISF500_83054_83019,Paragon,,,,,,,
product_variation,357,32.68,,,,,,,,,GISF500X_83053_83020,Paragon,,,,,,,
product_variation,357,32.68,,,,,,,,,GISF500XX_83052_83021,Paragon,,,,,,,
product_variation,357,26.16,,,,,,,,,GISF500_83055_83015,Red,,,,,,,
product_variation,357,26.16,,,,,,,,,GISF500_83055_83016,Red,,,,,,,
product_variation,357,26.16,,,,,,,,,GISF500_83055_83017,Red,,,,,,,
product_variation,357,26.16,,,,,,,,,GISF500_83055_83018,Red,,,,,,,
product_variation,357,26.16,,,,,,,,,GISF500_83055_83019,Red,,,,,,,
product_variation,357,32.68,,,,,,,,,GISF500X_83056_83020,Red,,,,,,,
product_variation,357,32.68,,,,,,,,,GISF500XX_83057_83021,Red,,,,,,,
product_variation,357,26.16,,,,,,,,,GISF500_83062_83015,Royal,,,,,,,
