type,product_internal_id,product_price,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_media_gallery_image_url_2,product_media_gallery_image_url_3,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_media_gallery_image_url_6,product_media_gallery_image_url_7,product_media_gallery_image_url_8,product_media_gallery_image_url_9,product_media_gallery_image_url_10,product_media_gallery_image_url_11,product_media_gallery_image_url_12,product_media_gallery_image_url_13,product_media_gallery_image_url_14,product_media_gallery_image_url_15,product_media_gallery_image_url_16,product_media_gallery_image_url_17,product_media_gallery_image_url_18,product_media_gallery_image_url_19,product_media_gallery_image_url_20,product_media_gallery_image_url_21,product_media_gallery_image_url_22,product_media_gallery_image_url_23,product_media_gallery_image_url_24,product_media_gallery_image_url_25,product_variation_sku,product_variation_option_Color,product_option_name,product_option_value,product_option_type,product_option_is_required,product_variation_option_Size
product_option,1551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,4XL,RADIOBUTTONS,TRUE,
product_option,1551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Almond Green,RADIOBUTTONS,TRUE,
product_option,1551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Amazon Green Heather,RADIOBUTTONS,TRUE,
product_option,1551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Aquamarine,RADIOBUTTONS,TRUE,
product_option,1551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,
product_option,1551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Blue Sapphire,RADIOBUTTONS,TRUE,
product_option,1551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Cool Blue Heather,RADIOBUTTONS,TRUE,
product_option,1551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Curcuma,RADIOBUTTONS,TRUE,
product_option,1551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Dark Cherry,RADIOBUTTONS,TRUE,
product_option,1551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Gemstone Green,RADIOBUTTONS,TRUE,
product_option,1551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Hibiscus Red,RADIOBUTTONS,TRUE,
product_option,1551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Iron Grey,RADIOBUTTONS,TRUE,
product_option,1551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Ivory,RADIOBUTTONS,TRUE,
product_option,1551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Jade Green,RADIOBUTTONS,TRUE,
product_option,1551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Lemon Citrus,RADIOBUTTONS,TRUE,
product_option,1551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Light Turquoise,RADIOBUTTONS,TRUE,
product_option,1551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Mineral Grey,RADIOBUTTONS,TRUE,
product_option,1551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Moon Grey Heather,RADIOBUTTONS,TRUE,
product_option,1551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Navy Blue,RADIOBUTTONS,TRUE,
product_option,1551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Navy Blue Heather,RADIOBUTTONS,TRUE,
product_option,1551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Organic Khaki,RADIOBUTTONS,TRUE,
product_option,1551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Parma,RADIOBUTTONS,TRUE,
product_option,1551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Peacock Blue,RADIOBUTTONS,TRUE,
product_option,1551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Peacock Green,RADIOBUTTONS,TRUE,
product_option,1551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Pineapple,RADIOBUTTONS,TRUE,
product_option,1551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Poppy Red,RADIOBUTTONS,TRUE,
product_option,1551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Raw Natural,RADIOBUTTONS,TRUE,
product_option,1551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Sienna,RADIOBUTTONS,TRUE,
product_option,1551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Tangerine,RADIOBUTTONS,TRUE,
product_option,1551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Volcano Grey Heather,RADIOBUTTONS,TRUE,
product_option,1551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Wet Sand,RADIOBUTTONS,TRUE,
product_variation,1551,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400C_81276_68678,Adriatic Blue,,,,,XXS
product_variation,1551,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400C_81276_68680,Adriatic Blue,,,,,XS
product_variation,1551,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400C_81276_68684,Adriatic Blue,,,,,S
product_variation,1551,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400C_81276_68686,Adriatic Blue,,,,,M
product_variation,1551,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400C_81276_68690,Adriatic Blue,,,,,L
product_variation,1551,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400C_81276_68692,Adriatic Blue,,,,,XL
product_variation,1551,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400CX_81277_68695,Adriatic Blue,,,,,XXL
product_variation,1551,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400CX_81277_68700,Adriatic Blue,,,,,3XL
product_variation,1551,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400CX_81277_68701,Adriatic Blue,,,,,4XL
product_variation,1551,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400C_68705_68678,Almond Green,,,,,
product_variation,1551,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400C_68705_68680,Almond Green,,,,,
product_variation,1551,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400C_68705_68684,Almond Green,,,,,
product_variation,1551,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400C_68705_68686,Almond Green,,,,,
product_variation,1551,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400C_68705_68690,Almond Green,,,,,
product_variation,1551,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400C_68705_68692,Almond Green,,,,,
product_variation,1551,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400CX_68704_68695,Almond Green,,,,,
product_variation,1551,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400CX_68704_68700,Almond Green,,,,,
product_variation,1551,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400CX_68704_68701,Almond Green,,,,,
product_variation,1551,36.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400CC_70249_70250,Amazon Green Heather,,,,,
product_variation,1551,36.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400CC_70249_70256,Amazon Green Heather,,,,,
product_variation,1551,36.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400CC_70249_70258,Amazon Green Heather,,,,,
product_variation,1551,36.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400CC_70249_70260,Amazon Green Heather,,,,,
product_variation,1551,36.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400CC_70249_70262,Amazon Green Heather,,,,,
product_variation,1551,36.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400CC_70249_70264,Amazon Green Heather,,,,,
product_variation,1551,36.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400CCX_70266_70267,Amazon Green Heather,,,,,
product_variation,1551,36.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400CCX_70266_70273,Amazon Green Heather,,,,,
product_variation,1551,36.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400CCX_70266_70275,Amazon Green Heather,,,,,
product_variation,1551,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400C_68709_68678,Aquamarine,,,,,
product_variation,1551,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400C_68709_68680,Aquamarine,,,,,
product_variation,1551,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400C_68709_68684,Aquamarine,,,,,
product_variation,1551,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400C_68709_68686,Aquamarine,,,,,
product_variation,1551,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400C_68709_68690,Aquamarine,,,,,
product_variation,1551,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400C_68709_68692,Aquamarine,,,,,
product_variation,1551,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400CX_68708_68695,Aquamarine,,,,,
product_variation,1551,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400CX_68708_68700,Aquamarine,,,,,
product_variation,1551,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400CX_68708_68701,Aquamarine,,,,,
product_variation,1551,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400C_68710_68678,Black,,,,,
product_variation,1551,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400C_68710_68680,Black,,,,,
product_variation,1551,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400C_68710_68684,Black,,,,,
product_variation,1551,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400C_68710_68686,Black,,,,,
product_variation,1551,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400C_68710_68690,Black,,,,,
product_variation,1551,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400C_68710_68692,Black,,,,,
product_variation,1551,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400CX_68711_68695,Black,,,,,
product_variation,1551,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400CX_68711_68700,Black,,,,,
product_variation,1551,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400CX_68711_68701,Black,,,,,
product_variation,1551,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400C_77185_68678,Blue Sapphire,,,,,
product_variation,1551,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400C_77185_68680,Blue Sapphire,,,,,
product_variation,1551,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400C_77185_68684,Blue Sapphire,,,,,
product_variation,1551,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400C_77185_68686,Blue Sapphire,,,,,
product_variation,1551,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400C_77185_68690,Blue Sapphire,,,,,
product_variation,1551,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400C_77185_68692,Blue Sapphire,,,,,
product_variation,1551,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400CX_77184_68695,Blue Sapphire,,,,,
product_variation,1551,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400CX_77184_68700,Blue Sapphire,,,,,
product_variation,1551,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400CX_77184_68701,Blue Sapphire,,,,,
product_variation,1551,36.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400CC_70252_70250,Cool Blue Heather,,,,,
product_variation,1551,36.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400CC_70252_70256,Cool Blue Heather,,,,,
product_variation,1551,36.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400CC_70252_70258,Cool Blue Heather,,,,,
product_variation,1551,36.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400CC_70252_70260,Cool Blue Heather,,,,,
product_variation,1551,36.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400CC_70252_70262,Cool Blue Heather,,,,,
product_variation,1551,36.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400CC_70252_70264,Cool Blue Heather,,,,,
product_variation,1551,36.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400CCX_70269_70267,Cool Blue Heather,,,,,
product_variation,1551,36.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400CCX_70269_70273,Cool Blue Heather,,,,,
product_variation,1551,36.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400CCX_70269_70275,Cool Blue Heather,,,,,
product_variation,1551,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400C_81278_68678,Curcuma,,,,,
product_variation,1551,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400C_81278_68680,Curcuma,,,,,
product_variation,1551,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400C_81278_68684,Curcuma,,,,,
product_variation,1551,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400C_81278_68686,Curcuma,,,,,
product_variation,1551,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400C_81278_68690,Curcuma,,,,,
product_variation,1551,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400C_81278_68692,Curcuma,,,,,
product_variation,1551,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400CX_81279_68695,Curcuma,,,,,
product_variation,1551,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400CX_81279_68700,Curcuma,,,,,
product_variation,1551,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400CX_81279_68701,Curcuma,,,,,
product_variation,1551,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400C_68714_68678,Dark Cherry,,,,,
product_variation,1551,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400C_68714_68680,Dark Cherry,,,,,
product_variation,1551,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400C_68714_68684,Dark Cherry,,,,,
product_variation,1551,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400C_68714_68686,Dark Cherry,,,,,
product_variation,1551,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400C_68714_68690,Dark Cherry,,,,,
product_variation,1551,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400C_68714_68692,Dark Cherry,,,,,
product_variation,1551,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400CX_68715_68695,Dark Cherry,,,,,
product_variation,1551,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400CX_68715_68700,Dark Cherry,,,,,
product_variation,1551,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400CX_68715_68701,Dark Cherry,,,,,
product_variation,1551,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400C_78054_68678,Gemstone Green,,,,,
product_variation,1551,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400C_78054_68680,Gemstone Green,,,,,
product_variation,1551,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400C_78054_68684,Gemstone Green,,,,,
product_variation,1551,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400C_78054_68686,Gemstone Green,,,,,
product_variation,1551,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400C_78054_68690,Gemstone Green,,,,,
product_variation,1551,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400C_78054_68692,Gemstone Green,,,,,
product_variation,1551,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400CX_78055_68695,Gemstone Green,,,,,
product_variation,1551,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400CX_78055_68700,Gemstone Green,,,,,
product_variation,1551,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400CX_78055_68701,Gemstone Green,,,,,
product_variation,1551,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400C_68717_68678,Hibiscus Red,,,,,
product_variation,1551,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400C_68717_68680,Hibiscus Red,,,,,
product_variation,1551,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400C_68717_68684,Hibiscus Red,,,,,
product_variation,1551,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400C_68717_68686,Hibiscus Red,,,,,
product_variation,1551,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400C_68717_68690,Hibiscus Red,,,,,
product_variation,1551,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400C_68717_68692,Hibiscus Red,,,,,
product_variation,1551,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400CX_68716_68695,Hibiscus Red,,,,,
product_variation,1551,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400CX_68716_68700,Hibiscus Red,,,,,
product_variation,1551,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400CX_68716_68701,Hibiscus Red,,,,,
product_variation,1551,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400C_71121_68678,Iron Grey,,,,,
product_variation,1551,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400C_71121_68680,Iron Grey,,,,,
product_variation,1551,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400C_71121_68684,Iron Grey,,,,,
product_variation,1551,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400C_71121_68686,Iron Grey,,,,,
product_variation,1551,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400C_71121_68690,Iron Grey,,,,,
product_variation,1551,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400C_71121_68692,Iron Grey,,,,,
product_variation,1551,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400CX_71120_68695,Iron Grey,,,,,
product_variation,1551,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400CX_71120_68700,Iron Grey,,,,,
product_variation,1551,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400CX_71120_68701,Iron Grey,,,,,
product_variation,1551,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400_68718_68677,Ivory,,,,,
product_variation,1551,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400_68718_68682,Ivory,,,,,
product_variation,1551,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400_68718_68683,Ivory,,,,,
product_variation,1551,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400_68718_68688,Ivory,,,,,
product_variation,1551,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400_68718_68689,Ivory,,,,,
product_variation,1551,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400_68718_68694,Ivory,,,,,
product_variation,1551,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400X_68719_68697,Ivory,,,,,
product_variation,1551,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400X_68719_68699,Ivory,,,,,
product_variation,1551,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400X_68719_68703,Ivory,,,,,
product_variation,1551,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400C_78056_68678,Jade Green,,,,,
product_variation,1551,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400C_78056_68680,Jade Green,,,,,
product_variation,1551,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400C_78056_68684,Jade Green,,,,,
product_variation,1551,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400C_78056_68686,Jade Green,,,,,
product_variation,1551,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400C_78056_68690,Jade Green,,,,,
product_variation,1551,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400C_78056_68692,Jade Green,,,,,
product_variation,1551,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400CX_78057_68695,Jade Green,,,,,
product_variation,1551,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS400CX_78057_68700,Jade Green,,,,,
