type,product_internal_id,product_price,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_variation_sku,product_variation_option_Color,product_variation_option_Size,product_option_name,product_option_value,product_option_type,product_option_is_required,product_media_gallery_image_url_2,product_media_gallery_image_url_3,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_media_gallery_image_url_6,product_media_gallery_image_url_7,product_media_gallery_image_url_8,product_media_gallery_image_url_9,product_media_gallery_image_url_10
product_variation,2504,12.58,,,,,,,,TL527_70575_70573,Black,XL,,,,,,,,,,,,,
product_variation,2504,13.32,,,,,,,,TL527X_70576_70574,Black,XXL,,,,,,,,,,,,,
product,2505,11.7,Bedrukte kindershort zonder naden,"60% nylon / 32% polyester / 8% elasthan. Vormgevende, heel elastische short met hoge taille. Onzichtbare naden voor meer comfort. Afneembaar etiket.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=391938&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Tombo,Kleding,Bermuda/Short,https://media.europeancatalog.com/ws.php?act=download&mamfileid=391938&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=391939&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=391940&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,
product_option,2505,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2505,,,,,,,,,,,,Size,5/6 ans,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2505,,,,,,,,,,,,Size,7/8 ans,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2505,,,,,,,,,,,,Size,9/10 ans,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2505,,,,,,,,,,,,Size,11/13 ans,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2505,,,,,,,,,,,,Color,Dark Grey Marl,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2505,,,,,,,,,,,,Color,Purple Marl,RADIOBUTTONS,TRUE,,,,,,,,,
product_variation,2505,11.7,,,,,,,,TL309_77755_77751,Black,5/6 ans,,,,,,,,,,,,,
product_variation,2505,11.7,,,,,,,,TL309_77755_77752,Black,7/8 ans,,,,,,,,,,,,,
product_variation,2505,11.7,,,,,,,,TL309_77755_77753,Black,9/10 ans,,,,,,,,,,,,,
product_variation,2505,11.7,,,,,,,,TL309_77755_77754,Black,11/13 ans,,,,,,,,,,,,,
product_variation,2505,11.7,,,,,,,,TL309_77756_77751,Dark Grey Marl,,,,,,,,,,,,,,
product_variation,2505,11.7,,,,,,,,TL309_77756_77752,Dark Grey Marl,,,,,,,,,,,,,,
product_variation,2505,11.7,,,,,,,,TL309_77756_77753,Dark Grey Marl,,,,,,,,,,,,,,
product_variation,2505,11.7,,,,,,,,TL309_77756_77754,Dark Grey Marl,,,,,,,,,,,,,,
product_variation,2505,11.7,,,,,,,,TL309_77757_77751,Purple Marl,,,,,,,,,,,,,,
product_variation,2505,11.7,,,,,,,,TL309_77757_77752,Purple Marl,,,,,,,,,,,,,,
product_variation,2505,11.7,,,,,,,,TL309_77757_77753,Purple Marl,,,,,,,,,,,,,,
product_variation,2505,11.7,,,,,,,,TL309_77757_77754,Purple Marl,,,,,,,,,,,,,,
product,2506,157.06,Veiligheidsschoenen Floyd,"Hoge veiligheidsschoenen, lichtgewicht en comfortabel van U-Power, productlijn Red Lion, met schacht van zacht, waterafstotend Pull-up leder, met slijtvaste neus, perforatiebestendig, antislip en PU/PU Infinergy-zool, S3 AN SRC CI ESD",https://media.europeancatalog.com/ws.php?act=download&mamfileid=422891&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,U-Power,Schoenen & Accessoires,Veiligheidsschoenen,https://media.europeancatalog.com/ws.php?act=download&mamfileid=422891&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,
product_option,2506,,,,,,,,,,,,Color,Brown / Black,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2506,,,,,,,,,,,,Size,39 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2506,,,,,,,,,,,,Size,40 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2506,,,,,,,,,,,,Size,41 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2506,,,,,,,,,,,,Size,42 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2506,,,,,,,,,,,,Size,43 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2506,,,,,,,,,,,,Size,44 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2506,,,,,,,,,,,,Size,45 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2506,,,,,,,,,,,,Size,46 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2506,,,,,,,,,,,,Size,47 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_variation,2506,157.06,,,,,,,,UPRL10464_83913_83904,Brown / Black,39 EU,,,,,,,,,,,,,
product_variation,2506,157.06,,,,,,,,UPRL10464X_83914_83905,Brown / Black,40 EU,,,,,,,,,,,,,
product_variation,2506,157.06,,,,,,,,UPRL10464X_83914_83906,Brown / Black,41 EU,,,,,,,,,,,,,
product_variation,2506,157.06,,,,,,,,UPRL10464X_83914_83907,Brown / Black,42 EU,,,,,,,,,,,,,
product_variation,2506,157.06,,,,,,,,UPRL10464X_83914_83908,Brown / Black,43 EU,,,,,,,,,,,,,
product_variation,2506,157.06,,,,,,,,UPRL10464X_83914_83909,Brown / Black,44 EU,,,,,,,,,,,,,
product_variation,2506,157.06,,,,,,,,UPRL10464X_83914_83910,Brown / Black,45 EU,,,,,,,,,,,,,
product_variation,2506,157.06,,,,,,,,UPRL10464XX_83915_83911,Brown / Black,46 EU,,,,,,,,,,,,,
product_variation,2506,157.06,,,,,,,,UPRL10464XX_83915_83912,Brown / Black,47 EU,,,,,,,,,,,,,
product,2507,155.34,Veiligheidsschoenen Lift,"Hoge veiligheidsschoenen, lichtgewicht en comfortabel van U-Power, productlijn Red Lion, met schacht van natuurlijk getrommeld nubuckleder, aluminium neus, perforatiebestendig, antislip en PU/PU Infinergy zool, S3 CI SRC ESD",https://media.europeancatalog.com/ws.php?act=download&mamfileid=421538&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,U-Power,Schoenen & Accessoires,Veiligheidsschoenen,https://media.europeancatalog.com/ws.php?act=download&mamfileid=421538&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=421140&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=421141&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,
product_option,2507,,,,,,,,,,,,Color,Black / Grey,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2507,,,,,,,,,,,,Size,36 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2507,,,,,,,,,,,,Size,37 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2507,,,,,,,,,,,,Size,38 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2507,,,,,,,,,,,,Size,39 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2507,,,,,,,,,,,,Size,40 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2507,,,,,,,,,,,,Size,41 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2507,,,,,,,,,,,,Size,42 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2507,,,,,,,,,,,,Size,43 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2507,,,,,,,,,,,,Size,44 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2507,,,,,,,,,,,,Size,45 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2507,,,,,,,,,,,,Size,46 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2507,,,,,,,,,,,,Size,47 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_variation,2507,155.34,,,,,,,,UPRL10013_83901_83889,Black / Grey,36 EU,,,,,,,,,,,,,
product_variation,2507,155.34,,,,,,,,UPRL10013_83901_83890,Black / Grey,37 EU,,,,,,,,,,,,,
product_variation,2507,155.34,,,,,,,,UPRL10013_83901_83891,Black / Grey,38 EU,,,,,,,,,,,,,
product_variation,2507,155.34,,,,,,,,UPRL10013_83901_83892,Black / Grey,39 EU,,,,,,,,,,,,,
product_variation,2507,155.34,,,,,,,,UPRL10013X_83902_83893,Black / Grey,40 EU,,,,,,,,,,,,,
product_variation,2507,155.34,,,,,,,,UPRL10013X_83902_83894,Black / Grey,41 EU,,,,,,,,,,,,,
product_variation,2507,155.34,,,,,,,,UPRL10013X_83902_83895,Black / Grey,42 EU,,,,,,,,,,,,,
product_variation,2507,155.34,,,,,,,,UPRL10013X_83902_83896,Black / Grey,43 EU,,,,,,,,,,,,,
product_variation,2507,155.34,,,,,,,,UPRL10013X_83902_83897,Black / Grey,44 EU,,,,,,,,,,,,,
product_variation,2507,155.34,,,,,,,,UPRL10013X_83902_83898,Black / Grey,45 EU,,,,,,,,,,,,,
product_variation,2507,155.34,,,,,,,,UPRL10013XX_83903_83899,Black / Grey,46 EU,,,,,,,,,,,,,
product_variation,2507,155.34,,,,,,,,UPRL10013XX_83903_83900,Black / Grey,47 EU,,,,,,,,,,,,,
product,2508,150.4,Veiligheidsschoenen Carbon,"Lage veiligheidsschoenen, lichtgewicht en comfortabel van U-Power, productlijn Red Lion, met schacht van natuurlijk getrommeld nubuckleder, aluminium neus, perforatiebestendig, antislip en PU/PU Infinergy zool, S3 CI SRC ESD",https://media.europeancatalog.com/ws.php?act=download&mamfileid=421539&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,U-Power,Schoenen & Accessoires,Veiligheidsschoenen,https://media.europeancatalog.com/ws.php?act=download&mamfileid=421539&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=421146&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,
product_option,2508,,,,,,,,,,,,Color,Black / Grey,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2508,,,,,,,,,,,,Size,36 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2508,,,,,,,,,,,,Size,37 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2508,,,,,,,,,,,,Size,38 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2508,,,,,,,,,,,,Size,39 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2508,,,,,,,,,,,,Size,40 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2508,,,,,,,,,,,,Size,41 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2508,,,,,,,,,,,,Size,42 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2508,,,,,,,,,,,,Size,43 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2508,,,,,,,,,,,,Size,44 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2508,,,,,,,,,,,,Size,45 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2508,,,,,,,,,,,,Size,46 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2508,,,,,,,,,,,,Size,47 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_variation,2508,150.4,,,,,,,,UPRL20013_83928_83916,Black / Grey,36 EU,,,,,,,,,,,,,
product_variation,2508,150.4,,,,,,,,UPRL20013_83928_83917,Black / Grey,37 EU,,,,,,,,,,,,,
product_variation,2508,150.4,,,,,,,,UPRL20013_83928_83918,Black / Grey,38 EU,,,,,,,,,,,,,
product_variation,2508,150.4,,,,,,,,UPRL20013_83928_83919,Black / Grey,39 EU,,,,,,,,,,,,,
product_variation,2508,150.4,,,,,,,,UPRL20013X_83929_83920,Black / Grey,40 EU,,,,,,,,,,,,,
product_variation,2508,150.4,,,,,,,,UPRL20013X_83929_83921,Black / Grey,41 EU,,,,,,,,,,,,,
product_variation,2508,150.4,,,,,,,,UPRL20013X_83929_83922,Black / Grey,42 EU,,,,,,,,,,,,,
product_variation,2508,150.4,,,,,,,,UPRL20013X_83929_83923,Black / Grey,43 EU,,,,,,,,,,,,,
product_variation,2508,150.4,,,,,,,,UPRL20013X_83929_83924,Black / Grey,44 EU,,,,,,,,,,,,,
product_variation,2508,150.4,,,,,,,,UPRL20013X_83929_83925,Black / Grey,45 EU,,,,,,,,,,,,,
product_variation,2508,150.4,,,,,,,,UPRL20013XX_83930_83926,Black / Grey,46 EU,,,,,,,,,,,,,
product_variation,2508,150.4,,,,,,,,UPRL20013XX_83930_83927,Black / Grey,47 EU,,,,,,,,,,,,,
product,2509,142.02,Veiligheidsschoenen Joe,"Hoge veiligheidsschoenen met bovenwerk in PUTEK® star en bescherming van de neus met abrasiebestendige folie, in beschermingsklasse S3 SRC CI ESD.<br/>Ultralichte en uiterst abrasiebestendige werkschoenen met een speciale bescherming van de zool tegen de kou. Deze antislip schoenen met antistatische, oliewerende en abrasiebestendige zool hebben een loopvlak gemaakt met een speciale PU-compound van de nieuwste generatie, uiterst lichtgewicht, die het totale gewicht van de schoen aanzienlijk vermindert.<br/>De neus Airtoe® Aluminium en de nieuwe perforatiebestendige en ultralichte stoffen binnenzool beschermen de tenen en de voetzool, terwijl het geringe gewicht van de schoen wordt gehandhaafd.<br/>Het welzijn en het comfort worden gegarandeerd door de aanwezigheid van de U-Power Original lichtgewicht binnenzool van polyurethaan compound, terwijl het ademende vermogen wordt verhoogd door de voering met luchttunnels WingTex die de recirculatie van de lucht en de absorptie van het vocht garandeert.<br/>Veiligheidsschoenen geschikt voor: ambachtslieden in het algemeen, elektriciens, timmermannen, magazijnmedewerkers, de sector transport en logistiek.",,U-Power,Schoenen & Accessoires,Veiligheidsschoenen,,,,,,,,,,,,,,,,,
product_option,2509,,,,,,,,,,,,Color,Black / Yellow,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2509,,,,,,,,,,,,Size,36 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2509,,,,,,,,,,,,Size,37 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2509,,,,,,,,,,,,Size,38 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2509,,,,,,,,,,,,Size,39 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2509,,,,,,,,,,,,Size,40 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2509,,,,,,,,,,,,Size,41 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2509,,,,,,,,,,,,Size,42 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2509,,,,,,,,,,,,Size,43 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2509,,,,,,,,,,,,Size,44 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2509,,,,,,,,,,,,Size,45 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2509,,,,,,,,,,,,Size,46 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2509,,,,,,,,,,,,Size,47 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_variation,2509,142.02,,,,,,,,UPRV10014_83989_83977,Black / Yellow,36 EU,,,,,,,,,,,,,
product_variation,2509,142.02,,,,,,,,UPRV10014_83989_83978,Black / Yellow,37 EU,,,,,,,,,,,,,
product_variation,2509,142.02,,,,,,,,UPRV10014_83989_83979,Black / Yellow,38 EU,,,,,,,,,,,,,
product_variation,2509,142.02,,,,,,,,UPRV10014_83989_83980,Black / Yellow,39 EU,,,,,,,,,,,,,
product_variation,2509,142.02,,,,,,,,UPRV10014X_83990_83981,Black / Yellow,40 EU,,,,,,,,,,,,,
product_variation,2509,142.02,,,,,,,,UPRV10014X_83990_83982,Black / Yellow,41 EU,,,,,,,,,,,,,
product_variation,2509,142.02,,,,,,,,UPRV10014X_83990_83983,Black / Yellow,42 EU,,,,,,,,,,,,,
product_variation,2509,142.02,,,,,,,,UPRV10014X_83990_83984,Black / Yellow,43 EU,,,,,,,,,,,,,
product_variation,2509,142.02,,,,,,,,UPRV10014X_83990_83985,Black / Yellow,44 EU,,,,,,,,,,,,,
product_variation,2509,142.02,,,,,,,,UPRV10014X_83990_83986,Black / Yellow,45 EU,,,,,,,,,,,,,
product_variation,2509,142.02,,,,,,,,UPRV10014XX_83991_83987,Black / Yellow,46 EU,,,,,,,,,,,,,
product_variation,2509,142.02,,,,,,,,UPRV10014XX_83991_83988,Black / Yellow,47 EU,,,,,,,,,,,,,
product,2510,138.14,Veiligheidsschoenen Parker,"Ultralichte, antistatische veiligheidsschoen met schacht in zachte microvezel met nubuckeffect, waterafstotend, in beschermingsklasse S3 SRC CI ESD.<br/>Hoge veiligheidsschoenen met neus Airtoe® van lichte aluminium en zool van de nieuwste generatie in PU-compound, abrasiebestendig, oliewerend, antislipen antistatisch.<br/>Lichtere werkschoenen dankzij het gebruik van innovatieve materialen voor de productie van de zool en van het perforatiebestendige systeem, bestaande uit een ultralichte, perforatiebestendige stoffen binnenzool. Het resultaat is een werkschoen waarvan het gewicht aanzienlijk verminderd is, zonder afbreuk te doen aan de veiligheid, geheel in het voordeel van het welzijn van de werknemer.<br/>Werkschoenen voor heren / dames, uiterst ademend met de voering met luchttunnels WingTex en U-Power Original anti-zweet anatomische, antibacteriële binnenzool.<br/>De speciale bescherming van de zool tegen de kou (≤ 10 °C) maken deze veiligheidsschoenen bijzonder geschikt voor: elektriciens, timmermannen, ambachtslieden, magazijnmedewerkers, de sector logistiek en transport.",,U-Power,Schoenen & Accessoires,Veiligheidsschoenen,,,,,,,,,,,,,,,,,
product_option,2510,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2510,,,,,,,,,,,,Size,39 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2510,,,,,,,,,,,,Size,40 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2510,,,,,,,,,,,,Size,41 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2510,,,,,,,,,,,,Size,42 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2510,,,,,,,,,,,,Size,43 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2510,,,,,,,,,,,,Size,44 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2510,,,,,,,,,,,,Size,45 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2510,,,,,,,,,,,,Size,46 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2510,,,,,,,,,,,,Size,47 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_variation,2510,138.14,,,,,,,,UPRV10024_84001_83992,Black,39 EU,,,,,,,,,,,,,
product_variation,2510,138.14,,,,,,,,UPRV10024X_84002_83993,Black,40 EU,,,,,,,,,,,,,
product_variation,2510,138.14,,,,,,,,UPRV10024X_84002_83994,Black,41 EU,,,,,,,,,,,,,
product_variation,2510,138.14,,,,,,,,UPRV10024X_84002_83995,Black,42 EU,,,,,,,,,,,,,
product_variation,2510,138.14,,,,,,,,UPRV10024X_84002_83996,Black,43 EU,,,,,,,,,,,,,
