type,product_internal_id,product_price,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_media_gallery_image_url_2,product_media_gallery_image_url_3,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_media_gallery_image_url_6,product_media_gallery_image_url_7,product_media_gallery_image_url_8,product_media_gallery_image_url_9,product_media_gallery_image_url_10,product_media_gallery_image_url_11,product_media_gallery_image_url_12,product_media_gallery_image_url_13,product_media_gallery_image_url_14,product_media_gallery_image_url_15,product_media_gallery_image_url_16,product_media_gallery_image_url_17,product_media_gallery_image_url_18,product_media_gallery_image_url_19,product_media_gallery_image_url_20,product_media_gallery_image_url_21,product_media_gallery_image_url_22,product_media_gallery_image_url_23,product_variation_sku,product_variation_option_Color,product_option_name,product_option_value,product_option_type,product_option_is_required,product_variation_option_Size
product_option,1701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Wise Grey Zebra,RADIOBUTTONS,TRUE,
product_variation,1701,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1015_69004_68998,Black Leopard,,,,,XS
product_variation,1701,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1015_69004_68999,Black Leopard,,,,,S
product_variation,1701,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1015_69004_69000,Black Leopard,,,,,M
product_variation,1701,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1015_69004_69001,Black Leopard,,,,,L
product_variation,1701,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1015_69004_69002,Black Leopard,,,,,XL
product_variation,1701,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1015_69004_69003,Black Leopard,,,,,XXL
product_variation,1701,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1015_80810_68998,Dark Khaki Leopard,,,,,
product_variation,1701,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1015_80810_68999,Dark Khaki Leopard,,,,,
product_variation,1701,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1015_80810_69000,Dark Khaki Leopard,,,,,
product_variation,1701,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1015_80810_69001,Dark Khaki Leopard,,,,,
product_variation,1701,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1015_80810_69002,Dark Khaki Leopard,,,,,
product_variation,1701,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1015_80810_69003,Dark Khaki Leopard,,,,,
product_variation,1701,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1015_80811_68998,Navy Leopard,,,,,
product_variation,1701,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1015_80811_68999,Navy Leopard,,,,,
product_variation,1701,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1015_80811_69000,Navy Leopard,,,,,
product_variation,1701,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1015_80811_69001,Navy Leopard,,,,,
product_variation,1701,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1015_80811_69002,Navy Leopard,,,,,
product_variation,1701,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1015_80811_69003,Navy Leopard,,,,,
product_variation,1701,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1015_84840_68998,Wise Grey Zebra,,,,,
product_variation,1701,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1015_84840_68999,Wise Grey Zebra,,,,,
product_variation,1701,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1015_84840_69000,Wise Grey Zebra,,,,,
product_variation,1701,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1015_84840_69001,Wise Grey Zebra,,,,,
product_variation,1701,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1015_84840_69002,Wise Grey Zebra,,,,,
product_variation,1701,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1015_84840_69003,Wise Grey Zebra,,,,,
product,1702,33.56,Herenshort,"Effen kleuren: 94% polyester / 6% elasthan. Heather kleuren:  79% polyester / 15% viscose / 6% elasthan. Heel comfortabele stof. Elastische tailleband met tweekleurige aanrijgkoordjes, afgewerkt met een plastic uiteinde en metalen ringetjes. 2 met jersey gevoerde zakken aan de voorkant en 1 achterzak met rits, contrasterende warmtegelaste afwerking. De zakken zijn afgewerkt met een contrasterend elastisch deel in Black op alle kleuren en in Dark Grey op Black en Ash Heather. Dubbel stiksel aan de onderkant. Tear-away merklabel.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=378195&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,PROACT®,Kleding,Bermuda/Short,https://media.europeancatalog.com/ws.php?act=download&mamfileid=378195&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=378202&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=249368&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=378198&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=249369&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=378197&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=249373&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=378188&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=249364&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=378200&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=249362&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=249372&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=378201&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=249363&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=249365&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=249370&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=378187&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=378199&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=378194&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=378196&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,
product_option,1702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Ash Heather,RADIOBUTTONS,TRUE,
product_option,1702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,
product_option,1702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,
product_option,1702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,
product_option,1702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,
product_option,1702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,
product_option,1702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,
product_option,1702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,
product_option,1702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,
product_option,1702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Deep Grey Heather,RADIOBUTTONS,TRUE,
product_option,1702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,French Navy Heather,RADIOBUTTONS,TRUE,
product_variation,1702,33.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1028A_75612_75599,Ash Heather,,,,,XS
product_variation,1702,33.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1028A_75612_75600,Ash Heather,,,,,S
product_variation,1702,33.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1028A_75612_75603,Ash Heather,,,,,M
product_variation,1702,33.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1028A_75612_75604,Ash Heather,,,,,L
product_variation,1702,33.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1028A_75612_75607,Ash Heather,,,,,XL
product_variation,1702,33.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1028A_75612_75608,Ash Heather,,,,,XXL
product_variation,1702,33.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1028A_75612_75611,Ash Heather,,,,,3XL
product_variation,1702,32.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1028_75613_75598,Black,,,,,
product_variation,1702,32.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1028_75613_75601,Black,,,,,
product_variation,1702,32.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1028_75613_75602,Black,,,,,
product_variation,1702,32.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1028_75613_75605,Black,,,,,
product_variation,1702,32.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1028_75613_75606,Black,,,,,
product_variation,1702,32.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1028_75613_75609,Black,,,,,
product_variation,1702,32.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1028_75613_75610,Black,,,,,
product_variation,1702,33.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1028A_75614_75599,Deep Grey Heather,,,,,
product_variation,1702,33.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1028A_75614_75600,Deep Grey Heather,,,,,
product_variation,1702,33.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1028A_75614_75603,Deep Grey Heather,,,,,
product_variation,1702,33.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1028A_75614_75604,Deep Grey Heather,,,,,
product_variation,1702,33.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1028A_75614_75607,Deep Grey Heather,,,,,
product_variation,1702,33.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1028A_75614_75608,Deep Grey Heather,,,,,
product_variation,1702,33.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1028A_75614_75611,Deep Grey Heather,,,,,
product_variation,1702,33.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1028A_75615_75599,French Navy Heather,,,,,
product_variation,1702,33.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1028A_75615_75600,French Navy Heather,,,,,
product_variation,1702,33.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1028A_75615_75603,French Navy Heather,,,,,
product_variation,1702,33.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1028A_75615_75604,French Navy Heather,,,,,
product_variation,1702,33.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1028A_75615_75607,French Navy Heather,,,,,
product_variation,1702,33.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1028A_75615_75608,French Navy Heather,,,,,
product_variation,1702,33.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1028A_75615_75611,French Navy Heather,,,,,
product,1703,30.54,Damesshort,"Effen kleuren:  94% polyester / 6% elasthan. Heather kleuren:  79% polyester / 15% viscose / 6% elasthan. Heel comfortabele stof. Elastische tailleband met tweekleurige aanrijgkoordjes, afgewerkt met een plastic uiteinde en metalen ringetjes. 2 met jersey gevoerde zakken aan de voorkant en 1 achterzak met rits, contrasterende warmtegelaste afwerking. De zakken zijn afgewerkt met een contrasterend elastisch deel in Black op alle kleuren en in Dark Grey op Black en Ash Heather. Dubbel stiksel aan de onderkant. Tear-away merklabel.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=378191&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,PROACT®,Kleding,Bermuda/Short,https://media.europeancatalog.com/ws.php?act=download&mamfileid=378191&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=378190&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=249382&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=378186&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=249381&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=378188&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=249373&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=378189&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=249378&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=378185&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=249377&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=378192&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=249376&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=249372&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=249370&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=378187&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,
product_option,1703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Ash Heather,RADIOBUTTONS,TRUE,
product_option,1703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,
product_option,1703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,
product_option,1703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,
product_option,1703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,
product_option,1703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,
product_option,1703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,
product_option,1703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,
product_option,1703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Deep Grey Heather,RADIOBUTTONS,TRUE,
product_option,1703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,French Navy Heather,RADIOBUTTONS,TRUE,
product_variation,1703,30.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1029A_75628_75617,Ash Heather,,,,,XS
product_variation,1703,30.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1029A_75628_75618,Ash Heather,,,,,S
product_variation,1703,30.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1029A_75628_75621,Ash Heather,,,,,M
product_variation,1703,30.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1029A_75628_75622,Ash Heather,,,,,L
product_variation,1703,30.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1029A_75628_75625,Ash Heather,,,,,XL
product_variation,1703,30.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1029A_75628_75626,Ash Heather,,,,,XXL
product_variation,1703,28.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1029_75629_75616,Black,,,,,
product_variation,1703,28.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1029_75629_75619,Black,,,,,
product_variation,1703,28.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1029_75629_75620,Black,,,,,
product_variation,1703,28.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1029_75629_75623,Black,,,,,
product_variation,1703,28.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1029_75629_75624,Black,,,,,
product_variation,1703,28.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1029_75629_75627,Black,,,,,
product_variation,1703,30.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1029A_75630_75617,Deep Grey Heather,,,,,
product_variation,1703,30.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1029A_75630_75618,Deep Grey Heather,,,,,
product_variation,1703,30.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1029A_75630_75621,Deep Grey Heather,,,,,
product_variation,1703,30.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1029A_75630_75622,Deep Grey Heather,,,,,
product_variation,1703,30.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1029A_75630_75625,Deep Grey Heather,,,,,
product_variation,1703,30.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1029A_75630_75626,Deep Grey Heather,,,,,
product_variation,1703,30.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1029A_75631_75617,French Navy Heather,,,,,
product_variation,1703,30.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1029A_75631_75618,French Navy Heather,,,,,
product_variation,1703,30.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1029A_75631_75621,French Navy Heather,,,,,
product_variation,1703,30.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1029A_75631_75622,French Navy Heather,,,,,
product_variation,1703,30.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1029A_75631_75625,French Navy Heather,,,,,
product_variation,1703,30.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1029A_75631_75626,French Navy Heather,,,,,
product,1704,33.76,Tweekleurige dameslegging,"81% polyester / 19% elasthan. Contrasterende inzetsels: 90% polyester / 10% elasthan. Rekbare stof. Contrasterende inzetsels op de kuiten en de zijkanten, voor een modern design. Ondersteunende tailleband met elastiek over de hele lengte, voor optimaal comfort. Opbergzak links. Dubbel toon op toon stiksel aan de tailleband, tussen de benen, aan de voorkant en achterkant. Afwerking met dubbel stiksel onderaan de broekspijp. Tear-away merklabel. (Voorbeeld van bedrukking, onbedrukt verkocht).",https://media.europeancatalog.com/ws.php?act=download&mamfileid=279391&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,PROACT®,Kleding,Broek/Kuitbroek,https://media.europeancatalog.com/ws.php?act=download&mamfileid=279391&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=279390&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=279393&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=279392&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=246320&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=246338&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=246336&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=279387&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=279389&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=279388&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,,
product_option,1704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Black / Dark Grey Heather,RADIOBUTTONS,TRUE,
product_option,1704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,
product_option,1704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,
product_option,1704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,
product_option,1704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,
product_option,1704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,
