type,product_internal_id,product_price,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_media_gallery_image_url_2,product_media_gallery_image_url_3,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_media_gallery_image_url_6,product_media_gallery_image_url_7,product_media_gallery_image_url_8,product_media_gallery_image_url_9,product_media_gallery_image_url_10,product_media_gallery_image_url_11,product_media_gallery_image_url_12,product_media_gallery_image_url_13,product_media_gallery_image_url_14,product_variation_sku,product_variation_option_Color,product_option_name,product_option_value,product_option_type,product_option_is_required,product_media_gallery_image_url_15,product_media_gallery_image_url_16,product_media_gallery_image_url_17,product_media_gallery_image_url_18,product_media_gallery_image_url_19,product_media_gallery_image_url_20,product_media_gallery_image_url_21,product_media_gallery_image_url_22,product_media_gallery_image_url_23
product,452,6.64,Duurzame  dames tank top,"100% katoen (behalve de kleur Oxford Grey: 90% katoen en 10% viscose). Alle kleuren zijn gemaakt van biologisch katoen in conversie. Jersey. Gekamd katoen. Fitted pasvorm. Ronde hals. De mouw- en halsopening zijn toon-op-toon afgewerkt met de hoofdstof. De boord onderaan kreeg een dubbel stiksel. Geen merklabel, maar een maatlabel in de kraag voor eenvoudige personalisatie.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=377103&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kariban,Kleding,Top,https://media.europeancatalog.com/ws.php?act=download&mamfileid=377103&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=377104&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=377102&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=377110&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=377106&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=377100&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=377099&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=377105&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=377101&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=377109&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=377108&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=377107&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=402059&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=402058&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,
product_option,452,,,,,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,452,,,,,,,,,,,,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,452,,,,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,452,,,,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,452,,,,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,452,,,,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,452,,,,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,452,,,,,,,,,,,,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,452,,,,,,,,,,,,,,,,,,,,,,,,Color,Oxford Grey,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,452,,,,,,,,,,,,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,,,
product_variation,452,6.64,,,,,,,,,,,,,,,,,,,,,K3024ICC_80258_80240,Black,,,,,,,,,,,,,
product_variation,452,6.64,,,,,,,,,,,,,,,,,,,,,K3024ICC_80258_80244,Black,,,,,,,,,,,,,
product_variation,452,6.64,,,,,,,,,,,,,,,,,,,,,K3024ICC_80258_80246,Black,,,,,,,,,,,,,
product_variation,452,6.64,,,,,,,,,,,,,,,,,,,,,K3024ICC_80258_80250,Black,,,,,,,,,,,,,
product_variation,452,6.64,,,,,,,,,,,,,,,,,,,,,K3024ICC_80258_80252,Black,,,,,,,,,,,,,
product_variation,452,6.64,,,,,,,,,,,,,,,,,,,,,K3024ICC_80258_80256,Black,,,,,,,,,,,,,
product_variation,452,6.64,,,,,,,,,,,,,,,,,,,,,K3024ICC_80259_80240,Navy,,,,,,,,,,,,,
product_variation,452,6.64,,,,,,,,,,,,,,,,,,,,,K3024ICC_80259_80244,Navy,,,,,,,,,,,,,
product_variation,452,6.64,,,,,,,,,,,,,,,,,,,,,K3024ICC_80259_80246,Navy,,,,,,,,,,,,,
product_variation,452,6.64,,,,,,,,,,,,,,,,,,,,,K3024ICC_80259_80250,Navy,,,,,,,,,,,,,
product_variation,452,6.64,,,,,,,,,,,,,,,,,,,,,K3024ICC_80259_80252,Navy,,,,,,,,,,,,,
product_variation,452,6.64,,,,,,,,,,,,,,,,,,,,,K3024ICC_80259_80256,Navy,,,,,,,,,,,,,
product_variation,452,6.16,,,,,,,,,,,,,,,,,,,,,K3024ICA_80260_80241,Oxford Grey,,,,,,,,,,,,,
product_variation,452,6.16,,,,,,,,,,,,,,,,,,,,,K3024ICA_80260_80245,Oxford Grey,,,,,,,,,,,,,
product_variation,452,6.16,,,,,,,,,,,,,,,,,,,,,K3024ICA_80260_80247,Oxford Grey,,,,,,,,,,,,,
product_variation,452,6.16,,,,,,,,,,,,,,,,,,,,,K3024ICA_80260_80251,Oxford Grey,,,,,,,,,,,,,
product_variation,452,6.16,,,,,,,,,,,,,,,,,,,,,K3024ICA_80260_80253,Oxford Grey,,,,,,,,,,,,,
product_variation,452,6.16,,,,,,,,,,,,,,,,,,,,,K3024ICA_80260_80257,Oxford Grey,,,,,,,,,,,,,
product_variation,452,5.96,,,,,,,,,,,,,,,,,,,,,K3024IC_80261_80242,White,,,,,,,,,,,,,
product_variation,452,5.96,,,,,,,,,,,,,,,,,,,,,K3024IC_80261_80243,White,,,,,,,,,,,,,
product_variation,452,5.96,,,,,,,,,,,,,,,,,,,,,K3024IC_80261_80248,White,,,,,,,,,,,,,
product_variation,452,5.96,,,,,,,,,,,,,,,,,,,,,K3024IC_80261_80249,White,,,,,,,,,,,,,
product_variation,452,5.96,,,,,,,,,,,,,,,,,,,,,K3024IC_80261_80254,White,,,,,,,,,,,,,
product_variation,452,5.96,,,,,,,,,,,,,,,,,,,,,K3024IC_80261_80255,White,,,,,,,,,,,,,
product,453,7.36,Duurzaam mouwloos heren-T-shirt,"100% katoen (behalve de kleur Oxford Grey: 90% katoen en 10% viscose). Alle kleuren zijn gemaakt in biologisch katoen in conversie. Fitted pasvorm. Jersey. Gekamd katoen. Ronde hals in toon-op-toon 1x1 ribboord, afgewerkt met een biessteek. Toon-op-toon nektape in de hoofdstof. Mouwuiteinden en onderboord afgewerkt met dubbele stiksels.  Geen merklabel, maar een maatlabel in de kraag voor eenvoudige personalisatie.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=377126&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kariban,Kleding,Top,https://media.europeancatalog.com/ws.php?act=download&mamfileid=377126&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=377125&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=377122&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=377124&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=377123&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=377121&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=377120&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=377119&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=377118&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=402062&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=402063&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,
product_option,453,,,,,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,453,,,,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,453,,,,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,453,,,,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,453,,,,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,453,,,,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,453,,,,,,,,,,,,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,453,,,,,,,,,,,,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,453,,,,,,,,,,,,,,,,,,,,,,,,Color,Oxford Grey,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,453,,,,,,,,,,,,,,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,453,,,,,,,,,,,,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,,,
product_variation,453,7.36,,,,,,,,,,,,,,,,,,,,,K3022ICC_80204_80187,Black,,,,,,,,,,,,,
product_variation,453,7.36,,,,,,,,,,,,,,,,,,,,,K3022ICC_80204_80189,Black,,,,,,,,,,,,,
product_variation,453,7.36,,,,,,,,,,,,,,,,,,,,,K3022ICC_80204_80193,Black,,,,,,,,,,,,,
product_variation,453,7.36,,,,,,,,,,,,,,,,,,,,,K3022ICC_80204_80195,Black,,,,,,,,,,,,,
product_variation,453,7.36,,,,,,,,,,,,,,,,,,,,,K3022ICC_80204_80199,Black,,,,,,,,,,,,,
product_variation,453,8.66,,,,,,,,,,,,,,,,,,,,,K3022ICCX_80205_80203,Black,,,,,,,,,,,,,
product_variation,453,7.36,,,,,,,,,,,,,,,,,,,,,K3022ICC_80207_80187,Navy,,,,,,,,,,,,,
product_variation,453,7.36,,,,,,,,,,,,,,,,,,,,,K3022ICC_80207_80189,Navy,,,,,,,,,,,,,
product_variation,453,7.36,,,,,,,,,,,,,,,,,,,,,K3022ICC_80207_80193,Navy,,,,,,,,,,,,,
product_variation,453,7.36,,,,,,,,,,,,,,,,,,,,,K3022ICC_80207_80195,Navy,,,,,,,,,,,,,
product_variation,453,7.36,,,,,,,,,,,,,,,,,,,,,K3022ICC_80207_80199,Navy,,,,,,,,,,,,,
product_variation,453,8.66,,,,,,,,,,,,,,,,,,,,,K3022ICCX_80206_80203,Navy,,,,,,,,,,,,,
product_variation,453,7,,,,,,,,,,,,,,,,,,,,,K3022ICA_80208_80188,Oxford Grey,,,,,,,,,,,,,
product_variation,453,7,,,,,,,,,,,,,,,,,,,,,K3022ICA_80208_80190,Oxford Grey,,,,,,,,,,,,,
product_variation,453,7,,,,,,,,,,,,,,,,,,,,,K3022ICA_80208_80194,Oxford Grey,,,,,,,,,,,,,
product_variation,453,7,,,,,,,,,,,,,,,,,,,,,K3022ICA_80208_80196,Oxford Grey,,,,,,,,,,,,,
product_variation,453,7,,,,,,,,,,,,,,,,,,,,,K3022ICA_80208_80200,Oxford Grey,,,,,,,,,,,,,
product_variation,453,7.76,,,,,,,,,,,,,,,,,,,,,K3022ICAX_80209_80202,Oxford Grey,,,,,,,,,,,,,
product_variation,453,7.36,,,,,,,,,,,,,,,,,,,,,K3022ICC_80211_80187,Red,,,,,,,,,,,,,
product_variation,453,7.36,,,,,,,,,,,,,,,,,,,,,K3022ICC_80211_80189,Red,,,,,,,,,,,,,
product_variation,453,7.36,,,,,,,,,,,,,,,,,,,,,K3022ICC_80211_80193,Red,,,,,,,,,,,,,
product_variation,453,7.36,,,,,,,,,,,,,,,,,,,,,K3022ICC_80211_80195,Red,,,,,,,,,,,,,
product_variation,453,7.36,,,,,,,,,,,,,,,,,,,,,K3022ICC_80211_80199,Red,,,,,,,,,,,,,
product_variation,453,8.66,,,,,,,,,,,,,,,,,,,,,K3022ICCX_80210_80203,Red,,,,,,,,,,,,,
product_variation,453,6.64,,,,,,,,,,,,,,,,,,,,,K3022IC_80212_80186,White,,,,,,,,,,,,,
product_variation,453,6.64,,,,,,,,,,,,,,,,,,,,,K3022IC_80212_80191,White,,,,,,,,,,,,,
product_variation,453,6.64,,,,,,,,,,,,,,,,,,,,,K3022IC_80212_80192,White,,,,,,,,,,,,,
product_variation,453,6.64,,,,,,,,,,,,,,,,,,,,,K3022IC_80212_80197,White,,,,,,,,,,,,,
product_variation,453,6.64,,,,,,,,,,,,,,,,,,,,,K3022IC_80212_80198,White,,,,,,,,,,,,,
product_variation,453,7.8,,,,,,,,,,,,,,,,,,,,,K3022ICX_80213_80201,White,,,,,,,,,,,,,
product,454,18.14,Oversized T-shirt korte mouwen uniseks,"100% katoen (behalve de kleur Oxford Grey: 90% katoen en 10% viscose). Gekaard katoen. Jersey. Oversized model met afhangende schouders. Cut-and-sew-techniek. Schouderversteviging in silicone voor een betere pasvorm. Ronde hals in toon-op-toon 1x1 ribboord, afgewerkt met een enkel stiksel. Toon-op-toon nektape. De mouwuiteinden en de boord zijn afgewerkt met een enkel stiksel. Geen merklabel, maar een maatlabel in de kraag voor eenvoudige personalisatie.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=377134&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kariban,Kleding,T-shirt,https://media.europeancatalog.com/ws.php?act=download&mamfileid=377134&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=377133&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=377132&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=377131&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=377130&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=377129&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=377128&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=377127&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=402064&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=402065&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,
product_option,454,,,,,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,454,,,,,,,,,,,,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,454,,,,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,454,,,,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,454,,,,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,454,,,,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,454,,,,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,454,,,,,,,,,,,,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,454,,,,,,,,,,,,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,454,,,,,,,,,,,,,,,,,,,,,,,,Color,Oxford Grey,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,454,,,,,,,,,,,,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,,,
product_variation,454,18.14,,,,,,,,,,,,,,,,,,,,,K3008_80182_80175,Black,,,,,,,,,,,,,
product_variation,454,18.14,,,,,,,,,,,,,,,,,,,,,K3008_80182_80176,Black,,,,,,,,,,,,,
product_variation,454,18.14,,,,,,,,,,,,,,,,,,,,,K3008_80182_80177,Black,,,,,,,,,,,,,
product_variation,454,18.14,,,,,,,,,,,,,,,,,,,,,K3008_80182_80178,Black,,,,,,,,,,,,,
product_variation,454,18.14,,,,,,,,,,,,,,,,,,,,,K3008_80182_80179,Black,,,,,,,,,,,,,
product_variation,454,18.14,,,,,,,,,,,,,,,,,,,,,K3008_80182_80180,Black,,,,,,,,,,,,,
product_variation,454,18.14,,,,,,,,,,,,,,,,,,,,,K3008_80182_80181,Black,,,,,,,,,,,,,
product_variation,454,18.14,,,,,,,,,,,,,,,,,,,,,K3008_80183_80175,Navy,,,,,,,,,,,,,
product_variation,454,18.14,,,,,,,,,,,,,,,,,,,,,K3008_80183_80176,Navy,,,,,,,,,,,,,
product_variation,454,18.14,,,,,,,,,,,,,,,,,,,,,K3008_80183_80177,Navy,,,,,,,,,,,,,
product_variation,454,18.14,,,,,,,,,,,,,,,,,,,,,K3008_80183_80178,Navy,,,,,,,,,,,,,
product_variation,454,18.14,,,,,,,,,,,,,,,,,,,,,K3008_80183_80179,Navy,,,,,,,,,,,,,
product_variation,454,18.14,,,,,,,,,,,,,,,,,,,,,K3008_80183_80180,Navy,,,,,,,,,,,,,
product_variation,454,18.14,,,,,,,,,,,,,,,,,,,,,K3008_80183_80181,Navy,,,,,,,,,,,,,
product_variation,454,18.14,,,,,,,,,,,,,,,,,,,,,K3008_80184_80175,Oxford Grey,,,,,,,,,,,,,
product_variation,454,18.14,,,,,,,,,,,,,,,,,,,,,K3008_80184_80176,Oxford Grey,,,,,,,,,,,,,
product_variation,454,18.14,,,,,,,,,,,,,,,,,,,,,K3008_80184_80177,Oxford Grey,,,,,,,,,,,,,
product_variation,454,18.14,,,,,,,,,,,,,,,,,,,,,K3008_80184_80178,Oxford Grey,,,,,,,,,,,,,
product_variation,454,18.14,,,,,,,,,,,,,,,,,,,,,K3008_80184_80179,Oxford Grey,,,,,,,,,,,,,
product_variation,454,18.14,,,,,,,,,,,,,,,,,,,,,K3008_80184_80180,Oxford Grey,,,,,,,,,,,,,
product_variation,454,18.14,,,,,,,,,,,,,,,,,,,,,K3008_80184_80181,Oxford Grey,,,,,,,,,,,,,
product_variation,454,18.14,,,,,,,,,,,,,,,,,,,,,K3008_80185_80175,White,,,,,,,,,,,,,
product_variation,454,18.14,,,,,,,,,,,,,,,,,,,,,K3008_80185_80176,White,,,,,,,,,,,,,
product_variation,454,18.14,,,,,,,,,,,,,,,,,,,,,K3008_80185_80177,White,,,,,,,,,,,,,
product_variation,454,18.14,,,,,,,,,,,,,,,,,,,,,K3008_80185_80178,White,,,,,,,,,,,,,
