type,product_internal_id,product_price,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_media_gallery_image_url_2,product_media_gallery_image_url_3,product_variation_sku,product_variation_option_Color,product_option_name,product_option_value,product_option_type,product_option_is_required,product_variation_option_Size,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_media_gallery_image_url_6,product_media_gallery_image_url_7,product_media_gallery_image_url_8,product_media_gallery_image_url_9,product_media_gallery_image_url_10,product_media_gallery_image_url_11,product_media_gallery_image_url_12,product_media_gallery_image_url_13
product_option,303,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,303,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,303,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,303,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,303,,,,,,,,,,,,,Color,Heather Grey,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_variation,303,88.22,,,,,,,,,,DK0A4XTP_72617_72611,Black,,,,,S,,,,,,,,,,
product_variation,303,88.22,,,,,,,,,,DK0A4XTP_72617_72612,Black,,,,,M,,,,,,,,,,
product_variation,303,88.22,,,,,,,,,,DK0A4XTP_72617_72613,Black,,,,,L,,,,,,,,,,
product_variation,303,88.22,,,,,,,,,,DK0A4XTP_72617_72614,Black,,,,,XL,,,,,,,,,,
product_variation,303,88.22,,,,,,,,,,DK0A4XTP_72617_72615,Black,,,,,XXL,,,,,,,,,,
product_variation,303,88.22,,,,,,,,,,DK0A4XTP_72617_72616,Black,,,,,3XL,,,,,,,,,,
product_variation,303,88.22,,,,,,,,,,DK0A4XTP_72618_72611,Heather Grey,,,,,,,,,,,,,,,
product_variation,303,88.22,,,,,,,,,,DK0A4XTP_72618_72612,Heather Grey,,,,,,,,,,,,,,,
product_variation,303,88.22,,,,,,,,,,DK0A4XTP_72618_72613,Heather Grey,,,,,,,,,,,,,,,
product_variation,303,88.22,,,,,,,,,,DK0A4XTP_72618_72614,Heather Grey,,,,,,,,,,,,,,,
product_variation,303,88.22,,,,,,,,,,DK0A4XTP_72618_72615,Heather Grey,,,,,,,,,,,,,,,
product_variation,303,88.22,,,,,,,,,,DK0A4XTP_72618_72616,Heather Grey,,,,,,,,,,,,,,,
product,304,113.44,Herensweater met capuchon PROTECT (TW702),"94% polyester / 6% elasthan. Fleece WeatherWeave™ en DWR-afwerking (Durable Water Repellent - Duurzame waterafstotende behandeling) voor meer waterdichtheid. In de capuchon geïntegreerd Protection Shield™: meer warmte en een uitstekende ademhalingsbescherming. Reflecterend detail. Regelbare manchetten. Ritszak ToolboxPocket™ aan de voorkant, om spullen veilig op te bergen. Gesloten capuchon en kraag, voor extra bescherming tegen de wind.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=390544&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Dickies,Kleding,Sweatshirt,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390544&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390543&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=244645&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=244643&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=244642&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,
product_option,304,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,304,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,304,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,304,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,304,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_variation,304,113.44,,,,,,,,,,DK0A4XTR_72623_72619,Black,,,,,M,,,,,,,,,,
product_variation,304,113.44,,,,,,,,,,DK0A4XTR_72623_72620,Black,,,,,L,,,,,,,,,,
product_variation,304,113.44,,,,,,,,,,DK0A4XTR_72623_72621,Black,,,,,XL,,,,,,,,,,
product_variation,304,113.44,,,,,,,,,,DK0A4XTR_72623_72622,Black,,,,,XXL,,,,,,,,,,
product,305,56.72,Herensweater OKEMO (SH3014),Heather Grey: 85% katoen / 15% polyester. Black: 80% katoen / 20% polyester. Ronde hals. Reflecterend Dickies-logo op de linkermouw.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=221992&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Dickies,Kleding,Sweatshirt,https://media.europeancatalog.com/ws.php?act=download&mamfileid=221992&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390545&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=221990&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=221988&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=221989&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,
product_option,305,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,305,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,305,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,305,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,305,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,305,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,305,,,,,,,,,,,,,Color,Heather Grey,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_variation,305,56.72,,,,,,,,,,DK0A4XTU_72629_72624,Black,,,,,S,,,,,,,,,,
product_variation,305,56.72,,,,,,,,,,DK0A4XTU_72629_72625,Black,,,,,M,,,,,,,,,,
product_variation,305,56.72,,,,,,,,,,DK0A4XTU_72629_72626,Black,,,,,L,,,,,,,,,,
product_variation,305,56.72,,,,,,,,,,DK0A4XTU_72629_72627,Black,,,,,XL,,,,,,,,,,
product_variation,305,56.72,,,,,,,,,,DK0A4XTU_72629_72628,Black,,,,,XXL,,,,,,,,,,
product_variation,305,56.72,,,,,,,,,,DK0A4XTU_72630_72624,Heather Grey,,,,,,,,,,,,,,,
product_variation,305,56.72,,,,,,,,,,DK0A4XTU_72630_72625,Heather Grey,,,,,,,,,,,,,,,
product_variation,305,56.72,,,,,,,,,,DK0A4XTU_72630_72626,Heather Grey,,,,,,,,,,,,,,,
product_variation,305,56.72,,,,,,,,,,DK0A4XTU_72630_72627,Heather Grey,,,,,,,,,,,,,,,
product_variation,305,56.72,,,,,,,,,,DK0A4XTU_72630_72628,Heather Grey,,,,,,,,,,,,,,,
product,306,60.5,Herensweater met capuchon ROCKFIELD (SH3011),Black: 80% katoen / 20% polyester. Heather Grey: 85% katoen / 15% polyester. Geborsteld katoen. Logo van Dickies. Kangoeroezak.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=221987&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Dickies,Kleding,Sweatshirt,https://media.europeancatalog.com/ws.php?act=download&mamfileid=221987&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=221983&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=221984&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=221985&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,
product_option,306,,,,,,,,,,,,,Color,Heather Grey,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,306,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,306,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,306,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,306,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,306,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,306,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_variation,306,60.5,,,,,,,,,,DK0A4XTW_72638_72631,Heather Grey,,,,,S,,,,,,,,,,
product_variation,306,60.5,,,,,,,,,,DK0A4XTW_72638_72632,Heather Grey,,,,,M,,,,,,,,,,
product_variation,306,60.5,,,,,,,,,,DK0A4XTW_72638_72633,Heather Grey,,,,,L,,,,,,,,,,
product_variation,306,60.5,,,,,,,,,,DK0A4XTW_72638_72634,Heather Grey,,,,,XL,,,,,,,,,,
product_variation,306,60.5,,,,,,,,,,DK0A4XTW_72638_72635,Heather Grey,,,,,XXL,,,,,,,,,,
product_variation,306,60.5,,,,,,,,,,DK0A4XTW_72638_72636,Heather Grey,,,,,3XL,,,,,,,,,,
product,307,93.26,Herensweater met capuchon SHERPA (TW457),Buitenlaag: katoen/polyester. Voering: 100% polyester. Volledig gevoerde sweater. Fitted capuchon. Ritssluiting aan de voorkant. Zakken om de handen te warmen. Bescherming tegen de regen.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=278001&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Dickies,Kleding,Sweatshirt,https://media.europeancatalog.com/ws.php?act=download&mamfileid=278001&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,
product_option,307,,,,,,,,,,,,,Color,Dark Heather Grey,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,307,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,307,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,307,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,307,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_variation,307,93.26,,,,,,,,,,DK0A4XTX_72645_72640,Dark Heather Grey,,,,,M,,,,,,,,,,
product_variation,307,93.26,,,,,,,,,,DK0A4XTX_72645_72641,Dark Heather Grey,,,,,L,,,,,,,,,,
product_variation,307,93.26,,,,,,,,,,DK0A4XTX_72645_72642,Dark Heather Grey,,,,,XL,,,,,,,,,,
product_variation,307,93.26,,,,,,,,,,DK0A4XTX_72645_72643,Dark Heather Grey,,,,,XXL,,,,,,,,,,
product,308,30.24,Heren-t-shirt TEMP-IQ (SH2009),"98% katoen / 2% elasthan. T-shirt met uv-bescherming (40+). Voert vocht af, droogt snel.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=390554&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Dickies,Kleding,T-shirt,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390554&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390553&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=261371&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=261370&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=261366&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=261365&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=261364&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=261375&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=261374&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,
product_option,308,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,308,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,308,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,308,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,308,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,308,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,308,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,308,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_variation,308,30.24,,,,,,,,,,DK0A4XU3_72652_72646,Black,,,,,S,,,,,,,,,,
product_variation,308,30.24,,,,,,,,,,DK0A4XU3_72652_72647,Black,,,,,M,,,,,,,,,,
product_variation,308,30.24,,,,,,,,,,DK0A4XU3_72652_72648,Black,,,,,L,,,,,,,,,,
product_variation,308,30.24,,,,,,,,,,DK0A4XU3_72652_72649,Black,,,,,XL,,,,,,,,,,
product_variation,308,30.24,,,,,,,,,,DK0A4XU3_72652_72650,Black,,,,,XXL,,,,,,,,,,
product_variation,308,30.24,,,,,,,,,,DK0A4XU3_72652_72651,Black,,,,,3XL,,,,,,,,,,
product_variation,308,30.24,,,,,,,,,,DK0A4XU3_72653_72646,Navy,,,,,,,,,,,,,,,
product_variation,308,30.24,,,,,,,,,,DK0A4XU3_72653_72647,Navy,,,,,,,,,,,,,,,
product_variation,308,30.24,,,,,,,,,,DK0A4XU3_72653_72648,Navy,,,,,,,,,,,,,,,
product_variation,308,30.24,,,,,,,,,,DK0A4XU3_72653_72649,Navy,,,,,,,,,,,,,,,
product_variation,308,30.24,,,,,,,,,,DK0A4XU3_72653_72650,Navy,,,,,,,,,,,,,,,
product_variation,308,30.24,,,,,,,,,,DK0A4XU3_72653_72651,Navy,,,,,,,,,,,,,,,
product,309,23.94,Heren-t-shirt met zak en logo (WS436),100% katoen. Voorgekrompen jersey Ronde hals. Zak met Dickies-logo.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390556&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Dickies,Kleding,T-shirt,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390556&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=221973&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390555&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390557&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390559&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=221980&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390558&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=221978&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=221971&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=221970&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=221969&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,
product_option,309,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,309,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,309,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,309,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,309,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,309,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,309,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,309,,,,,,,,,,,,,Color,Charcoal grey,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,309,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,309,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_variation,309,23.94,,,,,,,,,,DK0A4XUC_72660_72654,Black,,,,,S,,,,,,,,,,
product_variation,309,23.94,,,,,,,,,,DK0A4XUC_72660_72655,Black,,,,,M,,,,,,,,,,
product_variation,309,23.94,,,,,,,,,,DK0A4XUC_72660_72656,Black,,,,,L,,,,,,,,,,
product_variation,309,23.94,,,,,,,,,,DK0A4XUC_72660_72657,Black,,,,,XL,,,,,,,,,,
product_variation,309,23.94,,,,,,,,,,DK0A4XUC_72660_72658,Black,,,,,XXL,,,,,,,,,,
product_variation,309,23.94,,,,,,,,,,DK0A4XUC_72660_72659,Black,,,,,3XL,,,,,,,,,,
product_variation,309,23.94,,,,,,,,,,DK0A4XUC_72661_72654,Charcoal grey,,,,,,,,,,,,,,,
product_variation,309,23.94,,,,,,,,,,DK0A4XUC_72661_72655,Charcoal grey,,,,,,,,,,,,,,,
product_variation,309,23.94,,,,,,,,,,DK0A4XUC_72661_72656,Charcoal grey,,,,,,,,,,,,,,,
product_variation,309,23.94,,,,,,,,,,DK0A4XUC_72661_72657,Charcoal grey,,,,,,,,,,,,,,,
product_variation,309,23.94,,,,,,,,,,DK0A4XUC_72661_72658,Charcoal grey,,,,,,,,,,,,,,,
product_variation,309,23.94,,,,,,,,,,DK0A4XUC_72661_72659,Charcoal grey,,,,,,,,,,,,,,,
product_variation,309,23.94,,,,,,,,,,DK0A4XUC_72662_72654,Navy,,,,,,,,,,,,,,,
product_variation,309,23.94,,,,,,,,,,DK0A4XUC_72662_72655,Navy,,,,,,,,,,,,,,,
product_variation,309,23.94,,,,,,,,,,DK0A4XUC_72662_72656,Navy,,,,,,,,,,,,,,,
product_variation,309,23.94,,,,,,,,,,DK0A4XUC_72662_72657,Navy,,,,,,,,,,,,,,,
product_variation,309,23.94,,,,,,,,,,DK0A4XUC_72662_72658,Navy,,,,,,,,,,,,,,,
product_variation,309,23.94,,,,,,,,,,DK0A4XUC_72662_72659,Navy,,,,,,,,,,,,,,,
product_variation,309,23.94,,,,,,,,,,DK0A4XUC_72663_72654,White,,,,,,,,,,,,,,,
product_variation,309,23.94,,,,,,,,,,DK0A4XUC_72663_72655,White,,,,,,,,,,,,,,,
product_variation,309,23.94,,,,,,,,,,DK0A4XUC_72663_72656,White,,,,,,,,,,,,,,,
product_variation,309,23.94,,,,,,,,,,DK0A4XUC_72663_72657,White,,,,,,,,,,,,,,,
product_variation,309,23.94,,,,,,,,,,DK0A4XUC_72663_72658,White,,,,,,,,,,,,,,,
product_variation,309,23.94,,,,,,,,,,DK0A4XUC_72663_72659,White,,,,,,,,,,,,,,,
product,310,36.54,Heren-t-shirt DENISON (DT6010),100% katoen. T-shirt met ronde hals. Logo van Dickies. Omgedraaide mouwzoom.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390563&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Dickies,Kleding,T-shirt,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390563&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390562&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390561&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390564&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=244635&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=244640&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,
product_option,310,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,310,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,310,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,310,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,310,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,310,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,310,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,310,,,,,,,,,,,,,Color,Grey,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,310,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_variation,310,36.54,,,,,,,,,,DK0A4XUD_72670_72664,Black,,,,,S,,,,,,,,,,
product_variation,310,36.54,,,,,,,,,,DK0A4XUD_72670_72665,Black,,,,,M,,,,,,,,,,
product_variation,310,36.54,,,,,,,,,,DK0A4XUD_72670_72666,Black,,,,,L,,,,,,,,,,
product_variation,310,36.54,,,,,,,,,,DK0A4XUD_72670_72667,Black,,,,,XL,,,,,,,,,,
product_variation,310,36.54,,,,,,,,,,DK0A4XUD_72670_72668,Black,,,,,XXL,,,,,,,,,,
product_variation,310,36.54,,,,,,,,,,DK0A4XUD_72670_72669,Black,,,,,3XL,,,,,,,,,,
product_variation,310,36.54,,,,,,,,,,DK0A4XUD_72671_72664,Grey,,,,,,,,,,,,,,,
product_variation,310,36.54,,,,,,,,,,DK0A4XUD_72671_72665,Grey,,,,,,,,,,,,,,,
