type,product_internal_id,product_price,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_media_gallery_image_url_2,product_media_gallery_image_url_3,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_variation_sku,product_variation_option_Color,product_option_name,product_option_value,product_option_type,product_option_is_required,product_variation_option_Size,product_media_gallery_image_url_6,product_media_gallery_image_url_7,product_media_gallery_image_url_8,product_media_gallery_image_url_9,product_media_gallery_image_url_10,product_media_gallery_image_url_11,product_media_gallery_image_url_12,product_media_gallery_image_url_13,product_media_gallery_image_url_14,product_media_gallery_image_url_15
product_variation,1056,4.54,,,,,,,,,,,,KI0735N_80438_80436,Natural,,,,,,,,,,,,,,,
product_variation,1056,6.04,,,,,,,,,,,,KI0735_80439_80435,Night Navy,,,,,,,,,,,,,,,
product,1057,7.3,Shopper met kerstmotieven,100 % jute. <br/>Handgrepen van koord.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383660&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383660&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,,,
product_option,1057,,,,,,,,,,,,,,,Color,Natural / Cherry Red,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,1057,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,1057,,,,,,,,,,,,,,,Color,Natural / White,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_variation,1057,7.3,,,,,,,,,,,,KI0736_80441_80440,Natural / Cherry Red,,,,,One Size,,,,,,,,,,
product_variation,1057,7.3,,,,,,,,,,,,KI0736_80442_80440,Natural / White,,,,,,,,,,,,,,,
product,1058,7.06,XL shopper,"100 % jute. <br/>Tas van XL-formaat met hengsels in contrasterende kleuren. <br/>Het rekken met plantaardig zetmeel verstijft de jute en dus de tas, die zo zijn vorm behoudt.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=383657&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383657&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,,,
product_option,1058,,,,,,,,,,,,,,,Color,Natural / Black,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,1058,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,1058,,,,,,,,,,,,,,,Color,Natural / Cherry Red,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,1058,,,,,,,,,,,,,,,Color,Natural / Fuchsia,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,1058,,,,,,,,,,,,,,,Color,Natural / Kelly Green,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,1058,,,,,,,,,,,,,,,Color,Natural / Navy,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_variation,1058,7.06,,,,,,,,,,,,KI0743_80460_80459,Natural / Black,,,,,One Size,,,,,,,,,,
product_variation,1058,7.06,,,,,,,,,,,,KI0743_80461_80459,Natural / Cherry Red,,,,,,,,,,,,,,,
product_variation,1058,7.06,,,,,,,,,,,,KI0743_80462_80459,Natural / Fuchsia,,,,,,,,,,,,,,,
product_variation,1058,7.06,,,,,,,,,,,,KI0743_80463_80459,Natural / Kelly Green,,,,,,,,,,,,,,,
product_variation,1058,7.06,,,,,,,,,,,,KI0743_80464_80459,Natural / Navy,,,,,,,,,,,,,,,
product,1059,5.46,Shopper,100 % twillkatoen. <br/>Ideaal oppervlak voor bedrukking en personalisatie. <br/>Lange hengsels: 70 cm.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383659&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383659&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,,,
product_option,1059,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,1059,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,1059,,,,,,,,,,,,,,,Color,Natural,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,1059,,,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,1059,,,,,,,,,,,,,,,Color,Turquoise,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,1059,,,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_variation,1059,5.46,,,,,,,,,,,,KI0739_80445_80443,Black,,,,,One Size,,,,,,,,,,
product_variation,1059,3.76,,,,,,,,,,,,KI0739N_80446_80444,Natural,,,,,,,,,,,,,,,
product_variation,1059,5.46,,,,,,,,,,,,KI0739_80447_80443,Navy,,,,,,,,,,,,,,,
product_variation,1059,5.46,,,,,,,,,,,,KI0739_80448_80443,Turquoise,,,,,,,,,,,,,,,
product_variation,1059,5.46,,,,,,,,,,,,KI0739_80449_80443,White,,,,,,,,,,,,,,,
product,1060,6.24,Shopper van polykatoen,65 % katoen/35 % polyester. <br/>Twillweefsel. <br/>Ideaal voor bedrukking en personalisatie. <br/>Lengte van de hengsels: 70 cm.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383658&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383658&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,,,
product_option,1060,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,1060,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,1060,,,,,,,,,,,,,,,Color,Cherry Red,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,1060,,,,,,,,,,,,,,,Color,Dark Grey,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,1060,,,,,,,,,,,,,,,Color,Ice Mint,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,1060,,,,,,,,,,,,,,,Color,Natural,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,1060,,,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,1060,,,,,,,,,,,,,,,Color,Turquoise,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_variation,1060,6.24,,,,,,,,,,,,KI0741_80452_80450,Black,,,,,One Size,,,,,,,,,,
product_variation,1060,6.24,,,,,,,,,,,,KI0741_80453_80450,Cherry Red,,,,,,,,,,,,,,,
product_variation,1060,6.24,,,,,,,,,,,,KI0741_80454_80450,Dark Grey,,,,,,,,,,,,,,,
product_variation,1060,6.24,,,,,,,,,,,,KI0741_80455_80450,Ice Mint,,,,,,,,,,,,,,,
product_variation,1060,4.36,,,,,,,,,,,,KI0741N_80456_80451,Natural,,,,,,,,,,,,,,,
product_variation,1060,6.24,,,,,,,,,,,,KI0741_80457_80450,Navy,,,,,,,,,,,,,,,
product_variation,1060,6.24,,,,,,,,,,,,KI0741_80458_80450,Turquoise,,,,,,,,,,,,,,,
product,1061,23.96,Tas van jutecanvas,"Tas van jutecanvas, gevlochten om zacht en soepel aan te voelen. <br/>Bodem van gebreide jute.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=383653&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383653&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383654&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383655&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383656&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=408892&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,
product_option,1061,,,,,,,,,,,,,,,Color,Natural / Washed Black,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,1061,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,1061,,,,,,,,,,,,,,,Color,Natural / Washed Deep Navy,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,1061,,,,,,,,,,,,,,,Color,Natural / Washed Natural,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,1061,,,,,,,,,,,,,,,Color,Natural / Washed Thunder Blue,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_variation,1061,23.96,,,,,,,,,,,,KI0754_80466_80465,Natural / Washed Black,,,,,One Size,,,,,,,,,,
product_variation,1061,23.96,,,,,,,,,,,,KI0754_81151_80465,Natural / Washed Deep Navy,,,,,,,,,,,,,,,
product_variation,1061,23.96,,,,,,,,,,,,KI0754_80467_80465,Natural / Washed Natural,,,,,,,,,,,,,,,
product_variation,1061,23.96,,,,,,,,,,,,KI0754_80468_80465,Natural / Washed Thunder Blue,,,,,,,,,,,,,,,
product,1062,3.04,Shopper bamboe,54 % katoen/46 % bamboeviscose. Handgrepen: 70 cm.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=386312&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=386312&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,,,
product_option,1062,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,1062,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,1062,,,,,,,,,,,,,,,Color,Natural,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_variation,1062,3.04,,,,,,,,,,,,KI0755_80470_80469,Black,,,,,One Size,,,,,,,,,,
product_variation,1062,3.04,,,,,,,,,,,,KI0755_80471_80469,Natural,,,,,,,,,,,,,,,
product,1063,228.16,XL trolley,"100 % polyester. <br/>Portefeuille opening. <br/>Opening aan de bovenkant met groot vak voor eenvoudige personalisatie. <br/>Drukriemen aan de zijkant. Verstevigingsstaven en bescherming op de achterkant. <br/>Zijdelingse handgrepen aan de bovenkant voor eenvoudige hantering, zelfs volgeladen.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=383644&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383644&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383645&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383647&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383642&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383641&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383643&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383646&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,
product_option,1063,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,1063,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_variation,1063,228.16,,,,,,,,,,,,KI0845_80473_80472,Black,,,,,One Size,,,,,,,,,,
product,1064,118.3,Business Trolley,Speciale business trolleykoffer met de juiste handbagageafmetingen. <br/>Trolleysysteem in elegant gebogen aluminium. <br/>Voorvak dat dienst doet als aktetas. <br/>Gevoerd laptopvak. <br/>Groot kledingvak. <br/>100 % personaliseerbaar voorvak.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383640&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383640&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=408891&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,,
product_option,1064,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,1064,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_variation,1064,118.3,,,,,,,,,,,,KI0846_80475_80474,Black,,,,,One Size,,,,,,,,,,
product,1065,196.9,Cabinetrolley,100 % polyester. <br/>Trolley geschikt als handbagage. <br/>Afneembaar voorpaneel voor eenvoudig bedrukken of borduren. <br/>Twee aparte binnenvakken.<br/> Versterkte rubberen handgrepen.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383639&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383639&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,,,
product_option,1065,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,1065,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,1065,,,,,,,,,,,,,,,Color,Tin Grey Heather,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_variation,1065,196.9,,,,,,,,,,,,KI0847_80477_80476,Black,,,,,One Size,,,,,,,,,,
product_variation,1065,196.9,,,,,,,,,,,,KI0847_80478_80476,Tin Grey Heather,,,,,,,,,,,,,,,
product,1066,111.3,Cabine Trolley,"Cabine trolley van 600D polyester. Hoofdcompartiment is volledig te openen, voorvak met toon op toon ritstrekkers, 2 wieltjes aan de onderkant en nopjes aan de zijkant. 2 gewatteerde verstevigde handvaten. De binnenvakken zijn gevoerd met zwart polyester met veters om de kleding op zijn plaats te houden.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=67875&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Trolley,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67875&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,,,
product_option,1066,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,1066,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_variation,1066,111.3,,,,,,,,,,,,KI0801_32147_32146,Black,,,,,One Size,,,,,,,,,,
product,1067,114.78,Cabine Trolley,"Cabine trolley in polycarbonaat van hoge kwaliteit, exclusief design, 4 dubbele wieltjes, organisatievak aan de binnenkant, zijopening met combinatieslot. Afneembaar metalen plaatje om te personaliseren.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=67881&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Trolley,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67881&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,,,
product_option,1067,,,,,,,,,,,,,,,Color,Anthracite,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,1067,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,1067,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_variation,1067,114.78,,,,,,,,,,,,KI0807_38962_38960,Anthracite,,,,,One Size,,,,,,,,,,
product_variation,1067,114.78,,,,,,,,,,,,KI0807_38961_38960,Black,,,,,,,,,,,,,,,
product,1068,197.62,Extra Grote Trolley,"Extra grote heavy duty trolley van polycarbonaat van hoge kwaliteit, exclusief design, 4 dubbele wieltjes, organisatievak aan de binnenkant, zijopening met combinatieslot. Afneembaar metalen plaatje om te personaliseren.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=67883&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Trolley,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67883&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,,,
product_option,1068,,,,,,,,,,,,,,,Color,Anthracite,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,1068,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_variation,1068,197.62,,,,,,,,,,,,KI0808_38965_38963,Anthracite,,,,,One Size,,,,,,,,,,
