type,product_internal_id,product_price,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_media_gallery_image_url_2,product_media_gallery_image_url_3,product_variation_sku,product_variation_option_Color,product_option_name,product_option_value,product_option_type,product_option_is_required,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_media_gallery_image_url_6,product_variation_option_Size,product_media_gallery_image_url_7,product_media_gallery_image_url_8,product_media_gallery_image_url_9
product,2053,48.18,Businessrugzak voor laptop,"Combinatie van 600D/1680D polyester. Gemakkelijk toegankelijke EasyPocket™ voor decoratie. Gewatteerd vak voor laptop van max. 15,6. Afzonderlijke tabletzak. Plaats voor USB-sticks. Interne organizer. Gewatteerde achterkant, schouderbanden en handgreep. Aanpasbare schouderbanden.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=204275&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Quadra,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=204275&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=204277&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=204276&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=247643&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,
product_option,2053,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,
product_option,2053,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_variation,2053,48.18,,,,,,,,,,QD269_70699_70698,Black,,,,,,,,One Size,,,
product,2054,1.98,Herbruikbaar beschermingsmasker - AFNOR UNS 1 - pak van 5 masker,"Zachte dubbellaagse katoenen jersey stof. <br/>Technologie Silvadur™ 930: antimicrobiële afwerking aan de buitenkant die de groei van microben remt om een betere bescherming en frisheid te bieden.<br/>Technologie Zelan™ R3 / Teflon EcoElite™ water: waterdichte, waterafstotende afwerking.<br/>One size met binnenste gesp optie om op verschillende leeftijdsgroepen te passen.<br/>L 32cms X W 12cms, 160gsm.<br/>Wasbaar op 60 graden, kan worden hergebruikt.<br/>10 wasbeurten getest.<br/>Het wordt aanbevolen om het masker <br/>Niet-medisch.<br/>Het wordt aanbevolen om het masker maximaal 4 uur per dag te dragen.<br/>Masker van Cat. 1 eerste wasbeurt 1-10 wasbeurten Volgens de AFNOR-norm. Test EUROFINS N° Report CH_PCL_4.<br/>",https://media.europeancatalog.com/ws.php?act=download&mamfileid=367185&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Premier,Accessoires,Masques,https://media.europeancatalog.com/ws.php?act=download&mamfileid=367185&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=367182&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=367184&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=367183&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,
product_option,2054,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,
product_option,2054,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,2054,,,,,,,,,,,,,Color,Bottle,RADIOBUTTONS,TRUE,,,,,,,
product_option,2054,,,,,,,,,,,,,Color,Brown,RADIOBUTTONS,TRUE,,,,,,,
product_option,2054,,,,,,,,,,,,,Color,Burgundy,RADIOBUTTONS,TRUE,,,,,,,
product_option,2054,,,,,,,,,,,,,Color,Dark Grey,RADIOBUTTONS,TRUE,,,,,,,
product_option,2054,,,,,,,,,,,,,Color,Heather grey,RADIOBUTTONS,TRUE,,,,,,,
product_option,2054,,,,,,,,,,,,,Color,Hot Pink,RADIOBUTTONS,TRUE,,,,,,,
product_option,2054,,,,,,,,,,,,,Color,Khaki,RADIOBUTTONS,TRUE,,,,,,,
product_option,2054,,,,,,,,,,,,,Color,Lime,RADIOBUTTONS,TRUE,,,,,,,
product_option,2054,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,
product_option,2054,,,,,,,,,,,,,Color,Pink,RADIOBUTTONS,TRUE,,,,,,,
product_option,2054,,,,,,,,,,,,,Color,Purple,RADIOBUTTONS,TRUE,,,,,,,
product_option,2054,,,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,,,,,,,
product_option,2054,,,,,,,,,,,,,Color,Royal Blue,RADIOBUTTONS,TRUE,,,,,,,
product_option,2054,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,
product_variation,2054,1.98,,,,,,,,,,PR799_69415_69414,Black,,,,,,,,One Size,,,
product_variation,2054,1.98,,,,,,,,,,PR799_69416_69414,Bottle,,,,,,,,,,,
product_variation,2054,1.98,,,,,,,,,,PR799_69417_69414,Brown,,,,,,,,,,,
product_variation,2054,1.98,,,,,,,,,,PR799_69418_69414,Burgundy,,,,,,,,,,,
product_variation,2054,1.98,,,,,,,,,,PR799_69419_69414,Dark Grey,,,,,,,,,,,
product_variation,2054,1.98,,,,,,,,,,PR799_69420_69414,Heather grey,,,,,,,,,,,
product_variation,2054,1.98,,,,,,,,,,PR799_69421_69414,Hot Pink,,,,,,,,,,,
product_variation,2054,1.98,,,,,,,,,,PR799_69422_69414,Khaki,,,,,,,,,,,
product_variation,2054,1.98,,,,,,,,,,PR799_69423_69414,Lime,,,,,,,,,,,
product_variation,2054,1.98,,,,,,,,,,PR799_69424_69414,Navy,,,,,,,,,,,
product_variation,2054,1.98,,,,,,,,,,PR799_69425_69414,Pink,,,,,,,,,,,
product_variation,2054,1.98,,,,,,,,,,PR799_69426_69414,Purple,,,,,,,,,,,
product_variation,2054,1.98,,,,,,,,,,PR799_69427_69414,Red,,,,,,,,,,,
product_variation,2054,1.98,,,,,,,,,,PR799_69428_69414,Royal Blue,,,,,,,,,,,
product_variation,2054,1.98,,,,,,,,,,PR799_69429_69414,White,,,,,,,,,,,
product,2055,4.96,Herbruikbaar mondmasker 3 laags - verstelbaar - AFNOR UNS1,"3-laags beschermingsmasker met zachte 100% geweven katoenen stof. Buiten- en binnenlaag : 100% geweven katoen. Middelste laag : filterende non-woven stof.<br/>Ruimte voor PM2.5 actief koolfilter.<br/>One size fits all. Elastieken met verstelbare elastische oorelastieken om het masker zo goed mogelijk op uw gezicht te laten passen.<br/>Flexibele en verstelbare neusklem om beslaan van de bril te voorkomen. <br/>Niet-medisch. Wasbaar op 60 graden. 20 wasbeurten getest<br/>Het wordt aanbevolen om het masker maximaal 4 uur per dag te dragen.<br/>Masker van cat. 1 eerste wasbeurt volgens AFNOR-norm, conform GB18401-2010B en Eurofins Test CH_PCL_5.<br/>Masker van cat. 1-20 wasbeurten volgens AFNOR-norm, conform GB18401-2010B en Eurofins Test CH_PCL_1.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=367186&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Premier,Accessoires,Masques,https://media.europeancatalog.com/ws.php?act=download&mamfileid=367186&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=367187&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,
product_option,2055,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,
product_option,2055,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,2055,,,,,,,,,,,,,Color,Bottle Green,RADIOBUTTONS,TRUE,,,,,,,
product_option,2055,,,,,,,,,,,,,Color,Burgundy,RADIOBUTTONS,TRUE,,,,,,,
product_option,2055,,,,,,,,,,,,,Color,Dark Grey,RADIOBUTTONS,TRUE,,,,,,,
product_option,2055,,,,,,,,,,,,,Color,Indigo,RADIOBUTTONS,TRUE,,,,,,,
product_option,2055,,,,,,,,,,,,,Color,Khaki,RADIOBUTTONS,TRUE,,,,,,,
product_option,2055,,,,,,,,,,,,,Color,Natural,RADIOBUTTONS,TRUE,,,,,,,
product_option,2055,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,
product_option,2055,,,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,,,,,,,
product_option,2055,,,,,,,,,,,,,Color,Royal,RADIOBUTTONS,TRUE,,,,,,,
product_option,2055,,,,,,,,,,,,,Color,Silver,RADIOBUTTONS,TRUE,,,,,,,
product_option,2055,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,
product_variation,2055,4.96,,,,,,,,,,PR796_71069_71068,Black,,,,,,,,One Size,,,
product_variation,2055,4.96,,,,,,,,,,PR796_71093_71068,Bottle Green,,,,,,,,,,,
product_variation,2055,4.96,,,,,,,,,,PR796_71070_71068,Burgundy,,,,,,,,,,,
product_variation,2055,4.96,,,,,,,,,,PR796_71071_71068,Dark Grey,,,,,,,,,,,
product_variation,2055,4.96,,,,,,,,,,PR796_71072_71068,Indigo,,,,,,,,,,,
product_variation,2055,4.96,,,,,,,,,,PR796_71073_71068,Khaki,,,,,,,,,,,
product_variation,2055,4.96,,,,,,,,,,PR796_71074_71068,Natural,,,,,,,,,,,
product_variation,2055,4.96,,,,,,,,,,PR796_71075_71068,Navy,,,,,,,,,,,
product_variation,2055,4.96,,,,,,,,,,PR796_71076_71068,Red,,,,,,,,,,,
product_variation,2055,4.96,,,,,,,,,,PR796_71077_71068,Royal,,,,,,,,,,,
product_variation,2055,4.96,,,,,,,,,,PR796_71078_71068,Silver,,,,,,,,,,,
product_variation,2055,4.96,,,,,,,,,,PR796_71079_71068,White,,,,,,,,,,,
product,2056,37.82,Heren-T-shirt ronde hals,55% katoen / 45% polyester. Natura® Polyester. Optimale pasvorm Heel groot comfort. Geschikt voor industriële reiniging. Heel duurzaam. Veel ruimte voor personalisatie. Wasbaar op 60°.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=391780&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Puma Workwear,Kleding,T-shirt,https://media.europeancatalog.com/ws.php?act=download&mamfileid=391780&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,
product_option,2056,,,,,,,,,,,,,Color,Anthracite,RADIOBUTTONS,TRUE,,,,,,,
product_option,2056,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,
product_option,2056,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,
product_option,2056,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,
product_option,2056,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,
product_option,2056,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,
product_option,2056,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,
product_option,2056,,,,,,,,,,,,,Size,4XL,RADIOBUTTONS,TRUE,,,,,,,
product_option,2056,,,,,,,,,,,,,Size,5XL,RADIOBUTTONS,TRUE,,,,,,,
product_variation,2056,37.82,,,,,,,,,,PW0210_77200_77193,Anthracite,,,,,,,,S,,,
product_variation,2056,37.82,,,,,,,,,,PW0210_77200_77194,Anthracite,,,,,,,,M,,,
product_variation,2056,37.82,,,,,,,,,,PW0210_77200_77195,Anthracite,,,,,,,,L,,,
product_variation,2056,37.82,,,,,,,,,,PW0210_77200_77196,Anthracite,,,,,,,,XL,,,
product_variation,2056,37.82,,,,,,,,,,PW0210_77200_78589,Anthracite,,,,,,,,XXL,,,
product_variation,2056,37.82,,,,,,,,,,PW0210_77200_77197,Anthracite,,,,,,,,3XL,,,
product_variation,2056,37.82,,,,,,,,,,PW0210_77200_77198,Anthracite,,,,,,,,4XL,,,
product_variation,2056,37.82,,,,,,,,,,PW0210_77200_77199,Anthracite,,,,,,,,5XL,,,
product,2057,37.82,Dames-T-shirt ronde hals,55% katoen / 45% polyester. Natura ® Polyester. Optimale pasvorm Heel groot comfort. Geschikt voor industriële reiniging. Heel duurzaam. Veel ruimte voor personalisatie. Wasbaar op 60°.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=399217&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Puma Workwear,Kleding,T-shirt,https://media.europeancatalog.com/ws.php?act=download&mamfileid=399217&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=399218&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,
product_option,2057,,,,,,,,,,,,,Color,Anthracite,RADIOBUTTONS,TRUE,,,,,,,
product_option,2057,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,
product_option,2057,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,
product_option,2057,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,
product_option,2057,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,
product_option,2057,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,
product_option,2057,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,
product_option,2057,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,
product_variation,2057,37.82,,,,,,,,,,PW0210D_77208_77201,Anthracite,,,,,,,,XS,,,
product_variation,2057,37.82,,,,,,,,,,PW0210D_77208_77202,Anthracite,,,,,,,,S,,,
product_variation,2057,37.82,,,,,,,,,,PW0210D_77208_77203,Anthracite,,,,,,,,M,,,
product_variation,2057,37.82,,,,,,,,,,PW0210D_77208_77204,Anthracite,,,,,,,,L,,,
product_variation,2057,37.82,,,,,,,,,,PW0210D_77208_77205,Anthracite,,,,,,,,XL,,,
product_variation,2057,37.82,,,,,,,,,,PW0210D_77208_77206,Anthracite,,,,,,,,XXL,,,
product_variation,2057,37.82,,,,,,,,,,PW0210D_77208_77207,Anthracite,,,,,,,,3XL,,,
product,2058,44.12,Herenpolo korte mouwen,55% katoen / 45% polyester. Natura® Polyester. Optimale pasvorm. Heel groot comfort. Geschikt voor industriële reiniging. Heel duurzaam. Veel ruimte voor personalisatie. Wasbaar op 60°.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=391779&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Puma Workwear,Kleding,Polo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=391779&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,
product_option,2058,,,,,,,,,,,,,Color,Anthracite,RADIOBUTTONS,TRUE,,,,,,,
product_option,2058,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,
product_option,2058,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,
product_option,2058,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,
product_option,2058,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,
product_option,2058,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,
product_option,2058,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,
product_option,2058,,,,,,,,,,,,,Size,4XL,RADIOBUTTONS,TRUE,,,,,,,
product_option,2058,,,,,,,,,,,,,Size,5XL,RADIOBUTTONS,TRUE,,,,,,,
product_variation,2058,44.12,,,,,,,,,,PW0410_77217_77209,Anthracite,,,,,,,,S,,,
product_variation,2058,44.12,,,,,,,,,,PW0410_77217_77210,Anthracite,,,,,,,,M,,,
product_variation,2058,44.12,,,,,,,,,,PW0410_77217_77211,Anthracite,,,,,,,,L,,,
product_variation,2058,44.12,,,,,,,,,,PW0410_77217_77212,Anthracite,,,,,,,,XL,,,
product_variation,2058,44.12,,,,,,,,,,PW0410_77217_77213,Anthracite,,,,,,,,XXL,,,
product_variation,2058,44.12,,,,,,,,,,PW0410_77217_77214,Anthracite,,,,,,,,3XL,,,
product_variation,2058,44.12,,,,,,,,,,PW0410_77217_77215,Anthracite,,,,,,,,4XL,,,
product_variation,2058,44.12,,,,,,,,,,PW0410_77217_77216,Anthracite,,,,,,,,5XL,,,
product,2059,44.12,Damespolo korte mouwen,55% katoen / 45% polyester. Cotton Club®: 55% katoen / 45% Natura® Polyester. Optimale pasvorm. Heel groot comfort. Geschikt voor industriële reiniging. Heel duurzaam. Veel ruimte voor personalisatie. Wasbaar op 60°.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=391778&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Puma Workwear,Kleding,Polo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=391778&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,
product_option,2059,,,,,,,,,,,,,Color,Anthracite,RADIOBUTTONS,TRUE,,,,,,,
product_option,2059,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,
product_option,2059,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,
product_option,2059,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,
product_option,2059,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,
product_option,2059,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,
product_option,2059,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,
product_option,2059,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,
product_variation,2059,44.12,,,,,,,,,,PW0410D_77225_77218,Anthracite,,,,,,,,XS,,,
product_variation,2059,44.12,,,,,,,,,,PW0410D_77225_77219,Anthracite,,,,,,,,S,,,
product_variation,2059,44.12,,,,,,,,,,PW0410D_77225_77220,Anthracite,,,,,,,,M,,,
product_variation,2059,44.12,,,,,,,,,,PW0410D_77225_77221,Anthracite,,,,,,,,L,,,
product_variation,2059,44.12,,,,,,,,,,PW0410D_77225_77222,Anthracite,,,,,,,,XL,,,
product_variation,2059,44.12,,,,,,,,,,PW0410D_77225_77223,Anthracite,,,,,,,,XXL,,,
product_variation,2059,44.12,,,,,,,,,,PW0410D_77225_77224,Anthracite,,,,,,,,3XL,,,
product,2060,110.28,Werkjasje softshell unisex,"100% polyester. Voering: 100% polyesterfleece. Optimale pasvorm. 2 lagen. Transversaal elastisch. Winddicht, ademend en waterafstotend jasje met rits. Heel groot comfort. Verticaal borstzakje met rits aan de linkerkant. Twee binnenzakken. De boord van de elastische mouwen is omzoomd. Koordje in de zoom om de breedte aan te passen.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=398541&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Puma Workwear,Kleding,Jas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=398541&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,
product_option,2060,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,
product_option,2060,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,
product_option,2060,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,
product_option,2060,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,
product_option,2060,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,
product_option,2060,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,
product_option,2060,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,
product_option,2060,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,
product_option,2060,,,,,,,,,,,,,Size,4XL,RADIOBUTTONS,TRUE,,,,,,,
product_option,2060,,,,,,,,,,,,,Size,5XL,RADIOBUTTONS,TRUE,,,,,,,
product_variation,2060,110.28,,,,,,,,,,PW6000_77295_77286,Black,,,,,,,,XS,,,
product_variation,2060,110.28,,,,,,,,,,PW6000_77295_77287,Black,,,,,,,,S,,,
product_variation,2060,110.28,,,,,,,,,,PW6000_77295_77288,Black,,,,,,,,M,,,
product_variation,2060,110.28,,,,,,,,,,PW6000_77295_77289,Black,,,,,,,,L,,,
product_variation,2060,110.28,,,,,,,,,,PW6000_77295_77290,Black,,,,,,,,XL,,,
product_variation,2060,110.28,,,,,,,,,,PW6000_77295_77291,Black,,,,,,,,XXL,,,
product_variation,2060,110.28,,,,,,,,,,PW6000_77295_77292,Black,,,,,,,,3XL,,,
product_variation,2060,110.28,,,,,,,,,,PW6000_77295_77293,Black,,,,,,,,4XL,,,
product_variation,2060,110.28,,,,,,,,,,PW6000_77295_77294,Black,,,,,,,,5XL,,,
product,2061,116.56,Werkbroek heren,63% polyester / 34% katoen / 3% elastolefin. Transversaal elastisch. Verstevigde Cordura® stretchstof. Twee achterzakken. Eén zak met knooplijst. Eén meterzak.  Eén gsm-zak. Achterzakken. Gulp met rits.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=391777&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Puma Workwear,Kleding,Broek/Kuitbroek,https://media.europeancatalog.com/ws.php?act=download&mamfileid=391777&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,
product_option,2061,,,,,,,,,,,,,Color,Light Anthracite / Black,RADIOBUTTONS,TRUE,,,,,,,
product_option,2061,,,,,,,,,,,,,Size,44 EU (44 DE),RADIOBUTTONS,TRUE,,,,,,,
product_option,2061,,,,,,,,,,,,,Size,46 EU (46 DE),RADIOBUTTONS,TRUE,,,,,,,
product_option,2061,,,,,,,,,,,,,Size,48 EU (48 DE),RADIOBUTTONS,TRUE,,,,,,,
product_option,2061,,,,,,,,,,,,,Size,50 EU (50 DE),RADIOBUTTONS,TRUE,,,,,,,
product_option,2061,,,,,,,,,,,,,Size,52 EU (52 DE),RADIOBUTTONS,TRUE,,,,,,,
product_option,2061,,,,,,,,,,,,,Size,54 EU (54 DE),RADIOBUTTONS,TRUE,,,,,,,
product_option,2061,,,,,,,,,,,,,Size,56 EU (56 DE),RADIOBUTTONS,TRUE,,,,,,,
product_option,2061,,,,,,,,,,,,,Size,58 EU (58 DE),RADIOBUTTONS,TRUE,,,,,,,
product_option,2061,,,,,,,,,,,,,Size,60 EU (60 DE),RADIOBUTTONS,TRUE,,,,,,,
product_option,2061,,,,,,,,,,,,,Size,62 EU (62 DE),RADIOBUTTONS,TRUE,,,,,,,
