type,product_internal_id,product_price,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_media_gallery_image_url_2,product_media_gallery_image_url_3,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_media_gallery_image_url_6,product_media_gallery_image_url_7,product_media_gallery_image_url_8,product_media_gallery_image_url_9,product_media_gallery_image_url_10,product_media_gallery_image_url_11,product_media_gallery_image_url_12,product_media_gallery_image_url_13,product_media_gallery_image_url_14,product_media_gallery_image_url_15,product_media_gallery_image_url_16,product_media_gallery_image_url_17,product_media_gallery_image_url_18,product_variation_sku,product_variation_option_Color,product_option_name,product_option_value,product_option_type,product_option_is_required,product_media_gallery_image_url_19,product_media_gallery_image_url_20,product_media_gallery_image_url_21,product_media_gallery_image_url_22,product_media_gallery_image_url_23,product_media_gallery_image_url_24,product_media_gallery_image_url_25,product_variation_option_Size
product_option,801,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,44 EU,RADIOBUTTONS,TRUE,,,,,,,,
product_option,801,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,45 EU,RADIOBUTTONS,TRUE,,,,,,,,
product_option,801,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,46 EU,RADIOBUTTONS,TRUE,,,,,,,,
product_option,801,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Ecru,RADIOBUTTONS,TRUE,,,,,,,,
product_option,801,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,French Blue,RADIOBUTTONS,TRUE,,,,,,,,
product_option,801,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Light khaki,RADIOBUTTONS,TRUE,,,,,,,,
product_option,801,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Linen,RADIOBUTTONS,TRUE,,,,,,,,
product_option,801,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Natural / Navy Stripe,RADIOBUTTONS,TRUE,,,,,,,,
product_option,801,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,
product_option,801,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Raw Denim,RADIOBUTTONS,TRUE,,,,,,,,
product_option,801,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,,,,,,,,
product_option,801,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Sable,RADIOBUTTONS,TRUE,,,,,,,,
product_option,801,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Striped Blue / White / Red,RADIOBUTTONS,TRUE,,,,,,,,
product_option,801,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,801,17.26,,,,,,,,,,,,,,,,,,,,,,,,,K840_69883_69860,Black,,,,,,,,,,,,36 EU
product_variation,801,17.26,,,,,,,,,,,,,,,,,,,,,,,,,K840_69883_69863,Black,,,,,,,,,,,,37 EU
product_variation,801,17.26,,,,,,,,,,,,,,,,,,,,,,,,,K840_69883_69864,Black,,,,,,,,,,,,38 EU
product_variation,801,17.26,,,,,,,,,,,,,,,,,,,,,,,,,K840_69883_69867,Black,,,,,,,,,,,,39 EU
product_variation,801,17.26,,,,,,,,,,,,,,,,,,,,,,,,,K840_69883_69868,Black,,,,,,,,,,,,40 EU
product_variation,801,17.94,,,,,,,,,,,,,,,,,,,,,,,,,K840X_69882_69871,Black,,,,,,,,,,,,41 EU
product_variation,801,17.94,,,,,,,,,,,,,,,,,,,,,,,,,K840X_69882_69872,Black,,,,,,,,,,,,42 EU
product_variation,801,17.94,,,,,,,,,,,,,,,,,,,,,,,,,K840X_69882_69875,Black,,,,,,,,,,,,43 EU
product_variation,801,17.94,,,,,,,,,,,,,,,,,,,,,,,,,K840X_69882_69876,Black,,,,,,,,,,,,44 EU
product_variation,801,17.94,,,,,,,,,,,,,,,,,,,,,,,,,K840X_69882_69879,Black,,,,,,,,,,,,45 EU
product_variation,801,17.94,,,,,,,,,,,,,,,,,,,,,,,,,K840X_69882_69880,Black,,,,,,,,,,,,46 EU
product_variation,801,17.26,,,,,,,,,,,,,,,,,,,,,,,,,K840_85186_69860,Ecru,,,,,,,,,,,,
product_variation,801,17.26,,,,,,,,,,,,,,,,,,,,,,,,,K840_85186_69863,Ecru,,,,,,,,,,,,
product_variation,801,17.26,,,,,,,,,,,,,,,,,,,,,,,,,K840_85186_69864,Ecru,,,,,,,,,,,,
product_variation,801,17.26,,,,,,,,,,,,,,,,,,,,,,,,,K840_85186_69867,Ecru,,,,,,,,,,,,
product_variation,801,17.26,,,,,,,,,,,,,,,,,,,,,,,,,K840_85186_69868,Ecru,,,,,,,,,,,,
product_variation,801,17.94,,,,,,,,,,,,,,,,,,,,,,,,,K840X_85187_69871,Ecru,,,,,,,,,,,,
product_variation,801,17.94,,,,,,,,,,,,,,,,,,,,,,,,,K840X_85187_69872,Ecru,,,,,,,,,,,,
product_variation,801,17.94,,,,,,,,,,,,,,,,,,,,,,,,,K840X_85187_69875,Ecru,,,,,,,,,,,,
product_variation,801,17.94,,,,,,,,,,,,,,,,,,,,,,,,,K840X_85187_69876,Ecru,,,,,,,,,,,,
product_variation,801,17.94,,,,,,,,,,,,,,,,,,,,,,,,,K840X_85187_69879,Ecru,,,,,,,,,,,,
product_variation,801,17.94,,,,,,,,,,,,,,,,,,,,,,,,,K840X_85187_69880,Ecru,,,,,,,,,,,,
product_variation,801,17.26,,,,,,,,,,,,,,,,,,,,,,,,,K840_69884_69860,French Blue,,,,,,,,,,,,
product_variation,801,17.26,,,,,,,,,,,,,,,,,,,,,,,,,K840_69884_69863,French Blue,,,,,,,,,,,,
product_variation,801,17.26,,,,,,,,,,,,,,,,,,,,,,,,,K840_69884_69864,French Blue,,,,,,,,,,,,
product_variation,801,17.26,,,,,,,,,,,,,,,,,,,,,,,,,K840_69884_69867,French Blue,,,,,,,,,,,,
product_variation,801,17.26,,,,,,,,,,,,,,,,,,,,,,,,,K840_69884_69868,French Blue,,,,,,,,,,,,
product_variation,801,17.94,,,,,,,,,,,,,,,,,,,,,,,,,K840X_69885_69871,French Blue,,,,,,,,,,,,
product_variation,801,17.94,,,,,,,,,,,,,,,,,,,,,,,,,K840X_69885_69872,French Blue,,,,,,,,,,,,
product_variation,801,17.94,,,,,,,,,,,,,,,,,,,,,,,,,K840X_69885_69875,French Blue,,,,,,,,,,,,
product_variation,801,17.94,,,,,,,,,,,,,,,,,,,,,,,,,K840X_69885_69876,French Blue,,,,,,,,,,,,
product_variation,801,17.94,,,,,,,,,,,,,,,,,,,,,,,,,K840X_69885_69879,French Blue,,,,,,,,,,,,
product_variation,801,17.94,,,,,,,,,,,,,,,,,,,,,,,,,K840X_69885_69880,French Blue,,,,,,,,,,,,
product_variation,801,17.26,,,,,,,,,,,,,,,,,,,,,,,,,K840_69887_69860,Light khaki,,,,,,,,,,,,
product_variation,801,17.26,,,,,,,,,,,,,,,,,,,,,,,,,K840_69887_69863,Light khaki,,,,,,,,,,,,
product_variation,801,17.26,,,,,,,,,,,,,,,,,,,,,,,,,K840_69887_69864,Light khaki,,,,,,,,,,,,
product_variation,801,17.26,,,,,,,,,,,,,,,,,,,,,,,,,K840_69887_69867,Light khaki,,,,,,,,,,,,
product_variation,801,17.26,,,,,,,,,,,,,,,,,,,,,,,,,K840_69887_69868,Light khaki,,,,,,,,,,,,
product_variation,801,17.94,,,,,,,,,,,,,,,,,,,,,,,,,K840X_69886_69871,Light khaki,,,,,,,,,,,,
product_variation,801,17.94,,,,,,,,,,,,,,,,,,,,,,,,,K840X_69886_69872,Light khaki,,,,,,,,,,,,
product_variation,801,17.94,,,,,,,,,,,,,,,,,,,,,,,,,K840X_69886_69875,Light khaki,,,,,,,,,,,,
product_variation,801,17.94,,,,,,,,,,,,,,,,,,,,,,,,,K840X_69886_69876,Light khaki,,,,,,,,,,,,
product_variation,801,17.94,,,,,,,,,,,,,,,,,,,,,,,,,K840X_69886_69879,Light khaki,,,,,,,,,,,,
product_variation,801,17.94,,,,,,,,,,,,,,,,,,,,,,,,,K840X_69886_69880,Light khaki,,,,,,,,,,,,
product_variation,801,17.26,,,,,,,,,,,,,,,,,,,,,,,,,K840_69888_69860,Linen,,,,,,,,,,,,
product_variation,801,17.26,,,,,,,,,,,,,,,,,,,,,,,,,K840_69888_69863,Linen,,,,,,,,,,,,
product_variation,801,17.26,,,,,,,,,,,,,,,,,,,,,,,,,K840_69888_69864,Linen,,,,,,,,,,,,
product_variation,801,17.26,,,,,,,,,,,,,,,,,,,,,,,,,K840_69888_69867,Linen,,,,,,,,,,,,
product_variation,801,17.26,,,,,,,,,,,,,,,,,,,,,,,,,K840_69888_69868,Linen,,,,,,,,,,,,
product_variation,801,17.94,,,,,,,,,,,,,,,,,,,,,,,,,K840X_69889_69871,Linen,,,,,,,,,,,,
product_variation,801,17.94,,,,,,,,,,,,,,,,,,,,,,,,,K840X_69889_69872,Linen,,,,,,,,,,,,
product_variation,801,17.94,,,,,,,,,,,,,,,,,,,,,,,,,K840X_69889_69875,Linen,,,,,,,,,,,,
product_variation,801,17.94,,,,,,,,,,,,,,,,,,,,,,,,,K840X_69889_69876,Linen,,,,,,,,,,,,
product_variation,801,17.94,,,,,,,,,,,,,,,,,,,,,,,,,K840X_69889_69879,Linen,,,,,,,,,,,,
product_variation,801,17.94,,,,,,,,,,,,,,,,,,,,,,,,,K840X_69889_69880,Linen,,,,,,,,,,,,
product_variation,801,18.3,,,,,,,,,,,,,,,,,,,,,,,,,K840C_69899_69861,Natural / Navy Stripe,,,,,,,,,,,,
product_variation,801,18.3,,,,,,,,,,,,,,,,,,,,,,,,,K840C_69899_69862,Natural / Navy Stripe,,,,,,,,,,,,
product_variation,801,18.3,,,,,,,,,,,,,,,,,,,,,,,,,K840C_69899_69865,Natural / Navy Stripe,,,,,,,,,,,,
product_variation,801,18.3,,,,,,,,,,,,,,,,,,,,,,,,,K840C_69899_69866,Natural / Navy Stripe,,,,,,,,,,,,
product_variation,801,18.3,,,,,,,,,,,,,,,,,,,,,,,,,K840C_69899_69869,Natural / Navy Stripe,,,,,,,,,,,,
product_variation,801,19.2,,,,,,,,,,,,,,,,,,,,,,,,,K840CX_69898_69870,Natural / Navy Stripe,,,,,,,,,,,,
product_variation,801,19.2,,,,,,,,,,,,,,,,,,,,,,,,,K840CX_69898_69873,Natural / Navy Stripe,,,,,,,,,,,,
product_variation,801,19.2,,,,,,,,,,,,,,,,,,,,,,,,,K840CX_69898_69874,Natural / Navy Stripe,,,,,,,,,,,,
product_variation,801,19.2,,,,,,,,,,,,,,,,,,,,,,,,,K840CX_69898_69877,Natural / Navy Stripe,,,,,,,,,,,,
product_variation,801,19.2,,,,,,,,,,,,,,,,,,,,,,,,,K840CX_69898_69878,Natural / Navy Stripe,,,,,,,,,,,,
product_variation,801,19.2,,,,,,,,,,,,,,,,,,,,,,,,,K840CX_69898_69881,Natural / Navy Stripe,,,,,,,,,,,,
product_variation,801,17.26,,,,,,,,,,,,,,,,,,,,,,,,,K840_69891_69860,Navy,,,,,,,,,,,,
product_variation,801,17.26,,,,,,,,,,,,,,,,,,,,,,,,,K840_69891_69863,Navy,,,,,,,,,,,,
product_variation,801,17.26,,,,,,,,,,,,,,,,,,,,,,,,,K840_69891_69864,Navy,,,,,,,,,,,,
product_variation,801,17.26,,,,,,,,,,,,,,,,,,,,,,,,,K840_69891_69867,Navy,,,,,,,,,,,,
product_variation,801,17.26,,,,,,,,,,,,,,,,,,,,,,,,,K840_69891_69868,Navy,,,,,,,,,,,,
product_variation,801,17.94,,,,,,,,,,,,,,,,,,,,,,,,,K840X_69890_69871,Navy,,,,,,,,,,,,
product_variation,801,17.94,,,,,,,,,,,,,,,,,,,,,,,,,K840X_69890_69872,Navy,,,,,,,,,,,,
product_variation,801,17.94,,,,,,,,,,,,,,,,,,,,,,,,,K840X_69890_69875,Navy,,,,,,,,,,,,
product_variation,801,17.94,,,,,,,,,,,,,,,,,,,,,,,,,K840X_69890_69876,Navy,,,,,,,,,,,,
product_variation,801,17.94,,,,,,,,,,,,,,,,,,,,,,,,,K840X_69890_69879,Navy,,,,,,,,,,,,
product_variation,801,17.94,,,,,,,,,,,,,,,,,,,,,,,,,K840X_69890_69880,Navy,,,,,,,,,,,,
product_variation,801,17.26,,,,,,,,,,,,,,,,,,,,,,,,,K840_69892_69860,Raw Denim,,,,,,,,,,,,
product_variation,801,17.26,,,,,,,,,,,,,,,,,,,,,,,,,K840_69892_69863,Raw Denim,,,,,,,,,,,,
product_variation,801,17.26,,,,,,,,,,,,,,,,,,,,,,,,,K840_69892_69864,Raw Denim,,,,,,,,,,,,
product_variation,801,17.26,,,,,,,,,,,,,,,,,,,,,,,,,K840_69892_69867,Raw Denim,,,,,,,,,,,,
product_variation,801,17.26,,,,,,,,,,,,,,,,,,,,,,,,,K840_69892_69868,Raw Denim,,,,,,,,,,,,
product_variation,801,17.94,,,,,,,,,,,,,,,,,,,,,,,,,K840X_69893_69871,Raw Denim,,,,,,,,,,,,
product_variation,801,17.94,,,,,,,,,,,,,,,,,,,,,,,,,K840X_69893_69872,Raw Denim,,,,,,,,,,,,
product_variation,801,17.94,,,,,,,,,,,,,,,,,,,,,,,,,K840X_69893_69875,Raw Denim,,,,,,,,,,,,
product_variation,801,17.94,,,,,,,,,,,,,,,,,,,,,,,,,K840X_69893_69876,Raw Denim,,,,,,,,,,,,
product_variation,801,17.94,,,,,,,,,,,,,,,,,,,,,,,,,K840X_69893_69879,Raw Denim,,,,,,,,,,,,
product_variation,801,17.94,,,,,,,,,,,,,,,,,,,,,,,,,K840X_69893_69880,Raw Denim,,,,,,,,,,,,
product_variation,801,17.26,,,,,,,,,,,,,,,,,,,,,,,,,K840_69895_69860,Red,,,,,,,,,,,,
product_variation,801,17.26,,,,,,,,,,,,,,,,,,,,,,,,,K840_69895_69863,Red,,,,,,,,,,,,
product_variation,801,17.26,,,,,,,,,,,,,,,,,,,,,,,,,K840_69895_69864,Red,,,,,,,,,,,,
product_variation,801,17.26,,,,,,,,,,,,,,,,,,,,,,,,,K840_69895_69867,Red,,,,,,,,,,,,
product_variation,801,17.26,,,,,,,,,,,,,,,,,,,,,,,,,K840_69895_69868,Red,,,,,,,,,,,,
product_variation,801,17.94,,,,,,,,,,,,,,,,,,,,,,,,,K840X_69894_69871,Red,,,,,,,,,,,,
product_variation,801,17.94,,,,,,,,,,,,,,,,,,,,,,,,,K840X_69894_69872,Red,,,,,,,,,,,,
product_variation,801,17.94,,,,,,,,,,,,,,,,,,,,,,,,,K840X_69894_69875,Red,,,,,,,,,,,,
product_variation,801,17.94,,,,,,,,,,,,,,,,,,,,,,,,,K840X_69894_69876,Red,,,,,,,,,,,,
product_variation,801,17.94,,,,,,,,,,,,,,,,,,,,,,,,,K840X_69894_69879,Red,,,,,,,,,,,,
product_variation,801,17.94,,,,,,,,,,,,,,,,,,,,,,,,,K840X_69894_69880,Red,,,,,,,,,,,,
product_variation,801,17.26,,,,,,,,,,,,,,,,,,,,,,,,,K840_86150_69860,Sable,,,,,,,,,,,,
product_variation,801,17.26,,,,,,,,,,,,,,,,,,,,,,,,,K840_86150_69863,Sable,,,,,,,,,,,,
product_variation,801,17.26,,,,,,,,,,,,,,,,,,,,,,,,,K840_86150_69864,Sable,,,,,,,,,,,,
product_variation,801,17.26,,,,,,,,,,,,,,,,,,,,,,,,,K840_86150_69867,Sable,,,,,,,,,,,,
product_variation,801,17.26,,,,,,,,,,,,,,,,,,,,,,,,,K840_86150_69868,Sable,,,,,,,,,,,,
product_variation,801,17.94,,,,,,,,,,,,,,,,,,,,,,,,,K840X_86149_69871,Sable,,,,,,,,,,,,
product_variation,801,17.94,,,,,,,,,,,,,,,,,,,,,,,,,K840X_86149_69872,Sable,,,,,,,,,,,,
product_variation,801,17.94,,,,,,,,,,,,,,,,,,,,,,,,,K840X_86149_69875,Sable,,,,,,,,,,,,
product_variation,801,17.94,,,,,,,,,,,,,,,,,,,,,,,,,K840X_86149_69876,Sable,,,,,,,,,,,,
product_variation,801,17.94,,,,,,,,,,,,,,,,,,,,,,,,,K840X_86149_69879,Sable,,,,,,,,,,,,
product_variation,801,17.94,,,,,,,,,,,,,,,,,,,,,,,,,K840X_86149_69880,Sable,,,,,,,,,,,,
product_variation,801,18.3,,,,,,,,,,,,,,,,,,,,,,,,,K840C_69896_69861,Striped Blue / White / Red,,,,,,,,,,,,
product_variation,801,18.3,,,,,,,,,,,,,,,,,,,,,,,,,K840C_69896_69862,Striped Blue / White / Red,,,,,,,,,,,,
product_variation,801,18.3,,,,,,,,,,,,,,,,,,,,,,,,,K840C_69896_69865,Striped Blue / White / Red,,,,,,,,,,,,
product_variation,801,18.3,,,,,,,,,,,,,,,,,,,,,,,,,K840C_69896_69866,Striped Blue / White / Red,,,,,,,,,,,,
product_variation,801,18.3,,,,,,,,,,,,,,,,,,,,,,,,,K840C_69896_69869,Striped Blue / White / Red,,,,,,,,,,,,
product_variation,801,19.2,,,,,,,,,,,,,,,,,,,,,,,,,K840CX_69897_69870,Striped Blue / White / Red,,,,,,,,,,,,
product_variation,801,19.2,,,,,,,,,,,,,,,,,,,,,,,,,K840CX_69897_69873,Striped Blue / White / Red,,,,,,,,,,,,
product_variation,801,19.2,,,,,,,,,,,,,,,,,,,,,,,,,K840CX_69897_69874,Striped Blue / White / Red,,,,,,,,,,,,
product_variation,801,19.2,,,,,,,,,,,,,,,,,,,,,,,,,K840CX_69897_69877,Striped Blue / White / Red,,,,,,,,,,,,
product_variation,801,19.2,,,,,,,,,,,,,,,,,,,,,,,,,K840CX_69897_69878,Striped Blue / White / Red,,,,,,,,,,,,
product_variation,801,19.2,,,,,,,,,,,,,,,,,,,,,,,,,K840CX_69897_69881,Striped Blue / White / Red,,,,,,,,,,,,
product_variation,801,17.26,,,,,,,,,,,,,,,,,,,,,,,,,K840_69900_69860,White,,,,,,,,,,,,
product_variation,801,17.26,,,,,,,,,,,,,,,,,,,,,,,,,K840_69900_69863,White,,,,,,,,,,,,
product_variation,801,17.26,,,,,,,,,,,,,,,,,,,,,,,,,K840_69900_69864,White,,,,,,,,,,,,
product_variation,801,17.26,,,,,,,,,,,,,,,,,,,,,,,,,K840_69900_69867,White,,,,,,,,,,,,
product_variation,801,17.26,,,,,,,,,,,,,,,,,,,,,,,,,K840_69900_69868,White,,,,,,,,,,,,
product_variation,801,17.94,,,,,,,,,,,,,,,,,,,,,,,,,K840X_69901_69871,White,,,,,,,,,,,,
product_variation,801,17.94,,,,,,,,,,,,,,,,,,,,,,,,,K840X_69901_69872,White,,,,,,,,,,,,
product_variation,801,17.94,,,,,,,,,,,,,,,,,,,,,,,,,K840X_69901_69875,White,,,,,,,,,,,,
product_variation,801,17.94,,,,,,,,,,,,,,,,,,,,,,,,,K840X_69901_69876,White,,,,,,,,,,,,
product_variation,801,17.94,,,,,,,,,,,,,,,,,,,,,,,,,K840X_69901_69879,White,,,,,,,,,,,,
product_variation,801,17.94,,,,,,,,,,,,,,,,,,,,,,,,,K840X_69901_69880,White,,,,,,,,,,,,
product,802,10.8,Naadloze bh,"93% polyamide / 7% elasthan. Gemaakt van 55% gerecycleerd polyamide pré-consumer. Skinny snit. Naadloos en ergonomisch weefsel voor een maximaal comfort. Afwerking met dubbele dikte onder de borst. Halsopening aan de voorkant en achterkant + schouderbandjes met biesjes Gemaakt in Italië. Gecertificeerd STANDARD 100 by OEKO-TEX®N° CQ1007/8, IFTH.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=200175&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kariban,Ondergoed,Sportbh,https://media.europeancatalog.com/ws.php?act=download&mamfileid=200175&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=200176&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=198871&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=200169&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=200173&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=200174&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=200172&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=197384&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=197383&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=197435&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=198874&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=198876&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=198875&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=198877&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=371982&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,
product_option,802,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,
product_option,802,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,,
product_option,802,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,S/M,RADIOBUTTONS,TRUE,,,,,,,,
product_option,802,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,L/XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,802,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,802,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Nude,RADIOBUTTONS,TRUE,,,,,,,,
product_option,802,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,802,10.8,,,,,,,,,,,,,,,,,,,,,,,,,K870_69592_69588,Black,,,,,,,,,,,,XS
product_variation,802,10.8,,,,,,,,,,,,,,,,,,,,,,,,,K870_69592_69589,Black,,,,,,,,,,,,S/M
product_variation,802,10.8,,,,,,,,,,,,,,,,,,,,,,,,,K870_69592_69590,Black,,,,,,,,,,,,L/XL
product_variation,802,12.1,,,,,,,,,,,,,,,,,,,,,,,,,K870X_69593_69591,Black,,,,,,,,,,,,XXL
