type,product_internal_id,product_price,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_variation_sku,product_variation_option_Color,product_variation_option_Size,product_option_name,product_option_value,product_option_type,product_option_is_required,product_media_gallery_image_url_1,product_media_gallery_image_url_2,product_media_gallery_image_url_3,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_media_gallery_image_url_6,product_media_gallery_image_url_7,product_media_gallery_image_url_8
product_option,2304,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,
product_option,2304,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,
product_option,2304,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,
product_option,2304,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,2304,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,2304,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,2304,32.26,,,,,,,RU923M_85139_85134,Oxford Blue,S,,,,,,,,,,,,
product_variation,2304,32.26,,,,,,,RU923M_85139_85135,Oxford Blue,M,,,,,,,,,,,,
product_variation,2304,32.26,,,,,,,RU923M_85139_85136,Oxford Blue,L,,,,,,,,,,,,
product_variation,2304,32.26,,,,,,,RU923M_85139_85137,Oxford Blue,XL,,,,,,,,,,,,
product_variation,2304,32.26,,,,,,,RU923M_85139_85138,Oxford Blue,XXL,,,,,,,,,,,,
product_variation,2304,32.26,,,,,,,RU923M_85140_85134,White,,,,,,,,,,,,,
product_variation,2304,32.26,,,,,,,RU923M_85140_85135,White,,,,,,,,,,,,,
product_variation,2304,32.26,,,,,,,RU923M_85140_85136,White,,,,,,,,,,,,,
product_variation,2304,32.26,,,,,,,RU923M_85140_85137,White,,,,,,,,,,,,,
product_variation,2304,32.26,,,,,,,RU923M_85140_85138,White,,,,,,,,,,,,,
product,2305,38.36,1/4 Zip Outdoor Fleece,"100% polyester anti-pilling. Compact fleece voor meer warmte. Glad oppervlak voor een betere bewerking. Opstaande kraag. Zijzakken met rits en mesh voering. Toon op toon ritsen. Elastisch aanrijgkoord. Gecertificeerd STANDARD 100 by OEKO-TEX®N° 08-5941, Shirley.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=387665&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Russell,Kleding,Pullover/Cardigan/Gilet,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=387665&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=387664&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,
product_option,2305,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,
product_option,2305,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,
product_option,2305,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,
product_option,2305,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,
product_option,2305,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,2305,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,2305,,,,,,,,,,,Color,Convoy Grey,RADIOBUTTONS,TRUE,,,,,,,,
product_option,2305,,,,,,,,,,,Color,French Navy,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,2305,38.36,,,,,,,RU8740M_21874_21869,Black,S,,,,,,,,,,,,
product_variation,2305,38.36,,,,,,,RU8740M_21874_21870,Black,M,,,,,,,,,,,,
product_variation,2305,38.36,,,,,,,RU8740M_21874_21871,Black,L,,,,,,,,,,,,
product_variation,2305,38.36,,,,,,,RU8740M_21874_21872,Black,XL,,,,,,,,,,,,
product_variation,2305,38.36,,,,,,,RU8740M_21874_21873,Black,XXL,,,,,,,,,,,,
product_variation,2305,38.36,,,,,,,RU8740M_21878_21869,Convoy Grey,,,,,,,,,,,,,
product_variation,2305,38.36,,,,,,,RU8740M_21878_21870,Convoy Grey,,,,,,,,,,,,,
product_variation,2305,38.36,,,,,,,RU8740M_21878_21871,Convoy Grey,,,,,,,,,,,,,
product_variation,2305,38.36,,,,,,,RU8740M_21878_21872,Convoy Grey,,,,,,,,,,,,,
product_variation,2305,38.36,,,,,,,RU8740M_21878_21873,Convoy Grey,,,,,,,,,,,,,
product_variation,2305,38.36,,,,,,,RU8740M_21875_21869,French Navy,,,,,,,,,,,,,
product_variation,2305,38.36,,,,,,,RU8740M_21875_21870,French Navy,,,,,,,,,,,,,
product_variation,2305,38.36,,,,,,,RU8740M_21875_21871,French Navy,,,,,,,,,,,,,
product_variation,2305,38.36,,,,,,,RU8740M_21875_21872,French Navy,,,,,,,,,,,,,
product_variation,2305,38.36,,,,,,,RU8740M_21875_21873,French Navy,,,,,,,,,,,,,
product,2306,41.68,Full Zip Microfleece,"100% microfleece polyester anti-pilling. Fijn geweven materiaal met een hoge dichtheid biedt veel warmte en weinig volume. Opstaande kraag. Zijzakken met rits en mesh voering. Ritstrekkers. Elastisch aanrijgkoord. Gecertificeerd STANDARD 100 by OEKO-TEX®N° 08-5941, Shirley.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=387667&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Russell,Kleding,Jas,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=387667&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=387666&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,
product_option,2306,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,
product_option,2306,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,
product_option,2306,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,
product_option,2306,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,2306,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,2306,,,,,,,,,,,Color,French Navy,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,2306,41.68,,,,,,,RU880M_6305_6300,Black,M,,,,,,,,,,,,
product_variation,2306,41.68,,,,,,,RU880M_6305_6301,Black,L,,,,,,,,,,,,
product_variation,2306,41.68,,,,,,,RU880M_6305_6302,Black,XL,,,,,,,,,,,,
product_variation,2306,41.68,,,,,,,RU880M_6305_6303,Black,XXL,,,,,,,,,,,,
product_variation,2306,41.68,,,,,,,RU880M_6306_6300,French Navy,,,,,,,,,,,,,
product_variation,2306,41.68,,,,,,,RU880M_6306_6301,French Navy,,,,,,,,,,,,,
product_variation,2306,41.68,,,,,,,RU880M_6306_6302,French Navy,,,,,,,,,,,,,
product_variation,2306,41.68,,,,,,,RU880M_6306_6303,French Navy,,,,,,,,,,,,,
product,2307,38.36,1/4 Zip Microfleece,"100% microfleece polyester anti-pilling. Fijn geweven materiaal met een hoge dichtheid biedt veel warmte en weinig volume. Opstaande kraag. Ritstrekker. Gecertificeerd STANDARD 100 by OEKO-TEX®N° 08-5941, Shirley.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=387669&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Russell,Kleding,Pullover/Cardigan/Gilet,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=387669&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=387668&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,
product_option,2307,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,
product_option,2307,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,
product_option,2307,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,
product_option,2307,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,2307,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,2307,,,,,,,,,,,Color,French Navy,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,2307,38.36,,,,,,,RU881M_6312_6307,Black,M,,,,,,,,,,,,
product_variation,2307,38.36,,,,,,,RU881M_6312_6308,Black,L,,,,,,,,,,,,
product_variation,2307,38.36,,,,,,,RU881M_6312_6309,Black,XL,,,,,,,,,,,,
product_variation,2307,38.36,,,,,,,RU881M_6312_6310,Black,XXL,,,,,,,,,,,,
product_variation,2307,38.36,,,,,,,RU881M_6313_6307,French Navy,,,,,,,,,,,,,
product_variation,2307,38.36,,,,,,,RU881M_6313_6308,French Navy,,,,,,,,,,,,,
product_variation,2307,38.36,,,,,,,RU881M_6313_6309,French Navy,,,,,,,,,,,,,
product_variation,2307,38.36,,,,,,,RU881M_6313_6310,French Navy,,,,,,,,,,,,,
product,2308,41.38,Afgewassen Oxford overhemd met lange mouwen,"100% katoen. Getailleerde snit. Kraag met knopen. Contrasterende binnenkant kraagstaander en mouwuiteinden. Contrasterende knopen. Afneembare gesp om eventueel een das of bril aan te hangen. Borstzakje links. Regelbare, afgeronde manchetten met twee knopen. Afgeronde zoom. Gecertificeerd STANDARD 100 by OEKO-TEX®N° 08-5941, Shirley.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=394272&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Russell,Kleding,Overhemd,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=394272&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=394271&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=71660&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=71645&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,
product_option,2308,,,,,,,,,,,Color,Oxford Blue / Oxford Navy,RADIOBUTTONS,TRUE,,,,,,,,
product_option,2308,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,
product_option,2308,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,
product_option,2308,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,
product_option,2308,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,2308,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,2308,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,2308,,,,,,,,,,,Size,4XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,2308,,,,,,,,,,,Color,Oxford Navy / Oxford Blue,RADIOBUTTONS,TRUE,,,,,,,,
product_option,2308,,,,,,,,,,,Color,Oxford Red / Cream,RADIOBUTTONS,TRUE,,,,,,,,
product_option,2308,,,,,,,,,,,Color,White / Oxford Blue,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,2308,41.38,,,,,,,RU920M_61965_61962,Oxford Blue / Oxford Navy,S,,,,,,,,,,,,
product_variation,2308,41.38,,,,,,,RU920M_61965_61961,Oxford Blue / Oxford Navy,M,,,,,,,,,,,,
product_variation,2308,41.38,,,,,,,RU920M_61965_61960,Oxford Blue / Oxford Navy,L,,,,,,,,,,,,
product_variation,2308,41.38,,,,,,,RU920M_61965_61963,Oxford Blue / Oxford Navy,XL,,,,,,,,,,,,
product_variation,2308,41.38,,,,,,,RU920M_61965_61964,Oxford Blue / Oxford Navy,XXL,,,,,,,,,,,,
product_variation,2308,41.38,,,,,,,RU920M_61965_61958,Oxford Blue / Oxford Navy,3XL,,,,,,,,,,,,
product_variation,2308,41.38,,,,,,,RU920M_61965_61959,Oxford Blue / Oxford Navy,4XL,,,,,,,,,,,,
product_variation,2308,41.38,,,,,,,RU920M_61966_61962,Oxford Navy / Oxford Blue,,,,,,,,,,,,,
product_variation,2308,41.38,,,,,,,RU920M_61966_61961,Oxford Navy / Oxford Blue,,,,,,,,,,,,,
product_variation,2308,41.38,,,,,,,RU920M_61966_61960,Oxford Navy / Oxford Blue,,,,,,,,,,,,,
product_variation,2308,41.38,,,,,,,RU920M_61966_61963,Oxford Navy / Oxford Blue,,,,,,,,,,,,,
product_variation,2308,41.38,,,,,,,RU920M_61966_61964,Oxford Navy / Oxford Blue,,,,,,,,,,,,,
product_variation,2308,41.38,,,,,,,RU920M_61966_61958,Oxford Navy / Oxford Blue,,,,,,,,,,,,,
product_variation,2308,41.38,,,,,,,RU920M_61966_61959,Oxford Navy / Oxford Blue,,,,,,,,,,,,,
product_variation,2308,41.38,,,,,,,RU920M_61967_61962,Oxford Red / Cream,,,,,,,,,,,,,
product_variation,2308,41.38,,,,,,,RU920M_61967_61961,Oxford Red / Cream,,,,,,,,,,,,,
product_variation,2308,41.38,,,,,,,RU920M_61967_61960,Oxford Red / Cream,,,,,,,,,,,,,
product_variation,2308,41.38,,,,,,,RU920M_61967_61963,Oxford Red / Cream,,,,,,,,,,,,,
product_variation,2308,41.38,,,,,,,RU920M_61967_61964,Oxford Red / Cream,,,,,,,,,,,,,
product_variation,2308,41.38,,,,,,,RU920M_61967_61958,Oxford Red / Cream,,,,,,,,,,,,,
product_variation,2308,41.38,,,,,,,RU920M_61967_61959,Oxford Red / Cream,,,,,,,,,,,,,
product_variation,2308,41.38,,,,,,,RU920M_61968_61962,White / Oxford Blue,,,,,,,,,,,,,
product_variation,2308,41.38,,,,,,,RU920M_61968_61961,White / Oxford Blue,,,,,,,,,,,,,
product_variation,2308,41.38,,,,,,,RU920M_61968_61960,White / Oxford Blue,,,,,,,,,,,,,
product_variation,2308,41.38,,,,,,,RU920M_61968_61963,White / Oxford Blue,,,,,,,,,,,,,
product_variation,2308,41.38,,,,,,,RU920M_61968_61964,White / Oxford Blue,,,,,,,,,,,,,
product_variation,2308,41.38,,,,,,,RU920M_61968_61958,White / Oxford Blue,,,,,,,,,,,,,
product_variation,2308,41.38,,,,,,,RU920M_61968_61959,White / Oxford Blue,,,,,,,,,,,,,
product,2309,34.48,Ladies' Long Sleeve Easy Care Oxford Shirt,"70% gekamd katoen / 30% polyester. Easy Care. Klassieke kraag met 2 knoopjes. Tailored fit. Plooitjes ter hoogte van de borst en op rug. Verstelbare, afgeronde mouwuiteinden met 2 knopen. Afgeronde onderkant. Reserveknoopjes Gecertificeerd STANDARD 100 by OEKO-TEX®N° 08-5941, Shirley.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=387675&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Russell,Kleding,Overhemd,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=387675&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=387674&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=71668&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=71669&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=71670&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,
product_option,2309,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,
product_option,2309,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,,
product_option,2309,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,
product_option,2309,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,
product_option,2309,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,
product_option,2309,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,2309,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,2309,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,2309,,,,,,,,,,,Size,4XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,2309,,,,,,,,,,,Color,Bright Navy,RADIOBUTTONS,TRUE,,,,,,,,
product_option,2309,,,,,,,,,,,Color,Oxford Blue,RADIOBUTTONS,TRUE,,,,,,,,
product_option,2309,,,,,,,,,,,Color,Silver,RADIOBUTTONS,TRUE,,,,,,,,
product_option,2309,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,2309,34.48,,,,,,,RU932F_6368_6367,Black,XS,,,,,,,,,,,,
