type,product_internal_id,product_price,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_media_gallery_image_url_2,product_media_gallery_image_url_3,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_media_gallery_image_url_6,product_media_gallery_image_url_7,product_media_gallery_image_url_8,product_media_gallery_image_url_9,product_variation_sku,product_variation_option_Color,product_option_name,product_option_value,product_option_type,product_option_is_required,product_variation_option_Size
product,255,74.36,Everyday overalls (ex. ded247bb),65% polyester / 35% katoen. Twee zakken op de taille. Regelbare schouderbanden. Cargozak met daarin een gsm-zak. 2 achterzakken. Meterzak op de broekspijp rechts.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390510&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Dickies,Kleding,Coverall,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390510&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390508&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390509&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=244627&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390507&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=244625&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,
product_option,255,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,
product_option,255,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,
product_option,255,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,
product_option,255,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,
product_option,255,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,
product_option,255,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,
product_option,255,,,,,,,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,
product_option,255,,,,,,,,,,,,,,,,,,,Color,Grey / Black,RADIOBUTTONS,TRUE,
product_option,255,,,,,,,,,,,,,,,,,,,Color,Khaki / Black,RADIOBUTTONS,TRUE,
product_option,255,,,,,,,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,
product_variation,255,74.36,,,,,,,,,,,,,,,,DK0A4XT2_72535_72527,Black,,,,,S
product_variation,255,74.36,,,,,,,,,,,,,,,,DK0A4XT2_72535_72526,Black,,,,,M
product_variation,255,74.36,,,,,,,,,,,,,,,,DK0A4XT2_72535_72525,Black,,,,,L
product_variation,255,74.36,,,,,,,,,,,,,,,,DK0A4XT2_72535_72528,Black,,,,,XL
product_variation,255,74.36,,,,,,,,,,,,,,,,DK0A4XT2_72535_72529,Black,,,,,XXL
product_variation,255,74.36,,,,,,,,,,,,,,,,DK0A4XT2_72535_72530,Black,,,,,3XL
product_variation,255,74.36,,,,,,,,,,,,,,,,DK0A4XT2_72537_72527,Grey / Black,,,,,
product_variation,255,74.36,,,,,,,,,,,,,,,,DK0A4XT2_72537_72526,Grey / Black,,,,,
product_variation,255,74.36,,,,,,,,,,,,,,,,DK0A4XT2_72537_72525,Grey / Black,,,,,
product_variation,255,74.36,,,,,,,,,,,,,,,,DK0A4XT2_72537_72528,Grey / Black,,,,,
product_variation,255,74.36,,,,,,,,,,,,,,,,DK0A4XT2_72537_72529,Grey / Black,,,,,
product_variation,255,74.36,,,,,,,,,,,,,,,,DK0A4XT2_72537_72530,Grey / Black,,,,,
product_variation,255,74.36,,,,,,,,,,,,,,,,DK0A4XT2_72538_72527,Khaki / Black,,,,,
product_variation,255,74.36,,,,,,,,,,,,,,,,DK0A4XT2_72538_72526,Khaki / Black,,,,,
product_variation,255,74.36,,,,,,,,,,,,,,,,DK0A4XT2_72538_72525,Khaki / Black,,,,,
product_variation,255,74.36,,,,,,,,,,,,,,,,DK0A4XT2_72538_72528,Khaki / Black,,,,,
product_variation,255,74.36,,,,,,,,,,,,,,,,DK0A4XT2_72538_72529,Khaki / Black,,,,,
product_variation,255,74.36,,,,,,,,,,,,,,,,DK0A4XT2_72538_72530,Khaki / Black,,,,,
product_variation,255,74.36,,,,,,,,,,,,,,,,DK0A4XT2_72539_72527,Navy,,,,,
product_variation,255,74.36,,,,,,,,,,,,,,,,DK0A4XT2_72539_72526,Navy,,,,,
product_variation,255,74.36,,,,,,,,,,,,,,,,DK0A4XT2_72539_72525,Navy,,,,,
product_variation,255,74.36,,,,,,,,,,,,,,,,DK0A4XT2_72539_72528,Navy,,,,,
product_variation,255,74.36,,,,,,,,,,,,,,,,DK0A4XT2_72539_72529,Navy,,,,,
product_variation,255,74.36,,,,,,,,,,,,,,,,DK0A4XT2_72539_72530,Navy,,,,,
product,256,74.36,Redhawk Zip Front Coverall (EX. DWD4839),"65% polyester / 35% katoen. Metalen dubbele rits, sluiting met  2 drukknopen  aan de bovenkant. 2 borstzakken met rits. 2 grote achterzakken waarvan 1 met rits. Een zakje voor liniaal. 2 zijzakken. Dubbele pennenhouder op de mouw. Elastische taille, plooien op de rug voor meer comfort. Zakken voor kniebeschermers. Maat in de catalogus is de Franse maat.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=244687&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Dickies,Kleding,Werkoveral,https://media.europeancatalog.com/ws.php?act=download&mamfileid=244687&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=244682&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=244683&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=244684&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,
product_option,256,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,
product_option,256,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,
product_option,256,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,
product_option,256,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,
product_option,256,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,
product_option,256,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,
product_option,256,,,,,,,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,
product_option,256,,,,,,,,,,,,,,,,,,,Color,Lincoln Green,RADIOBUTTONS,TRUE,
product_option,256,,,,,,,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,
product_variation,256,74.36,,,,,,,,,,,,,,,,DK0A4XT4_72769_72823,Black,,,,,S
product_variation,256,74.36,,,,,,,,,,,,,,,,DK0A4XT4_72769_72824,Black,,,,,M
product_variation,256,74.36,,,,,,,,,,,,,,,,DK0A4XT4_72769_72761,Black,,,,,L
product_variation,256,74.36,,,,,,,,,,,,,,,,DK0A4XT4_72769_72763,Black,,,,,XL
product_variation,256,74.36,,,,,,,,,,,,,,,,DK0A4XT4_72769_72765,Black,,,,,XXL
product_variation,256,74.36,,,,,,,,,,,,,,,,DK0A4XT4_72769_72825,Black,,,,,3XL
product_variation,256,74.36,,,,,,,,,,,,,,,,DK0A4XT4_72826_72823,Lincoln Green,,,,,
product_variation,256,74.36,,,,,,,,,,,,,,,,DK0A4XT4_72826_72824,Lincoln Green,,,,,
product_variation,256,74.36,,,,,,,,,,,,,,,,DK0A4XT4_72826_72761,Lincoln Green,,,,,
product_variation,256,74.36,,,,,,,,,,,,,,,,DK0A4XT4_72826_72763,Lincoln Green,,,,,
product_variation,256,74.36,,,,,,,,,,,,,,,,DK0A4XT4_72826_72765,Lincoln Green,,,,,
product_variation,256,74.36,,,,,,,,,,,,,,,,DK0A4XT4_72826_72825,Lincoln Green,,,,,
product_variation,256,74.36,,,,,,,,,,,,,,,,DK0A4XT4_72771_72823,Navy,,,,,
product_variation,256,74.36,,,,,,,,,,,,,,,,DK0A4XT4_72771_72824,Navy,,,,,
product_variation,256,74.36,,,,,,,,,,,,,,,,DK0A4XT4_72771_72761,Navy,,,,,
product_variation,256,74.36,,,,,,,,,,,,,,,,DK0A4XT4_72771_72763,Navy,,,,,
product_variation,256,74.36,,,,,,,,,,,,,,,,DK0A4XT4_72771_72765,Navy,,,,,
product_variation,256,74.36,,,,,,,,,,,,,,,,DK0A4XT4_72771_72825,Navy,,,,,
product,257,36.54,Short Everyday (EX. DED247SH),65% polyester / 35% katoen. Short zonder zichtbaar metalen deel. 2 Italiaanse zakken vooraan. 1 cargozak met stormoverslag met klittenbandsluiting op de linkerpijp. 1 cargozak met stormoverslag met klittenbandsluiting en gsm-vak op de rechterpijp. 1 meterzak op de rechterpijp en 2 achterzakken met stormoverslag met klittenbandsluiting. Knoopsluiting en niet-metalen rits. Wasbaar op 60°.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390472&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Dickies,Kleding,Bermuda/Short,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390472&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390473&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390471&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,
product_option,257,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,
product_option,257,,,,,,,,,,,,,,,,,,,Size,42 NL (28 UK),RADIOBUTTONS,TRUE,
product_option,257,,,,,,,,,,,,,,,,,,,Size,44 NL (30 UK),RADIOBUTTONS,TRUE,
product_option,257,,,,,,,,,,,,,,,,,,,Size,46 NL (32 UK),RADIOBUTTONS,TRUE,
product_option,257,,,,,,,,,,,,,,,,,,,Size,33 UK,RADIOBUTTONS,TRUE,
product_option,257,,,,,,,,,,,,,,,,,,,Size,48 NL (34 UK),RADIOBUTTONS,TRUE,
product_option,257,,,,,,,,,,,,,,,,,,,Size,50 NL (36 UK),RADIOBUTTONS,TRUE,
product_option,257,,,,,,,,,,,,,,,,,,,Size,52 NL (38 UK),RADIOBUTTONS,TRUE,
product_option,257,,,,,,,,,,,,,,,,,,,Size,54 NL (40 UK),RADIOBUTTONS,TRUE,
product_option,257,,,,,,,,,,,,,,,,,,,Size,56 NL (42 UK),RADIOBUTTONS,TRUE,
product_option,257,,,,,,,,,,,,,,,,,,,Color,Grey / Black,RADIOBUTTONS,TRUE,
product_option,257,,,,,,,,,,,,,,,,,,,Color,Khaki Beige / Black,RADIOBUTTONS,TRUE,
product_option,257,,,,,,,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,
product_variation,257,36.54,,,,,,,,,,,,,,,,DK0A4XSG_72397_72388,Black,,,,,42 NL (28 UK)
product_variation,257,36.54,,,,,,,,,,,,,,,,DK0A4XSG_72397_72389,Black,,,,,44 NL (30 UK)
product_variation,257,36.54,,,,,,,,,,,,,,,,DK0A4XSG_72397_72390,Black,,,,,46 NL (32 UK)
product_variation,257,36.54,,,,,,,,,,,,,,,,DK0A4XSG_72397_72387,Black,,,,,33 UK
product_variation,257,36.54,,,,,,,,,,,,,,,,DK0A4XSG_72397_72391,Black,,,,,48 NL (34 UK)
product_variation,257,36.54,,,,,,,,,,,,,,,,DK0A4XSG_72397_72392,Black,,,,,50 NL (36 UK)
product_variation,257,36.54,,,,,,,,,,,,,,,,DK0A4XSG_72397_72393,Black,,,,,52 NL (38 UK)
product_variation,257,36.54,,,,,,,,,,,,,,,,DK0A4XSG_72397_72394,Black,,,,,54 NL (40 UK)
product_variation,257,36.54,,,,,,,,,,,,,,,,DK0A4XSG_72397_72395,Black,,,,,56 NL (42 UK)
product_variation,257,36.54,,,,,,,,,,,,,,,,DK0A4XSG_72401_72388,Grey / Black,,,,,
product_variation,257,36.54,,,,,,,,,,,,,,,,DK0A4XSG_72401_72389,Grey / Black,,,,,
product_variation,257,36.54,,,,,,,,,,,,,,,,DK0A4XSG_72401_72390,Grey / Black,,,,,
product_variation,257,36.54,,,,,,,,,,,,,,,,DK0A4XSG_72401_72387,Grey / Black,,,,,
product_variation,257,36.54,,,,,,,,,,,,,,,,DK0A4XSG_72401_72391,Grey / Black,,,,,
product_variation,257,36.54,,,,,,,,,,,,,,,,DK0A4XSG_72401_72392,Grey / Black,,,,,
product_variation,257,36.54,,,,,,,,,,,,,,,,DK0A4XSG_72401_72393,Grey / Black,,,,,
product_variation,257,36.54,,,,,,,,,,,,,,,,DK0A4XSG_72401_72394,Grey / Black,,,,,
product_variation,257,36.54,,,,,,,,,,,,,,,,DK0A4XSG_72401_72395,Grey / Black,,,,,
product_variation,257,36.54,,,,,,,,,,,,,,,,DK0A4XSG_72402_72388,Khaki Beige / Black,,,,,
product_variation,257,36.54,,,,,,,,,,,,,,,,DK0A4XSG_72402_72389,Khaki Beige / Black,,,,,
product_variation,257,36.54,,,,,,,,,,,,,,,,DK0A4XSG_72402_72390,Khaki Beige / Black,,,,,
product_variation,257,36.54,,,,,,,,,,,,,,,,DK0A4XSG_72402_72387,Khaki Beige / Black,,,,,
product_variation,257,36.54,,,,,,,,,,,,,,,,DK0A4XSG_72402_72391,Khaki Beige / Black,,,,,
product_variation,257,36.54,,,,,,,,,,,,,,,,DK0A4XSG_72402_72392,Khaki Beige / Black,,,,,
product_variation,257,36.54,,,,,,,,,,,,,,,,DK0A4XSG_72402_72393,Khaki Beige / Black,,,,,
product_variation,257,36.54,,,,,,,,,,,,,,,,DK0A4XSG_72402_72394,Khaki Beige / Black,,,,,
product_variation,257,36.54,,,,,,,,,,,,,,,,DK0A4XSG_72402_72395,Khaki Beige / Black,,,,,
product_variation,257,36.54,,,,,,,,,,,,,,,,DK0A4XSG_72403_72388,Navy,,,,,
product_variation,257,36.54,,,,,,,,,,,,,,,,DK0A4XSG_72403_72389,Navy,,,,,
product_variation,257,36.54,,,,,,,,,,,,,,,,DK0A4XSG_72403_72390,Navy,,,,,
product_variation,257,36.54,,,,,,,,,,,,,,,,DK0A4XSG_72403_72387,Navy,,,,,
product_variation,257,36.54,,,,,,,,,,,,,,,,DK0A4XSG_72403_72391,Navy,,,,,
product_variation,257,36.54,,,,,,,,,,,,,,,,DK0A4XSG_72403_72392,Navy,,,,,
product_variation,257,36.54,,,,,,,,,,,,,,,,DK0A4XSG_72403_72393,Navy,,,,,
product_variation,257,36.54,,,,,,,,,,,,,,,,DK0A4XSG_72403_72394,Navy,,,,,
product_variation,257,36.54,,,,,,,,,,,,,,,,DK0A4XSG_72403_72395,Navy,,,,,
product,258,44.12,Everyday Trouser (EX. DED247),65% polyester / 35% katoen. Tweekleurige broek zonder metaal. Twee heupzakken. 2 cargozakken met klittenbandsluiting waarvan 1 met telefoonzak. 2 achterzakken met overslag en klittenbandsluiting. Meterzak. Zakken voor kniebescherming met opening aan de onderkant. Knoopsluiting en ritssluiting. Ruime riemlussen.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390487&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Dickies,Kleding,Broek/Kuitbroek,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390487&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390486&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390488&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390489&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=219754&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=219752&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=219753&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,
product_option,258,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,
product_option,258,,,,,,,,,,,,,,,,,,,Size,40 NL (26 UK),RADIOBUTTONS,TRUE,
product_option,258,,,,,,,,,,,,,,,,,,,Size,42 NL (28 UK),RADIOBUTTONS,TRUE,
product_option,258,,,,,,,,,,,,,,,,,,,Size,44 NL (30 UK),RADIOBUTTONS,TRUE,
product_option,258,,,,,,,,,,,,,,,,,,,Size,46 NL (32 UK),RADIOBUTTONS,TRUE,
product_option,258,,,,,,,,,,,,,,,,,,,Size,33 UK,RADIOBUTTONS,TRUE,
product_option,258,,,,,,,,,,,,,,,,,,,Size,48 NL (34 UK),RADIOBUTTONS,TRUE,
product_option,258,,,,,,,,,,,,,,,,,,,Size,50 NL (36 UK),RADIOBUTTONS,TRUE,
product_option,258,,,,,,,,,,,,,,,,,,,Size,52 NL (38 UK),RADIOBUTTONS,TRUE,
product_option,258,,,,,,,,,,,,,,,,,,,Size,54 NL (40 UK),RADIOBUTTONS,TRUE,
product_option,258,,,,,,,,,,,,,,,,,,,Size,56 NL (42 UK),RADIOBUTTONS,TRUE,
product_option,258,,,,,,,,,,,,,,,,,,,Color,Grey / Black,RADIOBUTTONS,TRUE,
product_option,258,,,,,,,,,,,,,,,,,,,Color,Khaki Beige / Black,RADIOBUTTONS,TRUE,
product_option,258,,,,,,,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,
product_variation,258,44.12,,,,,,,,,,,,,,,,DK0A4XSN_72450_72440,Black,,,,,40 NL (26 UK)
product_variation,258,44.12,,,,,,,,,,,,,,,,DK0A4XSN_72450_72441,Black,,,,,42 NL (28 UK)
product_variation,258,44.12,,,,,,,,,,,,,,,,DK0A4XSN_72450_72442,Black,,,,,44 NL (30 UK)
product_variation,258,44.12,,,,,,,,,,,,,,,,DK0A4XSN_72450_72443,Black,,,,,46 NL (32 UK)
product_variation,258,44.12,,,,,,,,,,,,,,,,DK0A4XSN_72450_72439,Black,,,,,33 UK
product_variation,258,44.12,,,,,,,,,,,,,,,,DK0A4XSN_72450_72444,Black,,,,,48 NL (34 UK)
product_variation,258,44.12,,,,,,,,,,,,,,,,DK0A4XSN_72450_72445,Black,,,,,50 NL (36 UK)
product_variation,258,44.12,,,,,,,,,,,,,,,,DK0A4XSN_72450_72446,Black,,,,,52 NL (38 UK)
product_variation,258,44.12,,,,,,,,,,,,,,,,DK0A4XSN_72450_72447,Black,,,,,54 NL (40 UK)
product_variation,258,44.12,,,,,,,,,,,,,,,,DK0A4XSN_72450_72448,Black,,,,,56 NL (42 UK)
product_variation,258,44.12,,,,,,,,,,,,,,,,DK0A4XSN_72455_72440,Grey / Black,,,,,
product_variation,258,44.12,,,,,,,,,,,,,,,,DK0A4XSN_72455_72441,Grey / Black,,,,,
