type,product_internal_id,product_price,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_media_gallery_image_url_2,product_media_gallery_image_url_3,product_variation_sku,product_variation_option_Color,product_variation_option_Size,product_option_name,product_option_value,product_option_type,product_option_is_required,product_media_gallery_image_url_4
product_option,2406,,,,,,,,,,,,,,Color,Heather Grey,RADIOBUTTONS,TRUE,
product_option,2406,,,,,,,,,,,,,,Color,Khaki,RADIOBUTTONS,TRUE,
product_variation,2406,11.7,,,,,,,,,,SK230XS_77695_77688,Black,XS,,,,,
product_variation,2406,11.7,,,,,,,,,,SK230_77694_77689,Black,S,,,,,
product_variation,2406,11.7,,,,,,,,,,SK230_77694_77690,Black,M,,,,,
product_variation,2406,11.7,,,,,,,,,,SK230_77694_77691,Black,L,,,,,
product_variation,2406,11.7,,,,,,,,,,SK230X_77696_77692,Black,XL,,,,,
product_variation,2406,11.7,,,,,,,,,,SK230X_77696_77693,Black,XXL,,,,,
product_variation,2406,11.7,,,,,,,,,,SK230XS_77698_77688,Dusty pink,,,,,,
product_variation,2406,11.7,,,,,,,,,,SK230_77699_77689,Dusty pink,,,,,,
product_variation,2406,11.7,,,,,,,,,,SK230_77699_77690,Dusty pink,,,,,,
product_variation,2406,11.7,,,,,,,,,,SK230_77699_77691,Dusty pink,,,,,,
product_variation,2406,11.7,,,,,,,,,,SK230X_77697_77692,Dusty pink,,,,,,
product_variation,2406,11.7,,,,,,,,,,SK230X_77697_77693,Dusty pink,,,,,,
product_variation,2406,11.7,,,,,,,,,,SK230XS_77701_77688,Heather Grey,,,,,,
product_variation,2406,11.7,,,,,,,,,,SK230_77700_77689,Heather Grey,,,,,,
product_variation,2406,11.7,,,,,,,,,,SK230_77700_77690,Heather Grey,,,,,,
product_variation,2406,11.7,,,,,,,,,,SK230_77700_77691,Heather Grey,,,,,,
product_variation,2406,11.7,,,,,,,,,,SK230X_77702_77692,Heather Grey,,,,,,
product_variation,2406,11.7,,,,,,,,,,SK230X_77702_77693,Heather Grey,,,,,,
product_variation,2406,11.7,,,,,,,,,,SK230XS_77704_77688,Khaki,,,,,,
product_variation,2406,11.7,,,,,,,,,,SK230_77705_77689,Khaki,,,,,,
product_variation,2406,11.7,,,,,,,,,,SK230_77705_77690,Khaki,,,,,,
product_variation,2406,11.7,,,,,,,,,,SK230_77705_77691,Khaki,,,,,,
product_variation,2406,11.7,,,,,,,,,,SK230X_77703_77692,Khaki,,,,,,
product_variation,2406,11.7,,,,,,,,,,SK230X_77703_77693,Khaki,,,,,,
product,2407,16.7,Heavy 65/35 Polo (63-204-0),"65% polyester / 35% katoen. Piqué. Knooplijst met 3 toon op toon knopen. Reserveknoop. Wasbaar tot 60°C. Gecertificeerd STANDARD 100 by OEKO-TEX®N° 08-5295, Shirley.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=391138&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Fruit of the Loom,Kleding,Polo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=391138&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=391137&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,
product_option,2407,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,
product_option,2407,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,
product_option,2407,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,
product_option,2407,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,
product_option,2407,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,
product_option,2407,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,
product_option,2407,,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,
product_option,2407,,,,,,,,,,,,,,Color,Bottle Green,RADIOBUTTONS,TRUE,
product_option,2407,,,,,,,,,,,,,,Color,Burgundy,RADIOBUTTONS,TRUE,
product_option,2407,,,,,,,,,,,,,,Color,Deep Navy,RADIOBUTTONS,TRUE,
product_option,2407,,,,,,,,,,,,,,Color,Heather Grey,RADIOBUTTONS,TRUE,
product_option,2407,,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,
product_option,2407,,,,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,
product_option,2407,,,,,,,,,,,,,,Color,Royal Blue,RADIOBUTTONS,TRUE,
product_option,2407,,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,
product_variation,2407,16.7,,,,,,,,,,SC63204C_7462_7454,Black,S,,,,,
product_variation,2407,16.7,,,,,,,,,,SC63204C_7462_7455,Black,M,,,,,
product_variation,2407,16.7,,,,,,,,,,SC63204C_7462_7456,Black,L,,,,,
product_variation,2407,16.7,,,,,,,,,,SC63204C_7462_7457,Black,XL,,,,,
product_variation,2407,16.7,,,,,,,,,,SC63204C_7462_7458,Black,XXL,,,,,
product_variation,2407,18.9,,,,,,,,,,SC63204CX_62548_62546,Black,3XL,,,,,
product_variation,2407,16.7,,,,,,,,,,SC63204C_7464_7454,Bottle Green,,,,,,
product_variation,2407,16.7,,,,,,,,,,SC63204C_7464_7455,Bottle Green,,,,,,
product_variation,2407,16.7,,,,,,,,,,SC63204C_7464_7456,Bottle Green,,,,,,
product_variation,2407,16.7,,,,,,,,,,SC63204C_7464_7457,Bottle Green,,,,,,
product_variation,2407,16.7,,,,,,,,,,SC63204C_7464_7458,Bottle Green,,,,,,
product_variation,2407,18.9,,,,,,,,,,SC63204CX_62549_62546,Bottle Green,,,,,,
product_variation,2407,16.7,,,,,,,,,,SC63204C_58614_7454,Burgundy,,,,,,
product_variation,2407,16.7,,,,,,,,,,SC63204C_58614_7455,Burgundy,,,,,,
product_variation,2407,16.7,,,,,,,,,,SC63204C_58614_7456,Burgundy,,,,,,
product_variation,2407,16.7,,,,,,,,,,SC63204C_58614_7457,Burgundy,,,,,,
product_variation,2407,16.7,,,,,,,,,,SC63204C_58614_7458,Burgundy,,,,,,
product_variation,2407,18.9,,,,,,,,,,SC63204CX_62550_62546,Burgundy,,,,,,
product_variation,2407,16.7,,,,,,,,,,SC63204C_7463_7454,Deep Navy,,,,,,
product_variation,2407,16.7,,,,,,,,,,SC63204C_7463_7455,Deep Navy,,,,,,
product_variation,2407,16.7,,,,,,,,,,SC63204C_7463_7456,Deep Navy,,,,,,
product_variation,2407,16.7,,,,,,,,,,SC63204C_7463_7457,Deep Navy,,,,,,
product_variation,2407,16.7,,,,,,,,,,SC63204C_7463_7458,Deep Navy,,,,,,
product_variation,2407,18.9,,,,,,,,,,SC63204CX_62551_62546,Deep Navy,,,,,,
product_variation,2407,16.7,,,,,,,,,,SC63204C_7460_7454,Heather Grey,,,,,,
product_variation,2407,16.7,,,,,,,,,,SC63204C_7460_7455,Heather Grey,,,,,,
product_variation,2407,16.7,,,,,,,,,,SC63204C_7460_7456,Heather Grey,,,,,,
product_variation,2407,16.7,,,,,,,,,,SC63204C_7460_7457,Heather Grey,,,,,,
product_variation,2407,16.7,,,,,,,,,,SC63204C_7460_7458,Heather Grey,,,,,,
product_variation,2407,18.9,,,,,,,,,,SC63204CX_62552_62546,Heather Grey,,,,,,
product_variation,2407,16.7,,,,,,,,,,SC63204C_58615_7454,Navy,,,,,,
product_variation,2407,16.7,,,,,,,,,,SC63204C_58615_7455,Navy,,,,,,
product_variation,2407,16.7,,,,,,,,,,SC63204C_58615_7456,Navy,,,,,,
product_variation,2407,16.7,,,,,,,,,,SC63204C_58615_7457,Navy,,,,,,
product_variation,2407,16.7,,,,,,,,,,SC63204C_58615_7458,Navy,,,,,,
product_variation,2407,18.9,,,,,,,,,,SC63204CX_62553_62546,Navy,,,,,,
product_variation,2407,16.7,,,,,,,,,,SC63204C_7459_7454,Red,,,,,,
product_variation,2407,16.7,,,,,,,,,,SC63204C_7459_7455,Red,,,,,,
product_variation,2407,16.7,,,,,,,,,,SC63204C_7459_7456,Red,,,,,,
product_variation,2407,16.7,,,,,,,,,,SC63204C_7459_7457,Red,,,,,,
product_variation,2407,16.7,,,,,,,,,,SC63204C_7459_7458,Red,,,,,,
product_variation,2407,18.9,,,,,,,,,,SC63204CX_62554_62546,Red,,,,,,
product_variation,2407,16.7,,,,,,,,,,SC63204C_7461_7454,Royal Blue,,,,,,
product_variation,2407,16.7,,,,,,,,,,SC63204C_7461_7455,Royal Blue,,,,,,
product_variation,2407,16.7,,,,,,,,,,SC63204C_7461_7456,Royal Blue,,,,,,
product_variation,2407,16.7,,,,,,,,,,SC63204C_7461_7457,Royal Blue,,,,,,
product_variation,2407,16.7,,,,,,,,,,SC63204C_7461_7458,Royal Blue,,,,,,
product_variation,2407,18.9,,,,,,,,,,SC63204CX_62555_62546,Royal Blue,,,,,,
product_variation,2407,16.7,,,,,,,,,,SC63204_7453_7448,White,,,,,,
product_variation,2407,16.7,,,,,,,,,,SC63204_7453_7449,White,,,,,,
product_variation,2407,16.7,,,,,,,,,,SC63204_7453_7450,White,,,,,,
product_variation,2407,16.7,,,,,,,,,,SC63204_7453_7451,White,,,,,,
product_variation,2407,16.7,,,,,,,,,,SC63204_7453_7452,White,,,,,,
product_variation,2407,18.9,,,,,,,,,,SC63204X_62556_62547,White,,,,,,
product,2408,13.54,Lady-fit 65/35 Polo (63-212-0),"65% polyester / 35% katoen. Piqué. Kraag en mouwuiteinden in 1x1 rib. Zijsplitjes. Knooplijst met 2 toon op toon knopen. Nektape. Wasbaar op 60°C. Gecertificeerd STANDARD 100 by OEKO-TEX®N° 08-5295, Shirley.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=391140&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Fruit of the Loom,Kleding,Polo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=391140&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=391139&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,
product_option,2408,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,
product_option,2408,,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,
product_option,2408,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,
product_option,2408,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,
product_option,2408,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,
product_option,2408,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,
product_option,2408,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,
product_option,2408,,,,,,,,,,,,,,Color,Bottle Green,RADIOBUTTONS,TRUE,
product_option,2408,,,,,,,,,,,,,,Color,Burgundy,RADIOBUTTONS,TRUE,
product_option,2408,,,,,,,,,,,,,,Color,Deep Navy,RADIOBUTTONS,TRUE,
product_option,2408,,,,,,,,,,,,,,Color,Heather Grey,RADIOBUTTONS,TRUE,
product_option,2408,,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,
product_option,2408,,,,,,,,,,,,,,Color,Purple,RADIOBUTTONS,TRUE,
product_option,2408,,,,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,
product_option,2408,,,,,,,,,,,,,,Color,Royal Blue,RADIOBUTTONS,TRUE,
product_option,2408,,,,,,,,,,,,,,Color,Sky Blue,RADIOBUTTONS,TRUE,
product_option,2408,,,,,,,,,,,,,,Color,Sunflower,RADIOBUTTONS,TRUE,
product_option,2408,,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,
product_variation,2408,13.54,,,,,,,,,,SC63212_19806_49884,Black,XS,,,,,
product_variation,2408,13.54,,,,,,,,,,SC63212_19806_18022,Black,S,,,,,
product_variation,2408,13.54,,,,,,,,,,SC63212_19806_18023,Black,M,,,,,
product_variation,2408,13.54,,,,,,,,,,SC63212_19806_18024,Black,L,,,,,
product_variation,2408,13.54,,,,,,,,,,SC63212_19806_18025,Black,XL,,,,,
product_variation,2408,13.54,,,,,,,,,,SC63212_19806_18026,Black,XXL,,,,,
product_variation,2408,13.54,,,,,,,,,,SC63212_30913_49884,Bottle Green,,,,,,
product_variation,2408,13.54,,,,,,,,,,SC63212_30913_18022,Bottle Green,,,,,,
product_variation,2408,13.54,,,,,,,,,,SC63212_30913_18023,Bottle Green,,,,,,
product_variation,2408,13.54,,,,,,,,,,SC63212_30913_18024,Bottle Green,,,,,,
product_variation,2408,13.54,,,,,,,,,,SC63212_30913_18025,Bottle Green,,,,,,
product_variation,2408,13.54,,,,,,,,,,SC63212_30913_18026,Bottle Green,,,,,,
product_variation,2408,13.54,,,,,,,,,,SC63212_30914_49884,Burgundy,,,,,,
product_variation,2408,13.54,,,,,,,,,,SC63212_30914_18022,Burgundy,,,,,,
product_variation,2408,13.54,,,,,,,,,,SC63212_30914_18023,Burgundy,,,,,,
product_variation,2408,13.54,,,,,,,,,,SC63212_30914_18024,Burgundy,,,,,,
product_variation,2408,13.54,,,,,,,,,,SC63212_30914_18025,Burgundy,,,,,,
product_variation,2408,13.54,,,,,,,,,,SC63212_30914_18026,Burgundy,,,,,,
product_variation,2408,13.54,,,,,,,,,,SC63212_19810_49884,Deep Navy,,,,,,
product_variation,2408,13.54,,,,,,,,,,SC63212_19810_18022,Deep Navy,,,,,,
product_variation,2408,13.54,,,,,,,,,,SC63212_19810_18023,Deep Navy,,,,,,
product_variation,2408,13.54,,,,,,,,,,SC63212_19810_18024,Deep Navy,,,,,,
product_variation,2408,13.54,,,,,,,,,,SC63212_19810_18025,Deep Navy,,,,,,
product_variation,2408,13.54,,,,,,,,,,SC63212_19810_18026,Deep Navy,,,,,,
product_variation,2408,13.54,,,,,,,,,,SC63212_37238_49884,Heather Grey,,,,,,
product_variation,2408,13.54,,,,,,,,,,SC63212_37238_18022,Heather Grey,,,,,,
product_variation,2408,13.54,,,,,,,,,,SC63212_37238_18023,Heather Grey,,,,,,
product_variation,2408,13.54,,,,,,,,,,SC63212_37238_18024,Heather Grey,,,,,,
product_variation,2408,13.54,,,,,,,,,,SC63212_37238_18025,Heather Grey,,,,,,
product_variation,2408,13.54,,,,,,,,,,SC63212_37238_18026,Heather Grey,,,,,,
product_variation,2408,13.54,,,,,,,,,,SC63212_49885_49884,Navy,,,,,,
product_variation,2408,13.54,,,,,,,,,,SC63212_49885_18022,Navy,,,,,,
product_variation,2408,13.54,,,,,,,,,,SC63212_49885_18023,Navy,,,,,,
product_variation,2408,13.54,,,,,,,,,,SC63212_49885_18024,Navy,,,,,,
product_variation,2408,13.54,,,,,,,,,,SC63212_49885_18025,Navy,,,,,,
product_variation,2408,13.54,,,,,,,,,,SC63212_49885_18026,Navy,,,,,,
product_variation,2408,13.54,,,,,,,,,,SC63212_58616_49884,Purple,,,,,,
product_variation,2408,13.54,,,,,,,,,,SC63212_58616_18022,Purple,,,,,,
product_variation,2408,13.54,,,,,,,,,,SC63212_58616_18023,Purple,,,,,,
product_variation,2408,13.54,,,,,,,,,,SC63212_58616_18024,Purple,,,,,,
product_variation,2408,13.54,,,,,,,,,,SC63212_58616_18025,Purple,,,,,,
product_variation,2408,13.54,,,,,,,,,,SC63212_58616_18026,Purple,,,,,,
product_variation,2408,13.54,,,,,,,,,,SC63212_19808_49884,Red,,,,,,
product_variation,2408,13.54,,,,,,,,,,SC63212_19808_18022,Red,,,,,,
product_variation,2408,13.54,,,,,,,,,,SC63212_19808_18023,Red,,,,,,
product_variation,2408,13.54,,,,,,,,,,SC63212_19808_18024,Red,,,,,,
product_variation,2408,13.54,,,,,,,,,,SC63212_19808_18025,Red,,,,,,
product_variation,2408,13.54,,,,,,,,,,SC63212_19808_18026,Red,,,,,,
product_variation,2408,13.54,,,,,,,,,,SC63212_19809_49884,Royal Blue,,,,,,
product_variation,2408,13.54,,,,,,,,,,SC63212_19809_18022,Royal Blue,,,,,,
