type,product_internal_id,product_price,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_media_gallery_image_url_2,product_media_gallery_image_url_3,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_variation_sku,product_variation_option_Color,product_option_name,product_option_value,product_option_type,product_option_is_required,product_media_gallery_image_url_6,product_variation_option_Size
product_option,2,,,,,,,,,,,,,,,Color,Burgundy,RADIOBUTTONS,TRUE,,
product_option,2,,,,,,,,,,,,,,,Color,Classic Red,RADIOBUTTONS,TRUE,,
product_option,2,,,,,,,,,,,,,,,Color,French Navy,RADIOBUTTONS,TRUE,,
product_option,2,,,,,,,,,,,,,,,Color,Orange,RADIOBUTTONS,TRUE,,
product_option,2,,,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,
product_variation,2,5.5,,,,,,,,,,,,B610_70609_70608,Black,,,,,,One Size
product_variation,2,5.5,,,,,,,,,,,,B610_70610_70608,Bright Royal,,,,,,
product_variation,2,5.5,,,,,,,,,,,,B610_70611_70608,Burgundy,,,,,,
product_variation,2,5.5,,,,,,,,,,,,B610_70612_70608,Classic Red,,,,,,
product_variation,2,5.5,,,,,,,,,,,,B610_70613_70608,French Navy,,,,,,
product_variation,2,5.5,,,,,,,,,,,,B610_70614_70608,Orange,,,,,,
product_variation,2,5.5,,,,,,,,,,,,B610_70615_70608,White,,,,,,
product,3,10.78,Muts van biologisch katoen,"100% katoen. 100% biologisch katoen. Lichte, ademende stof. Tweelaags tricot. TearAway-label voor eenvoudige bedrukking.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=390299&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Beechfield,Headwear & Accessoires,Muts,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390299&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=267515&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,
product_option,3,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,
product_option,3,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,
product_option,3,,,,,,,,,,,,,,,Color,Olive Green,RADIOBUTTONS,TRUE,,
product_option,3,,,,,,,,,,,,,,,Color,Oxford Navy,RADIOBUTTONS,TRUE,,
product_option,3,,,,,,,,,,,,,,,Color,Sand,RADIOBUTTONS,TRUE,,
product_variation,3,10.78,,,,,,,,,,,,B050_77310_77309,Black,,,,,,One Size
product_variation,3,10.78,,,,,,,,,,,,B050_77311_77309,Olive Green,,,,,,
product_variation,3,10.78,,,,,,,,,,,,B050_77312_77309,Oxford Navy,,,,,,
product_variation,3,10.78,,,,,,,,,,,,B050_77313_77309,Sand,,,,,,
product,4,13.68,Sporthandschoenen Softshell,93% polyester / 7% elasthan. Winddicht en licht. Sneldrogend. Ademende Softshell-stof. Geschikt voor gebruik op touchscreens. Ergonomisch model.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390300&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Beechfield,Headwear & Accessoires,Handschoenen,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390300&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390301&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=267516&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=267479&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,
product_option,4,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,
product_option,4,,,,,,,,,,,,,,,Size,S/M,RADIOBUTTONS,TRUE,,
product_option,4,,,,,,,,,,,,,,,Size,L/XL,RADIOBUTTONS,TRUE,,
product_option,4,,,,,,,,,,,,,,,Color,Graphite Grey,RADIOBUTTONS,TRUE,,
product_variation,4,13.68,,,,,,,,,,,,B310_77316_77314,Black,,,,,,S/M
product_variation,4,13.68,,,,,,,,,,,,B310_77316_77315,Black,,,,,,L/XL
product_variation,4,13.68,,,,,,,,,,,,B310_77317_77314,Graphite Grey,,,,,,
product_variation,4,13.68,,,,,,,,,,,,B310_77317_77315,Graphite Grey,,,,,,
product,5,4.94,Gerecycleerde muts in vissersstijl,"100% polyester. Gerecycleerd polyester. Polyester gemaakt van 100% PET, het equivalent van ongeveer 2,5 post-consumer flessen. Tricot met dubbele dikte. TearAway-label voor eenvoudige bedrukking.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=390297&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Beechfield,Headwear & Accessoires,Muts,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390297&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390296&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=267522&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,
product_option,5,,,,,,,,,,,,,,,Color,Biscuit,RADIOBUTTONS,TRUE,,
product_option,5,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,
product_option,5,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,
product_option,5,,,,,,,,,,,,,,,Color,Light Grey,RADIOBUTTONS,TRUE,,
product_option,5,,,,,,,,,,,,,,,Color,Olive Green,RADIOBUTTONS,TRUE,,
product_option,5,,,,,,,,,,,,,,,Color,Oxford Navy,RADIOBUTTONS,TRUE,,
product_variation,5,4.94,,,,,,,,,,,,B43R_77335_77334,Biscuit,,,,,,One Size
product_variation,5,4.94,,,,,,,,,,,,B43R_77336_77334,Black,,,,,,
product_variation,5,4.94,,,,,,,,,,,,B43R_77337_77334,Light Grey,,,,,,
product_variation,5,4.94,,,,,,,,,,,,B43R_77338_77334,Olive Green,,,,,,
product_variation,5,4.94,,,,,,,,,,,,B43R_77339_77334,Oxford Navy,,,,,,
product,6,7.34,Muts Harbour,"52% polyester / 47% acryl / 1% elasthan. Bevat minstens 50% gerecycleerd polyester. Gemaakt van 100% PET, het equivalent van ongeveer 1,5 post-consumer fles. Geribd tricot. Gebreid in één laag. Ondiepe kroon. Kroon ontwikkeld met het oog op maximaal comfort. TearAway-label voor eenvoudige bedrukking.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=390302&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Beechfield,Headwear & Accessoires,Muts,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390302&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390303&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=267517&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,
product_option,6,,,,,,,,,,,,,,,Color,Biscuit,RADIOBUTTONS,TRUE,,
product_option,6,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,
product_option,6,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,
product_option,6,,,,,,,,,,,,,,,Color,Fire red,RADIOBUTTONS,TRUE,,
product_option,6,,,,,,,,,,,,,,,Color,Graphite Grey,RADIOBUTTONS,TRUE,,
product_option,6,,,,,,,,,,,,,,,Color,Mustard,RADIOBUTTONS,TRUE,,
product_option,6,,,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,
product_variation,6,7.34,,,,,,,,,,,,B383R_77319_77318,Biscuit,,,,,,One Size
product_variation,6,7.34,,,,,,,,,,,,B383R_77320_77318,Black,,,,,,
product_variation,6,7.34,,,,,,,,,,,,B383R_77321_77318,Fire red,,,,,,
product_variation,6,7.34,,,,,,,,,,,,B383R_77322_77318,Graphite Grey,,,,,,
product_variation,6,7.34,,,,,,,,,,,,B383R_77323_77318,Mustard,,,,,,
product_variation,6,7.34,,,,,,,,,,,,B383R_77324_77318,White,,,,,,
product,7,11.38,Muts Hygge,"Muts Hygge<br/>100% acryl. Voering 100% polyester. Gemaakt van dik, zacht en geribd tricot. Grote pompon. Voering van Shearling voor meer warmte. TearAway-label voor eenvoudige bedrukking.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=390306&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Beechfield,Headwear & Accessoires,Muts,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390306&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390305&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390307&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=267518&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,
product_option,7,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,
product_option,7,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,
product_option,7,,,,,,,,,,,,,,,Color,Classic Red,RADIOBUTTONS,TRUE,,
product_option,7,,,,,,,,,,,,,,,Color,French Navy,RADIOBUTTONS,TRUE,,
product_option,7,,,,,,,,,,,,,,,Color,Mustard,RADIOBUTTONS,TRUE,,
product_option,7,,,,,,,,,,,,,,,Color,Off White,RADIOBUTTONS,TRUE,,
product_variation,7,11.38,,,,,,,,,,,,B390_77326_77325,Black,,,,,,One Size
product_variation,7,11.38,,,,,,,,,,,,B390_77327_77325,Classic Red,,,,,,
product_variation,7,11.38,,,,,,,,,,,,B390_77328_77325,French Navy,,,,,,
product_variation,7,11.38,,,,,,,,,,,,B390_77329_77325,Mustard,,,,,,
product_variation,7,11.38,,,,,,,,,,,,B390_77330_77325,Off White,,,,,,
product,8,11.24,Muts Snowstar® van biokatoen,100% katoen. Biologisch katoen. Bevat 100% biologisch katoen. Tricot met dubbele dikte. Veelkleurige pompon. TearAway-label voor eenvoudige bedrukking.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390309&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Beechfield,Headwear & Accessoires,Muts,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390309&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390310&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390311&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390308&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=267519&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,
product_option,8,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,
product_option,8,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,
product_option,8,,,,,,,,,,,,,,,Color,Classic Red,RADIOBUTTONS,TRUE,,
product_option,8,,,,,,,,,,,,,,,Color,Graphite Grey,RADIOBUTTONS,TRUE,,
product_option,8,,,,,,,,,,,,,,,Color,Oxford Navy,RADIOBUTTONS,TRUE,,
product_variation,8,11.24,,,,,,,,,,,,B450N_77341_77340,Black,,,,,,One Size
product_variation,8,11.24,,,,,,,,,,,,B450N_77342_77340,Classic Red,,,,,,
product_variation,8,11.24,,,,,,,,,,,,B450N_77343_77340,Graphite Grey,,,,,,
product_variation,8,11.24,,,,,,,,,,,,B450N_77345_77340,Oxford Navy,,,,,,
product,9,5.5,Waterafstotende muts,"100% acryl. Lichte, ademende stof. Duurzame, waterafstotende behandeling voor een optimale bescherming tegen weer en wind. Hoofdband van thermische microfleece. TearAway-label voor eenvoudige bedrukking.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=390312&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Beechfield,Headwear & Accessoires,Muts,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390312&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390315&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390314&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390313&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=267488&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,
product_option,9,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,
product_option,9,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,
product_option,9,,,,,,,,,,,,,,,Color,Graphite Grey,RADIOBUTTONS,TRUE,,
product_variation,9,5.5,,,,,,,,,,,,B501_77347_77346,Black,,,,,,One Size
product_variation,9,5.5,,,,,,,,,,,,B501_77348_77346,Graphite Grey,,,,,,
product,10,8.72,Waterafstotende thermische muts,"100% acryl. Voering in microfleece van 100% polyester. Geribd tricot. Duurzame, waterafstotende behandeling voor een optimale bescherming tegen weer en wind. Voering in microfleece voor comfort en warmte. Ontwerp met handgrepen voor een optimale decoratie.<br/>TearAway-label voor eenvoudige bedrukking.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=390288&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Beechfield,Headwear & Accessoires,Muts,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390288&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390287&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390290&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390289&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390316&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=267520&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,
product_option,10,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,
product_option,10,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,
product_option,10,,,,,,,,,,,,,,,Color,Graphite Grey,RADIOBUTTONS,TRUE,,
product_option,10,,,,,,,,,,,,,,,Color,Olive Green,RADIOBUTTONS,TRUE,,
product_variation,10,8.72,,,,,,,,,,,,B505_77350_77349,Black,,,,,,One Size
product_variation,10,8.72,,,,,,,,,,,,B505_77351_77349,Graphite Grey,,,,,,
product_variation,10,8.72,,,,,,,,,,,,B505_77352_77349,Olive Green,,,,,,
product,11,9.18,Ademende en winddichte muts.,"50% polyester / 50% acryl. Bevat minstens 50% gerecycleerd polyester. Gerecycleerd polyester gemaakt van 100% PET, het equivalent van ongeveer 1,5 post-consumer fles. Geribd tricot. Voering in katoenjersey voor meer comfort en een beter ademend vermogen. TearAway-etiket om het merk gemakkelijker te vervangen.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=390286&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Beechfield,Headwear & Accessoires,Muts,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390286&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390292&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390291&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390293&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390294&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=267521&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,
product_option,11,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,
product_option,11,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,
product_option,11,,,,,,,,,,,,,,,Color,Fire red,RADIOBUTTONS,TRUE,,
product_option,11,,,,,,,,,,,,,,,Color,French Navy,RADIOBUTTONS,TRUE,,
product_option,11,,,,,,,,,,,,,,,Color,Graphite Grey,RADIOBUTTONS,TRUE,,
product_option,11,,,,,,,,,,,,,,,Color,Olive Green,RADIOBUTTONS,TRUE,,
product_option,11,,,,,,,,,,,,,,,Color,Sapphire Blue,RADIOBUTTONS,TRUE,,
product_variation,11,9.18,,,,,,,,,,,,B508R_77354_77353,Black,,,,,,One Size
product_variation,11,9.18,,,,,,,,,,,,B508R_77355_77353,Fire red,,,,,,
product_variation,11,9.18,,,,,,,,,,,,B508R_77356_77353,French Navy,,,,,,
product_variation,11,9.18,,,,,,,,,,,,B508R_77357_77353,Graphite Grey,,,,,,
product_variation,11,9.18,,,,,,,,,,,,B508R_77358_77353,Olive Green,,,,,,
product_variation,11,9.18,,,,,,,,,,,,B508R_77359_77353,Sapphire Blue,,,,,,
product,12,7.94,Pet met 5 panelen en afneembare patch,"100% twillkatoen. Verwisselbare Rip-Strip™ patch voor decoratie. 5 panelen. Voorgevormde zonneklep. Compatibel met afneembare patches B600 en BG841. Verluchtingsgaatjes. Verstelsysteem achteraan. Afneembaar TearAway-etiket, makkelijk opnieuw te labelen.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=395804&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Beechfield,Headwear & Accessoires,Cap,https://media.europeancatalog.com/ws.php?act=download&mamfileid=395804&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=395803&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=395802&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=395805&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,
product_option,12,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,
product_option,12,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,
product_option,12,,,,,,,,,,,,,,,Color,Desert sand,RADIOBUTTONS,TRUE,,
product_option,12,,,,,,,,,,,,,,,Color,Graphite Grey,RADIOBUTTONS,TRUE,,
product_option,12,,,,,,,,,,,,,,,Color,Jungle Camo,RADIOBUTTONS,TRUE,,
product_option,12,,,,,,,,,,,,,,,Color,Military Green,RADIOBUTTONS,TRUE,,
product_variation,12,7.94,,,,,,,,,,,,B638_83227_83226,Black,,,,,,One Size
product_variation,12,7.94,,,,,,,,,,,,B638_83228_83226,Desert sand,,,,,,
product_variation,12,7.94,,,,,,,,,,,,B638_83229_83226,Graphite Grey,,,,,,
product_variation,12,8.86,,,,,,,,,,,,B638C_83283_83284,Jungle Camo,,,,,,
product_variation,12,7.94,,,,,,,,,,,,B638_83231_83226,Military Green,,,,,,
product,13,7.34,"Meshpet, verstelbaar aan de achterkant met afneembare patch.","100% katoen voor voorpaneel en zonneklep. Achterpanelen in mesh van 100% polyester. Verwisselbare Rip-Strip™ patch voor decoratie. 5 panelen. Voorgevormde zonneklep. Regelbaar met plastic retrotong. Snapback. Afneembaar TearAway-etiket, makkelijk opnieuw te labelen.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=387930&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Beechfield,Headwear & Accessoires,Cap,https://media.europeancatalog.com/ws.php?act=download&mamfileid=387930&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=395800&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=395801&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,
product_option,13,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,
product_option,13,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,
product_option,13,,,,,,,,,,,,,,,Color,Desert sand,RADIOBUTTONS,TRUE,,
product_option,13,,,,,,,,,,,,,,,Color,Graphite Grey,RADIOBUTTONS,TRUE,,
product_option,13,,,,,,,,,,,,,,,Color,Jungle Camo,RADIOBUTTONS,TRUE,,
product_option,13,,,,,,,,,,,,,,,Color,Military Green,RADIOBUTTONS,TRUE,,
product_variation,13,7.34,,,,,,,,,,,,B641_83233_83232,Black,,,,,,One Size
product_variation,13,7.34,,,,,,,,,,,,B641_83234_83232,Desert sand,,,,,,
product_variation,13,7.34,,,,,,,,,,,,B641_83235_83232,Graphite Grey,,,,,,
product_variation,13,7.34,,,,,,,,,,,,B641_83236_83232,Jungle Camo,,,,,,
product_variation,13,7.34,,,,,,,,,,,,B641_83237_83232,Military Green,,,,,,
product,14,1.72,Afneembare katoenen patch,100% twillkatoen. Achterkant volledig bedekt met Rip-Strip™ om hem overal te bevestigen. Compatibel met alle modellen met patch.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=387942&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Beechfield,Headwear & Accessoires,Helm,https://media.europeancatalog.com/ws.php?act=download&mamfileid=387942&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=387941&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=387938&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=387939&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=387940&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,
product_option,14,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,
product_option,14,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,
product_option,14,,,,,,,,,,,,,,,Color,Desert sand,RADIOBUTTONS,TRUE,,
product_option,14,,,,,,,,,,,,,,,Color,French Navy,RADIOBUTTONS,TRUE,,
product_option,14,,,,,,,,,,,,,,,Color,Graphite Grey,RADIOBUTTONS,TRUE,,
product_option,14,,,,,,,,,,,,,,,Color,Military Green,RADIOBUTTONS,TRUE,,
product_variation,14,1.72,,,,,,,,,,,,B600_83221_83220,Black,,,,,,One Size
product_variation,14,1.72,,,,,,,,,,,,B600_83222_83220,Desert sand,,,,,,
product_variation,14,1.72,,,,,,,,,,,,B600_83223_83220,French Navy,,,,,,
product_variation,14,1.72,,,,,,,,,,,,B600_83224_83220,Graphite Grey,,,,,,
product_variation,14,1.72,,,,,,,,,,,,B600_83225_83220,Military Green,,,,,,
product,15,6.78,Thinsulate™ muts met afneembare patch,"100% acryl.  Soft-Touch. Voering in Thinsulate™: 65% polypropyleen / 35% polyester. Stof met dubbele dikte. Verwisselbare Rip-Strip™ patch in twillkatoen voor decoratie. Compatibel met afneembare katoenen patch B600. Afneembaar TearAway-etiket, makkelijk opnieuw te labelen.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=387937&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Beechfield,Headwear & Accessoires,Muts,https://media.europeancatalog.com/ws.php?act=download&mamfileid=387937&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=387936&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=387107&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=387192&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,
product_option,15,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,
product_option,15,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,
product_option,15,,,,,,,,,,,,,,,Color,Graphite Grey,RADIOBUTTONS,TRUE,,
product_option,15,,,,,,,,,,,,,,,Color,Military Green,RADIOBUTTONS,TRUE,,
product_option,15,,,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,
