type,product_internal_id,product_price,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_media_gallery_image_url_2,product_media_gallery_image_url_3,product_variation_sku,product_variation_option_Color,product_option_name,product_option_value,product_option_type,product_option_is_required,product_variation_option_Size,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_media_gallery_image_url_6,product_media_gallery_image_url_7,product_media_gallery_image_url_8,product_media_gallery_image_url_9,product_media_gallery_image_url_10
product_variation,151,301.02,,,,,,,,,,CATPOWER_72251_72246,Honey,,,,,,,,,,,,
product_variation,151,301.02,,,,,,,,,,CATPOWER_72251_72247,Honey,,,,,,,,,,,,
product_variation,151,301.02,,,,,,,,,,CATPOWER_72251_72248,Honey,,,,,,,,,,,,
product,152,301.02,Lage veiligheidsschoenen,"Lage, comfortabele CAT-veiligheidsschoenen die in alle omstandigheden heel stevig zijn. Dubbele densiteit tussenzool om de schokken op te vangen. Binnenzool in polyurethaanschuim. Buitenzool bestand tegen perforaties, hoge temperaturen en koolwaterstoffen. Verstevigde neus en hiel. Composietneus voor een lager gewicht. Bovenstof in licht tricot. Norm EN ISO 20345:2011 S3 HRO SRC.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=375921&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Caterpillar,Schoenen & Accessoires,Veiligheidsschoenen,https://media.europeancatalog.com/ws.php?act=download&mamfileid=375921&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,
product_option,152,,,,,,,,,,,,,Color,Black / Blue,RADIOBUTTONS,TRUE,,,,,,,,
product_option,152,,,,,,,,,,,,,Size,40 EU,RADIOBUTTONS,TRUE,,,,,,,,
product_option,152,,,,,,,,,,,,,Size,41 EU,RADIOBUTTONS,TRUE,,,,,,,,
product_option,152,,,,,,,,,,,,,Size,42 EU,RADIOBUTTONS,TRUE,,,,,,,,
product_option,152,,,,,,,,,,,,,Size,43 EU,RADIOBUTTONS,TRUE,,,,,,,,
product_option,152,,,,,,,,,,,,,Size,44 EU,RADIOBUTTONS,TRUE,,,,,,,,
product_option,152,,,,,,,,,,,,,Size,45 EU,RADIOBUTTONS,TRUE,,,,,,,,
product_option,152,,,,,,,,,,,,,Size,46 EU,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,152,301.02,,,,,,,,,,CATBYWAY_77992_77985,Black / Blue,,,,,40 EU,,,,,,,
product_variation,152,301.02,,,,,,,,,,CATBYWAY_77992_77986,Black / Blue,,,,,41 EU,,,,,,,
product_variation,152,301.02,,,,,,,,,,CATBYWAY_77992_77987,Black / Blue,,,,,42 EU,,,,,,,
product_variation,152,301.02,,,,,,,,,,CATBYWAY_77992_77988,Black / Blue,,,,,43 EU,,,,,,,
product_variation,152,301.02,,,,,,,,,,CATBYWAY_77992_77989,Black / Blue,,,,,44 EU,,,,,,,
product_variation,152,301.02,,,,,,,,,,CATBYWAY_77992_77990,Black / Blue,,,,,45 EU,,,,,,,
product_variation,152,301.02,,,,,,,,,,CATBYWAY_77992_77991,Black / Blue,,,,,46 EU,,,,,,,
product,153,37.72,CATTREAD - Veiligheidsbril  TREAD,Bril met pootjes. Montuur van nylon. Glazen van polycarbonaat. 99% uv-bescherming. Gewicht 30 g. Soepele neusbrug. Klasse 1. Logo CAT.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=388061&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Caterpillar,Accessoires,Zonnebrillen & houders,https://media.europeancatalog.com/ws.php?act=download&mamfileid=388061&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,
product_option,153,,,,,,,,,,,,,Color,Clear,RADIOBUTTONS,TRUE,,,,,,,,
product_option,153,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,
product_option,153,,,,,,,,,,,,,Color,Smoke,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,153,37.72,,,,,,,,,,CATTREAD_83272_83271,Clear,,,,,One Size,,,,,,,
product_variation,153,37.72,,,,,,,,,,CATTREAD_83273_83271,Smoke,,,,,,,,,,,,
product,154,13.36,MY POLO 180 Heren korte mouwen,"100% voorgesponnen Ring-Spun katoen (behalve Sport Grey: 90% voorgesponnen Ring-Spun katoen / 10% viscose). Tijdloos, klassiek, modern en gemakkelijk te dragen model. Deze piquépolo met hoge dichtheid voelt zacht aan en heeft een goede bedrukkingskwaliteit. Gecertificeerd STANDARD 100 by OEKO-TEX®N° 1501003X, Centexbel.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=401912&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,B&C,Kleding,Polo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=401912&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=401934&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,
product_option,154,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,
product_option,154,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,
product_option,154,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,
product_option,154,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,
product_option,154,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,154,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,154,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,154,,,,,,,,,,,,,Size,4XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,154,,,,,,,,,,,,,Color,Blush Blue,RADIOBUTTONS,TRUE,,,,,,,,
product_option,154,,,,,,,,,,,,,Color,Blush Mint,RADIOBUTTONS,TRUE,,,,,,,,
product_option,154,,,,,,,,,,,,,Color,Blush Pink,RADIOBUTTONS,TRUE,,,,,,,,
product_option,154,,,,,,,,,,,,,Color,Burgundy,RADIOBUTTONS,TRUE,,,,,,,,
product_option,154,,,,,,,,,,,,,Color,Dark Forest,RADIOBUTTONS,TRUE,,,,,,,,
product_option,154,,,,,,,,,,,,,Color,Dark Grey,RADIOBUTTONS,TRUE,,,,,,,,
product_option,154,,,,,,,,,,,,,Color,Ivy Green,RADIOBUTTONS,TRUE,,,,,,,,
product_option,154,,,,,,,,,,,,,Color,Mastic,RADIOBUTTONS,TRUE,,,,,,,,
product_option,154,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,
product_option,154,,,,,,,,,,,,,Color,Navy Pure,RADIOBUTTONS,TRUE,,,,,,,,
product_option,154,,,,,,,,,,,,,Color,Off White,RADIOBUTTONS,TRUE,,,,,,,,
product_option,154,,,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,,,,,,,,
product_option,154,,,,,,,,,,,,,Color,Roasted Cofee,RADIOBUTTONS,TRUE,,,,,,,,
product_option,154,,,,,,,,,,,,,Color,Royal Blue,RADIOBUTTONS,TRUE,,,,,,,,
product_option,154,,,,,,,,,,,,,Color,Sport Grey,RADIOBUTTONS,TRUE,,,,,,,,
product_option,154,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,154,13.36,,,,,,,,,,CGPU424_82298_82291,Black,,,,,S,,,,,,,
product_variation,154,13.36,,,,,,,,,,CGPU424_82298_82292,Black,,,,,M,,,,,,,
product_variation,154,13.36,,,,,,,,,,CGPU424_82298_82293,Black,,,,,L,,,,,,,
product_variation,154,13.36,,,,,,,,,,CGPU424_82298_82294,Black,,,,,XL,,,,,,,
product_variation,154,13.36,,,,,,,,,,CGPU424_82298_82295,Black,,,,,XXL,,,,,,,
product_variation,154,13.36,,,,,,,,,,CGPU424_82298_82296,Black,,,,,3XL,,,,,,,
product_variation,154,17.36,,,,,,,,,,CGPU424X_82299_82297,Black,,,,,4XL,,,,,,,
product_variation,154,13.36,,,,,,,,,,CGPU424_82301_82291,Blush Blue,,,,,,,,,,,,
product_variation,154,13.36,,,,,,,,,,CGPU424_82301_82292,Blush Blue,,,,,,,,,,,,
product_variation,154,13.36,,,,,,,,,,CGPU424_82301_82293,Blush Blue,,,,,,,,,,,,
product_variation,154,13.36,,,,,,,,,,CGPU424_82301_82294,Blush Blue,,,,,,,,,,,,
product_variation,154,13.36,,,,,,,,,,CGPU424_82301_82295,Blush Blue,,,,,,,,,,,,
product_variation,154,13.36,,,,,,,,,,CGPU424_82301_82296,Blush Blue,,,,,,,,,,,,
product_variation,154,13.36,,,,,,,,,,CGPU424_82302_82291,Blush Mint,,,,,,,,,,,,
product_variation,154,13.36,,,,,,,,,,CGPU424_82302_82292,Blush Mint,,,,,,,,,,,,
product_variation,154,13.36,,,,,,,,,,CGPU424_82302_82293,Blush Mint,,,,,,,,,,,,
product_variation,154,13.36,,,,,,,,,,CGPU424_82302_82294,Blush Mint,,,,,,,,,,,,
product_variation,154,13.36,,,,,,,,,,CGPU424_82302_82295,Blush Mint,,,,,,,,,,,,
product_variation,154,13.36,,,,,,,,,,CGPU424_82302_82296,Blush Mint,,,,,,,,,,,,
product_variation,154,13.36,,,,,,,,,,CGPU424_82305_82291,Blush Pink,,,,,,,,,,,,
product_variation,154,13.36,,,,,,,,,,CGPU424_82305_82292,Blush Pink,,,,,,,,,,,,
product_variation,154,13.36,,,,,,,,,,CGPU424_82305_82293,Blush Pink,,,,,,,,,,,,
product_variation,154,13.36,,,,,,,,,,CGPU424_82305_82294,Blush Pink,,,,,,,,,,,,
product_variation,154,13.36,,,,,,,,,,CGPU424_82305_82295,Blush Pink,,,,,,,,,,,,
product_variation,154,13.36,,,,,,,,,,CGPU424_82305_82296,Blush Pink,,,,,,,,,,,,
product_variation,154,13.36,,,,,,,,,,CGPU424_82306_82291,Burgundy,,,,,,,,,,,,
product_variation,154,13.36,,,,,,,,,,CGPU424_82306_82292,Burgundy,,,,,,,,,,,,
product_variation,154,13.36,,,,,,,,,,CGPU424_82306_82293,Burgundy,,,,,,,,,,,,
product_variation,154,13.36,,,,,,,,,,CGPU424_82306_82294,Burgundy,,,,,,,,,,,,
product_variation,154,13.36,,,,,,,,,,CGPU424_82306_82295,Burgundy,,,,,,,,,,,,
product_variation,154,13.36,,,,,,,,,,CGPU424_82306_82296,Burgundy,,,,,,,,,,,,
product_variation,154,13.36,,,,,,,,,,CGPU424_82309_82291,Dark Forest,,,,,,,,,,,,
product_variation,154,13.36,,,,,,,,,,CGPU424_82309_82292,Dark Forest,,,,,,,,,,,,
product_variation,154,13.36,,,,,,,,,,CGPU424_82309_82293,Dark Forest,,,,,,,,,,,,
product_variation,154,13.36,,,,,,,,,,CGPU424_82309_82294,Dark Forest,,,,,,,,,,,,
product_variation,154,13.36,,,,,,,,,,CGPU424_82309_82295,Dark Forest,,,,,,,,,,,,
product_variation,154,13.36,,,,,,,,,,CGPU424_82309_82296,Dark Forest,,,,,,,,,,,,
product_variation,154,13.36,,,,,,,,,,CGPU424_82310_82291,Dark Grey,,,,,,,,,,,,
product_variation,154,13.36,,,,,,,,,,CGPU424_82310_82292,Dark Grey,,,,,,,,,,,,
product_variation,154,13.36,,,,,,,,,,CGPU424_82310_82293,Dark Grey,,,,,,,,,,,,
product_variation,154,13.36,,,,,,,,,,CGPU424_82310_82294,Dark Grey,,,,,,,,,,,,
product_variation,154,13.36,,,,,,,,,,CGPU424_82310_82295,Dark Grey,,,,,,,,,,,,
product_variation,154,13.36,,,,,,,,,,CGPU424_82310_82296,Dark Grey,,,,,,,,,,,,
product_variation,154,17.36,,,,,,,,,,CGPU424X_82311_82297,Dark Grey,,,,,,,,,,,,
product_variation,154,13.36,,,,,,,,,,CGPU424_82313_82291,Ivy Green,,,,,,,,,,,,
product_variation,154,13.36,,,,,,,,,,CGPU424_82313_82292,Ivy Green,,,,,,,,,,,,
product_variation,154,13.36,,,,,,,,,,CGPU424_82313_82293,Ivy Green,,,,,,,,,,,,
product_variation,154,13.36,,,,,,,,,,CGPU424_82313_82294,Ivy Green,,,,,,,,,,,,
product_variation,154,13.36,,,,,,,,,,CGPU424_82313_82295,Ivy Green,,,,,,,,,,,,
product_variation,154,13.36,,,,,,,,,,CGPU424_82313_82296,Ivy Green,,,,,,,,,,,,
product_variation,154,13.36,,,,,,,,,,CGPU424_82314_82291,Mastic,,,,,,,,,,,,
product_variation,154,13.36,,,,,,,,,,CGPU424_82314_82292,Mastic,,,,,,,,,,,,
product_variation,154,13.36,,,,,,,,,,CGPU424_82314_82293,Mastic,,,,,,,,,,,,
product_variation,154,13.36,,,,,,,,,,CGPU424_82314_82294,Mastic,,,,,,,,,,,,
product_variation,154,13.36,,,,,,,,,,CGPU424_82314_82295,Mastic,,,,,,,,,,,,
product_variation,154,13.36,,,,,,,,,,CGPU424_82314_82296,Mastic,,,,,,,,,,,,
product_variation,154,13.36,,,,,,,,,,CGPU424_82317_82291,Navy,,,,,,,,,,,,
product_variation,154,13.36,,,,,,,,,,CGPU424_82317_82292,Navy,,,,,,,,,,,,
product_variation,154,13.36,,,,,,,,,,CGPU424_82317_82293,Navy,,,,,,,,,,,,
product_variation,154,13.36,,,,,,,,,,CGPU424_82317_82294,Navy,,,,,,,,,,,,
product_variation,154,13.36,,,,,,,,,,CGPU424_82317_82295,Navy,,,,,,,,,,,,
product_variation,154,13.36,,,,,,,,,,CGPU424_82317_82296,Navy,,,,,,,,,,,,
product_variation,154,17.36,,,,,,,,,,CGPU424X_82316_82297,Navy,,,,,,,,,,,,
product_variation,154,13.36,,,,,,,,,,CGPU424_82318_82291,Navy Pure,,,,,,,,,,,,
product_variation,154,13.36,,,,,,,,,,CGPU424_82318_82292,Navy Pure,,,,,,,,,,,,
product_variation,154,13.36,,,,,,,,,,CGPU424_82318_82293,Navy Pure,,,,,,,,,,,,
product_variation,154,13.36,,,,,,,,,,CGPU424_82318_82294,Navy Pure,,,,,,,,,,,,
product_variation,154,13.36,,,,,,,,,,CGPU424_82318_82295,Navy Pure,,,,,,,,,,,,
product_variation,154,13.36,,,,,,,,,,CGPU424_82318_82296,Navy Pure,,,,,,,,,,,,
product_variation,154,13.36,,,,,,,,,,CGPU424_82321_82291,Off White,,,,,,,,,,,,
product_variation,154,13.36,,,,,,,,,,CGPU424_82321_82292,Off White,,,,,,,,,,,,
product_variation,154,13.36,,,,,,,,,,CGPU424_82321_82293,Off White,,,,,,,,,,,,
product_variation,154,13.36,,,,,,,,,,CGPU424_82321_82294,Off White,,,,,,,,,,,,
product_variation,154,13.36,,,,,,,,,,CGPU424_82321_82295,Off White,,,,,,,,,,,,
product_variation,154,13.36,,,,,,,,,,CGPU424_82321_82296,Off White,,,,,,,,,,,,
product_variation,154,13.36,,,,,,,,,,CGPU424_82322_82291,Red,,,,,,,,,,,,
product_variation,154,13.36,,,,,,,,,,CGPU424_82322_82292,Red,,,,,,,,,,,,
product_variation,154,13.36,,,,,,,,,,CGPU424_82322_82293,Red,,,,,,,,,,,,
product_variation,154,13.36,,,,,,,,,,CGPU424_82322_82294,Red,,,,,,,,,,,,
product_variation,154,13.36,,,,,,,,,,CGPU424_82322_82295,Red,,,,,,,,,,,,
product_variation,154,13.36,,,,,,,,,,CGPU424_82322_82296,Red,,,,,,,,,,,,
product_variation,154,13.36,,,,,,,,,,CGPU424_82325_82291,Roasted Cofee,,,,,,,,,,,,
product_variation,154,13.36,,,,,,,,,,CGPU424_82325_82292,Roasted Cofee,,,,,,,,,,,,
product_variation,154,13.36,,,,,,,,,,CGPU424_82325_82293,Roasted Cofee,,,,,,,,,,,,
product_variation,154,13.36,,,,,,,,,,CGPU424_82325_82294,Roasted Cofee,,,,,,,,,,,,
product_variation,154,13.36,,,,,,,,,,CGPU424_82325_82295,Roasted Cofee,,,,,,,,,,,,
product_variation,154,13.36,,,,,,,,,,CGPU424_82325_82296,Roasted Cofee,,,,,,,,,,,,
product_variation,154,13.36,,,,,,,,,,CGPU424_82326_82291,Royal Blue,,,,,,,,,,,,
product_variation,154,13.36,,,,,,,,,,CGPU424_82326_82292,Royal Blue,,,,,,,,,,,,
product_variation,154,13.36,,,,,,,,,,CGPU424_82326_82293,Royal Blue,,,,,,,,,,,,
product_variation,154,13.36,,,,,,,,,,CGPU424_82326_82294,Royal Blue,,,,,,,,,,,,
product_variation,154,13.36,,,,,,,,,,CGPU424_82326_82295,Royal Blue,,,,,,,,,,,,
product_variation,154,13.36,,,,,,,,,,CGPU424_82326_82296,Royal Blue,,,,,,,,,,,,
product_variation,154,17.36,,,,,,,,,,CGPU424X_82327_82297,Royal Blue,,,,,,,,,,,,
product_variation,154,13.36,,,,,,,,,,CGPU424_82329_82291,Sport Grey,,,,,,,,,,,,
product_variation,154,13.36,,,,,,,,,,CGPU424_82329_82292,Sport Grey,,,,,,,,,,,,
product_variation,154,13.36,,,,,,,,,,CGPU424_82329_82293,Sport Grey,,,,,,,,,,,,
product_variation,154,13.36,,,,,,,,,,CGPU424_82329_82294,Sport Grey,,,,,,,,,,,,
product_variation,154,13.36,,,,,,,,,,CGPU424_82329_82295,Sport Grey,,,,,,,,,,,,
product_variation,154,13.36,,,,,,,,,,CGPU424_82329_82296,Sport Grey,,,,,,,,,,,,
product_variation,154,17.36,,,,,,,,,,CGPU424X_82328_82297,Sport Grey,,,,,,,,,,,,
product_variation,154,13.36,,,,,,,,,,CGPU424_82330_82291,White,,,,,,,,,,,,
product_variation,154,13.36,,,,,,,,,,CGPU424_82330_82292,White,,,,,,,,,,,,
product_variation,154,13.36,,,,,,,,,,CGPU424_82330_82293,White,,,,,,,,,,,,
product_variation,154,13.36,,,,,,,,,,CGPU424_82330_82294,White,,,,,,,,,,,,
product_variation,154,13.36,,,,,,,,,,CGPU424_82330_82295,White,,,,,,,,,,,,
product_variation,154,13.36,,,,,,,,,,CGPU424_82330_82296,White,,,,,,,,,,,,
product_variation,154,17.36,,,,,,,,,,CGPU424X_82331_82297,White,,,,,,,,,,,,
product,155,19,MY POLO 180 Heren lange mouwen,"100% voorgesponnen Ring-Spun katoen (behalve Sport Grey: 90% voorgesponnen Ring-Spun katoen / 10% viscose). Tijdloos, klassiek, modern en gemakkelijk te dragen model, gemaakt van een hoogwaardige stof. Deze veelzijdige piquépolo met hoge dichtheid voelt zacht aan en heeft een goede bedrukkingskwaliteit. Gecertificeerd STANDARD 100 by OEKO-TEX®N° 1501003X, Centexbel.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=403496&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,B&C,Kleding,Polo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=403496&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,
product_option,155,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,
product_option,155,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,
product_option,155,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,
product_option,155,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,
product_option,155,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,155,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,155,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,155,,,,,,,,,,,,,Size,4XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,155,,,,,,,,,,,,,Color,Dark Grey,RADIOBUTTONS,TRUE,,,,,,,,
product_option,155,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,
product_option,155,,,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,,,,,,,,
product_option,155,,,,,,,,,,,,,Color,Royal Blue,RADIOBUTTONS,TRUE,,,,,,,,
product_option,155,,,,,,,,,,,,,Color,Sport Grey,RADIOBUTTONS,TRUE,,,,,,,,
product_option,155,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,155,19,,,,,,,,,,CGPU425_82339_82332,Black,,,,,S,,,,,,,
product_variation,155,19,,,,,,,,,,CGPU425_82339_82333,Black,,,,,M,,,,,,,
product_variation,155,19,,,,,,,,,,CGPU425_82339_82334,Black,,,,,L,,,,,,,
product_variation,155,19,,,,,,,,,,CGPU425_82339_82335,Black,,,,,XL,,,,,,,
product_variation,155,19,,,,,,,,,,CGPU425_82339_82336,Black,,,,,XXL,,,,,,,
product_variation,155,19,,,,,,,,,,CGPU425_82339_82337,Black,,,,,3XL,,,,,,,
product_variation,155,24.7,,,,,,,,,,CGPU425X_82340_82338,Black,,,,,4XL,,,,,,,
product_variation,155,19,,,,,,,,,,CGPU425_82342_82332,Dark Grey,,,,,,,,,,,,
product_variation,155,19,,,,,,,,,,CGPU425_82342_82333,Dark Grey,,,,,,,,,,,,
product_variation,155,19,,,,,,,,,,CGPU425_82342_82334,Dark Grey,,,,,,,,,,,,
product_variation,155,19,,,,,,,,,,CGPU425_82342_82335,Dark Grey,,,,,,,,,,,,
product_variation,155,19,,,,,,,,,,CGPU425_82342_82336,Dark Grey,,,,,,,,,,,,
product_variation,155,19,,,,,,,,,,CGPU425_82342_82337,Dark Grey,,,,,,,,,,,,
product_variation,155,24.7,,,,,,,,,,CGPU425X_82341_82338,Dark Grey,,,,,,,,,,,,
product_variation,155,19,,,,,,,,,,CGPU425_82343_82332,Navy,,,,,,,,,,,,
product_variation,155,19,,,,,,,,,,CGPU425_82343_82333,Navy,,,,,,,,,,,,
product_variation,155,19,,,,,,,,,,CGPU425_82343_82334,Navy,,,,,,,,,,,,
product_variation,155,19,,,,,,,,,,CGPU425_82343_82335,Navy,,,,,,,,,,,,
product_variation,155,19,,,,,,,,,,CGPU425_82343_82336,Navy,,,,,,,,,,,,
product_variation,155,19,,,,,,,,,,CGPU425_82343_82337,Navy,,,,,,,,,,,,
product_variation,155,24.7,,,,,,,,,,CGPU425X_82344_82338,Navy,,,,,,,,,,,,
product_variation,155,19,,,,,,,,,,CGPU425_82346_82332,Red,,,,,,,,,,,,
product_variation,155,19,,,,,,,,,,CGPU425_82346_82333,Red,,,,,,,,,,,,
product_variation,155,19,,,,,,,,,,CGPU425_82346_82334,Red,,,,,,,,,,,,
product_variation,155,19,,,,,,,,,,CGPU425_82346_82335,Red,,,,,,,,,,,,
product_variation,155,19,,,,,,,,,,CGPU425_82346_82336,Red,,,,,,,,,,,,
product_variation,155,19,,,,,,,,,,CGPU425_82346_82337,Red,,,,,,,,,,,,
product_variation,155,19,,,,,,,,,,CGPU425_82347_82332,Royal Blue,,,,,,,,,,,,
product_variation,155,19,,,,,,,,,,CGPU425_82347_82333,Royal Blue,,,,,,,,,,,,
product_variation,155,19,,,,,,,,,,CGPU425_82347_82334,Royal Blue,,,,,,,,,,,,
product_variation,155,19,,,,,,,,,,CGPU425_82347_82335,Royal Blue,,,,,,,,,,,,
product_variation,155,19,,,,,,,,,,CGPU425_82347_82336,Royal Blue,,,,,,,,,,,,
product_variation,155,19,,,,,,,,,,CGPU425_82347_82337,Royal Blue,,,,,,,,,,,,
product_variation,155,19,,,,,,,,,,CGPU425_82350_82332,Sport Grey,,,,,,,,,,,,
