type,product_internal_id,product_price,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_media_gallery_image_url_2,product_media_gallery_image_url_3,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_media_gallery_image_url_6,product_media_gallery_image_url_7,product_media_gallery_image_url_8,product_media_gallery_image_url_9,product_media_gallery_image_url_10,product_variation_sku,product_variation_option_Color,product_option_name,product_option_value,product_option_type,product_option_is_required,product_media_gallery_image_url_11,product_media_gallery_image_url_12,product_media_gallery_image_url_13,product_variation_option_Size,product_media_gallery_image_url_14,product_media_gallery_image_url_15,product_media_gallery_image_url_16,product_media_gallery_image_url_17,product_media_gallery_image_url_18
product,1652,11.15,Uniseks sokken,"99 % biologisch katoen / 1 % elasthan<br/>39/41 EU > 43/45 EU<br/>Geproduceerd in Italië.<br/>Egyptisch garen.<br/>Dun tricot.<br/>Verstevigde hiel en tenen.<br/>Elasthan in het bovenste deel<br/>van de sok, voor rekbaarheid<br/>en vormvastheid: 1 x 1 ribboord<br/>Lang Italiaans bovendeel: 32 cm tot 36 cm.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=434568&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Native Spirit,Ondergoed,Sokken,https://media.europeancatalog.com/ws.php?act=download&mamfileid=434568&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,,,,,,
product_option,1652,,,,,,,,,,,,,,,,,,,,Color,Almond Green,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,1652,,,,,,,,,,,,,,,,,,,,Size,39/41 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,1652,,,,,,,,,,,,,,,,,,,,Size,41/43 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,1652,,,,,,,,,,,,,,,,,,,,Size,43/45 EU,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,1652,,,,,,,,,,,,,,,,,,,,Color,Amazon Green,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,1652,,,,,,,,,,,,,,,,,,,,Color,Amazon Green Heather,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,1652,,,,,,,,,,,,,,,,,,,,Color,Apricot,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,1652,,,,,,,,,,,,,,,,,,,,Color,Aquamarine,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,1652,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,1652,,,,,,,,,,,,,,,,,,,,Color,Clementine Heather,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,1652,,,,,,,,,,,,,,,,,,,,Color,Cool Blue,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,1652,,,,,,,,,,,,,,,,,,,,Color,Cool Blue Heather,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,1652,,,,,,,,,,,,,,,,,,,,Color,Curcuma,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,1652,,,,,,,,,,,,,,,,,,,,Color,Dark Cherry,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,1652,,,,,,,,,,,,,,,,,,,,Color,Deep Plum,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,1652,,,,,,,,,,,,,,,,,,,,Color,Green field,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,1652,,,,,,,,,,,,,,,,,,,,Color,Grizzly Brown Heather,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,1652,,,,,,,,,,,,,,,,,,,,Color,Hibiscus Red,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,1652,,,,,,,,,,,,,,,,,,,,Color,Iron Grey,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,1652,,,,,,,,,,,,,,,,,,,,Color,Ivory,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,1652,,,,,,,,,,,,,,,,,,,,Color,Jade Green,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,1652,,,,,,,,,,,,,,,,,,,,Color,Light Olive Green,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,1652,,,,,,,,,,,,,,,,,,,,Color,Mineral Grey,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,1652,,,,,,,,,,,,,,,,,,,,Color,Moon Grey Heather,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,1652,,,,,,,,,,,,,,,,,,,,Color,Navy Blue,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,1652,,,,,,,,,,,,,,,,,,,,Color,Navy Blue Heather,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,1652,,,,,,,,,,,,,,,,,,,,Color,Organic Khaki,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,1652,,,,,,,,,,,,,,,,,,,,Color,Organic Khaki Heather,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,1652,,,,,,,,,,,,,,,,,,,,Color,Paprika,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,1652,,,,,,,,,,,,,,,,,,,,Color,Parma,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,1652,,,,,,,,,,,,,,,,,,,,Color,Peach,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,1652,,,,,,,,,,,,,,,,,,,,Color,Peacock Blue,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,1652,,,,,,,,,,,,,,,,,,,,Color,Petal Rose,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,1652,,,,,,,,,,,,,,,,,,,,Color,Pineapple,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,1652,,,,,,,,,,,,,,,,,,,,Color,Raspberry Sorbet,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,1652,,,,,,,,,,,,,,,,,,,,Color,Sea Blue,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,1652,,,,,,,,,,,,,,,,,,,,Color,Volcano Grey Heather,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,1652,,,,,,,,,,,,,,,,,,,,Color,Wet Sand,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,1652,,,,,,,,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,,,
product_variation,1652,11.15,,,,,,,,,,,,,,,,,NS800_75471_75468,Almond Green,,,,,,,,39/41 EU,,,,,
product_variation,1652,11.15,,,,,,,,,,,,,,,,,NS800_75471_75469,Almond Green,,,,,,,,41/43 EU,,,,,
product_variation,1652,11.15,,,,,,,,,,,,,,,,,NS800_75471_75470,Almond Green,,,,,,,,43/45 EU,,,,,
product_variation,1652,11.15,,,,,,,,,,,,,,,,,NS800_75472_75468,Amazon Green,,,,,,,,,,,,,
product_variation,1652,11.15,,,,,,,,,,,,,,,,,NS800_75472_75469,Amazon Green,,,,,,,,,,,,,
product_variation,1652,11.15,,,,,,,,,,,,,,,,,NS800_75472_75470,Amazon Green,,,,,,,,,,,,,
product_variation,1652,11.15,,,,,,,,,,,,,,,,,NS800_75473_75468,Amazon Green Heather,,,,,,,,,,,,,
product_variation,1652,11.15,,,,,,,,,,,,,,,,,NS800_75473_75469,Amazon Green Heather,,,,,,,,,,,,,
product_variation,1652,11.15,,,,,,,,,,,,,,,,,NS800_75473_75470,Amazon Green Heather,,,,,,,,,,,,,
product_variation,1652,11.15,,,,,,,,,,,,,,,,,NS800_75474_75468,Apricot,,,,,,,,,,,,,
product_variation,1652,11.15,,,,,,,,,,,,,,,,,NS800_75474_75469,Apricot,,,,,,,,,,,,,
product_variation,1652,11.15,,,,,,,,,,,,,,,,,NS800_75474_75470,Apricot,,,,,,,,,,,,,
product_variation,1652,11.15,,,,,,,,,,,,,,,,,NS800_75475_75468,Aquamarine,,,,,,,,,,,,,
product_variation,1652,11.15,,,,,,,,,,,,,,,,,NS800_75475_75469,Aquamarine,,,,,,,,,,,,,
product_variation,1652,11.15,,,,,,,,,,,,,,,,,NS800_75475_75470,Aquamarine,,,,,,,,,,,,,
product_variation,1652,11.15,,,,,,,,,,,,,,,,,NS800_75476_75468,Black,,,,,,,,,,,,,
product_variation,1652,11.15,,,,,,,,,,,,,,,,,NS800_75476_75469,Black,,,,,,,,,,,,,
product_variation,1652,11.15,,,,,,,,,,,,,,,,,NS800_75476_75470,Black,,,,,,,,,,,,,
product_variation,1652,11.15,,,,,,,,,,,,,,,,,NS800_75477_75468,Clementine Heather,,,,,,,,,,,,,
product_variation,1652,11.15,,,,,,,,,,,,,,,,,NS800_75477_75469,Clementine Heather,,,,,,,,,,,,,
product_variation,1652,11.15,,,,,,,,,,,,,,,,,NS800_75477_75470,Clementine Heather,,,,,,,,,,,,,
product_variation,1652,11.15,,,,,,,,,,,,,,,,,NS800_75478_75468,Cool Blue,,,,,,,,,,,,,
product_variation,1652,11.15,,,,,,,,,,,,,,,,,NS800_75478_75469,Cool Blue,,,,,,,,,,,,,
product_variation,1652,11.15,,,,,,,,,,,,,,,,,NS800_75478_75470,Cool Blue,,,,,,,,,,,,,
product_variation,1652,11.15,,,,,,,,,,,,,,,,,NS800_75479_75468,Cool Blue Heather,,,,,,,,,,,,,
product_variation,1652,11.15,,,,,,,,,,,,,,,,,NS800_75479_75469,Cool Blue Heather,,,,,,,,,,,,,
product_variation,1652,11.15,,,,,,,,,,,,,,,,,NS800_75479_75470,Cool Blue Heather,,,,,,,,,,,,,
product_variation,1652,11.15,,,,,,,,,,,,,,,,,NS800_75480_75468,Curcuma,,,,,,,,,,,,,
product_variation,1652,11.15,,,,,,,,,,,,,,,,,NS800_75480_75469,Curcuma,,,,,,,,,,,,,
product_variation,1652,11.15,,,,,,,,,,,,,,,,,NS800_75480_75470,Curcuma,,,,,,,,,,,,,
product_variation,1652,11.15,,,,,,,,,,,,,,,,,NS800_75481_75468,Dark Cherry,,,,,,,,,,,,,
product_variation,1652,11.15,,,,,,,,,,,,,,,,,NS800_75481_75469,Dark Cherry,,,,,,,,,,,,,
product_variation,1652,11.15,,,,,,,,,,,,,,,,,NS800_75481_75470,Dark Cherry,,,,,,,,,,,,,
product_variation,1652,11.15,,,,,,,,,,,,,,,,,NS800_75482_75468,Deep Plum,,,,,,,,,,,,,
product_variation,1652,11.15,,,,,,,,,,,,,,,,,NS800_75482_75469,Deep Plum,,,,,,,,,,,,,
product_variation,1652,11.15,,,,,,,,,,,,,,,,,NS800_75482_75470,Deep Plum,,,,,,,,,,,,,
product_variation,1652,11.15,,,,,,,,,,,,,,,,,NS800_75483_75468,Green field,,,,,,,,,,,,,
product_variation,1652,11.15,,,,,,,,,,,,,,,,,NS800_75483_75469,Green field,,,,,,,,,,,,,
product_variation,1652,11.15,,,,,,,,,,,,,,,,,NS800_75483_75470,Green field,,,,,,,,,,,,,
product_variation,1652,11.15,,,,,,,,,,,,,,,,,NS800_75484_75468,Grizzly Brown Heather,,,,,,,,,,,,,
product_variation,1652,11.15,,,,,,,,,,,,,,,,,NS800_75484_75469,Grizzly Brown Heather,,,,,,,,,,,,,
product_variation,1652,11.15,,,,,,,,,,,,,,,,,NS800_75484_75470,Grizzly Brown Heather,,,,,,,,,,,,,
product_variation,1652,11.15,,,,,,,,,,,,,,,,,NS800_75485_75468,Hibiscus Red,,,,,,,,,,,,,
product_variation,1652,11.15,,,,,,,,,,,,,,,,,NS800_75485_75469,Hibiscus Red,,,,,,,,,,,,,
product_variation,1652,11.15,,,,,,,,,,,,,,,,,NS800_75485_75470,Hibiscus Red,,,,,,,,,,,,,
product_variation,1652,11.15,,,,,,,,,,,,,,,,,NS800_75486_75468,Iron Grey,,,,,,,,,,,,,
product_variation,1652,11.15,,,,,,,,,,,,,,,,,NS800_75486_75469,Iron Grey,,,,,,,,,,,,,
product_variation,1652,11.15,,,,,,,,,,,,,,,,,NS800_75486_75470,Iron Grey,,,,,,,,,,,,,
product_variation,1652,11.15,,,,,,,,,,,,,,,,,NS800_75487_75468,Ivory,,,,,,,,,,,,,
product_variation,1652,11.15,,,,,,,,,,,,,,,,,NS800_75487_75469,Ivory,,,,,,,,,,,,,
product_variation,1652,11.15,,,,,,,,,,,,,,,,,NS800_75487_75470,Ivory,,,,,,,,,,,,,
product_variation,1652,11.15,,,,,,,,,,,,,,,,,NS800_75488_75468,Jade Green,,,,,,,,,,,,,
product_variation,1652,11.15,,,,,,,,,,,,,,,,,NS800_75488_75469,Jade Green,,,,,,,,,,,,,
product_variation,1652,11.15,,,,,,,,,,,,,,,,,NS800_75488_75470,Jade Green,,,,,,,,,,,,,
product_variation,1652,11.15,,,,,,,,,,,,,,,,,NS800_75489_75468,Light Olive Green,,,,,,,,,,,,,
product_variation,1652,11.15,,,,,,,,,,,,,,,,,NS800_75489_75469,Light Olive Green,,,,,,,,,,,,,
product_variation,1652,11.15,,,,,,,,,,,,,,,,,NS800_75489_75470,Light Olive Green,,,,,,,,,,,,,
product_variation,1652,11.15,,,,,,,,,,,,,,,,,NS800_75490_75468,Mineral Grey,,,,,,,,,,,,,
product_variation,1652,11.15,,,,,,,,,,,,,,,,,NS800_75490_75469,Mineral Grey,,,,,,,,,,,,,
product_variation,1652,11.15,,,,,,,,,,,,,,,,,NS800_75490_75470,Mineral Grey,,,,,,,,,,,,,
product_variation,1652,11.15,,,,,,,,,,,,,,,,,NS800_75491_75468,Moon Grey Heather,,,,,,,,,,,,,
product_variation,1652,11.15,,,,,,,,,,,,,,,,,NS800_75491_75469,Moon Grey Heather,,,,,,,,,,,,,
product_variation,1652,11.15,,,,,,,,,,,,,,,,,NS800_75491_75470,Moon Grey Heather,,,,,,,,,,,,,
product_variation,1652,11.15,,,,,,,,,,,,,,,,,NS800_75492_75468,Navy Blue,,,,,,,,,,,,,
product_variation,1652,11.15,,,,,,,,,,,,,,,,,NS800_75492_75469,Navy Blue,,,,,,,,,,,,,
product_variation,1652,11.15,,,,,,,,,,,,,,,,,NS800_75492_75470,Navy Blue,,,,,,,,,,,,,
product_variation,1652,11.15,,,,,,,,,,,,,,,,,NS800_75493_75468,Navy Blue Heather,,,,,,,,,,,,,
product_variation,1652,11.15,,,,,,,,,,,,,,,,,NS800_75493_75469,Navy Blue Heather,,,,,,,,,,,,,
product_variation,1652,11.15,,,,,,,,,,,,,,,,,NS800_75493_75470,Navy Blue Heather,,,,,,,,,,,,,
product_variation,1652,11.15,,,,,,,,,,,,,,,,,NS800_75494_75468,Organic Khaki,,,,,,,,,,,,,
product_variation,1652,11.15,,,,,,,,,,,,,,,,,NS800_75494_75469,Organic Khaki,,,,,,,,,,,,,
product_variation,1652,11.15,,,,,,,,,,,,,,,,,NS800_75494_75470,Organic Khaki,,,,,,,,,,,,,
product_variation,1652,11.15,,,,,,,,,,,,,,,,,NS800_75495_75468,Organic Khaki Heather,,,,,,,,,,,,,
product_variation,1652,11.15,,,,,,,,,,,,,,,,,NS800_75495_75469,Organic Khaki Heather,,,,,,,,,,,,,
product_variation,1652,11.15,,,,,,,,,,,,,,,,,NS800_75495_75470,Organic Khaki Heather,,,,,,,,,,,,,
product_variation,1652,11.15,,,,,,,,,,,,,,,,,NS800_75496_75468,Paprika,,,,,,,,,,,,,
product_variation,1652,11.15,,,,,,,,,,,,,,,,,NS800_75496_75469,Paprika,,,,,,,,,,,,,
product_variation,1652,11.15,,,,,,,,,,,,,,,,,NS800_75496_75470,Paprika,,,,,,,,,,,,,
product_variation,1652,11.15,,,,,,,,,,,,,,,,,NS800_75497_75468,Parma,,,,,,,,,,,,,
product_variation,1652,11.15,,,,,,,,,,,,,,,,,NS800_75497_75469,Parma,,,,,,,,,,,,,
product_variation,1652,11.15,,,,,,,,,,,,,,,,,NS800_75497_75470,Parma,,,,,,,,,,,,,
product_variation,1652,11.15,,,,,,,,,,,,,,,,,NS800_75498_75468,Peach,,,,,,,,,,,,,
product_variation,1652,11.15,,,,,,,,,,,,,,,,,NS800_75498_75469,Peach,,,,,,,,,,,,,
product_variation,1652,11.15,,,,,,,,,,,,,,,,,NS800_75498_75470,Peach,,,,,,,,,,,,,
product_variation,1652,11.15,,,,,,,,,,,,,,,,,NS800_75499_75468,Peacock Blue,,,,,,,,,,,,,
product_variation,1652,11.15,,,,,,,,,,,,,,,,,NS800_75499_75469,Peacock Blue,,,,,,,,,,,,,
product_variation,1652,11.15,,,,,,,,,,,,,,,,,NS800_75499_75470,Peacock Blue,,,,,,,,,,,,,
product_variation,1652,11.15,,,,,,,,,,,,,,,,,NS800_75500_75468,Petal Rose,,,,,,,,,,,,,
product_variation,1652,11.15,,,,,,,,,,,,,,,,,NS800_75500_75469,Petal Rose,,,,,,,,,,,,,
product_variation,1652,11.15,,,,,,,,,,,,,,,,,NS800_75500_75470,Petal Rose,,,,,,,,,,,,,
product_variation,1652,11.15,,,,,,,,,,,,,,,,,NS800_75501_75468,Pineapple,,,,,,,,,,,,,
product_variation,1652,11.15,,,,,,,,,,,,,,,,,NS800_75501_75469,Pineapple,,,,,,,,,,,,,
product_variation,1652,11.15,,,,,,,,,,,,,,,,,NS800_75501_75470,Pineapple,,,,,,,,,,,,,
product_variation,1652,11.15,,,,,,,,,,,,,,,,,NS800_75502_75468,Raspberry Sorbet,,,,,,,,,,,,,
product_variation,1652,11.15,,,,,,,,,,,,,,,,,NS800_75502_75469,Raspberry Sorbet,,,,,,,,,,,,,
product_variation,1652,11.15,,,,,,,,,,,,,,,,,NS800_75502_75470,Raspberry Sorbet,,,,,,,,,,,,,
product_variation,1652,11.15,,,,,,,,,,,,,,,,,NS800_75503_75468,Sea Blue,,,,,,,,,,,,,
product_variation,1652,11.15,,,,,,,,,,,,,,,,,NS800_75503_75469,Sea Blue,,,,,,,,,,,,,
product_variation,1652,11.15,,,,,,,,,,,,,,,,,NS800_75503_75470,Sea Blue,,,,,,,,,,,,,
product_variation,1652,11.15,,,,,,,,,,,,,,,,,NS800_75504_75468,Volcano Grey Heather,,,,,,,,,,,,,
product_variation,1652,11.15,,,,,,,,,,,,,,,,,NS800_75504_75469,Volcano Grey Heather,,,,,,,,,,,,,
product_variation,1652,11.15,,,,,,,,,,,,,,,,,NS800_75504_75470,Volcano Grey Heather,,,,,,,,,,,,,
product_variation,1652,11.15,,,,,,,,,,,,,,,,,NS800_75505_75468,Wet Sand,,,,,,,,,,,,,
product_variation,1652,11.15,,,,,,,,,,,,,,,,,NS800_75505_75469,Wet Sand,,,,,,,,,,,,,
product_variation,1652,11.15,,,,,,,,,,,,,,,,,NS800_75505_75470,Wet Sand,,,,,,,,,,,,,
product_variation,1652,11.15,,,,,,,,,,,,,,,,,NS800_75506_75468,White,,,,,,,,,,,,,
product_variation,1652,11.15,,,,,,,,,,,,,,,,,NS800_75506_75469,White,,,,,,,,,,,,,
product_variation,1652,11.15,,,,,,,,,,,,,,,,,NS800_75506_75470,White,,,,,,,,,,,,,
product,1653,55.6,Herentrui met ronde hals,"100 % biologisch katoen<br/>S > 3XL<br/>Gekamd katoen.<br/>Gauge 12.<br/>Fitted pasvorm.<br/>Halsopening, mouwuiteinden en onderkant in 1 x 1 ribboord.<br/>Nektape in de hoofdstof.<br/>« Fully Fashion » breisel.<br/>Gemiddeld gewicht in maat L : 285g.<br/>Kleding geverfd na confectie: de kleuren kunnen per stuk licht verschillen. <br/>Dit product kan afgeven als het in contact komt met lichtgekleurde oppervlakken of kleding.<br/>",https://media.europeancatalog.com/ws.php?act=download&mamfileid=301487&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Native Spirit,Kleding,Pullover/Cardigan/Gilet,https://media.europeancatalog.com/ws.php?act=download&mamfileid=301487&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=301486&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=301485&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=301480&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=301483&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=301482&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=301484&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=301488&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=301481&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,
product_option,1653,,,,,,,,,,,,,,,,,,,,Color,Washed Cloudy Grey,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,1653,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,1653,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,1653,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,1653,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,1653,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,1653,,,,,,,,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,1653,,,,,,,,,,,,,,,,,,,,Color,Washed Navy Blue,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,1653,,,,,,,,,,,,,,,,,,,,Color,Washed Organic Khaki,RADIOBUTTONS,TRUE,,,,,,,,,
product_variation,1653,55.6,,,,,,,,,,,,,,,,,NS914_75557_75550,Washed Cloudy Grey,,,,,,,,S,,,,,
product_variation,1653,55.6,,,,,,,,,,,,,,,,,NS914_75557_75551,Washed Cloudy Grey,,,,,,,,M,,,,,
product_variation,1653,55.6,,,,,,,,,,,,,,,,,NS914_75557_75552,Washed Cloudy Grey,,,,,,,,L,,,,,
product_variation,1653,55.6,,,,,,,,,,,,,,,,,NS914_75557_75553,Washed Cloudy Grey,,,,,,,,XL,,,,,
