type,product_internal_id,product_price,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_media_gallery_image_url_2,product_variation_sku,product_variation_option_Color,product_option_name,product_option_value,product_option_type,product_option_is_required,product_media_gallery_image_url_3,product_media_gallery_image_url_4,product_variation_option_Size,product_media_gallery_image_url_5,product_media_gallery_image_url_6
product_variation,2352,14.04,,,,,,,,,SC63030_70373_70371,Black,,,,,,,XL,,
product_variation,2352,14.04,,,,,,,,,SC63030_70373_70372,Black,,,,,,,XXL,,
product_variation,2352,14.04,,,,,,,,,SC63030_70374_70368,Burgundy,,,,,,,,,
product_variation,2352,14.04,,,,,,,,,SC63030_70374_70369,Burgundy,,,,,,,,,
product_variation,2352,14.04,,,,,,,,,SC63030_70374_70370,Burgundy,,,,,,,,,
product_variation,2352,14.04,,,,,,,,,SC63030_70374_70371,Burgundy,,,,,,,,,
product_variation,2352,14.04,,,,,,,,,SC63030_70374_70372,Burgundy,,,,,,,,,
product_variation,2352,14.04,,,,,,,,,SC63030_70375_70368,Deep Navy,,,,,,,,,
product_variation,2352,14.04,,,,,,,,,SC63030_70375_70369,Deep Navy,,,,,,,,,
product_variation,2352,14.04,,,,,,,,,SC63030_70375_70370,Deep Navy,,,,,,,,,
product_variation,2352,14.04,,,,,,,,,SC63030_70375_70371,Deep Navy,,,,,,,,,
product_variation,2352,14.04,,,,,,,,,SC63030_70375_70372,Deep Navy,,,,,,,,,
product_variation,2352,14.04,,,,,,,,,SC63030_70377_70368,Heather Grey,,,,,,,,,
product_variation,2352,14.04,,,,,,,,,SC63030_70377_70369,Heather Grey,,,,,,,,,
product_variation,2352,14.04,,,,,,,,,SC63030_70377_70370,Heather Grey,,,,,,,,,
product_variation,2352,14.04,,,,,,,,,SC63030_70377_70371,Heather Grey,,,,,,,,,
product_variation,2352,14.04,,,,,,,,,SC63030_70377_70372,Heather Grey,,,,,,,,,
product_variation,2352,14.04,,,,,,,,,SC63030_70378_70368,Light Pink,,,,,,,,,
product_variation,2352,14.04,,,,,,,,,SC63030_70378_70369,Light Pink,,,,,,,,,
product_variation,2352,14.04,,,,,,,,,SC63030_70378_70370,Light Pink,,,,,,,,,
product_variation,2352,14.04,,,,,,,,,SC63030_70378_70371,Light Pink,,,,,,,,,
product_variation,2352,14.04,,,,,,,,,SC63030_70378_70372,Light Pink,,,,,,,,,
product_variation,2352,14.04,,,,,,,,,SC63030_70380_70368,Red,,,,,,,,,
product_variation,2352,14.04,,,,,,,,,SC63030_70380_70369,Red,,,,,,,,,
product_variation,2352,14.04,,,,,,,,,SC63030_70380_70370,Red,,,,,,,,,
product_variation,2352,14.04,,,,,,,,,SC63030_70380_70371,Red,,,,,,,,,
product_variation,2352,14.04,,,,,,,,,SC63030_70380_70372,Red,,,,,,,,,
product_variation,2352,14.04,,,,,,,,,SC63030_70381_70368,Royal Blue,,,,,,,,,
product_variation,2352,14.04,,,,,,,,,SC63030_70381_70369,Royal Blue,,,,,,,,,
product_variation,2352,14.04,,,,,,,,,SC63030_70381_70370,Royal Blue,,,,,,,,,
product_variation,2352,14.04,,,,,,,,,SC63030_70381_70371,Royal Blue,,,,,,,,,
product_variation,2352,14.04,,,,,,,,,SC63030_70381_70372,Royal Blue,,,,,,,,,
product_variation,2352,14.04,,,,,,,,,SC63030_70382_70368,White,,,,,,,,,
product_variation,2352,14.04,,,,,,,,,SC63030_70382_70369,White,,,,,,,,,
product_variation,2352,14.04,,,,,,,,,SC63030_70382_70370,White,,,,,,,,,
product_variation,2352,14.04,,,,,,,,,SC63030_70382_70371,White,,,,,,,,,
product_variation,2352,14.04,,,,,,,,,SC63030_70382_70372,White,,,,,,,,,
product,2353,5.06,Iconisch meisjes-T-shirt 150 T,"100% katoen (behalve Heather Grey: 97% katoen, 3% polyester). Gekamd en ringgesponnen katoen. Smalle ronde hals in 1x1 ribboord. Taillerende zijnaden. Nektape aan de achterkant van de kraag.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=391104&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Fruit of the Loom,Kleding,T-shirt,https://media.europeancatalog.com/ws.php?act=download&mamfileid=391104&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,
product_option,2353,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,
product_option,2353,,,,,,,,,,,,Size,3/4 ans,RADIOBUTTONS,TRUE,,,,,
product_option,2353,,,,,,,,,,,,Size,5/6 ans,RADIOBUTTONS,TRUE,,,,,
product_option,2353,,,,,,,,,,,,Size,7/8 ans,RADIOBUTTONS,TRUE,,,,,
product_option,2353,,,,,,,,,,,,Size,9/11 ans,RADIOBUTTONS,TRUE,,,,,
product_option,2353,,,,,,,,,,,,Size,12/13 ans,RADIOBUTTONS,TRUE,,,,,
product_option,2353,,,,,,,,,,,,Size,14/15 ans,RADIOBUTTONS,TRUE,,,,,
product_option,2353,,,,,,,,,,,,Color,Deep Navy,RADIOBUTTONS,TRUE,,,,,
product_option,2353,,,,,,,,,,,,Color,Fuchsia,RADIOBUTTONS,TRUE,,,,,
product_option,2353,,,,,,,,,,,,Color,Heather Grey,RADIOBUTTONS,TRUE,,,,,
product_option,2353,,,,,,,,,,,,Color,Light Pink,RADIOBUTTONS,TRUE,,,,,
product_option,2353,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,
product_variation,2353,5.06,,,,,,,,,SC61025C_77682_77670,Black,,,,,,,3/4 ans,,
product_variation,2353,5.06,,,,,,,,,SC61025C_77682_77673,Black,,,,,,,5/6 ans,,
product_variation,2353,5.06,,,,,,,,,SC61025C_77682_77674,Black,,,,,,,7/8 ans,,
product_variation,2353,5.06,,,,,,,,,SC61025C_77682_77677,Black,,,,,,,9/11 ans,,
product_variation,2353,5.06,,,,,,,,,SC61025C_77682_77678,Black,,,,,,,12/13 ans,,
product_variation,2353,5.06,,,,,,,,,SC61025C_77682_77681,Black,,,,,,,14/15 ans,,
product_variation,2353,5.06,,,,,,,,,SC61025C_77683_77670,Deep Navy,,,,,,,,,
product_variation,2353,5.06,,,,,,,,,SC61025C_77683_77673,Deep Navy,,,,,,,,,
product_variation,2353,5.06,,,,,,,,,SC61025C_77683_77674,Deep Navy,,,,,,,,,
product_variation,2353,5.06,,,,,,,,,SC61025C_77683_77677,Deep Navy,,,,,,,,,
product_variation,2353,5.06,,,,,,,,,SC61025C_77683_77678,Deep Navy,,,,,,,,,
product_variation,2353,5.06,,,,,,,,,SC61025C_77683_77681,Deep Navy,,,,,,,,,
product_variation,2353,5.06,,,,,,,,,SC61025C_77684_77670,Fuchsia,,,,,,,,,
product_variation,2353,5.06,,,,,,,,,SC61025C_77684_77673,Fuchsia,,,,,,,,,
product_variation,2353,5.06,,,,,,,,,SC61025C_77684_77674,Fuchsia,,,,,,,,,
product_variation,2353,5.06,,,,,,,,,SC61025C_77684_77677,Fuchsia,,,,,,,,,
product_variation,2353,5.06,,,,,,,,,SC61025C_77684_77678,Fuchsia,,,,,,,,,
product_variation,2353,5.06,,,,,,,,,SC61025C_77684_77681,Fuchsia,,,,,,,,,
product_variation,2353,5.06,,,,,,,,,SC61025C_77685_77670,Heather Grey,,,,,,,,,
product_variation,2353,5.06,,,,,,,,,SC61025C_77685_77673,Heather Grey,,,,,,,,,
product_variation,2353,5.06,,,,,,,,,SC61025C_77685_77674,Heather Grey,,,,,,,,,
product_variation,2353,5.06,,,,,,,,,SC61025C_77685_77677,Heather Grey,,,,,,,,,
product_variation,2353,5.06,,,,,,,,,SC61025C_77685_77678,Heather Grey,,,,,,,,,
product_variation,2353,5.06,,,,,,,,,SC61025C_77685_77681,Heather Grey,,,,,,,,,
product_variation,2353,5.06,,,,,,,,,SC61025C_77686_77670,Light Pink,,,,,,,,,
product_variation,2353,5.06,,,,,,,,,SC61025C_77686_77673,Light Pink,,,,,,,,,
product_variation,2353,5.06,,,,,,,,,SC61025C_77686_77674,Light Pink,,,,,,,,,
product_variation,2353,5.06,,,,,,,,,SC61025C_77686_77677,Light Pink,,,,,,,,,
product_variation,2353,5.06,,,,,,,,,SC61025C_77686_77678,Light Pink,,,,,,,,,
product_variation,2353,5.06,,,,,,,,,SC61025C_77686_77681,Light Pink,,,,,,,,,
product_variation,2353,3.98,,,,,,,,,SC61025_77687_77671,White,,,,,,,,,
product_variation,2353,3.98,,,,,,,,,SC61025_77687_77672,White,,,,,,,,,
product_variation,2353,3.98,,,,,,,,,SC61025_77687_77675,White,,,,,,,,,
product_variation,2353,3.98,,,,,,,,,SC61025_77687_77676,White,,,,,,,,,
product_variation,2353,3.98,,,,,,,,,SC61025_77687_77679,White,,,,,,,,,
product_variation,2353,3.98,,,,,,,,,SC61025_77687_77680,White,,,,,,,,,
product,2354,12.76,T-shirt Iconic 195 met lange mouwen,"100% katoen. Klassiek model. Kraag uit 1 stuk. 1x1 ribboord. Nektape van schouder tot schouder. Afneembaar etiket. Wasbaar op 60 °C. Gecertificeerd STANDARD 100 by OEKO-TEX®N° 08-5295, Shirley.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=402905&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Fruit of the Loom,Kleding,T-shirt,https://media.europeancatalog.com/ws.php?act=download&mamfileid=402905&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=402904&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,
product_option,2354,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,
product_option,2354,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,
product_option,2354,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,
product_option,2354,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,
product_option,2354,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,
product_option,2354,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,
product_option,2354,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,
product_option,2354,,,,,,,,,,,,Color,Deep Navy,RADIOBUTTONS,TRUE,,,,,
product_option,2354,,,,,,,,,,,,Color,Heather Grey,RADIOBUTTONS,TRUE,,,,,
product_option,2354,,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,,,,,
product_option,2354,,,,,,,,,,,,Color,Royal Blue,RADIOBUTTONS,TRUE,,,,,
product_option,2354,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,
product_variation,2354,12.76,,,,,,,,,SC61360C_83287_83288,Black,,,,,,,S,,
product_variation,2354,12.76,,,,,,,,,SC61360C_83287_83298,Black,,,,,,,M,,
product_variation,2354,12.76,,,,,,,,,SC61360C_83287_83300,Black,,,,,,,L,,
product_variation,2354,12.76,,,,,,,,,SC61360C_83287_83302,Black,,,,,,,XL,,
product_variation,2354,12.76,,,,,,,,,SC61360CX_83191_83186,Black,,,,,,,XXL,,
product_variation,2354,17,,,,,,,,,SC61360CXX_83192_83189,Black,,,,,,,3XL,,
product_variation,2354,12.76,,,,,,,,,SC61360C_83290_83288,Deep Navy,,,,,,,,,
product_variation,2354,12.76,,,,,,,,,SC61360C_83290_83298,Deep Navy,,,,,,,,,
product_variation,2354,12.76,,,,,,,,,SC61360C_83290_83300,Deep Navy,,,,,,,,,
product_variation,2354,12.76,,,,,,,,,SC61360C_83290_83302,Deep Navy,,,,,,,,,
product_variation,2354,12.76,,,,,,,,,SC61360CX_83194_83186,Deep Navy,,,,,,,,,
product_variation,2354,17,,,,,,,,,SC61360CXX_83193_83189,Deep Navy,,,,,,,,,
product_variation,2354,12.76,,,,,,,,,SC61360C_83292_83288,Heather Grey,,,,,,,,,
product_variation,2354,12.76,,,,,,,,,SC61360C_83292_83298,Heather Grey,,,,,,,,,
product_variation,2354,12.76,,,,,,,,,SC61360C_83292_83300,Heather Grey,,,,,,,,,
product_variation,2354,12.76,,,,,,,,,SC61360C_83292_83302,Heather Grey,,,,,,,,,
product_variation,2354,12.76,,,,,,,,,SC61360CX_83197_83186,Heather Grey,,,,,,,,,
product_variation,2354,17,,,,,,,,,SC61360CXX_83198_83189,Heather Grey,,,,,,,,,
product_variation,2354,12.76,,,,,,,,,SC61360C_83294_83288,Red,,,,,,,,,
product_variation,2354,12.76,,,,,,,,,SC61360C_83294_83298,Red,,,,,,,,,
product_variation,2354,12.76,,,,,,,,,SC61360C_83294_83300,Red,,,,,,,,,
product_variation,2354,12.76,,,,,,,,,SC61360C_83294_83302,Red,,,,,,,,,
product_variation,2354,12.76,,,,,,,,,SC61360CX_83200_83186,Red,,,,,,,,,
product_variation,2354,17,,,,,,,,,SC61360CXX_83199_83189,Red,,,,,,,,,
product_variation,2354,12.76,,,,,,,,,SC61360C_83296_83288,Royal Blue,,,,,,,,,
product_variation,2354,12.76,,,,,,,,,SC61360C_83296_83298,Royal Blue,,,,,,,,,
product_variation,2354,12.76,,,,,,,,,SC61360C_83296_83300,Royal Blue,,,,,,,,,
product_variation,2354,12.76,,,,,,,,,SC61360C_83296_83302,Royal Blue,,,,,,,,,
product_variation,2354,12.76,,,,,,,,,SC61360CX_83203_83186,Royal Blue,,,,,,,,,
product_variation,2354,17,,,,,,,,,SC61360CXX_83204_83189,Royal Blue,,,,,,,,,
product_variation,2354,9.64,,,,,,,,,SC61360_83207_83182,White,,,,,,,,,
product_variation,2354,9.64,,,,,,,,,SC61360_83207_83183,White,,,,,,,,,
product_variation,2354,9.64,,,,,,,,,SC61360_83207_83184,White,,,,,,,,,
product_variation,2354,9.64,,,,,,,,,SC61360_83207_83185,White,,,,,,,,,
product_variation,2354,9.64,,,,,,,,,SC61360X_83206_83187,White,,,,,,,,,
product_variation,2354,13.4,,,,,,,,,SC61360XX_83205_83188,White,,,,,,,,,
product,2355,6.9,T-shirt Iconic 195,"100% ringgesponnen, gekamd katoen. Fluweelachtige look. Wasbaar op 60 °C. Ronde hals met ribboord in katoen/Lycra®. Dubbel stiksel. Nektape van schouder tot schouder. Gecertificeerd STANDARD 100 by OEKO-TEX®N° 08-5295, Shirley.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=424715&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Fruit of the Loom,Kleding,T-shirt,https://media.europeancatalog.com/ws.php?act=download&mamfileid=424715&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,
product_option,2355,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,
product_option,2355,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,
product_option,2355,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,
product_option,2355,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,
product_option,2355,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,
product_option,2355,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,
product_option,2355,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,
product_option,2355,,,,,,,,,,,,Color,Deep Navy,RADIOBUTTONS,TRUE,,,,,
product_option,2355,,,,,,,,,,,,Color,Heather Grey,RADIOBUTTONS,TRUE,,,,,
product_option,2355,,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,,,,,
product_option,2355,,,,,,,,,,,,Color,Royal Blue,RADIOBUTTONS,TRUE,,,,,
product_option,2355,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,
product_variation,2355,6.9,,,,,,,,,SC61422C_83170_83158,Black,,,,,,,S,,
product_variation,2355,6.9,,,,,,,,,SC61422C_83170_83160,Black,,,,,,,M,,
product_variation,2355,6.9,,,,,,,,,SC61422C_83170_83162,Black,,,,,,,L,,
product_variation,2355,6.9,,,,,,,,,SC61422C_83170_83165,Black,,,,,,,XL,,
product_variation,2355,6.9,,,,,,,,,SC61422C_83170_83166,Black,,,,,,,XXL,,
product_variation,2355,9.2,,,,,,,,,SC61422CX_83171_83168,Black,,,,,,,3XL,,
product_variation,2355,6.9,,,,,,,,,SC61422C_83173_83158,Deep Navy,,,,,,,,,
product_variation,2355,6.9,,,,,,,,,SC61422C_83173_83160,Deep Navy,,,,,,,,,
product_variation,2355,6.9,,,,,,,,,SC61422C_83173_83162,Deep Navy,,,,,,,,,
product_variation,2355,6.9,,,,,,,,,SC61422C_83173_83165,Deep Navy,,,,,,,,,
product_variation,2355,6.9,,,,,,,,,SC61422C_83173_83166,Deep Navy,,,,,,,,,
product_variation,2355,9.2,,,,,,,,,SC61422CX_83172_83168,Deep Navy,,,,,,,,,
product_variation,2355,6.9,,,,,,,,,SC61422C_83174_83158,Heather Grey,,,,,,,,,
product_variation,2355,6.9,,,,,,,,,SC61422C_83174_83160,Heather Grey,,,,,,,,,
product_variation,2355,6.9,,,,,,,,,SC61422C_83174_83162,Heather Grey,,,,,,,,,
product_variation,2355,6.9,,,,,,,,,SC61422C_83174_83165,Heather Grey,,,,,,,,,
product_variation,2355,6.9,,,,,,,,,SC61422C_83174_83166,Heather Grey,,,,,,,,,
product_variation,2355,9.2,,,,,,,,,SC61422CX_83175_83168,Heather Grey,,,,,,,,,
product_variation,2355,6.9,,,,,,,,,SC61422C_83177_83158,Red,,,,,,,,,
