type,product_internal_id,product_price,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_media_gallery_image_url_2,product_media_gallery_image_url_3,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_media_gallery_image_url_6,product_media_gallery_image_url_7,product_media_gallery_image_url_8,product_media_gallery_image_url_9,product_media_gallery_image_url_10,product_media_gallery_image_url_11,product_variation_sku,product_variation_option_Color,product_option_name,product_option_value,product_option_type,product_option_is_required,product_media_gallery_image_url_12,product_media_gallery_image_url_13,product_media_gallery_image_url_14,product_media_gallery_image_url_15,product_media_gallery_image_url_16,product_media_gallery_image_url_17,product_media_gallery_image_url_18,product_media_gallery_image_url_19,product_media_gallery_image_url_20,product_media_gallery_image_url_21,product_media_gallery_image_url_22,product_media_gallery_image_url_23,product_variation_option_Size
product,402,8.74,Biologische handdoek,"100% katoen. Deze handdoek werd gemaakt van 100% biologisch katoen. Boucle weefsel en platte Terry-rand van 8 cm (1 rand), voor een optimale personalisatie. Afmetingen: 100 x 50 cm.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=450147&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kariban,Huislinnen,Bad,https://media.europeancatalog.com/ws.php?act=download&mamfileid=450147&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=450146&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=199941&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=200394&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=199944&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=199948&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=199943&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=213907&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=213906&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=213905&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=213904&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=213903&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=213902&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=213901&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,
product_option,402,,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,402,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,402,,,,,,,,,,,,,,,,,,,,,Color,Hibiscus Red,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,402,,,,,,,,,,,,,,,,,,,,,Color,Iron Grey,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,402,,,,,,,,,,,,,,,,,,,,,Color,Linen,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,402,,,,,,,,,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,402,,,,,,,,,,,,,,,,,,,,,Color,Sage,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,402,,,,,,,,,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_variation,402,8.74,,,,,,,,,,,,,,,,,,K100C_69341_69340,Black,,,,,,,,,,,,,,,,,One Size
product_variation,402,8.74,,,,,,,,,,,,,,,,,,K100C_69342_69340,Hibiscus Red,,,,,,,,,,,,,,,,,
product_variation,402,8.74,,,,,,,,,,,,,,,,,,K100C_69343_69340,Iron Grey,,,,,,,,,,,,,,,,,
product_variation,402,8.74,,,,,,,,,,,,,,,,,,K100C_69344_69340,Linen,,,,,,,,,,,,,,,,,
product_variation,402,8.74,,,,,,,,,,,,,,,,,,K100C_69345_69340,Navy,,,,,,,,,,,,,,,,,
product_variation,402,8.74,,,,,,,,,,,,,,,,,,K100C_69346_69340,Sage,,,,,,,,,,,,,,,,,
product_variation,402,7.14,,,,,,,,,,,,,,,,,,K100_69347_69339,White,,,,,,,,,,,,,,,,,
product,403,16.36,Biologische badhanddoek,"100% katoen. Deze handdoek werd gemaakt van 100% biologisch katoen. Boucle weefsel en platte Terry-rand van 8 cm (1 rand), voor een optimale personalisatie. Afmetingen: 140 x 70 cm.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=199941&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kariban,Huislinnen,Bad,https://media.europeancatalog.com/ws.php?act=download&mamfileid=199941&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=200394&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=199944&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=199943&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=200393&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=213907&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=213906&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=213905&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=213904&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=213903&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=213902&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=213901&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,
product_option,403,,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,403,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,403,,,,,,,,,,,,,,,,,,,,,Color,Hibiscus Red,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,403,,,,,,,,,,,,,,,,,,,,,Color,Iron Grey,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,403,,,,,,,,,,,,,,,,,,,,,Color,Linen,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,403,,,,,,,,,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,403,,,,,,,,,,,,,,,,,,,,,Color,Sage,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,403,,,,,,,,,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_variation,403,16.36,,,,,,,,,,,,,,,,,,K101C_67654_67653,Black,,,,,,,,,,,,,,,,,One Size
product_variation,403,16.36,,,,,,,,,,,,,,,,,,K101C_67655_67653,Hibiscus Red,,,,,,,,,,,,,,,,,
product_variation,403,16.36,,,,,,,,,,,,,,,,,,K101C_67656_67653,Iron Grey,,,,,,,,,,,,,,,,,
product_variation,403,16.36,,,,,,,,,,,,,,,,,,K101C_67657_67653,Linen,,,,,,,,,,,,,,,,,
product_variation,403,16.36,,,,,,,,,,,,,,,,,,K101C_67658_67653,Navy,,,,,,,,,,,,,,,,,
product_variation,403,16.36,,,,,,,,,,,,,,,,,,K101C_67659_67653,Sage,,,,,,,,,,,,,,,,,
product_variation,403,12.54,,,,,,,,,,,,,,,,,,K101_67660_67652,White,,,,,,,,,,,,,,,,,
product,404,26.64,Biologische strand badlaken,"100% katoen. Deze handdoek werd gemaakt van 100% biologisch katoen. Boucle weefsel en platte Terry-rand van 8 cm (1 rand), voor een optimale personalisatie. Afmetingen: 100 x 150 cm.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=200392&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kariban,Huislinnen,Bad,https://media.europeancatalog.com/ws.php?act=download&mamfileid=200392&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=200386&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=200391&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=200390&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=200389&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=200388&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=200387&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=372371&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=372370&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,,,
product_option,404,,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,404,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,404,,,,,,,,,,,,,,,,,,,,,Color,Hibiscus Red,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,404,,,,,,,,,,,,,,,,,,,,,Color,Iron Grey,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,404,,,,,,,,,,,,,,,,,,,,,Color,Linen,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,404,,,,,,,,,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,404,,,,,,,,,,,,,,,,,,,,,Color,Sage,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,404,,,,,,,,,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_variation,404,26.64,,,,,,,,,,,,,,,,,,K102C_79970_67662,Black,,,,,,,,,,,,,,,,,One Size
product_variation,404,26.64,,,,,,,,,,,,,,,,,,K102C_67664_67662,Hibiscus Red,,,,,,,,,,,,,,,,,
product_variation,404,26.64,,,,,,,,,,,,,,,,,,K102C_67665_67662,Iron Grey,,,,,,,,,,,,,,,,,
product_variation,404,26.64,,,,,,,,,,,,,,,,,,K102C_67666_67662,Linen,,,,,,,,,,,,,,,,,
product_variation,404,26.64,,,,,,,,,,,,,,,,,,K102C_67667_67662,Navy,,,,,,,,,,,,,,,,,
product_variation,404,26.64,,,,,,,,,,,,,,,,,,K102C_67668_67662,Sage,,,,,,,,,,,,,,,,,
product_variation,404,20.94,,,,,,,,,,,,,,,,,,K102_67669_67661,White,,,,,,,,,,,,,,,,,
