type,product_internal_id,product_price,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_media_gallery_image_url_2,product_variation_sku,product_variation_option_Color,product_variation_option_Size,product_option_name,product_option_value,product_option_type,product_option_is_required,product_media_gallery_image_url_3,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_media_gallery_image_url_6,product_media_gallery_image_url_7,product_media_gallery_image_url_8,product_media_gallery_image_url_9,product_media_gallery_image_url_10,product_media_gallery_image_url_11,product_media_gallery_image_url_12,product_media_gallery_image_url_13,product_media_gallery_image_url_14,product_media_gallery_image_url_15,product_media_gallery_image_url_16,product_media_gallery_image_url_17
product_variation,1453,88.96,,,,,,,,,NP0A4EZT_69478_69473,Blu marine,,,,,,,,,,,,,,,,,,,,
product_variation,1453,88.96,,,,,,,,,NP0A4EZT_69478_69474,Blu marine,,,,,,,,,,,,,,,,,,,,
product_variation,1453,88.96,,,,,,,,,NP0A4EZT_69478_69475,Blu marine,,,,,,,,,,,,,,,,,,,,
product_variation,1453,88.96,,,,,,,,,NP0A4EZT_69478_69476,Blu marine,,,,,,,,,,,,,,,,,,,,
product_variation,1453,88.96,,,,,,,,,NP0A4EZT_69479_69472,Bright white,,,,,,,,,,,,,,,,,,,,
product_variation,1453,88.96,,,,,,,,,NP0A4EZT_69479_69473,Bright white,,,,,,,,,,,,,,,,,,,,
product_variation,1453,88.96,,,,,,,,,NP0A4EZT_69479_69474,Bright white,,,,,,,,,,,,,,,,,,,,
product_variation,1453,88.96,,,,,,,,,NP0A4EZT_69479_69475,Bright white,,,,,,,,,,,,,,,,,,,,
product_variation,1453,88.96,,,,,,,,,NP0A4EZT_69479_69476,Bright white,,,,,,,,,,,,,,,,,,,,
product_variation,1453,88.96,,,,,,,,,NP0A4EZT_69480_69472,Medium grey melange,,,,,,,,,,,,,,,,,,,,
product_variation,1453,88.96,,,,,,,,,NP0A4EZT_69480_69473,Medium grey melange,,,,,,,,,,,,,,,,,,,,
product_variation,1453,88.96,,,,,,,,,NP0A4EZT_69480_69474,Medium grey melange,,,,,,,,,,,,,,,,,,,,
product_variation,1453,88.96,,,,,,,,,NP0A4EZT_69480_69475,Medium grey melange,,,,,,,,,,,,,,,,,,,,
product_variation,1453,88.96,,,,,,,,,NP0A4EZT_69480_69476,Medium grey melange,,,,,,,,,,,,,,,,,,,,
product,1454,100.7,Bellyn H sweater met capuchon,100% biologisch katoen. Sweater met capuchon en platte koordjes. Kangoeroezak. Bedrukt logo met vlag. Zolang de voorraad strekt.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=413998&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,NAPAPIJRI,Kleding,Sweatshirt,https://media.europeancatalog.com/ws.php?act=download&mamfileid=413998&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=414001&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=413999&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=414000&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,
product_option,1454,,,,,,,,,,,,,Color,BLACK,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,
product_option,1454,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,
product_option,1454,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,
product_option,1454,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,
product_option,1454,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,
product_option,1454,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,
product_option,1454,,,,,,,,,,,,,Color,Blu marine,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,
product_option,1454,,,,,,,,,,,,,Color,Bright white,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,
product_option,1454,,,,,,,,,,,,,Color,Medium grey melange,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,
product_variation,1454,100.7,,,,,,,,,NP0A4EZS_69486_69481,BLACK,S,,,,,,,,,,,,,,,,,,,
product_variation,1454,100.7,,,,,,,,,NP0A4EZS_69486_69482,BLACK,M,,,,,,,,,,,,,,,,,,,
product_variation,1454,100.7,,,,,,,,,NP0A4EZS_69486_69483,BLACK,L,,,,,,,,,,,,,,,,,,,
product_variation,1454,100.7,,,,,,,,,NP0A4EZS_69486_69484,BLACK,XL,,,,,,,,,,,,,,,,,,,
product_variation,1454,100.7,,,,,,,,,NP0A4EZS_69486_69485,BLACK,XXL,,,,,,,,,,,,,,,,,,,
product_variation,1454,100.7,,,,,,,,,NP0A4EZS_69487_69481,Blu marine,,,,,,,,,,,,,,,,,,,,
product_variation,1454,100.7,,,,,,,,,NP0A4EZS_69487_69482,Blu marine,,,,,,,,,,,,,,,,,,,,
product_variation,1454,100.7,,,,,,,,,NP0A4EZS_69487_69483,Blu marine,,,,,,,,,,,,,,,,,,,,
product_variation,1454,100.7,,,,,,,,,NP0A4EZS_69487_69484,Blu marine,,,,,,,,,,,,,,,,,,,,
product_variation,1454,100.7,,,,,,,,,NP0A4EZS_69487_69485,Blu marine,,,,,,,,,,,,,,,,,,,,
product_variation,1454,100.7,,,,,,,,,NP0A4EZS_69488_69481,Bright white,,,,,,,,,,,,,,,,,,,,
product_variation,1454,100.7,,,,,,,,,NP0A4EZS_69488_69482,Bright white,,,,,,,,,,,,,,,,,,,,
product_variation,1454,100.7,,,,,,,,,NP0A4EZS_69488_69483,Bright white,,,,,,,,,,,,,,,,,,,,
product_variation,1454,100.7,,,,,,,,,NP0A4EZS_69488_69484,Bright white,,,,,,,,,,,,,,,,,,,,
product_variation,1454,100.7,,,,,,,,,NP0A4EZS_69488_69485,Bright white,,,,,,,,,,,,,,,,,,,,
product_variation,1454,100.7,,,,,,,,,NP0A4EZS_69489_69481,Medium grey melange,,,,,,,,,,,,,,,,,,,,
product_variation,1454,100.7,,,,,,,,,NP0A4EZS_69489_69482,Medium grey melange,,,,,,,,,,,,,,,,,,,,
product_variation,1454,100.7,,,,,,,,,NP0A4EZS_69489_69483,Medium grey melange,,,,,,,,,,,,,,,,,,,,
product_variation,1454,100.7,,,,,,,,,NP0A4EZS_69489_69484,Medium grey melange,,,,,,,,,,,,,,,,,,,,
product_variation,1454,100.7,,,,,,,,,NP0A4EZS_69489_69485,Medium grey melange,,,,,,,,,,,,,,,,,,,,
product,1455,118.18,Burgee SUM 3 sweater met capuchon,100% biologisch katoen. Sweater met aanpasbare capuchon. Ritszakken. Ribboorden. Bedrukt logo met vlag. Zolang de voorraad strekt.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=272758&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,NAPAPIJRI,Kleding,Sweatshirt,https://media.europeancatalog.com/ws.php?act=download&mamfileid=272758&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=272757&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,,,,
product_option,1455,,,,,,,,,,,,,Color,BLACK,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,
product_option,1455,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,
product_option,1455,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,
product_option,1455,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,
product_option,1455,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,
product_option,1455,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,
product_option,1455,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,
product_option,1455,,,,,,,,,,,,,Color,Blu marine,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,
product_option,1455,,,,,,,,,,,,,Color,Caper,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,
product_option,1455,,,,,,,,,,,,,Color,Green depths,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,
product_option,1455,,,,,,,,,,,,,Color,Medium grey melange,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,
product_option,1455,,,,,,,,,,,,,Color,New milk,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,
product_option,1455,,,,,,,,,,,,,Color,Sand prairie,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,
product_variation,1455,118.18,,,,,,,,,NP0A4F9F_78296_69460,BLACK,XS,,,,,,,,,,,,,,,,,,,
product_variation,1455,118.18,,,,,,,,,NP0A4F9F_78296_69461,BLACK,S,,,,,,,,,,,,,,,,,,,
product_variation,1455,118.18,,,,,,,,,NP0A4F9F_78296_69462,BLACK,M,,,,,,,,,,,,,,,,,,,
product_variation,1455,118.18,,,,,,,,,NP0A4F9F_78296_69463,BLACK,L,,,,,,,,,,,,,,,,,,,
product_variation,1455,118.18,,,,,,,,,NP0A4F9F_78296_69464,BLACK,XL,,,,,,,,,,,,,,,,,,,
product_variation,1455,118.18,,,,,,,,,NP0A4F9F_78296_69465,BLACK,XXL,,,,,,,,,,,,,,,,,,,
product_variation,1455,118.18,,,,,,,,,NP0A4F9F_69466_69460,Blu marine,,,,,,,,,,,,,,,,,,,,
product_variation,1455,118.18,,,,,,,,,NP0A4F9F_69466_69461,Blu marine,,,,,,,,,,,,,,,,,,,,
product_variation,1455,118.18,,,,,,,,,NP0A4F9F_69466_69462,Blu marine,,,,,,,,,,,,,,,,,,,,
product_variation,1455,118.18,,,,,,,,,NP0A4F9F_69466_69463,Blu marine,,,,,,,,,,,,,,,,,,,,
product_variation,1455,118.18,,,,,,,,,NP0A4F9F_69466_69464,Blu marine,,,,,,,,,,,,,,,,,,,,
product_variation,1455,118.18,,,,,,,,,NP0A4F9F_69466_69465,Blu marine,,,,,,,,,,,,,,,,,,,,
product_variation,1455,118.18,,,,,,,,,NP0A4F9F_69467_69460,Caper,,,,,,,,,,,,,,,,,,,,
product_variation,1455,118.18,,,,,,,,,NP0A4F9F_69467_69461,Caper,,,,,,,,,,,,,,,,,,,,
product_variation,1455,118.18,,,,,,,,,NP0A4F9F_69467_69462,Caper,,,,,,,,,,,,,,,,,,,,
product_variation,1455,118.18,,,,,,,,,NP0A4F9F_69467_69463,Caper,,,,,,,,,,,,,,,,,,,,
product_variation,1455,118.18,,,,,,,,,NP0A4F9F_69467_69464,Caper,,,,,,,,,,,,,,,,,,,,
product_variation,1455,118.18,,,,,,,,,NP0A4F9F_69467_69465,Caper,,,,,,,,,,,,,,,,,,,,
product_variation,1455,118.18,,,,,,,,,NP0A4F9F_78297_69460,Green depths,,,,,,,,,,,,,,,,,,,,
product_variation,1455,118.18,,,,,,,,,NP0A4F9F_78297_69461,Green depths,,,,,,,,,,,,,,,,,,,,
product_variation,1455,118.18,,,,,,,,,NP0A4F9F_78297_69462,Green depths,,,,,,,,,,,,,,,,,,,,
product_variation,1455,118.18,,,,,,,,,NP0A4F9F_78297_69463,Green depths,,,,,,,,,,,,,,,,,,,,
product_variation,1455,118.18,,,,,,,,,NP0A4F9F_78297_69464,Green depths,,,,,,,,,,,,,,,,,,,,
product_variation,1455,118.18,,,,,,,,,NP0A4F9F_78297_69465,Green depths,,,,,,,,,,,,,,,,,,,,
product_variation,1455,118.18,,,,,,,,,NP0A4F9F_69468_69460,Medium grey melange,,,,,,,,,,,,,,,,,,,,
product_variation,1455,118.18,,,,,,,,,NP0A4F9F_69468_69461,Medium grey melange,,,,,,,,,,,,,,,,,,,,
product_variation,1455,118.18,,,,,,,,,NP0A4F9F_69468_69462,Medium grey melange,,,,,,,,,,,,,,,,,,,,
product_variation,1455,118.18,,,,,,,,,NP0A4F9F_69468_69463,Medium grey melange,,,,,,,,,,,,,,,,,,,,
product_variation,1455,118.18,,,,,,,,,NP0A4F9F_69468_69464,Medium grey melange,,,,,,,,,,,,,,,,,,,,
product_variation,1455,118.18,,,,,,,,,NP0A4F9F_69468_69465,Medium grey melange,,,,,,,,,,,,,,,,,,,,
product_variation,1455,118.18,,,,,,,,,NP0A4F9F_69469_69460,New milk,,,,,,,,,,,,,,,,,,,,
product_variation,1455,118.18,,,,,,,,,NP0A4F9F_69469_69461,New milk,,,,,,,,,,,,,,,,,,,,
product_variation,1455,118.18,,,,,,,,,NP0A4F9F_69469_69462,New milk,,,,,,,,,,,,,,,,,,,,
product_variation,1455,118.18,,,,,,,,,NP0A4F9F_69469_69463,New milk,,,,,,,,,,,,,,,,,,,,
product_variation,1455,118.18,,,,,,,,,NP0A4F9F_69469_69464,New milk,,,,,,,,,,,,,,,,,,,,
product_variation,1455,118.18,,,,,,,,,NP0A4F9F_69469_69465,New milk,,,,,,,,,,,,,,,,,,,,
product_variation,1455,118.18,,,,,,,,,NP0A4F9F_78298_69460,Sand prairie,,,,,,,,,,,,,,,,,,,,
product_variation,1455,118.18,,,,,,,,,NP0A4F9F_78298_69461,Sand prairie,,,,,,,,,,,,,,,,,,,,
product_variation,1455,118.18,,,,,,,,,NP0A4F9F_78298_69462,Sand prairie,,,,,,,,,,,,,,,,,,,,
product_variation,1455,118.18,,,,,,,,,NP0A4F9F_78298_69463,Sand prairie,,,,,,,,,,,,,,,,,,,,
product_variation,1455,118.18,,,,,,,,,NP0A4F9F_78298_69464,Sand prairie,,,,,,,,,,,,,,,,,,,,
product_variation,1455,118.18,,,,,,,,,NP0A4F9F_78298_69465,Sand prairie,,,,,,,,,,,,,,,,,,,,
product,1456,128.38,Duffeltas Bering small 3,100% katoen. Ritssluiting. Binnenzak met rits. Sleutelhanger aan de binnenkant. Gedrukt logo. Zolang de voorraad strekt.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=414039&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,NAPAPIJRI,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=414039&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,,,,,
product_option,1456,,,,,,,,,,,,,Color,BLACK,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,
product_option,1456,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,
product_option,1456,,,,,,,,,,,,,Color,Blu marine,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,
product_option,1456,,,,,,,,,,,,,Color,Dark grey solid,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,
product_option,1456,,,,,,,,,,,,,Color,Green depths,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,
product_option,1456,,,,,,,,,,,,,Color,Red marsala,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,
product_variation,1456,128.38,,,,,,,,,NP0A4GGL_77849_77848,BLACK,One Size,,,,,,,,,,,,,,,,,,,
product_variation,1456,128.38,,,,,,,,,NP0A4GGL_77850_77848,Blu marine,,,,,,,,,,,,,,,,,,,,
product_variation,1456,128.38,,,,,,,,,NP0A4GGL_77851_77848,Dark grey solid,,,,,,,,,,,,,,,,,,,,
product_variation,1456,128.38,,,,,,,,,NP0A4GGL_77852_77848,Green depths,,,,,,,,,,,,,,,,,,,,
product_variation,1456,128.38,,,,,,,,,NP0A4GGL_77853_77848,Red marsala,,,,,,,,,,,,,,,,,,,,
product,1457,42.32,T-shirt korte mouwen S-Box,100% katoen. T-shirt korte mouwen. Ronde hals. Gedrukt logo. Zolang de voorraad strekt.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=272816&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,NAPAPIJRI,Kleding,T-shirt,https://media.europeancatalog.com/ws.php?act=download&mamfileid=272816&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=272815&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=272811&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=272812&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=272813&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=272814&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=272809&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=272810&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=354005&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=354006&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,
product_option,1457,,,,,,,,,,,,,Color,BLACK,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,
product_option,1457,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,
product_option,1457,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,
product_option,1457,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,
product_option,1457,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,
product_option,1457,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,
product_option,1457,,,,,,,,,,,,,Color,Blu marine,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,
product_option,1457,,,,,,,,,,,,,Color,Bright white,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,
product_option,1457,,,,,,,,,,,,,Color,Green depths,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,
product_option,1457,,,,,,,,,,,,,Color,Medium grey melange,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,
product_option,1457,,,,,,,,,,,,,Color,Skydiver blue,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,
product_variation,1457,42.32,,,,,,,,,NP0A4GDR_77842_77837,BLACK,S,,,,,,,,,,,,,,,,,,,
product_variation,1457,42.32,,,,,,,,,NP0A4GDR_77842_77838,BLACK,M,,,,,,,,,,,,,,,,,,,
product_variation,1457,42.32,,,,,,,,,NP0A4GDR_77842_77839,BLACK,L,,,,,,,,,,,,,,,,,,,
product_variation,1457,42.32,,,,,,,,,NP0A4GDR_77842_77840,BLACK,XL,,,,,,,,,,,,,,,,,,,
product_variation,1457,42.32,,,,,,,,,NP0A4GDR_77842_77841,BLACK,XXL,,,,,,,,,,,,,,,,,,,
product_variation,1457,42.32,,,,,,,,,NP0A4GDR_77843_77837,Blu marine,,,,,,,,,,,,,,,,,,,,
