type,product_internal_id,product_price,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_media_gallery_image_url_2,product_media_gallery_image_url_3,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_media_gallery_image_url_6,product_media_gallery_image_url_7,product_media_gallery_image_url_8,product_media_gallery_image_url_9,product_media_gallery_image_url_10,product_media_gallery_image_url_11,product_media_gallery_image_url_12,product_media_gallery_image_url_13,product_media_gallery_image_url_14,product_media_gallery_image_url_15,product_media_gallery_image_url_16,product_media_gallery_image_url_17,product_media_gallery_image_url_18,product_variation_sku,product_variation_option_Color,product_option_name,product_option_value,product_option_type,product_option_is_required,product_media_gallery_image_url_19,product_media_gallery_image_url_20,product_variation_option_Size,product_media_gallery_image_url_21,product_media_gallery_image_url_22
product,702,58,Unisex gerecyclede parka met capuchon,"100% polyester. Deze parka is gemaakt van 100% gerecycled polyester post-consumer. Waterafstotende stof. Fluweelachtige afwerking voor een zachter gevoel. Voering van zwart tafpolyester 210T. Gewatteerde binnenkant in 100% polyester. Comfortabele snit. Nylon ritssluiting en metalen ritstrekker. Capuchon met 3 panelen en voering in polyester, met aanrijgkoordjes en stopper. 2 ritszakken aan de voorkant. 1 binnenzak met klittenbandsluiting. Elastische mouwuiteinden. Verlengd achterpand voor meer comfort. Stoffen patch aan de binnenkant van de kraag voor de personalisatie. Blinde drukkersrits onderaan en aan de linkerkant vooraan. Geen merklabel, voor eenvoudige personalisatie. Gecertificeerd STANDARD 100 by OEKO-TEX®N° CQ1007/7, IFTH.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=201457&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kariban,Kleding,Jas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=201457&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=201456&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=201453&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=201454&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=201449&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=201451&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=201446&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=201505&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=201447&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=201448&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=201501&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=201504&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=201503&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=201498&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=201499&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=201500&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=201502&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=201450&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=201452&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=201455&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,
product_option,702,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,
product_option,702,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,
product_option,702,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,
product_option,702,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,
product_option,702,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,
product_option,702,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,
product_option,702,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,
product_option,702,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,
product_option,702,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,4XL,RADIOBUTTONS,TRUE,,,,,
product_option,702,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,5XL,RADIOBUTTONS,TRUE,,,,,
product_option,702,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Dark Grey,RADIOBUTTONS,TRUE,,,,,
product_option,702,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,
product_option,702,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,,,,,
product_variation,702,58,,,,,,,,,,,,,,,,,,,,,,,,,K6152_68151_68142,Black,,,,,,,XS,,
product_variation,702,58,,,,,,,,,,,,,,,,,,,,,,,,,K6152_68151_68143,Black,,,,,,,S,,
product_variation,702,58,,,,,,,,,,,,,,,,,,,,,,,,,K6152_68151_68144,Black,,,,,,,M,,
product_variation,702,58,,,,,,,,,,,,,,,,,,,,,,,,,K6152_68151_68145,Black,,,,,,,L,,
product_variation,702,58,,,,,,,,,,,,,,,,,,,,,,,,,K6152_68151_68146,Black,,,,,,,XL,,
product_variation,702,58,,,,,,,,,,,,,,,,,,,,,,,,,K6152_68151_68147,Black,,,,,,,XXL,,
product_variation,702,58,,,,,,,,,,,,,,,,,,,,,,,,,K6152_68151_68148,Black,,,,,,,3XL,,
product_variation,702,58,,,,,,,,,,,,,,,,,,,,,,,,,K6152_68151_68149,Black,,,,,,,4XL,,
product_variation,702,58,,,,,,,,,,,,,,,,,,,,,,,,,K6152_68151_68150,Black,,,,,,,5XL,,
product_variation,702,58,,,,,,,,,,,,,,,,,,,,,,,,,K6152_68152_68142,Dark Grey,,,,,,,,,
product_variation,702,58,,,,,,,,,,,,,,,,,,,,,,,,,K6152_68152_68143,Dark Grey,,,,,,,,,
product_variation,702,58,,,,,,,,,,,,,,,,,,,,,,,,,K6152_68152_68144,Dark Grey,,,,,,,,,
product_variation,702,58,,,,,,,,,,,,,,,,,,,,,,,,,K6152_68152_68145,Dark Grey,,,,,,,,,
product_variation,702,58,,,,,,,,,,,,,,,,,,,,,,,,,K6152_68152_68146,Dark Grey,,,,,,,,,
product_variation,702,58,,,,,,,,,,,,,,,,,,,,,,,,,K6152_68152_68147,Dark Grey,,,,,,,,,
product_variation,702,58,,,,,,,,,,,,,,,,,,,,,,,,,K6152_68152_68148,Dark Grey,,,,,,,,,
product_variation,702,58,,,,,,,,,,,,,,,,,,,,,,,,,K6152_68152_68149,Dark Grey,,,,,,,,,
product_variation,702,58,,,,,,,,,,,,,,,,,,,,,,,,,K6152_68152_68150,Dark Grey,,,,,,,,,
product_variation,702,58,,,,,,,,,,,,,,,,,,,,,,,,,K6152_68153_68142,Navy,,,,,,,,,
product_variation,702,58,,,,,,,,,,,,,,,,,,,,,,,,,K6152_68153_68143,Navy,,,,,,,,,
product_variation,702,58,,,,,,,,,,,,,,,,,,,,,,,,,K6152_68153_68144,Navy,,,,,,,,,
product_variation,702,58,,,,,,,,,,,,,,,,,,,,,,,,,K6152_68153_68145,Navy,,,,,,,,,
product_variation,702,58,,,,,,,,,,,,,,,,,,,,,,,,,K6152_68153_68146,Navy,,,,,,,,,
product_variation,702,58,,,,,,,,,,,,,,,,,,,,,,,,,K6152_68153_68147,Navy,,,,,,,,,
product_variation,702,58,,,,,,,,,,,,,,,,,,,,,,,,,K6152_68153_68148,Navy,,,,,,,,,
product_variation,702,58,,,,,,,,,,,,,,,,,,,,,,,,,K6152_68153_68149,Navy,,,,,,,,,
product_variation,702,58,,,,,,,,,,,,,,,,,,,,,,,,,K6152_68153_68150,Navy,,,,,,,,,
product_variation,702,58,,,,,,,,,,,,,,,,,,,,,,,,,K6152_68154_68142,Red,,,,,,,,,
product_variation,702,58,,,,,,,,,,,,,,,,,,,,,,,,,K6152_68154_68143,Red,,,,,,,,,
product_variation,702,58,,,,,,,,,,,,,,,,,,,,,,,,,K6152_68154_68144,Red,,,,,,,,,
product_variation,702,58,,,,,,,,,,,,,,,,,,,,,,,,,K6152_68154_68145,Red,,,,,,,,,
product_variation,702,58,,,,,,,,,,,,,,,,,,,,,,,,,K6152_68154_68146,Red,,,,,,,,,
product_variation,702,58,,,,,,,,,,,,,,,,,,,,,,,,,K6152_68154_68147,Red,,,,,,,,,
product_variation,702,58,,,,,,,,,,,,,,,,,,,,,,,,,K6152_68154_68148,Red,,,,,,,,,
product_variation,702,58,,,,,,,,,,,,,,,,,,,,,,,,,K6152_68154_68149,Red,,,,,,,,,
product_variation,702,58,,,,,,,,,,,,,,,,,,,,,,,,,K6152_68154_68150,Red,,,,,,,,,
product,703,30.5,Mannenbroek 5 zakken,97% katoen / 3% elasthan. Gekamd katoen. Dobbycanvas voor meer elasticiteit en een optimaal comfort. Rechte snit. 2 afgeronde zakken aan de zijkant(waarvan één met muntzak) met metalen klinknagels boven- en onderaan de zak + een klein zakje rechts. 2 omzoomde achterzakken met knoop en verstevigend stiksel. Zak met fantasieprint. Ritssluiting met knoop. Tailleband met lussen en fantasieafwerking binnenin. Dit product heeft een wasproces ondergaan waarbij de kleur van het ene product naar het andere is verschoven en dat maakt elk product uniek. No label. Gemaakt in Italië.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=200065&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kariban,Kleding,Broek/Kuitbroek,https://media.europeancatalog.com/ws.php?act=download&mamfileid=200065&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=200063&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=200064&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=200066&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=200062&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=200061&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=200060&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=200059&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,,,
product_option,703,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Washed Blue,RADIOBUTTONS,TRUE,,,,,
product_option,703,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,42 NL (36 FR),RADIOBUTTONS,TRUE,,,,,
product_option,703,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,44 NL (38 FR),RADIOBUTTONS,TRUE,,,,,
product_option,703,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,46 NL (40 FR),RADIOBUTTONS,TRUE,,,,,
product_option,703,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,48 NL (42 FR),RADIOBUTTONS,TRUE,,,,,
product_option,703,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,50 NL (44 FR),RADIOBUTTONS,TRUE,,,,,
product_option,703,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,52 NL (46 FR),RADIOBUTTONS,TRUE,,,,,
product_option,703,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,54 NL (48 FR),RADIOBUTTONS,TRUE,,,,,
product_option,703,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,56 NL (50 FR),RADIOBUTTONS,TRUE,,,,,
product_option,703,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Washed Snow Grey,RADIOBUTTONS,TRUE,,,,,
product_variation,703,30.5,,,,,,,,,,,,,,,,,,,,,,,,,K7003_68193_68185,Washed Blue,,,,,,,42 NL (36 FR),,
product_variation,703,30.5,,,,,,,,,,,,,,,,,,,,,,,,,K7003_68193_68186,Washed Blue,,,,,,,44 NL (38 FR),,
product_variation,703,30.5,,,,,,,,,,,,,,,,,,,,,,,,,K7003_68193_68187,Washed Blue,,,,,,,46 NL (40 FR),,
product_variation,703,30.5,,,,,,,,,,,,,,,,,,,,,,,,,K7003_68193_68188,Washed Blue,,,,,,,48 NL (42 FR),,
product_variation,703,30.5,,,,,,,,,,,,,,,,,,,,,,,,,K7003_68193_68189,Washed Blue,,,,,,,50 NL (44 FR),,
product_variation,703,30.5,,,,,,,,,,,,,,,,,,,,,,,,,K7003_68193_68190,Washed Blue,,,,,,,52 NL (46 FR),,
product_variation,703,30.5,,,,,,,,,,,,,,,,,,,,,,,,,K7003_68193_68191,Washed Blue,,,,,,,54 NL (48 FR),,
product_variation,703,30.5,,,,,,,,,,,,,,,,,,,,,,,,,K7003_68193_68192,Washed Blue,,,,,,,56 NL (50 FR),,
product_variation,703,30.5,,,,,,,,,,,,,,,,,,,,,,,,,K7003_68194_68185,Washed Snow Grey,,,,,,,,,
product_variation,703,30.5,,,,,,,,,,,,,,,,,,,,,,,,,K7003_68194_68186,Washed Snow Grey,,,,,,,,,
product_variation,703,30.5,,,,,,,,,,,,,,,,,,,,,,,,,K7003_68194_68187,Washed Snow Grey,,,,,,,,,
product_variation,703,30.5,,,,,,,,,,,,,,,,,,,,,,,,,K7003_68194_68188,Washed Snow Grey,,,,,,,,,
product_variation,703,30.5,,,,,,,,,,,,,,,,,,,,,,,,,K7003_68194_68189,Washed Snow Grey,,,,,,,,,
product_variation,703,30.5,,,,,,,,,,,,,,,,,,,,,,,,,K7003_68194_68190,Washed Snow Grey,,,,,,,,,
product_variation,703,30.5,,,,,,,,,,,,,,,,,,,,,,,,,K7003_68194_68191,Washed Snow Grey,,,,,,,,,
product_variation,703,30.5,,,,,,,,,,,,,,,,,,,,,,,,,K7003_68194_68192,Washed Snow Grey,,,,,,,,,
product,704,20.2,Naadloze dameslegging,"92% polyamide / 8% elasthan. Gemaakt van 55% gerecycleerd polyamide pré-consumer. Skinny snit. Naadloos gebreid voor maximaal comfort en met een naadloos kruisje in elkaar gezet. Tailleband afgewerkt met 1x1 ribboord. Zoom onderaan de broekspijpen. Gecertificeerd STANDARD 100 by OEKO-TEX®N° CQ1007/8, IFTH. Gemaakt in Italië.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=198873&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kariban,Kleding,Broek/Kuitbroek,https://media.europeancatalog.com/ws.php?act=download&mamfileid=198873&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=198872&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=197440&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=198871&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=197848&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=197849&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=197826&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=198874&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,,,
product_option,704,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,
product_option,704,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,
product_option,704,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,S/M,RADIOBUTTONS,TRUE,,,,,
product_option,704,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,L/XL,RADIOBUTTONS,TRUE,,,,,
product_option,704,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,
product_variation,704,20.2,,,,,,,,,,,,,,,,,,,,,,,,,K7010_69353_69349,Black,,,,,,,XS,,
product_variation,704,20.2,,,,,,,,,,,,,,,,,,,,,,,,,K7010_69353_69350,Black,,,,,,,S/M,,
product_variation,704,20.2,,,,,,,,,,,,,,,,,,,,,,,,,K7010_69353_69351,Black,,,,,,,L/XL,,
product_variation,704,24.64,,,,,,,,,,,,,,,,,,,,,,,,,K7010X_69354_69352,Black,,,,,,,XXL,,
