type,product_internal_id,product_price,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_media_gallery_image_url_2,product_media_gallery_image_url_3,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_media_gallery_image_url_6,product_media_gallery_image_url_7,product_media_gallery_image_url_8,product_media_gallery_image_url_9,product_media_gallery_image_url_10,product_media_gallery_image_url_11,product_media_gallery_image_url_12,product_media_gallery_image_url_13,product_media_gallery_image_url_14,product_variation_sku,product_variation_option_Color,product_option_name,product_option_value,product_option_type,product_option_is_required,product_media_gallery_image_url_15,product_media_gallery_image_url_16,product_media_gallery_image_url_17,product_media_gallery_image_url_18,product_media_gallery_image_url_19,product_media_gallery_image_url_20,product_variation_option_Size,product_media_gallery_image_url_21,product_media_gallery_image_url_22,product_media_gallery_image_url_23,product_media_gallery_image_url_24,product_media_gallery_image_url_25,product_media_gallery_image_url_26
product_option,1801,,,,,,,,,,,,,,,,,,,,,,,,Color,Deep Pink,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,1801,,,,,,,,,,,,,,,,,,,,,,,,Color,Fine Grey,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,1801,,,,,,,,,,,,,,,,,,,,,,,,Color,Fluorescent Orange,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,1801,,,,,,,,,,,,,,,,,,,,,,,,Color,Fluorescent Yellow,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,1801,,,,,,,,,,,,,,,,,,,,,,,,Color,Gingko Green,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,1801,,,,,,,,,,,,,,,,,,,,,,,,Color,Ice Mint,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,1801,,,,,,,,,,,,,,,,,,,,,,,,Color,Iceberg Blue,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,1801,,,,,,,,,,,,,,,,,,,,,,,,Color,Lime,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,1801,,,,,,,,,,,,,,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,1801,,,,,,,,,,,,,,,,,,,,,,,,Color,Sporty Navy,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,1801,,,,,,,,,,,,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_variation,1801,8.16,,,,,,,,,,,,,,,,,,,,,PA4012_69012_69005,Aqua Blue,,,,,,,,,,,XS,,,,,,
product_variation,1801,8.16,,,,,,,,,,,,,,,,,,,,,PA4012_69012_69006,Aqua Blue,,,,,,,,,,,S,,,,,,
product_variation,1801,8.16,,,,,,,,,,,,,,,,,,,,,PA4012_69012_69007,Aqua Blue,,,,,,,,,,,M,,,,,,
product_variation,1801,8.16,,,,,,,,,,,,,,,,,,,,,PA4012_69012_69008,Aqua Blue,,,,,,,,,,,L,,,,,,
product_variation,1801,8.16,,,,,,,,,,,,,,,,,,,,,PA4012_69012_69009,Aqua Blue,,,,,,,,,,,XL,,,,,,
product_variation,1801,8.16,,,,,,,,,,,,,,,,,,,,,PA4012_69012_69010,Aqua Blue,,,,,,,,,,,XXL,,,,,,
product_variation,1801,8.16,,,,,,,,,,,,,,,,,,,,,PA4012_69012_69011,Aqua Blue,,,,,,,,,,,3XL,,,,,,
product_variation,1801,8.16,,,,,,,,,,,,,,,,,,,,,PA4012_69013_69005,Black,,,,,,,,,,,,,,,,,
product_variation,1801,8.16,,,,,,,,,,,,,,,,,,,,,PA4012_69013_69006,Black,,,,,,,,,,,,,,,,,
product_variation,1801,8.16,,,,,,,,,,,,,,,,,,,,,PA4012_69013_69007,Black,,,,,,,,,,,,,,,,,
product_variation,1801,8.16,,,,,,,,,,,,,,,,,,,,,PA4012_69013_69008,Black,,,,,,,,,,,,,,,,,
product_variation,1801,8.16,,,,,,,,,,,,,,,,,,,,,PA4012_69013_69009,Black,,,,,,,,,,,,,,,,,
product_variation,1801,8.16,,,,,,,,,,,,,,,,,,,,,PA4012_69013_69010,Black,,,,,,,,,,,,,,,,,
product_variation,1801,8.16,,,,,,,,,,,,,,,,,,,,,PA4012_69013_69011,Black,,,,,,,,,,,,,,,,,
product_variation,1801,8.16,,,,,,,,,,,,,,,,,,,,,PA4012_84937_69005,Deep Pink,,,,,,,,,,,,,,,,,
product_variation,1801,8.16,,,,,,,,,,,,,,,,,,,,,PA4012_84937_69006,Deep Pink,,,,,,,,,,,,,,,,,
product_variation,1801,8.16,,,,,,,,,,,,,,,,,,,,,PA4012_84937_69007,Deep Pink,,,,,,,,,,,,,,,,,
product_variation,1801,8.16,,,,,,,,,,,,,,,,,,,,,PA4012_84937_69008,Deep Pink,,,,,,,,,,,,,,,,,
product_variation,1801,8.16,,,,,,,,,,,,,,,,,,,,,PA4012_84937_69009,Deep Pink,,,,,,,,,,,,,,,,,
product_variation,1801,8.16,,,,,,,,,,,,,,,,,,,,,PA4012_84937_69010,Deep Pink,,,,,,,,,,,,,,,,,
product_variation,1801,8.16,,,,,,,,,,,,,,,,,,,,,PA4012_84937_69011,Deep Pink,,,,,,,,,,,,,,,,,
product_variation,1801,8.16,,,,,,,,,,,,,,,,,,,,,PA4012_80080_69005,Fine Grey,,,,,,,,,,,,,,,,,
product_variation,1801,8.16,,,,,,,,,,,,,,,,,,,,,PA4012_80080_69006,Fine Grey,,,,,,,,,,,,,,,,,
product_variation,1801,8.16,,,,,,,,,,,,,,,,,,,,,PA4012_80080_69007,Fine Grey,,,,,,,,,,,,,,,,,
product_variation,1801,8.16,,,,,,,,,,,,,,,,,,,,,PA4012_80080_69008,Fine Grey,,,,,,,,,,,,,,,,,
product_variation,1801,8.16,,,,,,,,,,,,,,,,,,,,,PA4012_80080_69009,Fine Grey,,,,,,,,,,,,,,,,,
product_variation,1801,8.16,,,,,,,,,,,,,,,,,,,,,PA4012_80080_69010,Fine Grey,,,,,,,,,,,,,,,,,
product_variation,1801,8.16,,,,,,,,,,,,,,,,,,,,,PA4012_80080_69011,Fine Grey,,,,,,,,,,,,,,,,,
product_variation,1801,8.16,,,,,,,,,,,,,,,,,,,,,PA4012_80081_69005,Fluorescent Orange,,,,,,,,,,,,,,,,,
product_variation,1801,8.16,,,,,,,,,,,,,,,,,,,,,PA4012_80081_69006,Fluorescent Orange,,,,,,,,,,,,,,,,,
product_variation,1801,8.16,,,,,,,,,,,,,,,,,,,,,PA4012_80081_69007,Fluorescent Orange,,,,,,,,,,,,,,,,,
product_variation,1801,8.16,,,,,,,,,,,,,,,,,,,,,PA4012_80081_69008,Fluorescent Orange,,,,,,,,,,,,,,,,,
product_variation,1801,8.16,,,,,,,,,,,,,,,,,,,,,PA4012_80081_69009,Fluorescent Orange,,,,,,,,,,,,,,,,,
product_variation,1801,8.16,,,,,,,,,,,,,,,,,,,,,PA4012_80081_69010,Fluorescent Orange,,,,,,,,,,,,,,,,,
product_variation,1801,8.16,,,,,,,,,,,,,,,,,,,,,PA4012_80081_69011,Fluorescent Orange,,,,,,,,,,,,,,,,,
product_variation,1801,8.16,,,,,,,,,,,,,,,,,,,,,PA4012_80082_69005,Fluorescent Yellow,,,,,,,,,,,,,,,,,
product_variation,1801,8.16,,,,,,,,,,,,,,,,,,,,,PA4012_80082_69006,Fluorescent Yellow,,,,,,,,,,,,,,,,,
product_variation,1801,8.16,,,,,,,,,,,,,,,,,,,,,PA4012_80082_69007,Fluorescent Yellow,,,,,,,,,,,,,,,,,
product_variation,1801,8.16,,,,,,,,,,,,,,,,,,,,,PA4012_80082_69008,Fluorescent Yellow,,,,,,,,,,,,,,,,,
product_variation,1801,8.16,,,,,,,,,,,,,,,,,,,,,PA4012_80082_69009,Fluorescent Yellow,,,,,,,,,,,,,,,,,
product_variation,1801,8.16,,,,,,,,,,,,,,,,,,,,,PA4012_80082_69010,Fluorescent Yellow,,,,,,,,,,,,,,,,,
product_variation,1801,8.16,,,,,,,,,,,,,,,,,,,,,PA4012_80082_69011,Fluorescent Yellow,,,,,,,,,,,,,,,,,
product_variation,1801,8.16,,,,,,,,,,,,,,,,,,,,,PA4012_84938_69005,Gingko Green,,,,,,,,,,,,,,,,,
product_variation,1801,8.16,,,,,,,,,,,,,,,,,,,,,PA4012_84938_69006,Gingko Green,,,,,,,,,,,,,,,,,
product_variation,1801,8.16,,,,,,,,,,,,,,,,,,,,,PA4012_84938_69007,Gingko Green,,,,,,,,,,,,,,,,,
product_variation,1801,8.16,,,,,,,,,,,,,,,,,,,,,PA4012_84938_69008,Gingko Green,,,,,,,,,,,,,,,,,
product_variation,1801,8.16,,,,,,,,,,,,,,,,,,,,,PA4012_84938_69009,Gingko Green,,,,,,,,,,,,,,,,,
product_variation,1801,8.16,,,,,,,,,,,,,,,,,,,,,PA4012_84938_69010,Gingko Green,,,,,,,,,,,,,,,,,
product_variation,1801,8.16,,,,,,,,,,,,,,,,,,,,,PA4012_84938_69011,Gingko Green,,,,,,,,,,,,,,,,,
product_variation,1801,8.16,,,,,,,,,,,,,,,,,,,,,PA4012_84939_69005,Ice Mint,,,,,,,,,,,,,,,,,
product_variation,1801,8.16,,,,,,,,,,,,,,,,,,,,,PA4012_84939_69006,Ice Mint,,,,,,,,,,,,,,,,,
product_variation,1801,8.16,,,,,,,,,,,,,,,,,,,,,PA4012_84939_69007,Ice Mint,,,,,,,,,,,,,,,,,
product_variation,1801,8.16,,,,,,,,,,,,,,,,,,,,,PA4012_84939_69008,Ice Mint,,,,,,,,,,,,,,,,,
product_variation,1801,8.16,,,,,,,,,,,,,,,,,,,,,PA4012_84939_69009,Ice Mint,,,,,,,,,,,,,,,,,
product_variation,1801,8.16,,,,,,,,,,,,,,,,,,,,,PA4012_84939_69010,Ice Mint,,,,,,,,,,,,,,,,,
product_variation,1801,8.16,,,,,,,,,,,,,,,,,,,,,PA4012_84939_69011,Ice Mint,,,,,,,,,,,,,,,,,
product_variation,1801,8.16,,,,,,,,,,,,,,,,,,,,,PA4012_84940_69005,Iceberg Blue,,,,,,,,,,,,,,,,,
product_variation,1801,8.16,,,,,,,,,,,,,,,,,,,,,PA4012_84940_69006,Iceberg Blue,,,,,,,,,,,,,,,,,
product_variation,1801,8.16,,,,,,,,,,,,,,,,,,,,,PA4012_84940_69007,Iceberg Blue,,,,,,,,,,,,,,,,,
product_variation,1801,8.16,,,,,,,,,,,,,,,,,,,,,PA4012_84940_69008,Iceberg Blue,,,,,,,,,,,,,,,,,
product_variation,1801,8.16,,,,,,,,,,,,,,,,,,,,,PA4012_84940_69009,Iceberg Blue,,,,,,,,,,,,,,,,,
product_variation,1801,8.16,,,,,,,,,,,,,,,,,,,,,PA4012_84940_69010,Iceberg Blue,,,,,,,,,,,,,,,,,
product_variation,1801,8.16,,,,,,,,,,,,,,,,,,,,,PA4012_84940_69011,Iceberg Blue,,,,,,,,,,,,,,,,,
product_variation,1801,8.16,,,,,,,,,,,,,,,,,,,,,PA4012_69014_69005,Lime,,,,,,,,,,,,,,,,,
product_variation,1801,8.16,,,,,,,,,,,,,,,,,,,,,PA4012_69014_69006,Lime,,,,,,,,,,,,,,,,,
product_variation,1801,8.16,,,,,,,,,,,,,,,,,,,,,PA4012_69014_69007,Lime,,,,,,,,,,,,,,,,,
product_variation,1801,8.16,,,,,,,,,,,,,,,,,,,,,PA4012_69014_69008,Lime,,,,,,,,,,,,,,,,,
product_variation,1801,8.16,,,,,,,,,,,,,,,,,,,,,PA4012_69014_69009,Lime,,,,,,,,,,,,,,,,,
product_variation,1801,8.16,,,,,,,,,,,,,,,,,,,,,PA4012_69014_69010,Lime,,,,,,,,,,,,,,,,,
product_variation,1801,8.16,,,,,,,,,,,,,,,,,,,,,PA4012_69014_69011,Lime,,,,,,,,,,,,,,,,,
product_variation,1801,8.16,,,,,,,,,,,,,,,,,,,,,PA4012_80083_69005,Red,,,,,,,,,,,,,,,,,
product_variation,1801,8.16,,,,,,,,,,,,,,,,,,,,,PA4012_80083_69006,Red,,,,,,,,,,,,,,,,,
product_variation,1801,8.16,,,,,,,,,,,,,,,,,,,,,PA4012_80083_69007,Red,,,,,,,,,,,,,,,,,
product_variation,1801,8.16,,,,,,,,,,,,,,,,,,,,,PA4012_80083_69008,Red,,,,,,,,,,,,,,,,,
product_variation,1801,8.16,,,,,,,,,,,,,,,,,,,,,PA4012_80083_69009,Red,,,,,,,,,,,,,,,,,
product_variation,1801,8.16,,,,,,,,,,,,,,,,,,,,,PA4012_80083_69010,Red,,,,,,,,,,,,,,,,,
product_variation,1801,8.16,,,,,,,,,,,,,,,,,,,,,PA4012_80083_69011,Red,,,,,,,,,,,,,,,,,
product_variation,1801,8.16,,,,,,,,,,,,,,,,,,,,,PA4012_69015_69005,Sporty Navy,,,,,,,,,,,,,,,,,
product_variation,1801,8.16,,,,,,,,,,,,,,,,,,,,,PA4012_69015_69006,Sporty Navy,,,,,,,,,,,,,,,,,
product_variation,1801,8.16,,,,,,,,,,,,,,,,,,,,,PA4012_69015_69007,Sporty Navy,,,,,,,,,,,,,,,,,
product_variation,1801,8.16,,,,,,,,,,,,,,,,,,,,,PA4012_69015_69008,Sporty Navy,,,,,,,,,,,,,,,,,
product_variation,1801,8.16,,,,,,,,,,,,,,,,,,,,,PA4012_69015_69009,Sporty Navy,,,,,,,,,,,,,,,,,
product_variation,1801,8.16,,,,,,,,,,,,,,,,,,,,,PA4012_69015_69010,Sporty Navy,,,,,,,,,,,,,,,,,
product_variation,1801,8.16,,,,,,,,,,,,,,,,,,,,,PA4012_69015_69011,Sporty Navy,,,,,,,,,,,,,,,,,
product_variation,1801,8.16,,,,,,,,,,,,,,,,,,,,,PA4012_69016_69005,White,,,,,,,,,,,,,,,,,
product_variation,1801,8.16,,,,,,,,,,,,,,,,,,,,,PA4012_69016_69006,White,,,,,,,,,,,,,,,,,
product_variation,1801,8.16,,,,,,,,,,,,,,,,,,,,,PA4012_69016_69007,White,,,,,,,,,,,,,,,,,
product_variation,1801,8.16,,,,,,,,,,,,,,,,,,,,,PA4012_69016_69008,White,,,,,,,,,,,,,,,,,
product_variation,1801,8.16,,,,,,,,,,,,,,,,,,,,,PA4012_69016_69009,White,,,,,,,,,,,,,,,,,
product_variation,1801,8.16,,,,,,,,,,,,,,,,,,,,,PA4012_69016_69010,White,,,,,,,,,,,,,,,,,
product_variation,1801,8.16,,,,,,,,,,,,,,,,,,,,,PA4012_69016_69011,White,,,,,,,,,,,,,,,,,
product,1802,7.16,Gerecycled damessport-T-shirt met ronde hals,"100% polyester. Gemaakt van 100% gerecycled polyester. Lichte en sneldrogende stof. Rechte snit. Ronde halsopening met contrasterende nektape aan de binnenkant. Raglanmouwen met toon op toon  stiksels. Dubbel stiksel aan halsopening, mouwuiteinden en onderkant kledingstuk. Buisvormig aan de onderste zoom en aan het mouwuiteinden. Afscheurbaar merklabel voor eenvoudige personalisatie. Gecertificeerd STANDARD 100 by OEKO-TEX®N° CQ1007/7, IFTH.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=379304&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,PROACT®,Kleding,T-shirt,https://media.europeancatalog.com/ws.php?act=download&mamfileid=379304&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=379294&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=379302&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=379297&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=201884&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=201882&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=201880&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=201876&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=201881&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=201875&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=375189&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=375190&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=379255&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=379254&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=379290&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=379299&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=379292&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,
product_option,1802,,,,,,,,,,,,,,,,,,,,,,,,Color,Aqua Blue,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,1802,,,,,,,,,,,,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,1802,,,,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,1802,,,,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,1802,,,,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,1802,,,,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,1802,,,,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,1802,,,,,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,1802,,,,,,,,,,,,,,,,,,,,,,,,Color,Deep Pink,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,1802,,,,,,,,,,,,,,,,,,,,,,,,Color,Fine Grey,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,1802,,,,,,,,,,,,,,,,,,,,,,,,Color,Fluorescent Orange,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,1802,,,,,,,,,,,,,,,,,,,,,,,,Color,Fluorescent Yellow,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,1802,,,,,,,,,,,,,,,,,,,,,,,,Color,Gingko Green,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,1802,,,,,,,,,,,,,,,,,,,,,,,,Color,Ice Mint,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,1802,,,,,,,,,,,,,,,,,,,,,,,,Color,Iceberg Blue,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,1802,,,,,,,,,,,,,,,,,,,,,,,,Color,Lime,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,1802,,,,,,,,,,,,,,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,1802,,,,,,,,,,,,,,,,,,,,,,,,Color,Sporty Navy,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,1802,,,,,,,,,,,,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_variation,1802,7.16,,,,,,,,,,,,,,,,,,,,,PA4013_69023_69017,Aqua Blue,,,,,,,,,,,XS,,,,,,
product_variation,1802,7.16,,,,,,,,,,,,,,,,,,,,,PA4013_69023_69018,Aqua Blue,,,,,,,,,,,S,,,,,,
product_variation,1802,7.16,,,,,,,,,,,,,,,,,,,,,PA4013_69023_69019,Aqua Blue,,,,,,,,,,,M,,,,,,
product_variation,1802,7.16,,,,,,,,,,,,,,,,,,,,,PA4013_69023_69020,Aqua Blue,,,,,,,,,,,L,,,,,,
product_variation,1802,7.16,,,,,,,,,,,,,,,,,,,,,PA4013_69023_69021,Aqua Blue,,,,,,,,,,,XL,,,,,,
product_variation,1802,7.16,,,,,,,,,,,,,,,,,,,,,PA4013_69023_69022,Aqua Blue,,,,,,,,,,,XXL,,,,,,
product_variation,1802,7.16,,,,,,,,,,,,,,,,,,,,,PA4013_69024_69017,Black,,,,,,,,,,,,,,,,,
product_variation,1802,7.16,,,,,,,,,,,,,,,,,,,,,PA4013_69024_69018,Black,,,,,,,,,,,,,,,,,
product_variation,1802,7.16,,,,,,,,,,,,,,,,,,,,,PA4013_69024_69019,Black,,,,,,,,,,,,,,,,,
product_variation,1802,7.16,,,,,,,,,,,,,,,,,,,,,PA4013_69024_69020,Black,,,,,,,,,,,,,,,,,
product_variation,1802,7.16,,,,,,,,,,,,,,,,,,,,,PA4013_69024_69021,Black,,,,,,,,,,,,,,,,,
product_variation,1802,7.16,,,,,,,,,,,,,,,,,,,,,PA4013_69024_69022,Black,,,,,,,,,,,,,,,,,
product_variation,1802,7.16,,,,,,,,,,,,,,,,,,,,,PA4013_84941_69017,Deep Pink,,,,,,,,,,,,,,,,,
product_variation,1802,7.16,,,,,,,,,,,,,,,,,,,,,PA4013_84941_69018,Deep Pink,,,,,,,,,,,,,,,,,
product_variation,1802,7.16,,,,,,,,,,,,,,,,,,,,,PA4013_84941_69019,Deep Pink,,,,,,,,,,,,,,,,,
product_variation,1802,7.16,,,,,,,,,,,,,,,,,,,,,PA4013_84941_69020,Deep Pink,,,,,,,,,,,,,,,,,
product_variation,1802,7.16,,,,,,,,,,,,,,,,,,,,,PA4013_84941_69021,Deep Pink,,,,,,,,,,,,,,,,,
product_variation,1802,7.16,,,,,,,,,,,,,,,,,,,,,PA4013_84941_69022,Deep Pink,,,,,,,,,,,,,,,,,
product_variation,1802,7.16,,,,,,,,,,,,,,,,,,,,,PA4013_80076_69017,Fine Grey,,,,,,,,,,,,,,,,,
product_variation,1802,7.16,,,,,,,,,,,,,,,,,,,,,PA4013_80076_69018,Fine Grey,,,,,,,,,,,,,,,,,
product_variation,1802,7.16,,,,,,,,,,,,,,,,,,,,,PA4013_80076_69019,Fine Grey,,,,,,,,,,,,,,,,,
product_variation,1802,7.16,,,,,,,,,,,,,,,,,,,,,PA4013_80076_69020,Fine Grey,,,,,,,,,,,,,,,,,
product_variation,1802,7.16,,,,,,,,,,,,,,,,,,,,,PA4013_80076_69021,Fine Grey,,,,,,,,,,,,,,,,,
product_variation,1802,7.16,,,,,,,,,,,,,,,,,,,,,PA4013_80076_69022,Fine Grey,,,,,,,,,,,,,,,,,
product_variation,1802,7.16,,,,,,,,,,,,,,,,,,,,,PA4013_80077_69017,Fluorescent Orange,,,,,,,,,,,,,,,,,
