type,product_internal_id,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_media_gallery_image_url_2,product_media_gallery_image_url_3,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_media_gallery_image_url_6,product_media_gallery_image_url_7,product_media_gallery_image_url_8,product_media_gallery_image_url_9,product_media_gallery_image_url_10,product_media_gallery_image_url_11,product_media_gallery_image_url_12,product_media_gallery_image_url_13,product_media_gallery_image_url_14,product_media_gallery_image_url_15,product_media_gallery_image_url_16,product_media_gallery_image_url_17,product_media_gallery_image_url_18,product_media_gallery_image_url_19,product_media_gallery_image_url_20,product_media_gallery_image_url_21,product_media_gallery_image_url_22,product_media_gallery_image_url_23,product_variation_sku,product_price,product_variation_option_Color,product_variation_option_Size,product_option_name,product_option_value,product_option_type,product_option_is_required,product_media_gallery_image_url_24,product_media_gallery_image_url_25,product_media_gallery_image_url_26,product_media_gallery_image_url_27,product_media_gallery_image_url_28,product_media_gallery_image_url_29,product_media_gallery_image_url_30,product_media_gallery_image_url_31,product_media_gallery_image_url_32,product_media_gallery_image_url_33,product_media_gallery_image_url_34,product_media_gallery_image_url_35,product_media_gallery_image_url_36,product_media_gallery_image_url_37,product_media_gallery_image_url_38,product_media_gallery_image_url_39,product_media_gallery_image_url_40,product_media_gallery_image_url_41,product_media_gallery_image_url_42
product_option,lNk9B2UVoXNeRvra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,lNk9B2UVoXNeRvra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,lNk9B2UVoXNeRvra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,lNk9B2UVoXNeRvra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,lNk9B2UVoXNeRvra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,lNk9B2UVoXNeRvra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Navy Leopard,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,lNk9B2UVoXNeRvra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,lNk9B2UVoXNeRvra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,lNk9B2UVoXNeRvra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,lNk9B2UVoXNeRvra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,lNk9B2UVoXNeRvra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,lNk9B2UVoXNeRvra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,lNk9B2UVoXNeRvra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Wise Grey Zebra,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,lNk9B2UVoXNeRvra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,lNk9B2UVoXNeRvra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,lNk9B2UVoXNeRvra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,lNk9B2UVoXNeRvra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,lNk9B2UVoXNeRvra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,lNk9B2UVoXNeRvra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_variation,lNk9B2UVoXNeRvra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1015_69004_68998,28.5,Black Leopard,XS,,,,,,,,,,,,,,,,,,,,,,,
product_variation,lNk9B2UVoXNeRvra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1015_69004_68999,28.5,Black Leopard,S,,,,,,,,,,,,,,,,,,,,,,,
product_variation,lNk9B2UVoXNeRvra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1015_69004_69000,28.5,Black Leopard,M,,,,,,,,,,,,,,,,,,,,,,,
product_variation,lNk9B2UVoXNeRvra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1015_69004_69001,28.5,Black Leopard,L,,,,,,,,,,,,,,,,,,,,,,,
product_variation,lNk9B2UVoXNeRvra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1015_69004_69002,28.5,Black Leopard,XL,,,,,,,,,,,,,,,,,,,,,,,
product_variation,lNk9B2UVoXNeRvra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1015_69004_69003,28.5,Black Leopard,XXL,,,,,,,,,,,,,,,,,,,,,,,
product_variation,lNk9B2UVoXNeRvra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1015_80810_68998,28.5,Dark Khaki Leopard,XS,,,,,,,,,,,,,,,,,,,,,,,
product_variation,lNk9B2UVoXNeRvra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1015_80810_68999,28.5,Dark Khaki Leopard,S,,,,,,,,,,,,,,,,,,,,,,,
product_variation,lNk9B2UVoXNeRvra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1015_80810_69000,28.5,Dark Khaki Leopard,M,,,,,,,,,,,,,,,,,,,,,,,
product_variation,lNk9B2UVoXNeRvra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1015_80810_69001,28.5,Dark Khaki Leopard,L,,,,,,,,,,,,,,,,,,,,,,,
product_variation,lNk9B2UVoXNeRvra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1015_80810_69002,28.5,Dark Khaki Leopard,XL,,,,,,,,,,,,,,,,,,,,,,,
product_variation,lNk9B2UVoXNeRvra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1015_80810_69003,28.5,Dark Khaki Leopard,XXL,,,,,,,,,,,,,,,,,,,,,,,
product_variation,lNk9B2UVoXNeRvra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1015_80811_68998,28.5,Navy Leopard,XS,,,,,,,,,,,,,,,,,,,,,,,
product_variation,lNk9B2UVoXNeRvra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1015_80811_68999,28.5,Navy Leopard,S,,,,,,,,,,,,,,,,,,,,,,,
product_variation,lNk9B2UVoXNeRvra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1015_80811_69000,28.5,Navy Leopard,M,,,,,,,,,,,,,,,,,,,,,,,
product_variation,lNk9B2UVoXNeRvra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1015_80811_69001,28.5,Navy Leopard,L,,,,,,,,,,,,,,,,,,,,,,,
product_variation,lNk9B2UVoXNeRvra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1015_80811_69002,28.5,Navy Leopard,XL,,,,,,,,,,,,,,,,,,,,,,,
product_variation,lNk9B2UVoXNeRvra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1015_80811_69003,28.5,Navy Leopard,XXL,,,,,,,,,,,,,,,,,,,,,,,
product_variation,lNk9B2UVoXNeRvra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1015_84840_68998,28.5,Wise Grey Zebra,XS,,,,,,,,,,,,,,,,,,,,,,,
product_variation,lNk9B2UVoXNeRvra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1015_84840_68999,28.5,Wise Grey Zebra,S,,,,,,,,,,,,,,,,,,,,,,,
product_variation,lNk9B2UVoXNeRvra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1015_84840_69000,28.5,Wise Grey Zebra,M,,,,,,,,,,,,,,,,,,,,,,,
product_variation,lNk9B2UVoXNeRvra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1015_84840_69001,28.5,Wise Grey Zebra,L,,,,,,,,,,,,,,,,,,,,,,,
product_variation,lNk9B2UVoXNeRvra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1015_84840_69002,28.5,Wise Grey Zebra,XL,,,,,,,,,,,,,,,,,,,,,,,
product_variation,lNk9B2UVoXNeRvra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA1015_84840_69003,28.5,Wise Grey Zebra,XXL,,,,,,,,,,,,,,,,,,,,,,,
product,W22LPmShNQfC6LA7,Unisex trainingsjas met rits en biesje,"100% tricotpolyester. Rechte snit. Toon op toon ritssluiting in nylon. Raglanmouwen met contrasterend biesje. 1x1 ribboord aan kraag, mouwuiteinden en onderkant. 2 ritszakken aan de zijkant. Afneembaar merklabel voor eenvoudige personalisatie.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=380599&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,PROACT®,Kleding,Sweatshirt,https://media.europeancatalog.com/ws.php?act=download&mamfileid=380599&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=380743&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=380615&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=380613&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=380611&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=380609&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=380601&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=380606&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=380607&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=380605&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=380602&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=395660&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=251362&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=251361&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=251360&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=251366&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=251365&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=251367&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=375036&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=375035&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=380604&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=380603&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=380742&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=380614&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=380612&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=380610&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=380608&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=380600&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,,
product_option,W22LPmShNQfC6LA7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,W22LPmShNQfC6LA7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,W22LPmShNQfC6LA7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,W22LPmShNQfC6LA7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,W22LPmShNQfC6LA7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,W22LPmShNQfC6LA7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,W22LPmShNQfC6LA7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,W22LPmShNQfC6LA7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,W22LPmShNQfC6LA7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,4XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,W22LPmShNQfC6LA7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Dark Grey,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,W22LPmShNQfC6LA7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,W22LPmShNQfC6LA7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,W22LPmShNQfC6LA7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,W22LPmShNQfC6LA7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,W22LPmShNQfC6LA7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,W22LPmShNQfC6LA7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,W22LPmShNQfC6LA7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,W22LPmShNQfC6LA7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,4XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,W22LPmShNQfC6LA7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Sporty Navy,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,W22LPmShNQfC6LA7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,W22LPmShNQfC6LA7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,W22LPmShNQfC6LA7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,W22LPmShNQfC6LA7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,W22LPmShNQfC6LA7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,W22LPmShNQfC6LA7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,W22LPmShNQfC6LA7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,W22LPmShNQfC6LA7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,4XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_variation,W22LPmShNQfC6LA7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA384_71290_71282,27.1,Black,XS,,,,,,,,,,,,,,,,,,,,,,,
product_variation,W22LPmShNQfC6LA7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA384_71290_71283,27.1,Black,S,,,,,,,,,,,,,,,,,,,,,,,
product_variation,W22LPmShNQfC6LA7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA384_71290_71284,27.1,Black,M,,,,,,,,,,,,,,,,,,,,,,,
product_variation,W22LPmShNQfC6LA7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA384_71290_71285,27.1,Black,L,,,,,,,,,,,,,,,,,,,,,,,
product_variation,W22LPmShNQfC6LA7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA384_71290_71286,27.1,Black,XL,,,,,,,,,,,,,,,,,,,,,,,
product_variation,W22LPmShNQfC6LA7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA384_71290_71287,27.1,Black,XXL,,,,,,,,,,,,,,,,,,,,,,,
product_variation,W22LPmShNQfC6LA7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA384_71290_71288,27.1,Black,3XL,,,,,,,,,,,,,,,,,,,,,,,
product_variation,W22LPmShNQfC6LA7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA384_71290_71289,27.1,Black,4XL,,,,,,,,,,,,,,,,,,,,,,,
product_variation,W22LPmShNQfC6LA7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA384_71291_71282,27.1,Dark Grey,XS,,,,,,,,,,,,,,,,,,,,,,,
product_variation,W22LPmShNQfC6LA7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA384_71291_71283,27.1,Dark Grey,S,,,,,,,,,,,,,,,,,,,,,,,
product_variation,W22LPmShNQfC6LA7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA384_71291_71284,27.1,Dark Grey,M,,,,,,,,,,,,,,,,,,,,,,,
product_variation,W22LPmShNQfC6LA7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA384_71291_71285,27.1,Dark Grey,L,,,,,,,,,,,,,,,,,,,,,,,
