type,product_internal_id,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_variation_sku,product_price,product_variation_option_Color,product_variation_option_Size,product_option_name,product_option_value,product_option_type,product_option_is_required,product_media_gallery_image_url_2,product_media_gallery_image_url_3,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_media_gallery_image_url_6,product_media_gallery_image_url_7,product_media_gallery_image_url_8,product_media_gallery_image_url_9,product_media_gallery_image_url_10,product_media_gallery_image_url_11,product_media_gallery_image_url_12
product_option,mwPELU4gCrJYla1U,,,,,,,,,,,,Color,Black/Black,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,mwPELU4gCrJYla1U,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,mwPELU4gCrJYla1U,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,mwPELU4gCrJYla1U,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,mwPELU4gCrJYla1U,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,mwPELU4gCrJYla1U,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,mwPELU4gCrJYla1U,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_option,mwPELU4gCrJYla1U,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,,,
product_variation,mwPELU4gCrJYla1U,,,,,,,,R240XXS_77570_77562,75.78,Black / Grey,XS,,,,,,,,,,,,,,,
product_variation,mwPELU4gCrJYla1U,,,,,,,,R240X_77569_77563,75.78,Black / Grey,S,,,,,,,,,,,,,,,
product_variation,mwPELU4gCrJYla1U,,,,,,,,R240X_77569_77564,75.78,Black / Grey,M,,,,,,,,,,,,,,,
product_variation,mwPELU4gCrJYla1U,,,,,,,,R240X_77569_77565,75.78,Black / Grey,L,,,,,,,,,,,,,,,
product_variation,mwPELU4gCrJYla1U,,,,,,,,R240X_77569_77566,75.78,Black / Grey,XL,,,,,,,,,,,,,,,
product_variation,mwPELU4gCrJYla1U,,,,,,,,R240X_77569_77567,75.78,Black / Grey,XXL,,,,,,,,,,,,,,,
product_variation,mwPELU4gCrJYla1U,,,,,,,,R240XX_77571_77568,75.78,Black / Grey,3XL,,,,,,,,,,,,,,,
product_variation,mwPELU4gCrJYla1U,,,,,,,,R240XXS_77573_77562,75.78,Black / Lime,XS,,,,,,,,,,,,,,,
product_variation,mwPELU4gCrJYla1U,,,,,,,,R240X_77574_77563,75.78,Black / Lime,S,,,,,,,,,,,,,,,
product_variation,mwPELU4gCrJYla1U,,,,,,,,R240X_77574_77564,75.78,Black / Lime,M,,,,,,,,,,,,,,,
product_variation,mwPELU4gCrJYla1U,,,,,,,,R240X_77574_77565,75.78,Black / Lime,L,,,,,,,,,,,,,,,
product_variation,mwPELU4gCrJYla1U,,,,,,,,R240X_77574_77566,75.78,Black / Lime,XL,,,,,,,,,,,,,,,
product_variation,mwPELU4gCrJYla1U,,,,,,,,R240X_77574_77567,75.78,Black / Lime,XXL,,,,,,,,,,,,,,,
product_variation,mwPELU4gCrJYla1U,,,,,,,,R240XX_77572_77568,75.78,Black / Lime,3XL,,,,,,,,,,,,,,,
product_variation,mwPELU4gCrJYla1U,,,,,,,,R240XXS_77576_77562,75.78,Black / Orange,XS,,,,,,,,,,,,,,,
product_variation,mwPELU4gCrJYla1U,,,,,,,,R240X_77575_77563,75.78,Black / Orange,S,,,,,,,,,,,,,,,
product_variation,mwPELU4gCrJYla1U,,,,,,,,R240X_77575_77564,75.78,Black / Orange,M,,,,,,,,,,,,,,,
product_variation,mwPELU4gCrJYla1U,,,,,,,,R240X_77575_77565,75.78,Black / Orange,L,,,,,,,,,,,,,,,
product_variation,mwPELU4gCrJYla1U,,,,,,,,R240X_77575_77566,75.78,Black / Orange,XL,,,,,,,,,,,,,,,
product_variation,mwPELU4gCrJYla1U,,,,,,,,R240X_77575_77567,75.78,Black / Orange,XXL,,,,,,,,,,,,,,,
product_variation,mwPELU4gCrJYla1U,,,,,,,,R240XX_77577_77568,75.78,Black / Orange,3XL,,,,,,,,,,,,,,,
product_variation,mwPELU4gCrJYla1U,,,,,,,,R240XXS_77579_77562,75.78,Black / Red,XS,,,,,,,,,,,,,,,
product_variation,mwPELU4gCrJYla1U,,,,,,,,R240X_77580_77563,75.78,Black / Red,S,,,,,,,,,,,,,,,
product_variation,mwPELU4gCrJYla1U,,,,,,,,R240X_77580_77564,75.78,Black / Red,M,,,,,,,,,,,,,,,
product_variation,mwPELU4gCrJYla1U,,,,,,,,R240X_77580_77565,75.78,Black / Red,L,,,,,,,,,,,,,,,
product_variation,mwPELU4gCrJYla1U,,,,,,,,R240X_77580_77566,75.78,Black / Red,XL,,,,,,,,,,,,,,,
product_variation,mwPELU4gCrJYla1U,,,,,,,,R240X_77580_77567,75.78,Black / Red,XXL,,,,,,,,,,,,,,,
product_variation,mwPELU4gCrJYla1U,,,,,,,,R240XX_77578_77568,75.78,Black / Red,3XL,,,,,,,,,,,,,,,
product_variation,mwPELU4gCrJYla1U,,,,,,,,R240XXS_77582_77562,75.78,Black / Royal,XS,,,,,,,,,,,,,,,
product_variation,mwPELU4gCrJYla1U,,,,,,,,R240X_77581_77563,75.78,Black / Royal,S,,,,,,,,,,,,,,,
product_variation,mwPELU4gCrJYla1U,,,,,,,,R240X_77581_77564,75.78,Black / Royal,M,,,,,,,,,,,,,,,
product_variation,mwPELU4gCrJYla1U,,,,,,,,R240X_77581_77565,75.78,Black / Royal,L,,,,,,,,,,,,,,,
product_variation,mwPELU4gCrJYla1U,,,,,,,,R240X_77581_77566,75.78,Black / Royal,XL,,,,,,,,,,,,,,,
product_variation,mwPELU4gCrJYla1U,,,,,,,,R240X_77581_77567,75.78,Black / Royal,XXL,,,,,,,,,,,,,,,
product_variation,mwPELU4gCrJYla1U,,,,,,,,R240XX_77583_77568,75.78,Black / Royal,3XL,,,,,,,,,,,,,,,
product_variation,mwPELU4gCrJYla1U,,,,,,,,R240XXS_77585_77562,75.78,Black/Black,XS,,,,,,,,,,,,,,,
product_variation,mwPELU4gCrJYla1U,,,,,,,,R240X_77586_77563,75.78,Black/Black,S,,,,,,,,,,,,,,,
product_variation,mwPELU4gCrJYla1U,,,,,,,,R240X_77586_77564,75.78,Black/Black,M,,,,,,,,,,,,,,,
product_variation,mwPELU4gCrJYla1U,,,,,,,,R240X_77586_77565,75.78,Black/Black,L,,,,,,,,,,,,,,,
product_variation,mwPELU4gCrJYla1U,,,,,,,,R240X_77586_77566,75.78,Black/Black,XL,,,,,,,,,,,,,,,
