type,product_internal_id,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_media_gallery_image_url_2,product_media_gallery_image_url_3,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_media_gallery_image_url_6,product_media_gallery_image_url_7,product_media_gallery_image_url_8,product_media_gallery_image_url_9,product_media_gallery_image_url_10,product_media_gallery_image_url_11,product_variation_sku,product_price,product_variation_option_Color,product_variation_option_Size,product_option_name,product_option_value,product_option_type,product_option_is_required,product_media_gallery_image_url_12,product_media_gallery_image_url_13,product_media_gallery_image_url_14,product_media_gallery_image_url_15,product_media_gallery_image_url_16,product_media_gallery_image_url_17,product_media_gallery_image_url_18,product_media_gallery_image_url_19,product_media_gallery_image_url_20,product_media_gallery_image_url_21,product_media_gallery_image_url_22,product_media_gallery_image_url_23,product_media_gallery_image_url_24,product_media_gallery_image_url_25,product_media_gallery_image_url_26,product_media_gallery_image_url_27,product_media_gallery_image_url_28,product_media_gallery_image_url_29
product_variation,kl54feZBLFziadN8,,,,,,,,,,,,,,,,,,L30UC_78177_78170,109.68,Dark Ruby,W30/L31,,,,,,,,,,,,,,,,,,,,,,
product_variation,kl54feZBLFziadN8,,,,,,,,,,,,,,,,,,L30UC_78177_78171,109.68,Dark Ruby,W30/L33,,,,,,,,,,,,,,,,,,,,,,
product_variation,kl54feZBLFziadN8,,,,,,,,,,,,,,,,,,L30UC_78177_78172,109.68,Dark Ruby,W31/L31,,,,,,,,,,,,,,,,,,,,,,
product_variation,kl54feZBLFziadN8,,,,,,,,,,,,,,,,,,L30UC_78177_78173,109.68,Dark Ruby,W31/L33,,,,,,,,,,,,,,,,,,,,,,
product_variation,kl54feZBLFziadN8,,,,,,,,,,,,,,,,,,L30UC_78177_78174,109.68,Dark Ruby,W32/L31,,,,,,,,,,,,,,,,,,,,,,
product_variation,kl54feZBLFziadN8,,,,,,,,,,,,,,,,,,L30UC_78177_78175,109.68,Dark Ruby,W32/L33,,,,,,,,,,,,,,,,,,,,,,
product_variation,kl54feZBLFziadN8,,,,,,,,,,,,,,,,,,L30UC_78177_78176,109.68,Dark Ruby,W33/L33,,,,,,,,,,,,,,,,,,,,,,
product_variation,kl54feZBLFziadN8,,,,,,,,,,,,,,,,,,L30U_70867_70854,109.68,Mid soho,W27/L31,,,,,,,,,,,,,,,,,,,,,,
product_variation,kl54feZBLFziadN8,,,,,,,,,,,,,,,,,,L30U_70867_70855,109.68,Mid soho,W28/L31,,,,,,,,,,,,,,,,,,,,,,
product_variation,kl54feZBLFziadN8,,,,,,,,,,,,,,,,,,L30U_70867_70856,109.68,Mid soho,W28/L33,,,,,,,,,,,,,,,,,,,,,,
product_variation,kl54feZBLFziadN8,,,,,,,,,,,,,,,,,,L30U_70867_70857,109.68,Mid soho,W29/L31,,,,,,,,,,,,,,,,,,,,,,
product_variation,kl54feZBLFziadN8,,,,,,,,,,,,,,,,,,L30U_70867_70858,109.68,Mid soho,W29/L33,,,,,,,,,,,,,,,,,,,,,,
product_variation,kl54feZBLFziadN8,,,,,,,,,,,,,,,,,,L30U_70867_70859,109.68,Mid soho,W30/L31,,,,,,,,,,,,,,,,,,,,,,
product_variation,kl54feZBLFziadN8,,,,,,,,,,,,,,,,,,L30U_70867_70860,109.68,Mid soho,W30/L33,,,,,,,,,,,,,,,,,,,,,,
product_variation,kl54feZBLFziadN8,,,,,,,,,,,,,,,,,,L30U_70867_70861,109.68,Mid soho,W31/L31,,,,,,,,,,,,,,,,,,,,,,
product_variation,kl54feZBLFziadN8,,,,,,,,,,,,,,,,,,L30U_70867_70862,109.68,Mid soho,W31/L33,,,,,,,,,,,,,,,,,,,,,,
product_variation,kl54feZBLFziadN8,,,,,,,,,,,,,,,,,,L30U_70867_70863,109.68,Mid soho,W32/L31,,,,,,,,,,,,,,,,,,,,,,
product_variation,kl54feZBLFziadN8,,,,,,,,,,,,,,,,,,L30U_70867_70864,109.68,Mid soho,W32/L33,,,,,,,,,,,,,,,,,,,,,,
product_variation,kl54feZBLFziadN8,,,,,,,,,,,,,,,,,,L30U_70867_70865,109.68,Mid soho,W33/L33,,,,,,,,,,,,,,,,,,,,,,
product,2rGrZ9f30QfiiE8y,Sweater met logo,100% jerseykatoen. Regular snit. Ribkraag met een vintage V-inzetsel. Geborduurd retro Lee® logo.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=370008&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Lee,Kleding,Sweatshirt,https://media.europeancatalog.com/ws.php?act=download&mamfileid=370008&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=370007&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=370006&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=370005&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=370004&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=370003&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=370002&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=370001&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=370009&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=370010&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=370011&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=370012&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=370013&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=370014&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=370015&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=370016&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=370017&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=370018&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,
product_option,2rGrZ9f30QfiiE8y,,,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,
product_option,2rGrZ9f30QfiiE8y,,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,
product_option,2rGrZ9f30QfiiE8y,,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,
product_option,2rGrZ9f30QfiiE8y,,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,
product_option,2rGrZ9f30QfiiE8y,,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,
product_option,2rGrZ9f30QfiiE8y,,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,
product_option,2rGrZ9f30QfiiE8y,,,,,,,,,,,,,,,,,,,,,,Color,Grey,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,
product_option,2rGrZ9f30QfiiE8y,,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,
product_option,2rGrZ9f30QfiiE8y,,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,
product_option,2rGrZ9f30QfiiE8y,,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,
product_option,2rGrZ9f30QfiiE8y,,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,
product_option,2rGrZ9f30QfiiE8y,,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,
product_option,2rGrZ9f30QfiiE8y,,,,,,,,,,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,
product_option,2rGrZ9f30QfiiE8y,,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,
product_option,2rGrZ9f30QfiiE8y,,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,
product_option,2rGrZ9f30QfiiE8y,,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,
product_option,2rGrZ9f30QfiiE8y,,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,
product_option,2rGrZ9f30QfiiE8y,,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,
product_variation,2rGrZ9f30QfiiE8y,,,,,,,,,,,,,,,,,,L81_70938_70933,74.16,Black,S,,,,,,,,,,,,,,,,,,,,,,
product_variation,2rGrZ9f30QfiiE8y,,,,,,,,,,,,,,,,,,L81_70938_70934,74.16,Black,M,,,,,,,,,,,,,,,,,,,,,,
product_variation,2rGrZ9f30QfiiE8y,,,,,,,,,,,,,,,,,,L81_70938_70935,74.16,Black,L,,,,,,,,,,,,,,,,,,,,,,
product_variation,2rGrZ9f30QfiiE8y,,,,,,,,,,,,,,,,,,L81_70938_70936,74.16,Black,XL,,,,,,,,,,,,,,,,,,,,,,
product_variation,2rGrZ9f30QfiiE8y,,,,,,,,,,,,,,,,,,L81_70938_70937,74.16,Black,XXL,,,,,,,,,,,,,,,,,,,,,,
product_variation,2rGrZ9f30QfiiE8y,,,,,,,,,,,,,,,,,,L81_70939_70933,74.16,Grey,S,,,,,,,,,,,,,,,,,,,,,,
product_variation,2rGrZ9f30QfiiE8y,,,,,,,,,,,,,,,,,,L81_70939_70934,74.16,Grey,M,,,,,,,,,,,,,,,,,,,,,,
product_variation,2rGrZ9f30QfiiE8y,,,,,,,,,,,,,,,,,,L81_70939_70935,74.16,Grey,L,,,,,,,,,,,,,,,,,,,,,,
product_variation,2rGrZ9f30QfiiE8y,,,,,,,,,,,,,,,,,,L81_70939_70936,74.16,Grey,XL,,,,,,,,,,,,,,,,,,,,,,
product_variation,2rGrZ9f30QfiiE8y,,,,,,,,,,,,,,,,,,L81_70939_70937,74.16,Grey,XXL,,,,,,,,,,,,,,,,,,,,,,
product_variation,2rGrZ9f30QfiiE8y,,,,,,,,,,,,,,,,,,L81_70940_70933,74.16,Navy,S,,,,,,,,,,,,,,,,,,,,,,
product_variation,2rGrZ9f30QfiiE8y,,,,,,,,,,,,,,,,,,L81_70940_70934,74.16,Navy,M,,,,,,,,,,,,,,,,,,,,,,
product_variation,2rGrZ9f30QfiiE8y,,,,,,,,,,,,,,,,,,L81_70940_70935,74.16,Navy,L,,,,,,,,,,,,,,,,,,,,,,
product_variation,2rGrZ9f30QfiiE8y,,,,,,,,,,,,,,,,,,L81_70940_70936,74.16,Navy,XL,,,,,,,,,,,,,,,,,,,,,,
product_variation,2rGrZ9f30QfiiE8y,,,,,,,,,,,,,,,,,,L81_70940_70937,74.16,Navy,XXL,,,,,,,,,,,,,,,,,,,,,,
product,r4nt1OC3wfMI7weh,Pyjamabroek,96% katoen / 4% elasthan. Rekbare pyjamabroek met elastische tailleband en imitatie-aanrijgkoordjes. Opgestroopte zoom in dezelfde stof. Past bij SM085.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=391247&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Larkwood,Pyjama's,Pyjama's,https://media.europeancatalog.com/ws.php?act=download&mamfileid=391247&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=391248&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,r4nt1OC3wfMI7weh,,,,,,,,,,,,,,,,,,,,,,Color,Navy / White,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,
product_option,r4nt1OC3wfMI7weh,,,,,,,,,,,,,,,,,,,,,,Size,0/6M,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,
product_option,r4nt1OC3wfMI7weh,,,,,,,,,,,,,,,,,,,,,,Size,6/12M,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,
product_option,r4nt1OC3wfMI7weh,,,,,,,,,,,,,,,,,,,,,,Size,12/18M,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,
product_option,r4nt1OC3wfMI7weh,,,,,,,,,,,,,,,,,,,,,,Size,18/24M,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,
product_option,r4nt1OC3wfMI7weh,,,,,,,,,,,,,,,,,,,,,,Size,24/36M,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,
product_option,r4nt1OC3wfMI7weh,,,,,,,,,,,,,,,,,,,,,,Size,3/4 ans,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,
product_option,r4nt1OC3wfMI7weh,,,,,,,,,,,,,,,,,,,,,,Color,Red / White,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,
product_option,r4nt1OC3wfMI7weh,,,,,,,,,,,,,,,,,,,,,,Size,0/6M,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,
product_option,r4nt1OC3wfMI7weh,,,,,,,,,,,,,,,,,,,,,,Size,6/12M,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,
product_option,r4nt1OC3wfMI7weh,,,,,,,,,,,,,,,,,,,,,,Size,12/18M,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,
product_option,r4nt1OC3wfMI7weh,,,,,,,,,,,,,,,,,,,,,,Size,18/24M,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,
product_option,r4nt1OC3wfMI7weh,,,,,,,,,,,,,,,,,,,,,,Size,24/36M,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,
product_option,r4nt1OC3wfMI7weh,,,,,,,,,,,,,,,,,,,,,,Size,3/4 ans,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,
product_variation,r4nt1OC3wfMI7weh,,,,,,,,,,,,,,,,,,LW085_70529_70523,13.32,Navy / White,0/6M,,,,,,,,,,,,,,,,,,,,,,
product_variation,r4nt1OC3wfMI7weh,,,,,,,,,,,,,,,,,,LW085_70529_70524,13.32,Navy / White,6/12M,,,,,,,,,,,,,,,,,,,,,,
product_variation,r4nt1OC3wfMI7weh,,,,,,,,,,,,,,,,,,LW085_70529_70525,13.32,Navy / White,12/18M,,,,,,,,,,,,,,,,,,,,,,
product_variation,r4nt1OC3wfMI7weh,,,,,,,,,,,,,,,,,,LW085_70529_70526,13.32,Navy / White,18/24M,,,,,,,,,,,,,,,,,,,,,,
product_variation,r4nt1OC3wfMI7weh,,,,,,,,,,,,,,,,,,LW085_70529_70527,13.32,Navy / White,24/36M,,,,,,,,,,,,,,,,,,,,,,
product_variation,r4nt1OC3wfMI7weh,,,,,,,,,,,,,,,,,,LW085_70529_70528,13.32,Navy / White,3/4 ans,,,,,,,,,,,,,,,,,,,,,,
product_variation,r4nt1OC3wfMI7weh,,,,,,,,,,,,,,,,,,LW085_70530_70523,13.32,Red / White,0/6M,,,,,,,,,,,,,,,,,,,,,,
product_variation,r4nt1OC3wfMI7weh,,,,,,,,,,,,,,,,,,LW085_70530_70524,13.32,Red / White,6/12M,,,,,,,,,,,,,,,,,,,,,,
product_variation,r4nt1OC3wfMI7weh,,,,,,,,,,,,,,,,,,LW085_70530_70525,13.32,Red / White,12/18M,,,,,,,,,,,,,,,,,,,,,,
product_variation,r4nt1OC3wfMI7weh,,,,,,,,,,,,,,,,,,LW085_70530_70526,13.32,Red / White,18/24M,,,,,,,,,,,,,,,,,,,,,,
product_variation,r4nt1OC3wfMI7weh,,,,,,,,,,,,,,,,,,LW085_70530_70527,13.32,Red / White,24/36M,,,,,,,,,,,,,,,,,,,,,,
product_variation,r4nt1OC3wfMI7weh,,,,,,,,,,,,,,,,,,LW085_70530_70528,13.32,Red / White,3/4 ans,,,,,,,,,,,,,,,,,,,,,,
product,wFWJiRx1SsblBczA,Knuffel met rits kerstbeer,"Knuffel van 100% polyester. Opening met rits voor eenvoudige decoratie. Uitneembare vulling. Opgenaaide ogen en mond. Rode, gebreide sjaal met een rode kerstmuts op één oor. Voldoet aan de Europese norm EN71 voor veilig speelgoed. Geschikt voor alle leeftijden.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=395842&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Mumbles,Knuffels,Knuffel,https://media.europeancatalog.com/ws.php?act=download&mamfileid=395842&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=395841&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,wFWJiRx1SsblBczA,,,,,,,,,,,,,,,,,,,,,,Color,White / Red,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,
product_option,wFWJiRx1SsblBczA,,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,
product_variation,wFWJiRx1SsblBczA,,,,,,,,,,,,,,,,,,MM573_70534_70533,32.4,White / Red,One Size,,,,,,,,,,,,,,,,,,,,,,
