type,product_internal_id,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_media_gallery_image_url_2,product_media_gallery_image_url_3,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_media_gallery_image_url_6,product_media_gallery_image_url_7,product_media_gallery_image_url_8,product_media_gallery_image_url_9,product_media_gallery_image_url_10,product_media_gallery_image_url_11,product_media_gallery_image_url_12,product_media_gallery_image_url_13,product_media_gallery_image_url_14,product_media_gallery_image_url_15,product_media_gallery_image_url_16,product_media_gallery_image_url_17,product_media_gallery_image_url_18,product_variation_sku,product_price,product_variation_option_Color,product_variation_option_Size,product_option_name,product_option_value,product_option_type,product_option_is_required,product_media_gallery_image_url_19,product_media_gallery_image_url_20,product_media_gallery_image_url_21,product_media_gallery_image_url_22,product_media_gallery_image_url_23,product_media_gallery_image_url_24,product_media_gallery_image_url_25,product_media_gallery_image_url_26,product_media_gallery_image_url_27,product_media_gallery_image_url_28,product_media_gallery_image_url_29,product_media_gallery_image_url_30
product_option,j24atUCCXoFYTvMd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,j24atUCCXoFYTvMd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,j24atUCCXoFYTvMd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,j24atUCCXoFYTvMd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,j24atUCCXoFYTvMd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,j24atUCCXoFYTvMd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,j24atUCCXoFYTvMd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,4XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,j24atUCCXoFYTvMd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Grey Heather,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,j24atUCCXoFYTvMd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,j24atUCCXoFYTvMd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,j24atUCCXoFYTvMd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,j24atUCCXoFYTvMd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,j24atUCCXoFYTvMd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,j24atUCCXoFYTvMd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,j24atUCCXoFYTvMd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,4XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,j24atUCCXoFYTvMd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,j24atUCCXoFYTvMd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,j24atUCCXoFYTvMd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,j24atUCCXoFYTvMd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,j24atUCCXoFYTvMd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,j24atUCCXoFYTvMd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,j24atUCCXoFYTvMd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,j24atUCCXoFYTvMd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,4XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_variation,j24atUCCXoFYTvMd,,,,,,,,,,,,,,,,,,,,,,,,,K7025C_68218_68205,33.34,Black,S,,,,,,,,,,,,,,,,
product_variation,j24atUCCXoFYTvMd,,,,,,,,,,,,,,,,,,,,,,,,,K7025C_68218_68206,33.34,Black,M,,,,,,,,,,,,,,,,
product_variation,j24atUCCXoFYTvMd,,,,,,,,,,,,,,,,,,,,,,,,,K7025C_68218_68209,33.34,Black,L,,,,,,,,,,,,,,,,
product_variation,j24atUCCXoFYTvMd,,,,,,,,,,,,,,,,,,,,,,,,,K7025C_68218_68210,33.34,Black,XL,,,,,,,,,,,,,,,,
product_variation,j24atUCCXoFYTvMd,,,,,,,,,,,,,,,,,,,,,,,,,K7025C_68218_68213,33.34,Black,XXL,,,,,,,,,,,,,,,,
product_variation,j24atUCCXoFYTvMd,,,,,,,,,,,,,,,,,,,,,,,,,K7025CX_68219_68214,38.44,Black,3XL,,,,,,,,,,,,,,,,
product_variation,j24atUCCXoFYTvMd,,,,,,,,,,,,,,,,,,,,,,,,,K7025CX_68219_68217,38.44,Black,4XL,,,,,,,,,,,,,,,,
product_variation,j24atUCCXoFYTvMd,,,,,,,,,,,,,,,,,,,,,,,,,K7025C_76805_68205,33.34,Clay,S,,,,,,,,,,,,,,,,
product_variation,j24atUCCXoFYTvMd,,,,,,,,,,,,,,,,,,,,,,,,,K7025C_76805_68206,33.34,Clay,M,,,,,,,,,,,,,,,,
product_variation,j24atUCCXoFYTvMd,,,,,,,,,,,,,,,,,,,,,,,,,K7025C_76805_68209,33.34,Clay,L,,,,,,,,,,,,,,,,
product_variation,j24atUCCXoFYTvMd,,,,,,,,,,,,,,,,,,,,,,,,,K7025C_76805_68210,33.34,Clay,XL,,,,,,,,,,,,,,,,
product_variation,j24atUCCXoFYTvMd,,,,,,,,,,,,,,,,,,,,,,,,,K7025C_76805_68213,33.34,Clay,XXL,,,,,,,,,,,,,,,,
product_variation,j24atUCCXoFYTvMd,,,,,,,,,,,,,,,,,,,,,,,,,K7025CX_76804_68214,38.44,Clay,3XL,,,,,,,,,,,,,,,,
product_variation,j24atUCCXoFYTvMd,,,,,,,,,,,,,,,,,,,,,,,,,K7025CX_76804_68217,38.44,Clay,4XL,,,,,,,,,,,,,,,,
product_variation,j24atUCCXoFYTvMd,,,,,,,,,,,,,,,,,,,,,,,,,K7025A_68221_68204,33.34,Grey Heather,S,,,,,,,,,,,,,,,,
product_variation,j24atUCCXoFYTvMd,,,,,,,,,,,,,,,,,,,,,,,,,K7025A_68221_68207,33.34,Grey Heather,M,,,,,,,,,,,,,,,,
product_variation,j24atUCCXoFYTvMd,,,,,,,,,,,,,,,,,,,,,,,,,K7025A_68221_68208,33.34,Grey Heather,L,,,,,,,,,,,,,,,,
product_variation,j24atUCCXoFYTvMd,,,,,,,,,,,,,,,,,,,,,,,,,K7025A_68221_68211,33.34,Grey Heather,XL,,,,,,,,,,,,,,,,
product_variation,j24atUCCXoFYTvMd,,,,,,,,,,,,,,,,,,,,,,,,,K7025A_68221_68212,33.34,Grey Heather,XXL,,,,,,,,,,,,,,,,
product_variation,j24atUCCXoFYTvMd,,,,,,,,,,,,,,,,,,,,,,,,,K7025AX_68220_68215,38.44,Grey Heather,3XL,,,,,,,,,,,,,,,,
product_variation,j24atUCCXoFYTvMd,,,,,,,,,,,,,,,,,,,,,,,,,K7025AX_68220_68216,38.44,Grey Heather,4XL,,,,,,,,,,,,,,,,
product_variation,j24atUCCXoFYTvMd,,,,,,,,,,,,,,,,,,,,,,,,,K7025C_68222_68205,33.34,Navy,S,,,,,,,,,,,,,,,,
product_variation,j24atUCCXoFYTvMd,,,,,,,,,,,,,,,,,,,,,,,,,K7025C_68222_68206,33.34,Navy,M,,,,,,,,,,,,,,,,
product_variation,j24atUCCXoFYTvMd,,,,,,,,,,,,,,,,,,,,,,,,,K7025C_68222_68209,33.34,Navy,L,,,,,,,,,,,,,,,,
product_variation,j24atUCCXoFYTvMd,,,,,,,,,,,,,,,,,,,,,,,,,K7025C_68222_68210,33.34,Navy,XL,,,,,,,,,,,,,,,,
product_variation,j24atUCCXoFYTvMd,,,,,,,,,,,,,,,,,,,,,,,,,K7025C_68222_68213,33.34,Navy,XXL,,,,,,,,,,,,,,,,
product_variation,j24atUCCXoFYTvMd,,,,,,,,,,,,,,,,,,,,,,,,,K7025CX_68223_68214,38.44,Navy,3XL,,,,,,,,,,,,,,,,
product_variation,j24atUCCXoFYTvMd,,,,,,,,,,,,,,,,,,,,,,,,,K7025CX_68223_68217,38.44,Navy,4XL,,,,,,,,,,,,,,,,
product,o4zXNinzkV0LNYTn,Unisex gerecyclede parka met capuchon,"100% polyester. Deze parka is gemaakt van 100% gerecycled polyester post-consumer. Waterafstotende stof. Fluweelachtige afwerking voor een zachter gevoel. Voering van zwart tafpolyester 210T. Gewatteerde binnenkant in 100% polyester. Comfortabele snit. Nylon ritssluiting en metalen ritstrekker. Capuchon met 3 panelen en voering in polyester, met aanrijgkoordjes en stopper. 2 ritszakken aan de voorkant. 1 binnenzak met klittenbandsluiting. Elastische mouwuiteinden. Verlengd achterpand voor meer comfort. Stoffen patch aan de binnenkant van de kraag voor de personalisatie. Blinde drukkersrits onderaan en aan de linkerkant vooraan. Geen merklabel, voor eenvoudige personalisatie. Gecertificeerd STANDARD 100 by OEKO-TEX®N° CQ1007/7, IFTH.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=201457&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Kariban,Kleding,Jas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=201457&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=201456&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=201453&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=201454&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=201449&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=201451&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=201446&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=201505&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=201447&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=201448&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=201501&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=201504&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=201503&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=201498&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=201499&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=201500&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=201502&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=201450&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=201452&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=201455&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,
product_option,o4zXNinzkV0LNYTn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,o4zXNinzkV0LNYTn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,o4zXNinzkV0LNYTn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,o4zXNinzkV0LNYTn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,o4zXNinzkV0LNYTn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,o4zXNinzkV0LNYTn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,o4zXNinzkV0LNYTn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,o4zXNinzkV0LNYTn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,o4zXNinzkV0LNYTn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,4XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,o4zXNinzkV0LNYTn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,5XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,o4zXNinzkV0LNYTn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Dark Grey,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,o4zXNinzkV0LNYTn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,o4zXNinzkV0LNYTn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,o4zXNinzkV0LNYTn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,o4zXNinzkV0LNYTn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,o4zXNinzkV0LNYTn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,o4zXNinzkV0LNYTn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,o4zXNinzkV0LNYTn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,o4zXNinzkV0LNYTn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,4XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,o4zXNinzkV0LNYTn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,5XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,o4zXNinzkV0LNYTn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,o4zXNinzkV0LNYTn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,o4zXNinzkV0LNYTn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,o4zXNinzkV0LNYTn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,o4zXNinzkV0LNYTn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,o4zXNinzkV0LNYTn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,o4zXNinzkV0LNYTn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,o4zXNinzkV0LNYTn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,o4zXNinzkV0LNYTn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,4XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,o4zXNinzkV0LNYTn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,5XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,o4zXNinzkV0LNYTn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,o4zXNinzkV0LNYTn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,o4zXNinzkV0LNYTn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,o4zXNinzkV0LNYTn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,o4zXNinzkV0LNYTn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,o4zXNinzkV0LNYTn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,o4zXNinzkV0LNYTn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,o4zXNinzkV0LNYTn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,o4zXNinzkV0LNYTn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,4XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,o4zXNinzkV0LNYTn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,5XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_variation,o4zXNinzkV0LNYTn,,,,,,,,,,,,,,,,,,,,,,,,,K6152_68151_68142,58,Black,XS,,,,,,,,,,,,,,,,
product_variation,o4zXNinzkV0LNYTn,,,,,,,,,,,,,,,,,,,,,,,,,K6152_68151_68143,58,Black,S,,,,,,,,,,,,,,,,
product_variation,o4zXNinzkV0LNYTn,,,,,,,,,,,,,,,,,,,,,,,,,K6152_68151_68144,58,Black,M,,,,,,,,,,,,,,,,
product_variation,o4zXNinzkV0LNYTn,,,,,,,,,,,,,,,,,,,,,,,,,K6152_68151_68145,58,Black,L,,,,,,,,,,,,,,,,
product_variation,o4zXNinzkV0LNYTn,,,,,,,,,,,,,,,,,,,,,,,,,K6152_68151_68146,58,Black,XL,,,,,,,,,,,,,,,,
product_variation,o4zXNinzkV0LNYTn,,,,,,,,,,,,,,,,,,,,,,,,,K6152_68151_68147,58,Black,XXL,,,,,,,,,,,,,,,,
product_variation,o4zXNinzkV0LNYTn,,,,,,,,,,,,,,,,,,,,,,,,,K6152_68151_68148,58,Black,3XL,,,,,,,,,,,,,,,,
product_variation,o4zXNinzkV0LNYTn,,,,,,,,,,,,,,,,,,,,,,,,,K6152_68151_68149,58,Black,4XL,,,,,,,,,,,,,,,,
product_variation,o4zXNinzkV0LNYTn,,,,,,,,,,,,,,,,,,,,,,,,,K6152_68151_68150,58,Black,5XL,,,,,,,,,,,,,,,,
product_variation,o4zXNinzkV0LNYTn,,,,,,,,,,,,,,,,,,,,,,,,,K6152_68152_68142,58,Dark Grey,XS,,,,,,,,,,,,,,,,
product_variation,o4zXNinzkV0LNYTn,,,,,,,,,,,,,,,,,,,,,,,,,K6152_68152_68143,58,Dark Grey,S,,,,,,,,,,,,,,,,
product_variation,o4zXNinzkV0LNYTn,,,,,,,,,,,,,,,,,,,,,,,,,K6152_68152_68144,58,Dark Grey,M,,,,,,,,,,,,,,,,
product_variation,o4zXNinzkV0LNYTn,,,,,,,,,,,,,,,,,,,,,,,,,K6152_68152_68145,58,Dark Grey,L,,,,,,,,,,,,,,,,
product_variation,o4zXNinzkV0LNYTn,,,,,,,,,,,,,,,,,,,,,,,,,K6152_68152_68146,58,Dark Grey,XL,,,,,,,,,,,,,,,,
product_variation,o4zXNinzkV0LNYTn,,,,,,,,,,,,,,,,,,,,,,,,,K6152_68152_68147,58,Dark Grey,XXL,,,,,,,,,,,,,,,,
product_variation,o4zXNinzkV0LNYTn,,,,,,,,,,,,,,,,,,,,,,,,,K6152_68152_68148,58,Dark Grey,3XL,,,,,,,,,,,,,,,,
product_variation,o4zXNinzkV0LNYTn,,,,,,,,,,,,,,,,,,,,,,,,,K6152_68152_68149,58,Dark Grey,4XL,,,,,,,,,,,,,,,,
product_variation,o4zXNinzkV0LNYTn,,,,,,,,,,,,,,,,,,,,,,,,,K6152_68152_68150,58,Dark Grey,5XL,,,,,,,,,,,,,,,,
