type,product_internal_id,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_media_gallery_image_url_2,product_media_gallery_image_url_3,product_variation_sku,product_price,product_variation_option_Color,product_variation_option_Size,product_option_name,product_option_value,product_option_type,product_option_is_required,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_media_gallery_image_url_6,product_media_gallery_image_url_7,product_media_gallery_image_url_8,product_media_gallery_image_url_9,product_media_gallery_image_url_10,product_media_gallery_image_url_11,product_media_gallery_image_url_12,product_media_gallery_image_url_13
product,0MLSEdcO17scPO1a,Herbruikbaar beschermingsmasker - AFNOR UNS 1 - pak van 5 masker,"Zachte dubbellaagse katoenen jersey stof. <br/>Technologie Silvadur™ 930: antimicrobiële afwerking aan de buitenkant die de groei van microben remt om een betere bescherming en frisheid te bieden.<br/>Technologie Zelan™ R3 / Teflon EcoElite™ water: waterdichte, waterafstotende afwerking.<br/>One size met binnenste gesp optie om op verschillende leeftijdsgroepen te passen.<br/>L 32cms X W 12cms, 160gsm.<br/>Wasbaar op 60 graden, kan worden hergebruikt.<br/>10 wasbeurten getest.<br/>Het wordt aanbevolen om het masker <br/>Niet-medisch.<br/>Het wordt aanbevolen om het masker maximaal 4 uur per dag te dragen.<br/>Masker van Cat. 1 eerste wasbeurt 1-10 wasbeurten Volgens de AFNOR-norm. Test EUROFINS N° Report CH_PCL_4.<br/>",https://media.europeancatalog.com/ws.php?act=download&mamfileid=367185&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Premier,Accessoires,Masques,https://media.europeancatalog.com/ws.php?act=download&mamfileid=367185&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=367182&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=367184&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=367183&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,
product_option,0MLSEdcO17scPO1a,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,0MLSEdcO17scPO1a,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,0MLSEdcO17scPO1a,,,,,,,,,,,,,,Color,Bottle,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,0MLSEdcO17scPO1a,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,0MLSEdcO17scPO1a,,,,,,,,,,,,,,Color,Brown,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,0MLSEdcO17scPO1a,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,0MLSEdcO17scPO1a,,,,,,,,,,,,,,Color,Burgundy,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,0MLSEdcO17scPO1a,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,0MLSEdcO17scPO1a,,,,,,,,,,,,,,Color,Dark Grey,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,0MLSEdcO17scPO1a,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,0MLSEdcO17scPO1a,,,,,,,,,,,,,,Color,Heather grey,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,0MLSEdcO17scPO1a,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,0MLSEdcO17scPO1a,,,,,,,,,,,,,,Color,Hot Pink,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,0MLSEdcO17scPO1a,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,0MLSEdcO17scPO1a,,,,,,,,,,,,,,Color,Khaki,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,0MLSEdcO17scPO1a,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,0MLSEdcO17scPO1a,,,,,,,,,,,,,,Color,Lime,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,0MLSEdcO17scPO1a,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,0MLSEdcO17scPO1a,,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,0MLSEdcO17scPO1a,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,0MLSEdcO17scPO1a,,,,,,,,,,,,,,Color,Pink,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,0MLSEdcO17scPO1a,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,0MLSEdcO17scPO1a,,,,,,,,,,,,,,Color,Purple,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,0MLSEdcO17scPO1a,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,0MLSEdcO17scPO1a,,,,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,0MLSEdcO17scPO1a,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,0MLSEdcO17scPO1a,,,,,,,,,,,,,,Color,Royal Blue,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,0MLSEdcO17scPO1a,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,0MLSEdcO17scPO1a,,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,0MLSEdcO17scPO1a,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,0MLSEdcO17scPO1a,,,,,,,,,,PR799_69415_69414,1.98,Black,One Size,,,,,,,,,,,,,,
product_variation,0MLSEdcO17scPO1a,,,,,,,,,,PR799_69416_69414,1.98,Bottle,One Size,,,,,,,,,,,,,,
product_variation,0MLSEdcO17scPO1a,,,,,,,,,,PR799_69417_69414,1.98,Brown,One Size,,,,,,,,,,,,,,
product_variation,0MLSEdcO17scPO1a,,,,,,,,,,PR799_69418_69414,1.98,Burgundy,One Size,,,,,,,,,,,,,,
product_variation,0MLSEdcO17scPO1a,,,,,,,,,,PR799_69419_69414,1.98,Dark Grey,One Size,,,,,,,,,,,,,,
product_variation,0MLSEdcO17scPO1a,,,,,,,,,,PR799_69420_69414,1.98,Heather grey,One Size,,,,,,,,,,,,,,
product_variation,0MLSEdcO17scPO1a,,,,,,,,,,PR799_69421_69414,1.98,Hot Pink,One Size,,,,,,,,,,,,,,
product_variation,0MLSEdcO17scPO1a,,,,,,,,,,PR799_69422_69414,1.98,Khaki,One Size,,,,,,,,,,,,,,
product_variation,0MLSEdcO17scPO1a,,,,,,,,,,PR799_69423_69414,1.98,Lime,One Size,,,,,,,,,,,,,,
product_variation,0MLSEdcO17scPO1a,,,,,,,,,,PR799_69424_69414,1.98,Navy,One Size,,,,,,,,,,,,,,
product_variation,0MLSEdcO17scPO1a,,,,,,,,,,PR799_69425_69414,1.98,Pink,One Size,,,,,,,,,,,,,,
product_variation,0MLSEdcO17scPO1a,,,,,,,,,,PR799_69426_69414,1.98,Purple,One Size,,,,,,,,,,,,,,
product_variation,0MLSEdcO17scPO1a,,,,,,,,,,PR799_69427_69414,1.98,Red,One Size,,,,,,,,,,,,,,
product_variation,0MLSEdcO17scPO1a,,,,,,,,,,PR799_69428_69414,1.98,Royal Blue,One Size,,,,,,,,,,,,,,
product_variation,0MLSEdcO17scPO1a,,,,,,,,,,PR799_69429_69414,1.98,White,One Size,,,,,,,,,,,,,,
product,fezUSxmcwuazJlNf,Herbruikbaar mondmasker 3 laags - verstelbaar - AFNOR UNS1,"3-laags beschermingsmasker met zachte 100% geweven katoenen stof. Buiten- en binnenlaag : 100% geweven katoen. Middelste laag : filterende non-woven stof.<br/>Ruimte voor PM2.5 actief koolfilter.<br/>One size fits all. Elastieken met verstelbare elastische oorelastieken om het masker zo goed mogelijk op uw gezicht te laten passen.<br/>Flexibele en verstelbare neusklem om beslaan van de bril te voorkomen. <br/>Niet-medisch. Wasbaar op 60 graden. 20 wasbeurten getest<br/>Het wordt aanbevolen om het masker maximaal 4 uur per dag te dragen.<br/>Masker van cat. 1 eerste wasbeurt volgens AFNOR-norm, conform GB18401-2010B en Eurofins Test CH_PCL_5.<br/>Masker van cat. 1-20 wasbeurten volgens AFNOR-norm, conform GB18401-2010B en Eurofins Test CH_PCL_1.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=367186&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Premier,Accessoires,Masques,https://media.europeancatalog.com/ws.php?act=download&mamfileid=367186&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=367187&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,,,,,,,
product_option,fezUSxmcwuazJlNf,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,fezUSxmcwuazJlNf,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,fezUSxmcwuazJlNf,,,,,,,,,,,,,,Color,Bottle Green,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,fezUSxmcwuazJlNf,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,fezUSxmcwuazJlNf,,,,,,,,,,,,,,Color,Burgundy,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,fezUSxmcwuazJlNf,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,fezUSxmcwuazJlNf,,,,,,,,,,,,,,Color,Dark Grey,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,fezUSxmcwuazJlNf,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
