type,product_internal_id,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_media_gallery_image_url_2,product_media_gallery_image_url_3,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_media_gallery_image_url_6,product_media_gallery_image_url_7,product_media_gallery_image_url_8,product_media_gallery_image_url_9,product_media_gallery_image_url_10,product_media_gallery_image_url_11,product_media_gallery_image_url_12,product_media_gallery_image_url_13,product_media_gallery_image_url_14,product_variation_sku,product_price,product_variation_option_Color,product_variation_option_Size,product_option_name,product_option_value,product_option_type,product_option_is_required,product_media_gallery_image_url_15,product_media_gallery_image_url_16,product_media_gallery_image_url_17,product_media_gallery_image_url_18,product_media_gallery_image_url_19,product_media_gallery_image_url_20,product_media_gallery_image_url_21,product_media_gallery_image_url_22,product_media_gallery_image_url_23,product_media_gallery_image_url_24,product_media_gallery_image_url_25,product_media_gallery_image_url_26
product_option,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,,,,,Color,Deep Pink,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,,,,,Color,Fine Grey,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,,,,,Color,Fluorescent Orange,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,,,,,Color,Fluorescent Yellow,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,,,,,Color,Gingko Green,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,,,,,Color,Ice Mint,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,,,,,Color,Iceberg Blue,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,,,,,Color,Lime,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,,,,,Color,Sporty Navy,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_variation,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,PA4012_69012_69005,8.16,Aqua Blue,XS,,,,,,,,,,,,,,,,
product_variation,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,PA4012_69012_69006,8.16,Aqua Blue,S,,,,,,,,,,,,,,,,
product_variation,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,PA4012_69012_69007,8.16,Aqua Blue,M,,,,,,,,,,,,,,,,
product_variation,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,PA4012_69012_69008,8.16,Aqua Blue,L,,,,,,,,,,,,,,,,
product_variation,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,PA4012_69012_69009,8.16,Aqua Blue,XL,,,,,,,,,,,,,,,,
product_variation,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,PA4012_69012_69010,8.16,Aqua Blue,XXL,,,,,,,,,,,,,,,,
product_variation,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,PA4012_69012_69011,8.16,Aqua Blue,3XL,,,,,,,,,,,,,,,,
product_variation,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,PA4012_69013_69005,8.16,Black,XS,,,,,,,,,,,,,,,,
product_variation,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,PA4012_69013_69006,8.16,Black,S,,,,,,,,,,,,,,,,
product_variation,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,PA4012_69013_69007,8.16,Black,M,,,,,,,,,,,,,,,,
product_variation,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,PA4012_69013_69008,8.16,Black,L,,,,,,,,,,,,,,,,
product_variation,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,PA4012_69013_69009,8.16,Black,XL,,,,,,,,,,,,,,,,
product_variation,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,PA4012_69013_69010,8.16,Black,XXL,,,,,,,,,,,,,,,,
product_variation,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,PA4012_69013_69011,8.16,Black,3XL,,,,,,,,,,,,,,,,
product_variation,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,PA4012_84937_69005,8.16,Deep Pink,XS,,,,,,,,,,,,,,,,
product_variation,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,PA4012_84937_69006,8.16,Deep Pink,S,,,,,,,,,,,,,,,,
product_variation,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,PA4012_84937_69007,8.16,Deep Pink,M,,,,,,,,,,,,,,,,
product_variation,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,PA4012_84937_69008,8.16,Deep Pink,L,,,,,,,,,,,,,,,,
product_variation,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,PA4012_84937_69009,8.16,Deep Pink,XL,,,,,,,,,,,,,,,,
product_variation,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,PA4012_84937_69010,8.16,Deep Pink,XXL,,,,,,,,,,,,,,,,
product_variation,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,PA4012_84937_69011,8.16,Deep Pink,3XL,,,,,,,,,,,,,,,,
product_variation,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,PA4012_80080_69005,8.16,Fine Grey,XS,,,,,,,,,,,,,,,,
product_variation,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,PA4012_80080_69006,8.16,Fine Grey,S,,,,,,,,,,,,,,,,
product_variation,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,PA4012_80080_69007,8.16,Fine Grey,M,,,,,,,,,,,,,,,,
product_variation,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,PA4012_80080_69008,8.16,Fine Grey,L,,,,,,,,,,,,,,,,
product_variation,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,PA4012_80080_69009,8.16,Fine Grey,XL,,,,,,,,,,,,,,,,
product_variation,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,PA4012_80080_69010,8.16,Fine Grey,XXL,,,,,,,,,,,,,,,,
product_variation,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,PA4012_80080_69011,8.16,Fine Grey,3XL,,,,,,,,,,,,,,,,
product_variation,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,PA4012_80081_69005,8.16,Fluorescent Orange,XS,,,,,,,,,,,,,,,,
product_variation,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,PA4012_80081_69006,8.16,Fluorescent Orange,S,,,,,,,,,,,,,,,,
product_variation,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,PA4012_80081_69007,8.16,Fluorescent Orange,M,,,,,,,,,,,,,,,,
product_variation,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,PA4012_80081_69008,8.16,Fluorescent Orange,L,,,,,,,,,,,,,,,,
product_variation,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,PA4012_80081_69009,8.16,Fluorescent Orange,XL,,,,,,,,,,,,,,,,
product_variation,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,PA4012_80081_69010,8.16,Fluorescent Orange,XXL,,,,,,,,,,,,,,,,
product_variation,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,PA4012_80081_69011,8.16,Fluorescent Orange,3XL,,,,,,,,,,,,,,,,
product_variation,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,PA4012_80082_69005,8.16,Fluorescent Yellow,XS,,,,,,,,,,,,,,,,
product_variation,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,PA4012_80082_69006,8.16,Fluorescent Yellow,S,,,,,,,,,,,,,,,,
product_variation,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,PA4012_80082_69007,8.16,Fluorescent Yellow,M,,,,,,,,,,,,,,,,
product_variation,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,PA4012_80082_69008,8.16,Fluorescent Yellow,L,,,,,,,,,,,,,,,,
product_variation,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,PA4012_80082_69009,8.16,Fluorescent Yellow,XL,,,,,,,,,,,,,,,,
product_variation,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,PA4012_80082_69010,8.16,Fluorescent Yellow,XXL,,,,,,,,,,,,,,,,
product_variation,gf6jOPTmWn7FdIr7,,,,,,,,,,,,,,,,,,,,,PA4012_80082_69011,8.16,Fluorescent Yellow,3XL,,,,,,,,,,,,,,,,
