type,product_internal_id,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_media_gallery_image_url_2,product_media_gallery_image_url_3,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_media_gallery_image_url_6,product_media_gallery_image_url_7,product_media_gallery_image_url_8,product_media_gallery_image_url_9,product_media_gallery_image_url_10,product_variation_sku,product_price,product_variation_option_Color,product_variation_option_Size,product_option_name,product_option_value,product_option_type,product_option_is_required,product_media_gallery_image_url_11,product_media_gallery_image_url_12,product_media_gallery_image_url_13,product_media_gallery_image_url_14,product_media_gallery_image_url_15,product_media_gallery_image_url_16,product_media_gallery_image_url_17,product_media_gallery_image_url_18
product_option,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,,
product_option,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,
product_option,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,
product_option,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,
product_option,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,,,,,Size,4XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,,,,,Color,Jade Green,RADIOBUTTONS,TRUE,,,,,,,,
product_option,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,,
product_option,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,
product_option,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,
product_option,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,
product_option,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,,,,,Size,4XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,,,,,Color,Moon Grey Heather,RADIOBUTTONS,TRUE,,,,,,,,
product_option,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,,
product_option,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,
product_option,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,
product_option,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,
product_option,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,,,,,Size,4XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,,,,,Color,Navy Blue,RADIOBUTTONS,TRUE,,,,,,,,
product_option,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,,
product_option,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,
product_option,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,
product_option,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,
product_option,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,,,,,Size,4XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,,,,,Color,Organic Khaki,RADIOBUTTONS,TRUE,,,,,,,,
product_option,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,,
product_option,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,
product_option,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,
product_option,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,
product_option,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,,,,,Size,4XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,,,,,Color,Raw Natural,RADIOBUTTONS,TRUE,,,,,,,,
product_option,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,,
product_option,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,
product_option,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,
product_option,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,
product_option,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,,,,,Size,4XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,,,,,Color,Volcano Grey Heather,RADIOBUTTONS,TRUE,,,,,,,,
product_option,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,,
product_option,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,
product_option,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,
product_option,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,
product_option,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,,,,,Size,4XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,,,,,Color,Wet Sand,RADIOBUTTONS,TRUE,,,,,,,,
product_option,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,,
product_option,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,
product_option,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,
product_option,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,
product_option,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,,,,,Size,4XL,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,NS700C_81345_72300,45.35,Aquamarine,XS,,,,,,,,,,,,
product_variation,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,NS700C_81345_68876,45.35,Aquamarine,S,,,,,,,,,,,,
product_variation,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,NS700C_81345_68879,45.35,Aquamarine,M,,,,,,,,,,,,
product_variation,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,NS700C_81345_68880,45.35,Aquamarine,L,,,,,,,,,,,,
product_variation,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,NS700C_81345_68883,45.35,Aquamarine,XL,,,,,,,,,,,,
product_variation,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,NS700C_81345_68884,45.35,Aquamarine,XXL,,,,,,,,,,,,
product_variation,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,NS700C_81345_69851,45.35,Aquamarine,3XL,,,,,,,,,,,,
product_variation,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,NS700C_81345_69855,45.35,Aquamarine,4XL,,,,,,,,,,,,
product_variation,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,NS700C_68891_72300,45.35,Black,XS,,,,,,,,,,,,
product_variation,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,NS700C_68891_68876,45.35,Black,S,,,,,,,,,,,,
product_variation,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,NS700C_68891_68879,45.35,Black,M,,,,,,,,,,,,
product_variation,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,NS700C_68891_68880,45.35,Black,L,,,,,,,,,,,,
product_variation,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,NS700C_68891_68883,45.35,Black,XL,,,,,,,,,,,,
product_variation,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,NS700C_68891_68884,45.35,Black,XXL,,,,,,,,,,,,
product_variation,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,NS700C_68891_69851,45.35,Black,3XL,,,,,,,,,,,,
product_variation,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,NS700C_68891_69855,45.35,Black,4XL,,,,,,,,,,,,
product_variation,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,NS700_81347_81336,45.35,Ivory,XS,,,,,,,,,,,,
product_variation,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,NS700_81347_81337,45.35,Ivory,S,,,,,,,,,,,,
product_variation,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,NS700_81347_81338,45.35,Ivory,M,,,,,,,,,,,,
product_variation,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,NS700_81347_81339,45.35,Ivory,L,,,,,,,,,,,,
product_variation,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,NS700_81347_81340,45.35,Ivory,XL,,,,,,,,,,,,
product_variation,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,NS700_81347_81341,45.35,Ivory,XXL,,,,,,,,,,,,
product_variation,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,NS700_81347_81342,45.35,Ivory,3XL,,,,,,,,,,,,
product_variation,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,NS700_81347_81343,45.35,Ivory,4XL,,,,,,,,,,,,
product_variation,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,NS700C_81349_72300,45.35,Jade Green,XS,,,,,,,,,,,,
product_variation,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,NS700C_81349_68876,45.35,Jade Green,S,,,,,,,,,,,,
product_variation,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,NS700C_81349_68879,45.35,Jade Green,M,,,,,,,,,,,,
product_variation,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,NS700C_81349_68880,45.35,Jade Green,L,,,,,,,,,,,,
product_variation,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,NS700C_81349_68883,45.35,Jade Green,XL,,,,,,,,,,,,
product_variation,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,NS700C_81349_68884,45.35,Jade Green,XXL,,,,,,,,,,,,
product_variation,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,NS700C_81349_69851,45.35,Jade Green,3XL,,,,,,,,,,,,
product_variation,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,NS700C_81349_69855,45.35,Jade Green,4XL,,,,,,,,,,,,
product_variation,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,NS700A_83709_72301,48,Moon Grey Heather,XS,,,,,,,,,,,,
product_variation,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,NS700A_83709_68877,48,Moon Grey Heather,S,,,,,,,,,,,,
product_variation,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,NS700A_83709_68878,48,Moon Grey Heather,M,,,,,,,,,,,,
product_variation,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,NS700A_83709_68881,48,Moon Grey Heather,L,,,,,,,,,,,,
product_variation,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,NS700A_83709_68882,48,Moon Grey Heather,XL,,,,,,,,,,,,
product_variation,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,NS700A_83709_68885,48,Moon Grey Heather,XXL,,,,,,,,,,,,
product_variation,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,NS700A_83709_69853,48,Moon Grey Heather,3XL,,,,,,,,,,,,
product_variation,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,NS700A_83709_69857,48,Moon Grey Heather,4XL,,,,,,,,,,,,
product_variation,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,NS700C_68892_72300,45.35,Navy Blue,XS,,,,,,,,,,,,
product_variation,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,NS700C_68892_68876,45.35,Navy Blue,S,,,,,,,,,,,,
product_variation,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,NS700C_68892_68879,45.35,Navy Blue,M,,,,,,,,,,,,
product_variation,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,NS700C_68892_68880,45.35,Navy Blue,L,,,,,,,,,,,,
product_variation,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,NS700C_68892_68883,45.35,Navy Blue,XL,,,,,,,,,,,,
product_variation,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,NS700C_68892_68884,45.35,Navy Blue,XXL,,,,,,,,,,,,
product_variation,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,NS700C_68892_69851,45.35,Navy Blue,3XL,,,,,,,,,,,,
product_variation,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,NS700C_68892_69855,45.35,Navy Blue,4XL,,,,,,,,,,,,
product_variation,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,NS700C_72302_72300,45.35,Organic Khaki,XS,,,,,,,,,,,,
product_variation,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,NS700C_72302_68876,45.35,Organic Khaki,S,,,,,,,,,,,,
product_variation,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,NS700C_72302_68879,45.35,Organic Khaki,M,,,,,,,,,,,,
product_variation,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,NS700C_72302_68880,45.35,Organic Khaki,L,,,,,,,,,,,,
product_variation,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,NS700C_72302_68883,45.35,Organic Khaki,XL,,,,,,,,,,,,
product_variation,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,NS700C_72302_68884,45.35,Organic Khaki,XXL,,,,,,,,,,,,
product_variation,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,NS700C_72302_69851,45.35,Organic Khaki,3XL,,,,,,,,,,,,
product_variation,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,NS700C_72302_69855,45.35,Organic Khaki,4XL,,,,,,,,,,,,
product_variation,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,NS700_81352_81336,45.35,Raw Natural,XS,,,,,,,,,,,,
product_variation,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,NS700_81352_81337,45.35,Raw Natural,S,,,,,,,,,,,,
product_variation,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,NS700_81352_81338,45.35,Raw Natural,M,,,,,,,,,,,,
product_variation,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,NS700_81352_81339,45.35,Raw Natural,L,,,,,,,,,,,,
product_variation,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,NS700_81352_81340,45.35,Raw Natural,XL,,,,,,,,,,,,
product_variation,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,NS700_81352_81341,45.35,Raw Natural,XXL,,,,,,,,,,,,
product_variation,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,NS700_81352_81342,45.35,Raw Natural,3XL,,,,,,,,,,,,
product_variation,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,NS700_81352_81343,45.35,Raw Natural,4XL,,,,,,,,,,,,
product_variation,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,NS700A_68895_72301,48,Volcano Grey Heather,XS,,,,,,,,,,,,
product_variation,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,NS700A_68895_68877,48,Volcano Grey Heather,S,,,,,,,,,,,,
product_variation,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,NS700A_68895_68878,48,Volcano Grey Heather,M,,,,,,,,,,,,
product_variation,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,NS700A_68895_68881,48,Volcano Grey Heather,L,,,,,,,,,,,,
product_variation,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,NS700A_68895_68882,48,Volcano Grey Heather,XL,,,,,,,,,,,,
product_variation,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,NS700A_68895_68885,48,Volcano Grey Heather,XXL,,,,,,,,,,,,
product_variation,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,NS700A_68895_69853,48,Volcano Grey Heather,3XL,,,,,,,,,,,,
product_variation,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,NS700A_68895_69857,48,Volcano Grey Heather,4XL,,,,,,,,,,,,
product_variation,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,NS700C_81354_72300,45.35,Wet Sand,XS,,,,,,,,,,,,
product_variation,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,NS700C_81354_68876,45.35,Wet Sand,S,,,,,,,,,,,,
product_variation,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,NS700C_81354_68879,45.35,Wet Sand,M,,,,,,,,,,,,
product_variation,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,NS700C_81354_68880,45.35,Wet Sand,L,,,,,,,,,,,,
product_variation,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,NS700C_81354_68883,45.35,Wet Sand,XL,,,,,,,,,,,,
product_variation,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,NS700C_81354_68884,45.35,Wet Sand,XXL,,,,,,,,,,,,
product_variation,CM54ZtqYEmCNFGqT,,,,,,,,,,,,,,,,,NS700C_81354_69851,45.35,Wet Sand,3XL,,,,,,,,,,,,
