type,product_internal_id,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_media_gallery_image_url_2,product_media_gallery_image_url_3,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_media_gallery_image_url_6,product_variation_sku,product_price,product_variation_option_Color,product_variation_option_Size,product_option_name,product_option_value,product_option_type,product_option_is_required,product_media_gallery_image_url_7,product_media_gallery_image_url_8,product_media_gallery_image_url_9,product_media_gallery_image_url_10,product_media_gallery_image_url_11,product_media_gallery_image_url_12,product_media_gallery_image_url_13,product_media_gallery_image_url_14,product_media_gallery_image_url_15
product_option,PidqumohsH6REIq2,,,,,,,,,,,,,,,,,Color,Natural / Black,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,PidqumohsH6REIq2,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,PidqumohsH6REIq2,,,,,,,,,,,,,,,,,Color,Natural / Curcuma,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,PidqumohsH6REIq2,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,PidqumohsH6REIq2,,,,,,,,,,,,,,,,,Color,Natural / Hibiscus Red,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,PidqumohsH6REIq2,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,PidqumohsH6REIq2,,,,,,,,,,,,,,,,,Color,Natural / Ice Mint,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,PidqumohsH6REIq2,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,PidqumohsH6REIq2,,,,,,,,,,,,,,,,,Color,Natural / Navy Blue,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,PidqumohsH6REIq2,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,PidqumohsH6REIq2,,,,,,,,,,,,,,,,,Color,Natural / Turquoise,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,PidqumohsH6REIq2,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,
product_variation,PidqumohsH6REIq2,,,,,,,,,,,,,KI7207_68360_68353,3.46,Natural,One Size,,,,,,,,,,,,,
product_variation,PidqumohsH6REIq2,,,,,,,,,,,,,KI7207_68355_68353,3.46,Natural / Black,One Size,,,,,,,,,,,,,
product_variation,PidqumohsH6REIq2,,,,,,,,,,,,,KI7207_68357_68353,3.46,Natural / Curcuma,One Size,,,,,,,,,,,,,
product_variation,PidqumohsH6REIq2,,,,,,,,,,,,,KI7207_68358_68353,3.46,Natural / Hibiscus Red,One Size,,,,,,,,,,,,,
product_variation,PidqumohsH6REIq2,,,,,,,,,,,,,KI7207_68359_68353,3.46,Natural / Ice Mint,One Size,,,,,,,,,,,,,
product_variation,PidqumohsH6REIq2,,,,,,,,,,,,,KI7207_68361_68353,3.46,Natural / Navy Blue,One Size,,,,,,,,,,,,,
product_variation,PidqumohsH6REIq2,,,,,,,,,,,,,KI7207_68363_68353,3.46,Natural / Turquoise,One Size,,,,,,,,,,,,,
product,xbnb65GQejG24hmO,Koeltas,"100% katoen. Koeltas van 60% gerecycled katoen en 40% zuiver katoen. Oprolsluiting om de kou in de tas beter vast te houden en het vullen te vergemakkelijken.<br/>Binnenin zit een half harde fleshouder van schuim bekleed met katoen, om de fles recht en koel te houden.<br/>Deze tas kan ook worden gebruikt voor de levering van bereide maaltijden, want er past een meeneemgerecht en een drankje in. <br/>Aan de buitenkant ook voorzien van een doorschijnend zakje om de kassabon in te steken. Verkrijgbaar in 2 maten (M en L) om individuele gerechten of gerechten voor het hele gezin in te vervoeren, of om verse boodschappen in te doen.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=207296&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=207296&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=207297&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=206718&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=207295&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,,,,,,,
product_option,xbnb65GQejG24hmO,,,,,,,,,,,,,,,,,Color,Natural,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,xbnb65GQejG24hmO,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,xbnb65GQejG24hmO,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,
product_variation,xbnb65GQejG24hmO,,,,,,,,,,,,,KI7208_68366_68364,18.2,Natural,M,,,,,,,,,,,,,
product_variation,xbnb65GQejG24hmO,,,,,,,,,,,,,KI7208X_69996_69997,19.3,Natural,L,,,,,,,,,,,,,
product,pbcaFxhugXpjJ88r,Shopper in drie kleuren-Origine France Garantie,"100% katoen. Deze tas werd gemaakt van katoencanvas. Dit in Bretagne in Frankrijk gemaakte product kreeg het label 'Origine France Garantie'. <br/>Op de zijkant van de tas werd een geweven etiket van de Franse vlag genaaid.  Geweven hengsels van 2,5 cm breed en 50 cm lang in contrasterende kleuren.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=199979&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=199979&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=199981&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=199978&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=199980&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=199975&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=199976&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=199977&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=208539&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=208538&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=208537&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=208536&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,
product_option,pbcaFxhugXpjJ88r,,,,,,,,,,,,,,,,,Color,Natural,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,pbcaFxhugXpjJ88r,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,pbcaFxhugXpjJ88r,,,,,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,pbcaFxhugXpjJ88r,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,pbcaFxhugXpjJ88r,,,,,,,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,pbcaFxhugXpjJ88r,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,
product_variation,pbcaFxhugXpjJ88r,,,,,,,,,,,,,KI3205_68291_68290,19.34,Natural,One Size,,,,,,,,,,,,,
product_variation,pbcaFxhugXpjJ88r,,,,,,,,,,,,,KI3205_68292_68290,19.34,Navy,One Size,,,,,,,,,,,,,
product_variation,pbcaFxhugXpjJ88r,,,,,,,,,,,,,KI3205_68293_68290,19.34,Red,One Size,,,,,,,,,,,,,
product,67yzMmC1fVKjAA5K,Gerecyclede rugzak - Gestreept,"78% katoen / 20% polyester / 2% andere vezels . Rugzak met koordje, bestaande uit 78% gerecycled katoen en 20% gerecycled polyester. De binnenkant van de tas werd gevoerd met een stof in een contrasterende kleur. Op de voorkant van de tas zitten een grote zak en een zak met een ritssluiting. De schouderbanden zijn regelbaar. Het gestreepte twillweefsel geeft ieder stuk een unieke look.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=207996&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=207996&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,,,,,,,,,,
product_option,67yzMmC1fVKjAA5K,,,,,,,,,,,,,,,,,Color,Striped Marine,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,67yzMmC1fVKjAA5K,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,
product_variation,67yzMmC1fVKjAA5K,,,,,,,,,,,,,KI5108_70679_70678,19.76,Striped Marine,One Size,,,,,,,,,,,,,
product,6io6IlypHj9HRMtf,Gerecyclede shopper - Gestreept,78% katoen / 20% polyester / 2% andere vezels. Shopper van 78% gerecycled katoen en 20% gerecycled polyester. De binnenkant van de tas werd gevoerd met een stof in een contrasterende kleur. Het hoofdvak kreeg een ritssluiting. De tas kreeg een binnenzak met ritssluiting en hengels van 4 cm breed voor meer comfort. De gestreepte twillstof geeft ieder stuk een unieke look.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=208024&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=208024&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=208023&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,,,,,,,,,
product_option,6io6IlypHj9HRMtf,,,,,,,,,,,,,,,,,Color,Striped Marine,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,6io6IlypHj9HRMtf,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,
product_variation,6io6IlypHj9HRMtf,,,,,,,,,,,,,KI5210_70681_70680,10.9,Striped Marine,One Size,,,,,,,,,,,,,
product,ha3SJy2T9yfdiqxS,Gerecyclede schoudertas - Gestreept,78% katoen / 20% polyester / 2% andere vezels. Schoudertas van 78% gerecycled katoen en 20% gerecycled polyester. De binnenkant van de tas werd gevoerd met een stof in een contrasterende kleur en kreeg een ritssluiting. De tas kreeg een binnenzakje met een rits. Het hengsel van 4 cm breed biedt meer comfort. De gestreepte twillstof geeft ieder stuk een unieke look.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=207995&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=207995&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,,,,,,,,,,
product_option,ha3SJy2T9yfdiqxS,,,,,,,,,,,,,,,,,Color,Striped Marine,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,ha3SJy2T9yfdiqxS,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,
product_variation,ha3SJy2T9yfdiqxS,,,,,,,,,,,,,KI5211_70683_70682,13.06,Striped Marine,One Size,,,,,,,,,,,,,
product,Gx2T88vbNeYVoVu5,Gerecyclede shopper - Golfmotief,67% katoen / 30% polyester / 3% andere vezels. Deze shopper bestaat uit 67% gerecycled katoen en 30% gerecycled polyester. De binnenkant van de tas werd gevoerd met een stof in een contrasterende kleur en kreeg een ritssluiting. De hengsels van 4 cm breed bieden meer comfort. Het jacquardweefsel geeft ieder stuk een unieke look.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383615&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383615&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383618&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383616&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=207994&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383617&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,,,,,,
product_option,Gx2T88vbNeYVoVu5,,,,,,,,,,,,,,,,,Color,Waved Black  / Black,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,Gx2T88vbNeYVoVu5,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,
product_variation,Gx2T88vbNeYVoVu5,,,,,,,,,,,,,KI5212_70685_70684,11.16,Waved Black  / Black,One Size,,,,,,,,,,,,,
product,3b6tqt8jcQLpba8v,Gerecycled ritstasje - Golfmotief,"67% gerecycleerd katoen, 30% gerecycleerd polyester, 3% andere vezels. De binnenkant van het tasje is gevoerd met een stof in een contrasterende kleur. Met polsriem van katoenkoord. Het jacquard weefsel geeft ieder stuk een unieke look.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=207333&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=207333&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=207334&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,,,,,,,,,
product_option,3b6tqt8jcQLpba8v,,,,,,,,,,,,,,,,,Color,Waved Black,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,3b6tqt8jcQLpba8v,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,
product_variation,3b6tqt8jcQLpba8v,,,,,,,,,,,,,KI5704_70691_70690,3.94,Waved Black,One Size,,,,,,,,,,,,,
product,9KlOf7vvCIUJ5xHW,Gerecyclede shopper - Gestreept,67% katoen / 30% polyester / 3% andere vezels. Deze shopper bestaat uit 67% gerecycled katoen en 30% gerecycled polyester. De binnenkant van de tas is gevoerd met een contrasterende stof en heeft een ritssluiting. De hengsels van 4 cm breed bieden meer comfort. Het gestreepte motief liet zich inspireren door de skyline van grote steden en geeft ieder stuk een unieke look. Past perfect bij reistas KI5214 en tasje KI5705.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383613&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383613&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383610&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383611&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=207993&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=207992&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383614&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383612&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,
product_option,9KlOf7vvCIUJ5xHW,,,,,,,,,,,,,,,,,Color,Striped Ecume,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,9KlOf7vvCIUJ5xHW,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,
product_variation,9KlOf7vvCIUJ5xHW,,,,,,,,,,,,,KI5213_70687_70686,11,Striped Ecume,One Size,,,,,,,,,,,,,
product,FfxasI1LwnvPplZy,Gerecyclede reistas - Gestreept,"67% katoen / 30% polyester / 3% andere vezels. Deze reistas bestaat uit 67% gerecycled katoen en 30% gerecycled polyester. De binnenkant van de tas is gevoerd met een contrasterende stof en heeft een ritssluiting. <br/>De tas heeft een binnenvak met een ritssluiting,<br/>twee asymmetrische voorzakken en twee gewoven hengsels in hetzelfde materiaal als de tas. Kan worden gedragen als een<br/>handtas of schoudertas. Om te dragen als hand- of schoudertas. Het gestreepte motief liet zich inspireren door de skyline van grote steden en geeft ieder stuk een unieke look. Past perfect bij shopper KI5213 en tasje KI5705.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=383609&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383609&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383607&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=207991&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=207990&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383605&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383606&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383608&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,
product_option,FfxasI1LwnvPplZy,,,,,,,,,,,,,,,,,Color,Striped Ecume,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,FfxasI1LwnvPplZy,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,
product_variation,FfxasI1LwnvPplZy,,,,,,,,,,,,,KI5214_70689_70688,17.66,Striped Ecume,One Size,,,,,,,,,,,,,
product,mJS4Gaa8rxEcK0Gs,Gerecycled tasje - Gestreept,67% katoen / 30% polyester / 3% andere vezels. Tasje van 67% gerecycled katoen en 30% gerecycled polyester. De tasje werd gevoerd met een contrasterende stof en kreeg een ritssluiting. Het tasje heeft een katoenen. Het gestreepte motief liet zich inspireren door de skyline van grote steden. Het jacquardweefsel geeft ieder stuk een unieke look.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=207327&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=207327&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=207329&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=207328&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,,,,,,,,
product_option,mJS4Gaa8rxEcK0Gs,,,,,,,,,,,,,,,,,Color,Striped Ecume,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,mJS4Gaa8rxEcK0Gs,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,
product_variation,mJS4Gaa8rxEcK0Gs,,,,,,,,,,,,,KI5705_70693_70692,3.9,Striped Ecume,One Size,,,,,,,,,,,,,
product,hCr1wrYMuBBFZNtD,Gerecycleerde katoenen shopper 'K-loop project',"73% katoen/25% polyester/2% andere vezels. Shopper in gerecycleerd 25% polyester en 73% katoen. Deze tas is onderdeel van het 'K-loop' project. Met dit project sluit Kimood de kringloop van de circulaire economie, in de strikte zin van het woord. Het gebruikte katoen is afkomstig van het productieafval van de katoenen T-shirts van het merk Kariban, uit de familie KARIBAN BRANDS. Het toegevoegde polyester is afkomstig van gerecycleerde plastic flessen. Tijdens het recyclageproces worden aan het garen 'tracers' toegevoegd. Dit zijn elektronische chips die een blockchain bevatten (technologie voor informatieopslag- en -overdracht), met daarin alle stappen die het garen doorliep. Dankzij de Aware™-traceertechnologie maakt Kimood het voor de eindgebruiker mogelijk om het hele productieproces te volgen, met de garantie op een product dat werd gerecycleerd zoals het hoort, zonder veranderingen tijdens het proces. Kimood sluit de cirkel van de circulaire economie met 'K-loop'.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=266682&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=266682&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=331315&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,,,,,,,,,
product_option,hCr1wrYMuBBFZNtD,,,,,,,,,,,,,,,,,Color,Black Jhoot,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,hCr1wrYMuBBFZNtD,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,hCr1wrYMuBBFZNtD,,,,,,,,,,,,,,,,,Color,Melange Jhoot,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,hCr1wrYMuBBFZNtD,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,hCr1wrYMuBBFZNtD,,,,,,,,,,,,,,,,,Color,Navy Blue Jhoot,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,hCr1wrYMuBBFZNtD,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,hCr1wrYMuBBFZNtD,,,,,,,,,,,,,,,,,Color,White Jhoot,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,hCr1wrYMuBBFZNtD,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,
product_variation,hCr1wrYMuBBFZNtD,,,,,,,,,,,,,KI5808_80549_74262,5.46,Black Jhoot,One Size,,,,,,,,,,,,,
product_variation,hCr1wrYMuBBFZNtD,,,,,,,,,,,,,KI5808_74263_74262,5.46,Melange Jhoot,One Size,,,,,,,,,,,,,
product_variation,hCr1wrYMuBBFZNtD,,,,,,,,,,,,,KI5808_80550_74262,5.46,Navy Blue Jhoot,One Size,,,,,,,,,,,,,
